Orthogroup	schistosoma_mansoni	s.mekongi
OG0000394	Smp_018760.1	KAK4471941.1
OG0000395	Smp_149200.1	KAK4470950.1
OG0000396	Smp_126300.1	KAK4467519.1, KAK4475731.1
OG0000397	Smp_027390.1	KAK4470932.1
OG0000398	Smp_244150.1	KAK4475045.1
OG0000398	Smp_160360.1, Smp_078930.1	KAK4475519.1, KAK4475514.1
OG0000399	Smp_141290.4, Smp_141290.2, Smp_141290.1	KAK4473103.1
OG0000399	Smp_141390.1	KAK4473104.1
OG0000400	Smp_335630.1	KAK4473612.1
OG0000400	Smp_303270.1, Smp_303290.1, Smp_173150.1	KAK4474079.1
OG0000401	Smp_144770.1	KAK4467755.1
OG0000402	Smp_155420.1	KAK4474603.1
OG0000403	Smp_137580.1	KAK4475601.1, KAK4475602.1
OG0000404	Smp_303450.1, Smp_314670.1, Smp_346850.1, Smp_346850.2	KAK4468163.1
OG0000405	Smp_068060.1	KAK4473889.1
OG0000406	Smp_143240.1	KAK4473809.1
OG0000407	Smp_308420.1	KAK4471734.1
OG0000408	Smp_345870.1	KAK4472973.1
OG0000409	Smp_345840.1	KAK4468703.1
OG0000410	Smp_001040.1	KAK4471325.1
OG0000411	Smp_080280.1	KAK4472925.1
OG0000412	Smp_170800.1	KAK4470212.1
OG0000413	Smp_132320.1	KAK4471924.1
OG0000414	Smp_244610.1	KAK4475938.1
OG0000415	Smp_012780.1	KAK4472715.1
OG0000416	Smp_136640.1	KAK4468438.1
OG0000416	Smp_067490.1	KAK4468726.1
OG0000417	Smp_130000.1	KAK4469705.1
OG0000418	Smp_153010.1	KAK4467700.1
OG0000419	Smp_153760.1	KAK4475912.1, KAK4475910.1
OG0000420	Smp_310080.1	KAK4469112.1
OG0000421	Smp_000480.1, Smp_000480.2	KAK4471594.1
OG0000422	Smp_014010.1	KAK4469383.1
OG0000423	Smp_332510.1, Smp_060620.1	KAK4473911.1
OG0000425	Smp_140950.1	KAK4472740.1
OG0000426	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1	KAK4469886.1
OG0000426	Smp_047640.2, Smp_047640.1	KAK4469884.1
OG0000427	Smp_128770.1	KAK4469545.1
OG0000428	Smp_302740.1	KAK4473446.1
OG0000429	Smp_300560.1	KAK4467920.1
OG0000429	Smp_163090.1	KAK4473670.1
OG0000430	Smp_033760.1	KAK4472238.1
OG0000431	Smp_157350.1	KAK4469274.1
OG0000432	Smp_140120.1	KAK4467945.1
OG0000433	Smp_196260.1	KAK4473662.1
OG0000434	Smp_127820.1, Smp_127820.2	KAK4467761.1
OG0000435	Smp_140640.1	KAK4469872.1
OG0000436	Smp_245820.1, Smp_245820.2	KAK4473268.1
OG0000437	Smp_028650.1	KAK4475593.1
OG0000438	Smp_007510.1	KAK4471311.1
OG0000439	Smp_061510.1	KAK4468198.1
OG0000440	Smp_300220.1, Smp_300210.1, Smp_300200.1	KAK4468410.1, KAK4468411.1
OG0000441	Smp_128480.1	KAK4476204.1
OG0000441	Smp_241420.1	KAK4474578.1
OG0000442	Smp_000030.1	KAK4474032.1
OG0000443	Smp_133530.1	KAK4475883.1, KAK4475884.1
OG0000444	Smp_148940.1, Smp_148940.2	KAK4470100.1
OG0000445	Smp_002840.1	KAK4471266.1, KAK4471265.1
OG0000446	Smp_244750.1	KAK4476206.1
OG0000447	Smp_312150.1	KAK4469770.1
OG0000449	Smp_246790.1, Smp_246790.3	KAK4471127.1
OG0000450	Smp_003980.1	KAK4473185.1
OG0000451	Smp_267100.1	KAK4468749.1
OG0000452	Smp_248190.1	KAK4473733.1
OG0000453	Smp_311970.1, Smp_311970.2	KAK4471747.1
OG0000454	Smp_062900.2	KAK4470198.1
OG0000455	Smp_129160.1, Smp_157720.1	KAK4467551.1, KAK4467556.1, KAK4467557.1, KAK4467558.1
OG0000456	Smp_149040.1	KAK4470105.1
OG0000457	Smp_034980.1	KAK4472829.1, KAK4472828.1
OG0000458	Smp_345710.1	KAK4472547.1
OG0000459	Smp_302920.1	KAK4476162.1
OG0000460	Smp_323500.2, Smp_323490.1, Smp_323500.1, Smp_323510.1, Smp_336840.1, Smp_336850.1, Smp_178360.1, Smp_323480.1	KAK4474648.1, KAK4467531.1, KAK4474647.1
OG0000461	Smp_347140.2, Smp_347140.3, Smp_347140.1, Smp_347140.4, Smp_347140.5	KAK4470644.1
OG0000462	Smp_328770.1, Smp_348940.1, Smp_348930.1, Smp_349400.1, Smp_350440.1, Smp_348950.1, Smp_348500.1, Smp_349820.1, Smp_349810.1	KAK4474130.1
OG0000462	Smp_317990.1, Smp_317990.2	KAK4467359.1
OG0000463	Smp_129980.1, Smp_014410.1, Smp_014430.1	KAK4469707.1
OG0000464	Smp_047190.1	KAK4474498.1
OG0000465	Smp_030760.1	KAK4470509.1
OG0000466	Smp_245780.1	KAK4469330.1
OG0000467	Smp_126540.1	KAK4473827.1
OG0000468	Smp_141580.1	KAK4470611.1
OG0000469	Smp_031070.1, Smp_031070.2	KAK4475681.1, KAK4475679.1
OG0000470	Smp_156450.1	KAK4469640.1
OG0000471	Smp_138860.1	KAK4468673.1
OG0000472	Smp_302020.1, Smp_126580.1, Smp_302030.1	KAK4473823.1
OG0000473	Smp_138590.1	KAK4475783.1
OG0000474	Smp_266840.1	KAK4474977.1
OG0000474	Smp_122810.1	KAK4469729.1
OG0000475	Smp_169800.1	KAK4471300.1, KAK4471299.1
OG0000476	Smp_342610.1, Smp_342610.2	KAK4475400.1
OG0000477	Smp_090450.1	KAK4469093.1
OG0000479	Smp_094330.1	KAK4472631.1
OG0000480	Smp_134950.1	KAK4471463.1
OG0000481	Smp_134880.1	KAK4471219.1
OG0000483	Smp_309950.1, Smp_309960.1	KAK4471160.1
OG0000484	Smp_332380.1	KAK4467873.1
OG0000485	Smp_058400.1	KAK4474743.1
OG0000487	Smp_125560.1, Smp_311350.1, Smp_266800.1	KAK4468181.1
OG0000488	Smp_315060.1, Smp_337100.1, Smp_337100.4, Smp_337100.2, Smp_337100.3, Smp_337100.5, Smp_334670.1, Smp_205300.1, Smp_316490.1, Smp_316490.2, Smp_331120.1, Smp_341290.1	KAK4468908.1, KAK4468901.1
OG0000489	Smp_179070.1	KAK4469769.1
OG0000490	Smp_100130.1	KAK4471519.1
OG0000491	Smp_081260.1	KAK4472485.1
OG0000492	Smp_181440.1	KAK4471712.1
OG0000493	Smp_004730.1	KAK4469124.1
OG0000493	Smp_340320.1	KAK4472786.1, KAK4472785.1
OG0000495	Smp_336640.1	KAK4475594.1
OG0000496	Smp_092770.1	KAK4473897.1
OG0000497	Smp_068920.1, Smp_068920.2, Smp_245240.1	KAK4475832.1
OG0000498	Smp_124070.1	KAK4473225.1
OG0000498	Smp_331830.1	KAK4472209.1
OG0000499	Smp_343450.1	KAK4470653.1
OG0000500	Smp_347050.1	KAK4475112.1
OG0000501	Smp_161970.1, Smp_161970.2	KAK4472851.1
OG0000502	Smp_137330.1	KAK4474193.1, KAK4474094.1
OG0000503	Smp_022400.1	KAK4475659.1
OG0000504	Smp_133710.1	KAK4469069.1
OG0000505	Smp_072350.1	KAK4473033.1
OG0000506	Smp_212200.1	KAK4475979.1, KAK4475980.1
OG0000507	Smp_246510.1, Smp_246510.2	KAK4472652.1
OG0000508	Smp_024000.1	KAK4475295.1
OG0000509	Smp_046790.1	KAK4469240.1
OG0000509	Smp_127200.1	KAK4469667.1
OG0000510	Smp_152500.1	KAK4470887.1
OG0000510	Smp_344480.2, Smp_344480.1	KAK4470889.1
OG0000512	Smp_166940.1	KAK4469151.1
OG0000514	Smp_122840.1	KAK4469103.1
OG0000515	Smp_153720.1	KAK4474608.1
OG0000516	Smp_129110.1	KAK4471404.1, KAK4471405.1
OG0000517	Smp_161980.1	KAK4472849.1
OG0000521	Smp_316340.1	KAK4470167.1
OG0000522	Smp_166440.1	KAK4469781.1
OG0000523	Smp_155750.1	KAK4470425.1
OG0000524	Smp_065810.1	KAK4474637.1, KAK4467261.1
OG0000525	Smp_122900.1	KAK4469434.1
OG0000526	Smp_304370.1	KAK4474864.1
OG0000527	Smp_062680.1	KAK4475122.1
OG0000528	Smp_140520.1	KAK4472573.1
OG0000529	Smp_102160.2, Smp_102160.1	KAK4475249.1
OG0000530	Smp_104310.1	KAK4467723.1
OG0000530	Smp_005670.1, Smp_349020.1, Smp_337130.1	KAK4467863.1, KAK4467865.1
OG0000531	Smp_145090.1	KAK4470778.1
OG0000532	Smp_324710.1, Smp_092880.1	KAK4467382.1, KAK4475786.1
OG0000533	Smp_347530.1, Smp_347530.2	KAK4475105.1
OG0000534	Smp_149080.1	KAK4470412.1
OG0000535	Smp_029470.1, Smp_029500.1	KAK4472091.1
OG0000536	Smp_079740.1	KAK4471326.1
OG0000537	Smp_060860.1	KAK4469348.1
OG0000538	Smp_314170.1, Smp_303010.1, Smp_348060.1, Smp_332150.1, Smp_316790.1, Smp_335780.1, Smp_335930.1, Smp_317470.1, Smp_317470.3, Smp_317470.2, Smp_315690.1, Smp_315690.2, Smp_187410.1	KAK4475760.1, KAK4475761.1
OG0000539	Smp_021170.1, Smp_021170.3, Smp_021170.2	KAK4469058.1
OG0000540	Smp_245200.1	KAK4475879.1
OG0000541	Smp_333760.1	KAK4472810.1
OG0000542	Smp_123290.1	KAK4468792.1
OG0000543	Smp_336650.1	KAK4475287.1
OG0000544	Smp_090070.1	KAK4470987.1
OG0000545	Smp_047900.1	KAK4469836.1
OG0000545	Smp_142050.1	KAK4470093.1
OG0000547	Smp_169940.1	KAK4468655.1
OG0000548	Smp_140820.1	KAK4472431.1
OG0000549	Smp_165440.2, Smp_165440.1	KAK4474391.1
OG0000550	Smp_244030.1, Smp_244040.1	KAK4475158.1
OG0000551	Smp_089870.1	KAK4469308.1
OG0000551	Smp_123850.1, Smp_056420.1	KAK4471274.1
OG0000551	Smp_086860.1	KAK4473748.1
OG0000552	Smp_068950.1	KAK4475830.1
OG0000553	Smp_300840.1, Smp_300840.2	KAK4467767.1
OG0000554	Smp_078280.1	KAK4474414.1
OG0000555	Smp_005500.1	KAK4467388.1
OG0000556	Smp_168160.1	KAK4471444.1
OG0000557	Smp_068070.1	KAK4473888.1
OG0000558	Smp_044970.1	KAK4474954.1
OG0000559	Smp_347940.1	KAK4468120.1
OG0000560	Smp_175780.1	KAK4467821.1
OG0000561	Smp_023010.1	KAK4467648.1
OG0000561	Smp_134510.1	KAK4467649.1
OG0000562	Smp_144020.1	KAK4468116.1
OG0000563	Smp_039870.1	KAK4475031.1
OG0000564	Smp_088950.1, Smp_088950.2	KAK4473434.1
OG0000565	Smp_028210.2, Smp_028210.1	KAK4476074.1
OG0000566	Smp_053060.1	KAK4468294.1
OG0000567	Smp_197370.1	KAK4471280.1
OG0000568	Smp_088650.1	KAK4469792.1
OG0000568	Smp_340020.1	KAK4471616.1
OG0000568	Smp_032180.1	KAK4467372.1, KAK4467373.1
OG0000569	Smp_333030.1	KAK4476174.1
OG0000570	Smp_135790.1, Smp_135790.3, Smp_135790.2	KAK4474697.1, KAK4474698.1
OG0000571	Smp_011680.1, Smp_011680.2	KAK4476242.1
OG0000572	Smp_243200.1	KAK4472053.1
OG0000574	Smp_242540.1	KAK4475572.1
OG0000575	Smp_174240.3, Smp_174240.1, Smp_174240.2	KAK4467778.1
OG0000576	Smp_061590.1	KAK4472513.1
OG0000577	Smp_181080.1, Smp_181080.2	KAK4469529.1, KAK4469528.1
OG0000580	Smp_033700.1	KAK4472241.1
OG0000581	Smp_246950.1	KAK4471936.1, KAK4471935.1
OG0000582	Smp_146750.1	KAK4468214.1
OG0000582	Smp_146740.1	KAK4468215.1
OG0000582	Smp_045680.1	KAK4468216.1
OG0000583	Smp_341630.1	KAK4471891.1
OG0000584	Smp_343410.1, Smp_343410.2	KAK4472904.1
OG0000585	Smp_141830.1	KAK4475899.1
OG0000586	Smp_194160.1	KAK4472683.1
OG0000587	Smp_333670.1	KAK4471204.1
OG0000588	Smp_160370.1, Smp_160370.2, Smp_160370.3	KAK4475516.1, KAK4475517.1
OG0000589	Smp_034410.1	KAK4469851.1
OG0000590	Smp_019990.1	KAK4472757.1
OG0000591	Smp_028200.1, Smp_028200.2	KAK4467269.1, KAK4476072.1
OG0000592	Smp_128960.1	KAK4472704.1
OG0000593	Smp_125790.1	KAK4472608.1
OG0000594	Smp_103810.1	KAK4469251.1
OG0000595	Smp_128150.1	KAK4469621.1
OG0000597	Smp_310050.1, Smp_310050.2, Smp_310040.1, Smp_327280.1, Smp_138750.1	KAK4471126.1, KAK4467412.1
OG0000598	Smp_135900.1	KAK4474284.1
OG0000599	Smp_105930.1	KAK4471696.1
OG0000600	Smp_187940.1	KAK4471566.1
OG0000601	Smp_134600.1	KAK4467638.1
OG0000601	Smp_172040.1	KAK4473596.1
OG0000602	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4	KAK4475290.1
OG0000603	Smp_123010.1	KAK4469417.1
OG0000604	Smp_090930.1	KAK4473735.1
OG0000605	Smp_097750.1	KAK4473042.1
OG0000605	Smp_097800.1	KAK4473095.1, KAK4475169.1
OG0000606	Smp_074610.1	KAK4469307.1
OG0000606	Smp_089860.1	KAK4469307.1
OG0000606	Smp_074610.1	KAK4474888.1
OG0000606	Smp_089860.1	KAK4474888.1
OG0000606	Smp_026880.1	KAK4468618.1, KAK4468786.1
OG0000606	Smp_318950.1	KAK4473142.1
OG0000606	Smp_082240.1	KAK4467525.1
OG0000606	Smp_348800.1	KAK4467525.1
OG0000606	Smp_082240.1	KAK4475857.1
OG0000606	Smp_348800.1	KAK4475857.1
OG0000607	Smp_154420.1	KAK4472677.1
OG0000608	Smp_245720.1	KAK4469449.1
OG0000609	Smp_163570.1, Smp_163570.2	KAK4473088.1
OG0000610	Smp_035430.1	KAK4467550.1
OG0000610	Smp_176600.1	KAK4473384.1
OG0000611	Smp_320240.1	KAK4473544.1
OG0000611	Smp_051640.1, Smp_331730.1	KAK4473545.1
OG0000612	Smp_213240.1	KAK4476245.1
OG0000613	Smp_196510.1	KAK4473830.1
OG0000614	Smp_097180.1, Smp_097180.2	KAK4473739.1
OG0000615	Smp_157150.1	KAK4467492.1, KAK4474712.1
OG0000616	Smp_341160.1, Smp_341160.2	KAK4471831.1
OG0000617	Smp_136240.1	KAK4468298.1
OG0000618	Smp_127380.1, Smp_127380.2	KAK4474007.1
OG0000619	Smp_337320.1	KAK4475871.1
OG0000620	Smp_135230.1	KAK4475311.1
OG0000620	Smp_171580.1	KAK4469019.1
OG0000621	Smp_208090.1	KAK4472466.1
OG0000622	Smp_137080.1	KAK4470587.1
OG0000623	Smp_212030.1	KAK4474699.1
OG0000624	Smp_133150.1	KAK4472788.1
OG0000626	Smp_245970.1	KAK4469865.1
OG0000628	Smp_132450.1	KAK4471942.1
OG0000629	Smp_054790.1	KAK4473779.1
OG0000630	Smp_138180.1	KAK4472088.1
OG0000631	Smp_165170.1	KAK4471440.1
OG0000631	Smp_335840.1, Smp_347080.1	KAK4471947.1
OG0000632	Smp_046140.1	KAK4467549.1, KAK4474720.1
OG0000633	Smp_148220.1	KAK4469491.1
OG0000636	Smp_144760.1	KAK4467759.1
OG0000637	Smp_242110.1	KAK4469224.1
OG0000638	Smp_347950.1, Smp_347950.2	KAK4471472.1
OG0000639	Smp_197390.1	KAK4471799.1
OG0000640	Smp_143980.1, Smp_242850.1	KAK4468114.1
OG0000641	Smp_174920.1	KAK4476055.1
OG0000641	Smp_007690.1	KAK4467404.1, KAK4475738.1
OG0000643	Smp_045420.1	KAK4469713.1
OG0000643	Smp_045410.1, Smp_045410.2	KAK4469714.1
OG0000644	Smp_170550.1, Smp_170550.2	KAK4467799.1
OG0000645	Smp_132850.1, Smp_210550.2	KAK4476259.1, KAK4476258.1
OG0000646	Smp_011660.1, Smp_011660.2, Smp_011660.3	KAK4476243.1
OG0000647	Smp_129420.1	KAK4471769.1
OG0000648	Smp_214260.1	KAK4468712.1
OG0000649	Smp_247230.1	KAK4471824.1
OG0000650	Smp_042340.1	KAK4470771.1, KAK4470770.1, KAK4470769.1
OG0000651	Smp_302650.1	KAK4473422.1
OG0000652	Smp_049600.1	KAK4473663.1
OG0000653	Smp_306290.1, Smp_306300.1	KAK4473617.1
OG0000654	Smp_331710.1	KAK4472538.1
OG0000655	Smp_314360.1, Smp_332750.1, Smp_316680.1, Smp_316680.2, Smp_101230.1	KAK4467993.1
OG0000656	Smp_043150.1	KAK4470547.1
OG0000657	Smp_082280.1	KAK4468518.1
OG0000659	Smp_157510.1	KAK4473415.1
OG0000662	Smp_130100.1	KAK4469693.1
OG0000663	Smp_343540.1	KAK4473924.1
OG0000664	Smp_157740.1	KAK4467553.1
OG0000665	Smp_334140.1	KAK4470314.1
OG0000666	Smp_145890.1	KAK4471800.1
OG0000667	Smp_006320.1, Smp_006320.2	KAK4475968.1
OG0000668	Smp_014780.1	KAK4469499.1
OG0000669	Smp_177120.1	KAK4471524.1
OG0000670	Smp_340760.1	KAK4474037.1
OG0000671	Smp_169530.1	KAK4470732.1
OG0000672	Smp_245600.1, Smp_245600.2	KAK4472427.1
OG0000673	Smp_173730.1	KAK4474792.1, KAK4474791.1
OG0000674	Smp_041760.1	KAK4470823.1
OG0000675	Smp_089180.1	KAK4470214.1, KAK4470213.1
OG0000676	Smp_129950.1, Smp_129950.2	KAK4467996.1
OG0000677	Smp_304500.1	KAK4475848.1
OG0000678	Smp_341660.1	KAK4474196.1
OG0000679	Smp_089240.1	KAK4470237.1
OG0000680	Smp_096640.1, Smp_096640.2	KAK4474863.1
OG0000681	Smp_139540.1	KAK4474159.1
OG0000682	Smp_310140.1	KAK4473529.1
OG0000683	Smp_028730.1	KAK4469834.1
OG0000683	Smp_000510.1	KAK4471596.1
OG0000684	Smp_210150.1	KAK4468121.1
OG0000685	Smp_145410.1, Smp_145410.2	KAK4470335.1
OG0000686	Smp_166830.1	KAK4471839.1
OG0000687	Smp_169260.2, Smp_169260.1	KAK4472948.1
OG0000688	Smp_244830.1	KAK4475845.1
OG0000689	Smp_169580.1	KAK4475573.1
OG0000690	Smp_176620.1	KAK4473380.1
OG0000692	Smp_341180.1, Smp_341180.2	KAK4474881.1
OG0000695	Smp_126480.1	KAK4467842.1
OG0000695	Smp_078690.1	KAK4473537.1
OG0000696	Smp_302850.1	KAK4475838.1
OG0000697	Smp_148720.1	KAK4473658.1
OG0000698	Smp_015220.1, Smp_015220.2	KAK4475322.1
OG0000699	Smp_008490.1	KAK4472379.1
OG0000700	Smp_092150.1, Smp_151640.1	KAK4473015.1
OG0000701	Smp_132270.1	KAK4471911.1
OG0000702	Smp_123060.1	KAK4468836.1
OG0000703	Smp_123720.1	KAK4475702.1
OG0000704	Smp_072110.1	KAK4469568.1
OG0000705	Smp_347680.1	KAK4475920.1
OG0000706	Smp_104670.1	KAK4473560.1
OG0000706	Smp_014660.1	KAK4469683.1
OG0000707	Smp_152960.1	KAK4467706.1
OG0000708	Smp_041060.1	KAK4473844.1
OG0000709	Smp_198940.1	KAK4473581.1
OG0000710	Smp_346720.1	KAK4476143.1
OG0000711	Smp_334200.1	KAK4470475.1
OG0000712	Smp_148370.1	KAK4469473.1
OG0000713	Smp_312660.1	KAK4470169.1
OG0000714	Smp_196150.1, Smp_196150.2	KAK4469311.1
OG0000715	Smp_076950.1	KAK4473080.1
OG0000716	Smp_244580.1	KAK4474488.1
OG0000717	Smp_311920.1, Smp_346240.1	KAK4472067.1
OG0000718	Smp_135560.1	KAK4470744.1
OG0000719	Smp_137650.1	KAK4469833.1
OG0000721	Smp_122800.1	KAK4469698.1
OG0000722	Smp_166610.1	KAK4475859.1
OG0000723	Smp_169520.1	KAK4470731.1
OG0000724	Smp_157560.1	KAK4473416.1
OG0000725	Smp_155780.1	KAK4470428.1
OG0000726	Smp_175570.1	KAK4472444.1
OG0000726	Smp_097240.1	KAK4472445.1
OG0000727	Smp_079700.1	KAK4473799.1
OG0000728	Smp_071960.1	KAK4469556.1
OG0000729	Smp_128370.1	KAK4476249.1
OG0000730	Smp_074070.1	KAK4471836.1
OG0000731	Smp_347040.1	KAK4470693.1
OG0000732	Smp_343150.1	KAK4475629.1
OG0000733	Smp_169150.1, Smp_169150.2	KAK4475569.1
OG0000736	Smp_144940.1	KAK4470813.1
OG0000737	Smp_305100.1, Smp_305110.1	KAK4474370.1
OG0000738	Smp_346410.1	KAK4470138.1
OG0000739	Smp_094380.1	KAK4469782.1
OG0000740	Smp_093920.1	KAK4475982.1
OG0000741	Smp_129260.1	KAK4468185.1
OG0000743	Smp_150340.1	KAK4475498.1
OG0000744	Smp_171640.1	KAK4474236.1, KAK4467355.1, KAK4475639.1
OG0000745	Smp_142600.1	KAK4473918.1
OG0000746	Smp_018250.1, Smp_018250.2	KAK4471896.1
OG0000748	Smp_053220.1	KAK4470051.1, KAK4467349.1, KAK4470183.1
OG0000749	Smp_213300.1, Smp_213300.2	KAK4470073.1
OG0000750	Smp_306910.1	KAK4470486.1
OG0000751	Smp_159490.1	KAK4475833.1, KAK4475835.1
OG0000751	Smp_057620.1	KAK4475538.1
OG0000752	Smp_015020.1	KAK4467935.1
OG0000752	Smp_130300.1	KAK4467930.1
OG0000754	Smp_123040.1	KAK4469412.1
OG0000756	Smp_344380.1	KAK4473770.1
OG0000757	Smp_148250.1	KAK4469488.1
OG0000758	Smp_190020.1	KAK4474262.1
OG0000759	Smp_135460.1	KAK4469520.1
OG0000760	Smp_056640.1	KAK4470881.1
OG0000761	Smp_175340.1	KAK4469193.1
OG0000762	Smp_136300.1	KAK4468368.1
OG0000762	Smp_172200.1	KAK4468720.1
OG0000763	Smp_038140.1, Smp_038140.2	KAK4475061.1
OG0000764	Smp_128420.1, Smp_128420.2	KAK4476235.1
OG0000765	Smp_094420.1	KAK4469518.1
OG0000765	Smp_024520.1	KAK4469519.1
OG0000766	Smp_127460.1, Smp_127460.2	KAK4471386.1
OG0000767	Smp_243680.1	KAK4471235.1
OG0000768	Smp_049390.1	KAK4473678.1
OG0000769	Smp_343570.1	KAK4475312.1
OG0000770	Smp_130580.1	KAK4474961.1
OG0000771	Smp_198020.1, Smp_312560.1, Smp_316120.1, Smp_316130.1	KAK4470996.1
OG0000772	Smp_306350.1, Smp_099090.1, Smp_333000.1	KAK4474852.1
OG0000773	Smp_162030.1, Smp_162030.2	KAK4473279.1
OG0000774	Smp_131070.1, Smp_131070.2, Smp_131070.3	KAK4475493.1
OG0000775	Smp_167020.1	KAK4469163.1
OG0000776	Smp_001360.1	KAK4469675.1
OG0000776	Smp_032810.1	KAK4469755.1
OG0000777	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1, Smp_130070.5	KAK4469700.1
OG0000778	Smp_306370.1	KAK4473368.1
OG0000779	Smp_171600.1	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1
OG0000780	Smp_146830.1, Smp_146830.3, Smp_146830.2	KAK4475273.1
OG0000781	Smp_143130.1	KAK4474552.1
OG0000781	Smp_048560.2, Smp_048560.1	KAK4476024.1
OG0000782	Smp_161680.1	KAK4472624.1
OG0000783	Smp_337480.1, Smp_337480.2	KAK4469441.1
OG0000784	Smp_094340.1	KAK4472638.1
OG0000785	Smp_194420.1	KAK4472075.1, KAK4472076.1
OG0000786	Smp_247200.1	KAK4473618.1
OG0000787	Smp_300570.1	KAK4467917.1, KAK4467919.1
OG0000787	Smp_121920.1, Smp_121920.2	KAK4472011.1
OG0000788	Smp_058360.1	KAK4474750.1
OG0000789	Smp_123840.1	KAK4473257.1
OG0000789	Smp_123860.1	KAK4473256.1
OG0000790	Smp_247160.2, Smp_247160.1	KAK4473741.1
OG0000791	Smp_343700.1, Smp_343700.2	KAK4473509.1
OG0000792	Smp_158720.1	KAK4469047.1, KAK4475816.1
OG0000793	Smp_140330.1	KAK4472249.1
OG0000794	Smp_335080.1, Smp_334400.1, Smp_159110.1	KAK4474355.1
OG0000795	Smp_125340.1, Smp_125340.2	KAK4467676.1
OG0000796	Smp_333180.1	KAK4474757.1
OG0000797	Smp_039820.1	KAK4475035.1
OG0000798	Smp_341650.1	KAK4475964.1
OG0000799	Smp_030320.1	KAK4471638.1
OG0000800	Smp_244710.1	KAK4476179.1
OG0000801	Smp_020550.1, Smp_020550.3, Smp_020550.2	KAK4475245.1
OG0000802	Smp_137020.1	KAK4470576.1
OG0000802	Smp_340590.1	KAK4472112.1
OG0000803	Smp_212940.1	KAK4470919.1
OG0000804	Smp_332620.1	KAK4473168.1
OG0000805	Smp_010280.1	KAK4474013.1
OG0000806	Smp_127030.1	KAK4470608.1
OG0000807	Smp_304360.1	KAK4473307.1, KAK4474358.1
OG0000808	Smp_010690.1	KAK4467771.1
OG0000808	Smp_127830.1	KAK4467779.1
OG0000809	Smp_173330.1	KAK4468611.1
OG0000810	Smp_003670.1, Smp_003670.2	KAK4473212.1
OG0000811	Smp_178750.1	KAK4474417.1
OG0000812	Smp_017750.1	KAK4474440.1
OG0000813	Smp_179270.1	KAK4468852.1
OG0000814	Smp_150230.1, Smp_150230.2	KAK4471430.1
OG0000815	Smp_307960.1	KAK4472012.1
OG0000816	Smp_304140.1, Smp_314620.1	KAK4468020.1
OG0000817	Smp_030860.1	KAK4468677.1
OG0000818	Smp_346810.1, Smp_177290.1	KAK4474538.1
OG0000819	Smp_002600.1, Smp_002600.2	KAK4471251.1
OG0000820	Smp_040130.1	KAK4467442.1
OG0000820	Smp_346190.1	KAK4473128.1
OG0000821	Smp_310830.1, Smp_310820.1	KAK4469272.1
OG0000822	Smp_064020.1	KAK4470476.1
OG0000823	Smp_082810.1	KAK4467478.1
OG0000823	Smp_130230.1, Smp_062300.1, Smp_062300.2	KAK4467922.1
OG0000824	Smp_028670.1	KAK4475591.1
OG0000825	Smp_145290.1, Smp_307840.1, Smp_313560.1	KAK4470419.1, KAK4470420.1, KAK4470421.1
OG0000827	Smp_202690.1	KAK4470549.1
OG0000827	Smp_043120.1	KAK4470028.1, KAK4470550.1
OG0000828	Smp_159290.1, Smp_345050.1, Smp_078490.1, Smp_139450.1, Smp_193680.1, Smp_002630.1	KAK4468383.1
OG0000829	Smp_075280.1, Smp_075280.2	KAK4475182.1
OG0000830	Smp_157410.1	KAK4469293.1
OG0000831	Smp_040350.1	KAK4473480.1
OG0000832	Smp_029240.1	KAK4471871.1
OG0000833	Smp_196700.1	KAK4472353.1
OG0000835	Smp_310870.1	KAK4473919.1
OG0000836	Smp_083770.1	KAK4473858.1
OG0000837	Smp_140390.1	KAK4472239.1
OG0000838	Smp_213900.1	KAK4473759.1
OG0000839	Smp_071140.1	KAK4473818.1
OG0000840	Smp_345540.1	KAK4470970.1, KAK4470978.1
OG0000841	Smp_032510.1	KAK4475007.1
OG0000842	Smp_179810.1	KAK4471617.1
OG0000843	Smp_150510.1	KAK4468285.1
OG0000844	Smp_166560.1, Smp_166560.2	KAK4475850.1
OG0000845	Smp_141460.1	KAK4468551.1, KAK4467252.1
OG0000846	Smp_341400.1	KAK4474858.1
OG0000847	Smp_056360.1	KAK4476036.1
OG0000848	Smp_343320.1	KAK4474163.1
OG0000849	Smp_196290.1	KAK4473756.1
OG0000850	Smp_163620.1	KAK4473025.1
OG0000851	Smp_173320.2, Smp_173320.1	KAK4468610.1
OG0000852	Smp_193440.1	KAK4474383.1
OG0000853	Smp_043670.2, Smp_043670.1	KAK4468234.1
OG0000854	Smp_345740.1	KAK4473859.1
OG0000855	Smp_147670.1	KAK4467325.1
OG0000856	Smp_164880.1, Smp_327030.1	KAK4475581.1
OG0000857	Smp_139100.2, Smp_139100.1, Smp_139100.3	KAK4467572.1, KAK4475703.1
OG0000858	Smp_007650.1	KAK4467344.1, KAK4467343.1, KAK4475741.1
OG0000859	Smp_046930.1	KAK4469232.1
OG0000860	Smp_150500.1	KAK4471825.1
