Orthogroup	schistosoma_japonicum	trichobilharzia_regenti
OG0001867	EWB00_007616.1, EWB00_007616.2	TREG1_68200.3, TREG1_68200.7, TREG1_68200.4, TREG1_68200.5, TREG1_68200.1, TREG1_68200.6, TREG1_68200.2
OG0001868	EWB00_007873.2, EWB00_007873.1	TREG1_10240.1, TREG1_10240.2
OG0001869	EWB00_002497, EWB00_002496	TREG1_24860.1
OG0001870	EWB00_005310.1, EWB00_005310.2	TREG1_70550.1, TREG1_70530.1
OG0001871	EWB00_006383	TREG1_42540.1, TREG1_42540.2, TREG1_42540.3
OG0001872	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2	TREG1_111020.2, TREG1_111020.1, TREG1_111020.3
OG0001873	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3	TREG1_54060.1, TREG1_54060.2
OG0001874	EWB00_001525	TREG1_32320.1, TREG1_32320.2
OG0001874	EWB00_001528.1, EWB00_001528.2	TREG1_32330.1
OG0001875	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3	TREG1_124620.1, TREG1_124610.1
OG0001878	EWB00_005121, EWB00_005120, EWB00_005118, EWB00_011374, EWB00_005119.1, EWB00_005119.2	TREG1_76220.1
OG0001879	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5	TREG1_38690.1, TREG1_38690.2, TREG1_38690.3, TREG1_38690.4
OG0001880	EWB00_010357.1, EWB00_010357.2	TREG1_14870.1, TREG1_14870.2
OG0001881	EWB00_011255	TREG1_81530.1
OG0001882	EWB00_010945	TREG1_101420.3, TREG1_101420.2, TREG1_101420.1
OG0001883	EWB00_007343	TREG1_6520.3, TREG1_6520.4, TREG1_6520.1, TREG1_6520.2
OG0001884	EWB00_003270	TREG1_124580.1, TREG1_124580.2
OG0001885	EWB00_009963, EWB00_009964, EWB00_004694	TREG1_28050.1
OG0001886	EWB00_004977.1, EWB00_004977.2	TREG1_105900.1, TREG1_139880.1, TREG1_105890.1, TREG1_139890.1
OG0001887	EWB00_005903.1, EWB00_005903.2	TREG1_87170.1, TREG1_87180.1
OG0001888	EWB00_003971	TREG1_89570.1, TREG1_89570.2
OG0001889	EWB00_009141.1, EWB00_009141.2	TREG1_115580.1, TREG1_115580.4, TREG1_115580.7, TREG1_115580.3, TREG1_115580.2, TREG1_115580.5, TREG1_115580.6
OG0001890	EWB00_010808.1, EWB00_010808.2, EWB00_010808.3	TREG1_66900.1
OG0001892	EWB00_001252.1, EWB00_001252.2, EWB00_001252.3, EWB00_001252.4	TREG1_108340.1
OG0001893	EWB00_001721.3, EWB00_001721.2, EWB00_001721.1	TREG1_58040.1, TREG1_58040.2, TREG1_58040.3, TREG1_58040.5, TREG1_58040.6, TREG1_58040.7, TREG1_58040.8, TREG1_58040.9, TREG1_58040.4
OG0001894	EWB00_003770	TREG1_114170.1
OG0001895	EWB00_009690, EWB00_009691	TREG1_39340.1, TREG1_39340.2, TREG1_39370.1
OG0001896	EWB00_004132	TREG1_45230.1
OG0001897	EWB00_007394.1, EWB00_007394.3, EWB00_007394.2	TREG1_102270.1, TREG1_102270.2, TREG1_102270.3, TREG1_102270.4, TREG1_102270.5
OG0001898	EWB00_005570	TREG1_79240.1
OG0001899	EWB00_006215	TREG1_41650.1
OG0001900	EWB00_007260.2, EWB00_007260.1	TREG1_99010.3, TREG1_99010.1, TREG1_99010.2
OG0001901	EWB00_005993	TREG1_49170.4, TREG1_49170.1, TREG1_49170.3, TREG1_49170.2
OG0001903	EWB00_004495.1, EWB00_004495.2, EWB00_004495.3	TREG1_114570.1
OG0001904	EWB00_002306	TREG1_17840.1, TREG1_17840.2, TREG1_17840.3, TREG1_17840.4
OG0001905	EWB00_010033, EWB00_010032	TREG1_78660.1
OG0001906	EWB00_009148.1, EWB00_009148.2, EWB00_009148.4, EWB00_009148.3	TREG1_46210.2, TREG1_46210.3, TREG1_46210.1, TREG1_46210.4, TREG1_46210.5
OG0001907	EWB00_008532.1, EWB00_008532.2, EWB00_008532.3	TREG1_8730.1, TREG1_8720.1
OG0001908	EWB00_000904.1, EWB00_000904.2	TREG1_88890.1
OG0001909	EWB00_005840.4, EWB00_005840.1, EWB00_005840.5, EWB00_005840.2, EWB00_005840.3	TREG1_132110.1, TREG1_132110.4, TREG1_132110.5, TREG1_132110.2, TREG1_132110.3
OG0001910	EWB00_004369.1, EWB00_004369.3, EWB00_004369.2	TREG1_44790.1, TREG1_44790.2, TREG1_44790.3
OG0001911	EWB00_005397.1, EWB00_005397.2, EWB00_005397.3, EWB00_005397.4	TREG1_73820.3, TREG1_73820.1, TREG1_73820.2, TREG1_73820.4, TREG1_73820.5
OG0001912	EWB00_007504	TREG1_97760.2, TREG1_97760.1, TREG1_97760.3
OG0001913	EWB00_004541.1, EWB00_004541.2, EWB00_004541.3, EWB00_004541.4, EWB00_004541.5	TREG1_107770.1, TREG1_107770.3, TREG1_107770.2, TREG1_107770.4, TREG1_107770.5, TREG1_107770.6, TREG1_107770.7, TREG1_107770.8
OG0001914	EWB00_011318.1, EWB00_011318.3, EWB00_011318.2	TREG1_83960.1
OG0001915	EWB00_007038	TREG1_115790.1, TREG1_115780.1
OG0001916	EWB00_010789	TREG1_23700.1, TREG1_23750.4, TREG1_23750.1, TREG1_23750.2, TREG1_23750.3
OG0001917	EWB00_008840.1, EWB00_008840.4, EWB00_008840.2, EWB00_008840.3	TREG1_96840.1, TREG1_96840.2, TREG1_13390.1, TREG1_13420.1, TREG1_13420.2, TREG1_13450.1, TREG1_13450.2
OG0001918	EWB00_000187.2, EWB00_000187.1, EWB00_000187.3	TREG1_62890.1, TREG1_62890.3, TREG1_62890.2, TREG1_62890.4
OG0001919	EWB00_006232.3, EWB00_006232.1, EWB00_006232.2	TREG1_92120.1, TREG1_92130.1, TREG1_92170.1, TREG1_92170.2
OG0001920	EWB00_010851.1, EWB00_010851.3, EWB00_010851.2	TREG1_6920.1
OG0001921	EWB00_004589, EWB00_006142	TREG1_41430.1
OG0001922	EWB00_005191.1, EWB00_005191.2	TREG1_80210.1, TREG1_80210.2
OG0001923	EWB00_007771	TREG1_25130.1, TREG1_25130.2, TREG1_137580.4, TREG1_137580.5, TREG1_137580.6, TREG1_137580.8, TREG1_137580.7, TREG1_137580.3, TREG1_137580.1, TREG1_137580.2, TREG1_137590.1
OG0001924	EWB00_000744.1, EWB00_000744.2, EWB00_000744.3	TREG1_49620.1, TREG1_21220.1, TREG1_76320.1, TREG1_76320.2, TREG1_76320.3, TREG1_76320.4, TREG1_76320.5
OG0001925	EWB00_002393.1, EWB00_002393.2, EWB00_002393.3	TREG1_24020.2, TREG1_24020.8, TREG1_24020.3, TREG1_24020.4, TREG1_24020.7, TREG1_24020.6, TREG1_24020.1, TREG1_24020.5
OG0001926	EWB00_002121.1, EWB00_002121.5, EWB00_002121.2, EWB00_002121.3, EWB00_002121.4	TREG1_55470.1, TREG1_55470.2, TREG1_55470.3, TREG1_55470.4, TREG1_55470.5, TREG1_55470.6
OG0001927	EWB00_003588	TREG1_570.1
OG0001928	EWB00_003675.4, EWB00_003675.1, EWB00_003675.3, EWB00_003675.2	TREG1_76620.1, TREG1_76620.5, TREG1_76620.4, TREG1_76620.2, TREG1_76620.3
OG0001929	EWB00_008348	TREG1_95030.1, TREG1_95020.1
OG0001931	EWB00_009147	TREG1_46200.2, TREG1_46200.5, TREG1_46200.1, TREG1_46200.4, TREG1_46200.3, TREG1_46190.1, TREG1_46190.3, TREG1_46190.2, TREG1_46190.4, TREG1_46190.6, TREG1_46190.5
OG0001932	EWB00_003655.1, EWB00_003655.3	TREG1_88990.1, TREG1_88990.2, TREG1_88990.3
OG0001933	EWB00_000297.4, EWB00_000297.5, EWB00_000297.1, EWB00_000297.3, EWB00_000297.2	TREG1_31620.1
OG0001934	EWB00_002817.1, EWB00_002817.2, EWB00_002817.3	TREG1_42090.1, TREG1_42090.2, TREG1_42090.3
OG0001935	EWB00_008331	TREG1_23300.9, TREG1_23300.11, TREG1_23300.1, TREG1_23300.10, TREG1_23300.2, TREG1_23300.3, TREG1_23300.4, TREG1_23300.5, TREG1_23300.6, TREG1_23300.7, TREG1_23300.8
OG0001936	EWB00_008438.5, EWB00_008438.1, EWB00_008438.3, EWB00_008438.2, EWB00_008438.4	TREG1_13870.1, TREG1_13870.2, TREG1_13870.3, TREG1_13870.4
OG0001941	EWB00_003043	TREG1_124190.1
OG0001942	EWB00_006953.3, EWB00_006953.7, EWB00_006953.1, EWB00_006953.5, EWB00_006953.6, EWB00_006953.4, EWB00_006953.2	TREG1_37170.1
OG0001943	EWB00_001044.1, EWB00_001044.2, EWB00_001044.4, EWB00_001044.3	TREG1_22730.3, TREG1_22730.4, TREG1_22730.1, TREG1_22730.2, TREG1_22730.5
OG0001944	EWB00_009759	TREG1_90750.1
OG0001945	EWB00_009970.1, EWB00_009970.2, EWB00_009970.3	TREG1_134660.1, TREG1_134670.1
OG0001946	EWB00_005989	TREG1_49140.3, TREG1_49140.4, TREG1_49140.5, TREG1_49140.6, TREG1_49140.7, TREG1_49140.2, TREG1_49140.1
OG0001947	EWB00_003234.3, EWB00_003234.2, EWB00_003234.1	TREG1_56110.1
OG0001948	EWB00_004875.1, EWB00_004875.2	TREG1_124070.1
OG0001949	EWB00_002055	TREG1_132160.1, TREG1_132160.5, TREG1_132160.6, TREG1_132160.7, TREG1_132160.8, TREG1_132160.9, TREG1_132160.2, TREG1_132160.3, TREG1_132160.4
OG0001950	EWB00_010181.1, EWB00_010181.2	TREG1_115120.1, TREG1_115120.3, TREG1_115120.2, TREG1_115120.4
OG0001951	EWB00_010118.1, EWB00_010118.2, EWB00_010118.3	TREG1_16760.1, TREG1_16770.2, TREG1_16770.1
OG0001952	EWB00_003633	TREG1_63160.3, TREG1_63160.1, TREG1_63160.2
OG0001953	EWB00_003411	TREG1_51780.1
OG0001954	EWB00_002373.1, EWB00_002373.2	TREG1_19970.1, TREG1_19970.3, TREG1_19970.2, TREG1_19970.4, TREG1_19970.5
OG0001955	EWB00_006289.1, EWB00_006289.2	TREG1_5060.1, TREG1_5060.2, TREG1_5060.4, TREG1_5060.3, TREG1_5060.5, TREG1_5060.6
OG0001956	EWB00_011048	TREG1_98440.1, TREG1_98440.2, TREG1_98440.4, TREG1_98440.3
OG0001957	EWB00_002353.5, EWB00_002353.4, EWB00_002353.6, EWB00_002353.1, EWB00_002353.2, EWB00_002353.3	TREG1_20150.1, TREG1_20150.2
OG0001958	EWB00_000402.1, EWB00_000402.2	TREG1_88490.1
OG0001959	EWB00_002873.1, EWB00_002873.3, EWB00_002873.4, EWB00_002873.5, EWB00_002873.2, EWB00_007946	TREG1_52530.5, TREG1_52530.6, TREG1_52530.2, TREG1_52530.3, TREG1_52530.1, TREG1_52530.4
OG0001960	EWB00_007931.5, EWB00_007931.6, EWB00_007931.1, EWB00_007931.4, EWB00_007931.2, EWB00_007931.3	TREG1_46310.1
OG0001961	EWB00_008934	TREG1_90450.1
OG0001962	EWB00_006447.1, EWB00_006447.2	TREG1_28370.5, TREG1_28370.4, TREG1_28370.1, TREG1_28370.2, TREG1_28370.3
OG0001963	EWB00_005116	TREG1_48840.1, TREG1_48840.2
OG0001964	EWB00_004882	TREG1_123970.1, TREG1_124000.1
OG0001965	EWB00_010177	TREG1_115040.3, TREG1_115040.1, TREG1_115040.2
OG0001966	EWB00_007793	TREG1_26240.1, TREG1_26240.2
OG0001967	EWB00_006691.1, EWB00_006691.2	TREG1_135540.1, TREG1_135540.4, TREG1_135540.2, TREG1_135540.3
OG0001968	EWB00_002588.1, EWB00_002588.2	TREG1_54200.1
OG0001969	EWB00_006040	TREG1_47010.1, TREG1_47020.3, TREG1_47020.1, TREG1_47020.2, TREG1_47020.4
OG0001970	EWB00_001304.1, EWB00_001304.2	TREG1_43120.1, TREG1_43120.2, TREG1_43120.3, TREG1_43120.4, TREG1_43120.5, TREG1_43120.6
OG0001971	EWB00_011300	TREG1_85360.1, TREG1_85360.2
OG0001972	EWB00_003996	TREG1_89390.1
OG0001973	EWB00_006760.1, EWB00_006760.2	TREG1_113400.1
OG0001974	EWB00_006902	TREG1_67020.1, TREG1_67020.2
OG0001975	EWB00_006471.3, EWB00_006471.1, EWB00_006471.2	TREG1_65600.1
OG0001976	EWB00_009025	TREG1_3780.1, TREG1_3780.2
OG0001977	EWB00_009453.1, EWB00_009453.2, EWB00_009453.3	TREG1_129460.1
OG0001978	EWB00_008191.1, EWB00_008191.2	TREG1_109580.1
OG0001979	EWB00_005320.1, EWB00_005320.2	TREG1_70650.1
OG0001980	EWB00_000544.1, EWB00_000544.2	TREG1_91220.1
OG0001981	EWB00_003238, EWB00_003235.1, EWB00_003235.2	TREG1_56120.1, TREG1_56130.1
OG0001982	EWB00_003374.1, EWB00_003374.2	TREG1_57220.1
OG0001983	EWB00_010176	TREG1_110820.1
OG0001984	EWB00_004454.3, EWB00_004454.2, EWB00_004454.1, EWB00_004454.4	TREG1_122520.1
OG0001985	EWB00_006219	TREG1_43210.1, TREG1_43210.2, TREG1_43210.6, TREG1_43210.3, TREG1_43210.4, TREG1_43210.5
OG0001986	EWB00_010664.1, EWB00_010664.2, EWB00_010664.3	TREG1_72610.1, TREG1_72600.1
OG0001987	EWB00_009533	TREG1_43230.1, TREG1_43230.2
OG0001988	EWB00_000510	TREG1_84000.1, TREG1_84000.2, TREG1_84000.3, TREG1_84000.4
OG0001989	EWB00_009481	TREG1_8690.1
OG0001990	EWB00_007602	TREG1_65890.10, TREG1_65890.8, TREG1_65890.7, TREG1_65890.9, TREG1_65890.12, TREG1_65890.4, TREG1_65890.6, TREG1_65890.11, TREG1_65890.3, TREG1_65890.5, TREG1_65890.1, TREG1_65890.2
OG0001991	EWB00_002349	TREG1_21040.2, TREG1_21040.4, TREG1_21040.1, TREG1_21040.3
OG0001992	EWB00_010772.1, EWB00_010772.3, EWB00_010772.2	TREG1_69140.1
OG0001993	EWB00_001364.1, EWB00_001364.2	TREG1_103860.1
OG0001994	EWB00_006425	TREG1_25370.1, TREG1_25370.2, TREG1_25370.5, TREG1_25370.3, TREG1_25370.4, TREG1_25370.6
OG0001995	EWB00_008424.1, EWB00_008424.3, EWB00_008424.4, EWB00_008424.2, EWB00_008424.5	TREG1_132190.5, TREG1_132190.1, TREG1_132190.4, TREG1_132190.6, TREG1_132190.2, TREG1_132190.3
OG0001996	EWB00_001673	TREG1_110360.1, TREG1_137210.1
OG0001997	EWB00_003079	TREG1_11260.4, TREG1_11260.2, TREG1_11260.1, TREG1_11260.3
OG0001998	EWB00_006708	TREG1_124990.1
OG0001999	EWB00_003613	TREG1_66050.1
OG0002000	EWB00_003097	TREG1_11620.1, TREG1_11620.4, TREG1_11620.7, TREG1_11620.2, TREG1_11620.5, TREG1_11620.8, TREG1_11620.3, TREG1_11620.6
OG0002001	EWB00_004162, EWB00_004161	TREG1_6550.1, TREG1_6560.1
OG0002002	EWB00_004263.3, EWB00_004263.1, EWB00_004263.2	TREG1_44170.1
OG0002003	EWB00_007594.1, EWB00_007594.2	TREG1_66010.1, TREG1_66010.2, TREG1_66010.3, TREG1_66010.4
OG0002004	EWB00_000115	TREG1_4620.1, TREG1_4620.2, TREG1_4620.4, TREG1_4620.3, TREG1_4620.5, TREG1_4610.1, TREG1_4610.2
OG0002005	EWB00_008380.1, EWB00_008380.3, EWB00_008380.2, EWB00_008382	TREG1_64420.1, TREG1_74310.1, TREG1_74310.2
OG0002006	EWB00_001376.1, EWB00_001376.2	TREG1_107920.2, TREG1_107920.3, TREG1_107920.1, TREG1_107920.4
OG0002007	EWB00_010057, EWB00_010056	TREG1_140890.1, TREG1_93960.1, TREG1_93940.1, TREG1_140900.1, TREG1_140900.2
OG0002008	EWB00_004014.1, EWB00_004014.2, EWB00_004014.3	TREG1_85200.1, TREG1_85200.3, TREG1_85200.5, TREG1_85200.6, TREG1_85200.2, TREG1_85200.4
OG0002009	EWB00_001730	TREG1_55310.1, TREG1_55310.2
OG0002010	EWB00_009339	TREG1_66490.1
OG0002011	EWB00_007159	TREG1_100580.1, TREG1_100580.2, TREG1_100580.3, TREG1_100580.4
OG0002012	EWB00_009465.2, EWB00_009465.1, EWB00_009465.3	TREG1_1810.1
OG0002013	EWB00_005319.1, EWB00_005319.2	TREG1_70640.1, TREG1_70640.2
OG0002014	EWB00_008895.1, EWB00_008895.3, EWB00_008895.2	TREG1_89910.1
OG0002015	EWB00_006940	TREG1_120450.3, TREG1_120450.2, TREG1_120450.1
OG0002016	EWB00_005905	TREG1_90160.1
OG0002017	EWB00_010506.1, EWB00_010506.2	TREG1_85980.1, TREG1_85980.2
OG0002018	EWB00_008679	TREG1_99970.1
OG0002018	EWB00_008680	TREG1_99960.1
OG0002019	EWB00_006612	TREG1_105620.1
OG0002020	EWB00_010448, EWB00_010449	TREG1_82830.1
OG0002021	EWB00_002771	TREG1_44370.1, TREG1_100710.1, TREG1_100710.2
OG0002022	EWB00_001592.1, EWB00_001592.5, EWB00_001592.2, EWB00_001592.3, EWB00_001592.4	TREG1_103610.3, TREG1_103610.2, TREG1_103610.6, TREG1_103610.5, TREG1_103610.1, TREG1_103610.4
OG0002023	EWB00_006224.4, EWB00_006224.1, EWB00_006224.2, EWB00_006224.3	TREG1_79940.1, TREG1_92250.1
OG0002024	EWB00_001133.1, EWB00_001133.2, EWB00_001133.3	TREG1_59190.1, TREG1_59180.1
OG0002025	EWB00_005907.1, EWB00_005907.2	TREG1_90140.1
OG0002027	EWB00_010185	TREG1_118350.1
OG0002028	EWB00_010621	TREG1_70320.1
OG0002029	EWB00_005960	TREG1_47800.1, TREG1_47800.2, TREG1_47800.3, TREG1_47800.4
OG0002030	EWB00_009169.3, EWB00_009169.4, EWB00_009169.1, EWB00_009169.2	TREG1_86870.1, TREG1_86870.2
OG0002032	EWB00_005869.2, EWB00_005869.1, EWB00_005869.3, EWB00_005869.4	TREG1_134540.1, TREG1_134540.2
OG0002033	EWB00_011262.1, EWB00_011262.2	TREG1_84280.1, TREG1_84280.2
OG0002034	EWB00_006270.1, EWB00_006270.2, EWB00_006270.3	TREG1_93160.3, TREG1_93160.1, TREG1_93160.2, TREG1_93160.4
OG0002035	EWB00_003695.4, EWB00_003695.3, EWB00_003695.6, EWB00_003695.7, EWB00_003695.5, EWB00_003695.1, EWB00_003695.2	TREG1_26460.1, TREG1_26460.2, TREG1_26460.3, TREG1_26460.4, TREG1_26460.5
OG0002036	EWB00_007516.3, EWB00_007516.1, EWB00_007516.2	TREG1_125230.1, TREG1_125240.1
OG0002037	EWB00_002151.2, EWB00_002151.1, EWB00_002151.3	TREG1_71070.1
OG0002038	EWB00_001564.2, EWB00_001564.3, EWB00_001564.1, EWB00_001564.4	TREG1_34510.1, TREG1_34510.2, TREG1_34510.3
OG0002039	EWB00_003603	TREG1_65790.1
OG0002040	EWB00_007877	TREG1_420.1, TREG1_420.2
OG0002041	EWB00_007250.1, EWB00_007250.2	TREG1_99100.1
OG0002042	EWB00_004158	TREG1_14740.4, TREG1_14740.1, TREG1_14740.2, TREG1_14740.3, TREG1_14740.5
OG0002043	EWB00_007122.4, EWB00_007122.9, EWB00_007122.6, EWB00_007122.1, EWB00_007122.2, EWB00_007122.3, EWB00_007122.5, EWB00_007122.8, EWB00_007122.7	TREG1_84480.1
OG0002044	EWB00_008600.1, EWB00_008600.2, EWB00_008600.4, EWB00_008600.5, EWB00_008600.3	TREG1_10860.1
OG0002045	EWB00_009520.3, EWB00_009520.6, EWB00_009520.5, EWB00_009520.1, EWB00_009520.2, EWB00_009520.4	TREG1_118040.1, TREG1_118050.1, TREG1_142380.1, TREG1_142340.1, TREG1_28520.1, TREG1_143410.1, TREG1_142370.1, TREG1_143410.2, TREG1_142360.1
OG0002046	EWB00_001389	TREG1_107510.1, TREG1_107510.2, TREG1_107510.3
OG0002047	EWB00_001334.1, EWB00_001334.2	TREG1_116630.1
OG0002048	EWB00_003123.1, EWB00_003123.2	TREG1_9250.1, TREG1_9250.7, TREG1_9250.2, TREG1_9250.3, TREG1_9250.4, TREG1_9250.5, TREG1_9250.6
OG0002049	EWB00_003250	TREG1_126270.1, TREG1_126270.2, TREG1_126270.3, TREG1_126270.4, TREG1_126260.1
OG0002050	EWB00_006497.1, EWB00_006497.2, EWB00_006497.3	TREG1_69630.1
OG0002051	EWB00_002114.1, EWB00_002114.2	TREG1_52330.1, TREG1_52340.1, TREG1_52340.2, TREG1_52340.3, TREG1_52340.4, TREG1_52340.5, TREG1_52340.6, TREG1_52340.7
OG0002052	EWB00_001807.3, EWB00_001807.1, EWB00_001807.2, EWB00_001807.4	TREG1_39380.3, TREG1_39380.4, TREG1_39380.5, TREG1_39380.1, TREG1_39380.2
OG0002053	EWB00_002011	TREG1_100420.1
OG0002054	EWB00_000955.1, EWB00_000955.3, EWB00_000955.2	TREG1_95270.1, TREG1_95270.2
OG0002055	EWB00_003464, EWB00_003465	TREG1_78950.1, TREG1_78950.2, TREG1_78950.3, TREG1_78950.4
OG0002056	EWB00_001929	TREG1_125780.1
OG0002057	EWB00_005362	TREG1_71060.1
OG0002059	EWB00_000979.1, EWB00_000979.2	TREG1_31300.1, TREG1_31300.2
OG0002060	EWB00_002103.1, EWB00_002103.2, EWB00_002103.3	TREG1_10890.1, TREG1_10890.2
OG0002061	EWB00_000100.1, EWB00_000100.2	TREG1_1890.1
OG0002062	EWB00_005788	TREG1_91530.1, TREG1_91540.1
OG0002063	EWB00_000990	TREG1_30840.1, TREG1_30780.1, TREG1_30850.1, TREG1_30870.1
OG0002064	EWB00_009624.3, EWB00_009624.1, EWB00_009624.2	TREG1_2140.1, TREG1_2140.2, TREG1_2140.3, TREG1_2150.1, TREG1_2150.2, TREG1_2150.3
OG0002066	EWB00_010559	TREG1_98820.1
OG0002066	EWB00_007142, EWB00_010817	TREG1_98800.1, TREG1_136980.1, TREG1_144430.1
OG0002067	EWB00_000481	TREG1_81750.1
OG0002068	EWB00_008328	TREG1_23340.1
OG0002068	EWB00_008329.1, EWB00_008329.2, EWB00_008329.3, EWB00_008330.4, EWB00_008330.3, EWB00_008330.2, EWB00_008330.1	TREG1_140350.1, TREG1_140360.1, TREG1_23330.1, TREG1_23320.1, TREG1_23360.1
OG0002069	EWB00_007405, EWB00_011246	TREG1_113890.1, TREG1_270.1
OG0002073	EWB00_001425.1, EWB00_001425.2	TREG1_131700.6, TREG1_131700.2, TREG1_131700.4, TREG1_131700.5, TREG1_131700.1, TREG1_131700.3
OG0002074	EWB00_001041	TREG1_17790.1, TREG1_17790.2, TREG1_17790.3
OG0002075	EWB00_009494.2, EWB00_009494.3, EWB00_009494.1	TREG1_9310.1, TREG1_9310.2, TREG1_9310.3, TREG1_9310.4, TREG1_9310.5, TREG1_9310.6, TREG1_9310.7
OG0002076	EWB00_008759.2, EWB00_008759.1	TREG1_43260.1, TREG1_43260.2
OG0002077	EWB00_002303	TREG1_17870.1
OG0002078	EWB00_007716.2, EWB00_007716.3	TREG1_39980.2, TREG1_39980.1, TREG1_39980.3
OG0002079	EWB00_007700.1, EWB00_007700.2	TREG1_16410.1, TREG1_33020.1
OG0002080	EWB00_005317.1, EWB00_005317.2	TREG1_70620.1, TREG1_70620.2
OG0002081	EWB00_008299.1, EWB00_008299.2, EWB00_008299.3	TREG1_117300.1, TREG1_117300.4, TREG1_117300.3, TREG1_117300.5, TREG1_117300.2
OG0002082	EWB00_003853	TREG1_84680.1
OG0002082	EWB00_003854	TREG1_80910.1
OG0002083	EWB00_001011.1, EWB00_001011.2, EWB00_001011.3, EWB00_001011.5, EWB00_001011.4	TREG1_30750.1
OG0002084	EWB00_000603	TREG1_15810.12, TREG1_15810.15, TREG1_15840.1, TREG1_15810.14, TREG1_15810.17, TREG1_15810.18, TREG1_15810.19, TREG1_15810.13, TREG1_15810.16
OG0002085	EWB00_011092.1, EWB00_011092.2, EWB00_011092.3	TREG1_86570.1
OG0002086	EWB00_007657.2, EWB00_007657.1, EWB00_007657.3, EWB00_007657.4	TREG1_31240.1, TREG1_31240.2, TREG1_31240.3
OG0002087	EWB00_008150.1, EWB00_008150.2	TREG1_54080.1, TREG1_54080.2
OG0002088	EWB00_001075	TREG1_37990.1
OG0002089	EWB00_000175.1, EWB00_000175.2	TREG1_62810.1
OG0002090	EWB00_002150	TREG1_71090.4, TREG1_71090.3, TREG1_71090.1, TREG1_71090.5, TREG1_71090.2, TREG1_71090.7, TREG1_71090.8, TREG1_71090.6, TREG1_71090.9, TREG1_71110.1, TREG1_71090.12, TREG1_71090.13, TREG1_71100.2, TREG1_71100.3, TREG1_71100.4, TREG1_1660.1, TREG1_71090.11, TREG1_71100.1
OG0002091	EWB00_006791.2, EWB00_006791.3, EWB00_006791.4, EWB00_006791.1	TREG1_66870.1
OG0002092	EWB00_006208	TREG1_57930.1, TREG1_57940.1
OG0002093	EWB00_000274.1, EWB00_000274.2	TREG1_35280.1
OG0002094	EWB00_006338	TREG1_3110.1
OG0002095	EWB00_003125	TREG1_27170.4, TREG1_27170.1, TREG1_27170.2, TREG1_27170.3
OG0002096	EWB00_001324.1, EWB00_001324.2, EWB00_001324.3	TREG1_49500.1
OG0002097	EWB00_006301, EWB00_006300	TREG1_18860.1, TREG1_18860.2, TREG1_18860.3, TREG1_18860.4, TREG1_18860.5, TREG1_18860.6
OG0002098	EWB00_009882.1, EWB00_009882.2	TREG1_81900.1, TREG1_81900.2, TREG1_81900.3
OG0002099	EWB00_009529	TREG1_41680.1, TREG1_41680.5, TREG1_41680.3, TREG1_41680.2, TREG1_41680.4
OG0002100	EWB00_000095.5, EWB00_000095.1, EWB00_000095.2, EWB00_000095.3, EWB00_000095.4	TREG1_48750.1, TREG1_48750.2, TREG1_48750.3
OG0002101	EWB00_011387	TREG1_124340.1, TREG1_124330.1
OG0002102	EWB00_007000	TREG1_58990.1, TREG1_58990.2
OG0002102	EWB00_004225	TREG1_35880.1
OG0002103	EWB00_006367	TREG1_42670.1, TREG1_42670.2, TREG1_42670.3, TREG1_42670.4, TREG1_42670.5, TREG1_42670.6, TREG1_42670.7
OG0002104	EWB00_004136.1, EWB00_004136.2	TREG1_45180.1, TREG1_45180.2, TREG1_45180.3
OG0002105	EWB00_003321.2, EWB00_003321.3, EWB00_003321.4, EWB00_003321.5, EWB00_003321.1	TREG1_48490.1
OG0002106	EWB00_000312.4, EWB00_000312.1, EWB00_000312.2, EWB00_000312.3	TREG1_121220.1, TREG1_121220.3, TREG1_121220.2
OG0002107	EWB00_006567, EWB00_006568	TREG1_79720.1
OG0002108	EWB00_003251	TREG1_126250.1
OG0002108	EWB00_006766.1, EWB00_006766.2	TREG1_113350.1
OG0002109	EWB00_004744	TREG1_31400.1
OG0002110	EWB00_006092	TREG1_95570.3, TREG1_95570.1, TREG1_95570.2
OG0002111	EWB00_002808	TREG1_41990.1, TREG1_41990.2
OG0002112	EWB00_009581	TREG1_78440.1, TREG1_78440.2, TREG1_78440.3
OG0002113	EWB00_008310.1, EWB00_008310.2	TREG1_120750.1
OG0002114	EWB00_001140.1, EWB00_001140.2	TREG1_59270.1, TREG1_59270.2, TREG1_59280.1
OG0002115	EWB00_011171.1, EWB00_011171.2	TREG1_77130.1
OG0002116	EWB00_005916.1, EWB00_005916.2	TREG1_47600.1, TREG1_47600.2, TREG1_47600.3
OG0002117	EWB00_000110	TREG1_2160.2, TREG1_2160.1, TREG1_2160.3
OG0002118	EWB00_003641	TREG1_62350.1
OG0002119	EWB00_007309.2, EWB00_007309.1	TREG1_110660.1, TREG1_110670.1
OG0002120	EWB00_009243.1, EWB00_009243.2	TREG1_25060.1, TREG1_25060.2
OG0002121	EWB00_009242.1, EWB00_009242.2, EWB00_009242.4, EWB00_009242.3	TREG1_107940.1, TREG1_107940.2
