Orthogroup	schistosoma_japonicum	schistosoma_margrebowiei
OG0004987	EWB00_009906.1, EWB00_009906.2, EWB00_009906.3, EWB00_009906.4, EWB00_009906.5	SMRG1_45630.1
OG0004988	EWB00_004828	SMRG1_3990.1
OG0004989	EWB00_001611	SMRG1_70540.3, SMRG1_70540.2, SMRG1_70540.1
OG0004990	EWB00_001034	SMRG1_18560.1
OG0004991	EWB00_008271	SMRG1_4930.1, SMRG1_4930.2
OG0004992	EWB00_010182.1, EWB00_010182.2	SMRG1_84740.1
OG0004993	EWB00_004905.1, EWB00_004905.2	SMRG1_44350.1
OG0004994	EWB00_010758	SMRG1_48540.3, SMRG1_48540.1, SMRG1_48540.2, SMRG1_48540.4
OG0004995	EWB00_007467.1, EWB00_007467.3, EWB00_007467.2, EWB00_007467.4	SMRG1_40340.1
OG0004996	EWB00_010502	SMRG1_65960.1
OG0004997	EWB00_006731	SMRG1_81290.1, SMRG1_81280.1, SMRG1_81280.2, SMRG1_81280.3
OG0004998	EWB00_009087	SMRG1_4570.1
OG0004999	EWB00_009317	SMRG1_91530.2, SMRG1_91530.1
OG0005001	EWB00_002623	SMRG1_84370.1, SMRG1_84370.2
OG0005002	EWB00_009017	SMRG1_3950.1, SMRG1_3950.2
OG0005003	EWB00_008034.1, EWB00_008034.2	SMRG1_26440.1
OG0005004	EWB00_011149	SMRG1_62140.1
OG0005005	EWB00_004380	SMRG1_38460.1, SMRG1_38460.2
OG0005006	EWB00_007738	SMRG1_62930.1
OG0005007	EWB00_004605, EWB00_004602	SMRG1_39850.1
OG0005008	EWB00_008992	SMRG1_89170.1
OG0005009	EWB00_007866	SMRG1_34380.3, SMRG1_34380.4, SMRG1_34380.1, SMRG1_34380.2
OG0005010	EWB00_007929.1, EWB00_007929.2	SMRG1_29290.1
OG0005011	EWB00_003268.3, EWB00_003268.1, EWB00_003268.4, EWB00_003268.2	SMRG1_28440.1
OG0005012	EWB00_001086.1, EWB00_001086.2	SMRG1_24500.1
OG0005013	EWB00_004364.1, EWB00_004364.2	SMRG1_37040.1
OG0005014	EWB00_003781	SMRG1_82910.1
OG0005015	EWB00_004307.4, EWB00_004307.1, EWB00_004307.3, EWB00_004307.2	SMRG1_36420.1
OG0005016	EWB00_005197, EWB00_005198	SMRG1_58850.1, SMRG1_58850.2
OG0005017	EWB00_004777.2, EWB00_004777.1	SMRG1_96030.1, SMRG1_96030.2, SMRG1_96030.3
OG0005018	EWB00_001127.1, EWB00_001127.2	SMRG1_24930.1
OG0005020	EWB00_009702.1, EWB00_009702.3, EWB00_009702.2	SMRG1_45270.1, SMRG1_45270.2
OG0005022	EWB00_005239, EWB00_005238	SMRG1_25140.1, SMRG1_25140.2
OG0005023	EWB00_003014.1, EWB00_003014.2, EWB00_003014.3, EWB00_003014.4, EWB00_003014.6, EWB00_003014.5	SMRG1_87160.1
OG0005024	EWB00_004172.1, EWB00_004172.2, EWB00_004172.3, EWB00_004172.4	SMRG1_14310.1
OG0005025	EWB00_004693, EWB00_003813	SMRG1_12650.3, SMRG1_12650.2, SMRG1_12650.1
OG0005026	EWB00_007104, EWB00_007105	SMRG1_63960.1, SMRG1_63960.2
OG0005027	EWB00_002589.2, EWB00_002589.1	SMRG1_31540.1, SMRG1_31540.2, SMRG1_31540.3
OG0005028	EWB00_001964	SMRG1_90010.1, SMRG1_90010.2
OG0005029	EWB00_009012.2, EWB00_009012.3, EWB00_009012.4, EWB00_009012.5, EWB00_009012.6, EWB00_009012.1	SMRG1_86680.1, SMRG1_86680.2
OG0005030	EWB00_006992	SMRG1_24330.1
OG0005031	EWB00_003315.1, EWB00_003315.2	SMRG1_28540.1
OG0005032	EWB00_006985	SMRG1_24270.1
OG0005033	EWB00_005487.3, EWB00_005487.2, EWB00_005487.1	SMRG1_16250.1, SMRG1_16250.2
OG0005035	EWB00_005189.1	SMRG1_58810.2, SMRG1_58810.1
OG0005036	EWB00_000230.2, EWB00_000230.1, EWB00_000233	SMRG1_60230.1, SMRG1_60230.2, SMRG1_60230.3, SMRG1_60230.4
OG0005037	EWB00_001759.1, EWB00_001759.2	SMRG1_34040.1, SMRG1_34040.2
OG0005038	EWB00_006794.1, EWB00_006794.2	SMRG1_52970.1
OG0005039	EWB00_010515.1, EWB00_010515.2	SMRG1_59140.1
OG0005040	EWB00_002163.1, EWB00_002163.2, EWB00_002163.3	SMRG1_55120.1
OG0005042	EWB00_005949	SMRG1_32660.1
OG0005043	EWB00_008862	SMRG1_64140.1
OG0005044	EWB00_001342, EWB00_001341	SMRG1_86020.1
OG0005045	EWB00_004596.1, EWB00_004596.2	SMRG1_39780.1
OG0005046	EWB00_005138	SMRG1_57300.1, SMRG1_57300.2
OG0005047	EWB00_003743	SMRG1_97700.1
OG0005048	EWB00_003602	SMRG1_1490.1
OG0005049	EWB00_003011.1, EWB00_003011.2, EWB00_003011.3, EWB00_003011.4, EWB00_003011.5	SMRG1_87100.1
OG0005050	EWB00_009396.1	SMRG1_13810.1
OG0005050	EWB00_009396.2	SMRG1_13810.2
OG0005051	EWB00_009460.1, EWB00_009460.2, EWB00_009460.3	SMRG1_8870.1
OG0005052	EWB00_001884	SMRG1_91180.1
OG0005053	EWB00_006829	SMRG1_35440.1, SMRG1_35440.2
OG0005054	EWB00_008975.1, EWB00_008975.2	SMRG1_94450.1, SMRG1_94450.2
OG0005056	EWB00_003289, EWB00_010856	SMRG1_28780.1
OG0005057	EWB00_004725	SMRG1_41830.1
OG0005058	EWB00_010644.1, EWB00_010644.2	SMRG1_53080.1
OG0005059	EWB00_010283.1, EWB00_010283.2, EWB00_010283.3	SMRG1_15420.1
OG0005060	EWB00_003405	SMRG1_32290.1, SMRG1_32290.2
OG0005061	EWB00_009161	SMRG1_93820.1, SMRG1_93820.2, SMRG1_93820.3
OG0005062	EWB00_002875	SMRG1_30650.1
OG0005063	EWB00_001811.2, EWB00_001811.1, EWB00_001811.3	SMRG1_43510.1
OG0005064	EWB00_000136.1, EWB00_000136.2	SMRG1_82370.1
OG0005065	EWB00_005741	SMRG1_11740.1
OG0005067	EWB00_004293	SMRG1_36290.1
OG0005068	EWB00_008681	SMRG1_71990.1
OG0005069	EWB00_006032	SMRG1_29900.1
OG0005071	EWB00_005235	SMRG1_25150.3, SMRG1_25150.1, SMRG1_25150.2
OG0005072	EWB00_006002.1, EWB00_006002.2	SMRG1_30180.1, SMRG1_30180.2
OG0005073	EWB00_007322	SMRG1_3040.3, SMRG1_3040.1, SMRG1_3040.2
OG0005074	EWB00_003075.1, EWB00_003075.2	SMRG1_8450.1
OG0005075	EWB00_004438	SMRG1_50940.1
OG0005075	EWB00_005851.1, EWB00_005851.2	SMRG1_96540.1
OG0005076	EWB00_002920.3, EWB00_002920.4, EWB00_002920.1, EWB00_002920.2	SMRG1_33450.1
OG0005078	EWB00_006101	SMRG1_72120.1
OG0005079	EWB00_001309	SMRG1_37570.1
OG0005080	EWB00_009512	SMRG1_7880.1, SMRG1_7890.1, SMRG1_7900.1
OG0005081	EWB00_010538	SMRG1_7930.1, SMRG1_7930.2
OG0005082	EWB00_001720.1, EWB00_001720.2	SMRG1_33740.1, SMRG1_33740.2
OG0005083	EWB00_006393.1, EWB00_006393.2, EWB00_006393.3	SMRG1_43180.1, SMRG1_43180.2
OG0005084	EWB00_005842	SMRG1_96620.1, SMRG1_96620.2
OG0005085	EWB00_000696	SMRG1_11790.1
OG0005086	EWB00_008557.1, EWB00_008557.2	SMRG1_69190.1, SMRG1_69190.2
OG0005087	EWB00_010933.1, EWB00_010933.2	SMRG1_74540.1
OG0005088	EWB00_007780	SMRG1_6780.1
OG0005089	EWB00_001365.3, EWB00_001365.1, EWB00_001365.2	SMRG1_75730.1, SMRG1_75730.2
OG0005090	EWB00_002229	SMRG1_65530.1
OG0005091	EWB00_010010	SMRG1_12470.1
OG0005092	EWB00_004214	SMRG1_25220.1, SMRG1_25220.3, SMRG1_25220.2
OG0005093	EWB00_003137	SMRG1_38240.1, SMRG1_38240.2
OG0005094	EWB00_011050	SMRG1_76510.1
OG0005095	EWB00_009037.1, EWB00_009037.2, EWB00_009037.3	SMRG1_3810.1, SMRG1_3810.2
OG0005097	EWB00_000556.1, EWB00_000556.2	SMRG1_95840.1
OG0005098	EWB00_003792.1, EWB00_003792.2	SMRG1_56080.2, SMRG1_56080.1, SMRG1_56080.3
OG0005099	EWB00_006726.1, EWB00_006726.2	SMRG1_92380.1, SMRG1_92380.2
OG0005100	EWB00_004961	SMRG1_93290.1, SMRG1_93290.2
OG0005101	EWB00_007228.1, EWB00_007228.2	SMRG1_51970.1, SMRG1_51970.2, SMRG1_51970.3
OG0005102	EWB00_011313	SMRG1_60060.1, SMRG1_60060.2
OG0005103	EWB00_001397	SMRG1_75410.1
OG0005104	EWB00_004034	SMRG1_46860.1
OG0005105	EWB00_010951	SMRG1_76620.1, SMRG1_76620.2
OG0005106	EWB00_006813	SMRG1_52830.1
OG0005107	EWB00_007439	SMRG1_31040.2, SMRG1_31040.3, SMRG1_31040.1
OG0005108	EWB00_009606	SMRG1_85770.1
OG0005109	EWB00_008780	SMRG1_83480.1
OG0005110	EWB00_008483.1, EWB00_008483.2, EWB00_008483.3	SMRG1_18880.1
OG0005111	EWB00_006482.1, EWB00_006482.2, EWB00_006482.3, EWB00_006482.4, EWB00_006482.5	SMRG1_54370.1
OG0005113	EWB00_002732.1, EWB00_002732.2, EWB00_002732.3	SMRG1_71920.1
OG0005114	EWB00_003090.1, EWB00_003090.2	SMRG1_8310.2, SMRG1_8310.1, SMRG1_8310.3
OG0005115	EWB00_011089.3, EWB00_011089.1, EWB00_011089.2	SMRG1_59680.1
OG0005116	EWB00_009499.1, EWB00_009499.2	SMRG1_43800.1
OG0005117	EWB00_010223	SMRG1_1150.1, SMRG1_1140.1
OG0005118	EWB00_009215	SMRG1_92690.1
OG0005119	EWB00_006258.1, EWB00_006258.2	SMRG1_70060.1, SMRG1_70050.1
OG0005120	EWB00_009605.1, EWB00_009605.2, EWB00_009605.3	SMRG1_85780.1
OG0005121	EWB00_004981.1, EWB00_004981.2	SMRG1_73300.1
OG0005122	EWB00_004959	SMRG1_93330.1
OG0005123	EWB00_008935	SMRG1_69560.1
OG0005124	EWB00_010254	SMRG1_230.1
OG0005125	EWB00_003843	SMRG1_640.1
OG0005126	EWB00_000491.2, EWB00_000491.1	SMRG1_61620.2, SMRG1_61620.1, SMRG1_61620.3
OG0005127	EWB00_002930.1, EWB00_002930.3, EWB00_002930.2, EWB00_002930.4, EWB00_002930.5	SMRG1_33360.1
OG0005128	EWB00_005177	SMRG1_58700.1
OG0005130	EWB00_002410, EWB00_002411	SMRG1_21840.1
OG0005131	EWB00_010735.1, EWB00_010735.3, EWB00_010735.2, EWB00_010735.4, EWB00_010735.5	SMRG1_48730.1, SMRG1_48730.2
OG0005132	EWB00_000077	SMRG1_17950.1
OG0005133	EWB00_000766.4, EWB00_000766.2, EWB00_000766.5, EWB00_000766.1, EWB00_000766.3	SMRG1_55410.1
OG0005134	EWB00_010607.2, EWB00_010607.1, EWB00_010607.3	SMRG1_51570.1
OG0005135	EWB00_006368.1, EWB00_006368.3, EWB00_006368.4, EWB00_006368.5, EWB00_006368.2	SMRG1_43370.1
OG0005136	EWB00_003888.1, EWB00_003888.2	SMRG1_77480.1, SMRG1_77480.2
OG0005137	EWB00_003499	SMRG1_81050.1
OG0005138	EWB00_006551	SMRG1_17290.1, SMRG1_17290.2
OG0005139	EWB00_005955	SMRG1_32690.1
OG0005140	EWB00_000262	SMRG1_25560.1, SMRG1_25560.2, SMRG1_25560.3
OG0005141	EWB00_001423	SMRG1_96140.4, SMRG1_96140.2, SMRG1_96140.1, SMRG1_96140.3
OG0005142	EWB00_008750	SMRG1_49880.1
OG0005143	EWB00_001716	SMRG1_33700.1, SMRG1_33700.2
OG0005144	EWB00_011056	SMRG1_74680.1
OG0005145	EWB00_000864	SMRG1_4510.1, SMRG1_4510.2
OG0005146	EWB00_008496.1, EWB00_008496.2, EWB00_008496.3	SMRG1_18900.1
OG0005147	EWB00_010611	SMRG1_51610.1
OG0005148	EWB00_008120	SMRG1_54700.1, SMRG1_54700.2
OG0005149	EWB00_009674	SMRG1_9390.1
OG0005150	EWB00_007846.2, EWB00_007846.6, EWB00_007846.3, EWB00_007846.4, EWB00_007846.1, EWB00_007846.5	SMRG1_32170.1
OG0005151	EWB00_004404	SMRG1_82730.1
OG0005152	EWB00_009504	SMRG1_7510.1, SMRG1_7520.1
OG0005153	EWB00_004467.2, EWB00_004467.1, EWB00_004467.3	SMRG1_89520.3, SMRG1_89520.2, SMRG1_89520.1
OG0005154	EWB00_008373	SMRG1_56400.1, SMRG1_56400.2
OG0005155	EWB00_010824	SMRG1_5630.1
OG0005156	EWB00_002768	SMRG1_71280.1, SMRG1_71280.2
OG0005157	EWB00_010219	SMRG1_1680.1
OG0005158	EWB00_005281, EWB00_005282	SMRG1_87610.1, SMRG1_87610.2
OG0005159	EWB00_008257.1, EWB00_008257.2	SMRG1_43770.1
OG0005160	EWB00_003222	SMRG1_42590.1, SMRG1_42580.1
OG0005161	EWB00_006043.1, EWB00_006043.2	SMRG1_29780.1
OG0005162	EWB00_003820.1, EWB00_003820.2, EWB00_003817, EWB00_005332	SMRG1_6410.1
OG0005163	EWB00_004570.3, EWB00_004570.1, EWB00_004570.2	SMRG1_78360.1
OG0005164	EWB00_007055.1, EWB00_007055.2	SMRG1_23840.1
OG0005165	EWB00_008432.1, EWB00_008432.2	SMRG1_94550.1
OG0005166	EWB00_001150, EWB00_010701	SMRG1_49090.1, SMRG1_49090.2
OG0005167	EWB00_003473	SMRG1_80840.1
OG0005168	EWB00_008745.1, EWB00_008745.2	SMRG1_49810.1
OG0005170	EWB00_001568	SMRG1_44040.1, SMRG1_44040.2
OG0005172	EWB00_007762	SMRG1_52310.2, SMRG1_52310.1
OG0005174	EWB00_005295	SMRG1_87380.1, SMRG1_87380.2, SMRG1_87380.3
OG0005175	EWB00_009984.1, EWB00_009984.2	SMRG1_97130.1
OG0005177	EWB00_007384	SMRG1_78580.1
OG0005178	EWB00_003969.1, EWB00_003969.2	SMRG1_67270.1
OG0005179	EWB00_001670	SMRG1_84050.1, SMRG1_84050.2, SMRG1_84050.3
OG0005180	EWB00_006124.3, EWB00_006124.1, EWB00_006124.2	SMRG1_20730.1, SMRG1_20730.2
OG0005181	EWB00_001491	SMRG1_83120.1, SMRG1_83120.2
OG0005182	EWB00_004076.1, EWB00_004076.2	SMRG1_45970.1, SMRG1_45970.2
OG0005183	EWB00_005179.1, EWB00_005179.2	SMRG1_58770.1
OG0005184	EWB00_007967	SMRG1_60620.1
OG0005185	EWB00_007368.1, EWB00_007368.2	SMRG1_71620.1
OG0005186	EWB00_008879	SMRG1_64580.1
OG0005187	EWB00_005691.1, EWB00_005691.2	SMRG1_850.1
OG0005188	EWB00_008063, EWB00_008062	SMRG1_87830.1, SMRG1_87830.2
OG0005189	EWB00_000635.1, EWB00_000635.2	SMRG1_29080.3, SMRG1_29080.1, SMRG1_29080.2
OG0005190	EWB00_010934	SMRG1_74550.2, SMRG1_74550.1
OG0005192	EWB00_001410.1, EWB00_001410.2	SMRG1_77940.1, SMRG1_77940.2
OG0005193	EWB00_003776.3, EWB00_003776.4, EWB00_003776.5, EWB00_003776.1, EWB00_003776.2	SMRG1_82850.1
OG0005194	EWB00_007388	SMRG1_78620.1
OG0005195	EWB00_004311.3	SMRG1_36450.1
OG0005196	EWB00_003463.1, EWB00_003463.2, EWB00_003463.3	SMRG1_58560.1, SMRG1_58560.2
OG0005197	EWB00_009350	SMRG1_13900.1
OG0005198	EWB00_002546	SMRG1_47400.3, SMRG1_47400.1, SMRG1_47400.2
OG0005199	EWB00_008064.1, EWB00_008064.2	SMRG1_87820.1, SMRG1_87820.2
OG0005200	EWB00_004410.1, EWB00_004410.2	SMRG1_51170.1, SMRG1_51170.2, SMRG1_51170.3
OG0005201	EWB00_008786	SMRG1_83440.1, SMRG1_83440.2
OG0005202	EWB00_005228.1, EWB00_005228.2, EWB00_005228.3, EWB00_005228.4	SMRG1_25180.1, SMRG1_25180.2
OG0005203	EWB00_007817, EWB00_002830, EWB00_007819	SMRG1_40820.1, SMRG1_40820.2
OG0005204	EWB00_003122	SMRG1_15890.1
OG0005205	EWB00_009073	SMRG1_3590.2, SMRG1_3590.4, SMRG1_3590.1, SMRG1_3590.3
OG0005206	EWB00_006804.1, EWB00_006804.2	SMRG1_52900.1
OG0005207	EWB00_008296	SMRG1_83330.1
OG0005208	EWB00_000753	SMRG1_55340.1
OG0005210	EWB00_006530	SMRG1_17440.1, SMRG1_17440.2
OG0005211	EWB00_002173.1, EWB00_002173.2	SMRG1_55180.1
OG0005212	EWB00_009094	SMRG1_8120.1
OG0005213	EWB00_009139.1, EWB00_009139.2	SMRG1_83990.1
OG0005215	EWB00_001378.1, EWB00_001378.2, EWB00_001378.3	SMRG1_75580.1, SMRG1_75580.2
OG0005217	EWB00_007268, EWB00_007269	SMRG1_77330.1
OG0005218	EWB00_001070.1, EWB00_001070.3, EWB00_001070.2	SMRG1_89700.2, SMRG1_89700.1, SMRG1_89700.3
OG0005219	EWB00_003078.1, EWB00_003078.2	SMRG1_8420.1
OG0005220	EWB00_000862, EWB00_000860	SMRG1_4470.1
OG0005221	EWB00_006206.3, EWB00_006206.5, EWB00_006206.1, EWB00_006206.4, EWB00_006206.2	SMRG1_39120.1
OG0005222	EWB00_010200.1, EWB00_010200.2	SMRG1_1540.1
OG0005223	EWB00_008342, EWB00_008343	SMRG1_73090.1
OG0005224	EWB00_006257.3, EWB00_006257.1, EWB00_006257.2	SMRG1_70070.1, SMRG1_70070.2
OG0005225	EWB00_009152, EWB00_009153	SMRG1_29410.1
OG0005226	EWB00_004211.3, EWB00_004211.2, EWB00_004211.4, EWB00_004211.1	SMRG1_25190.1
OG0005227	EWB00_004681	SMRG1_7110.3, SMRG1_7110.1, SMRG1_7110.2
OG0005228	EWB00_006259	SMRG1_70040.1
OG0005229	EWB00_005665	SMRG1_1050.1
OG0005230	EWB00_010768	SMRG1_48450.1
OG0005231	EWB00_000028	SMRG1_44210.1
OG0005232	EWB00_005435	SMRG1_16810.1
OG0005233	EWB00_008516.1, EWB00_008516.3, EWB00_008516.2	SMRG1_20680.1
OG0005234	EWB00_002362.1, EWB00_002362.2	SMRG1_14680.1
OG0005235	EWB00_003504	SMRG1_20190.1, SMRG1_20200.1
OG0005236	EWB00_003049.1, EWB00_003049.2	SMRG1_89430.1
OG0005237	EWB00_004489.1, EWB00_004489.2, EWB00_004489.3	SMRG1_85420.1
OG0005238	EWB00_001780, EWB00_001783, EWB00_001784	SMRG1_34180.2, SMRG1_34180.1
OG0005240	EWB00_010413.1, EWB00_010413.2	SMRG1_64290.1
OG0005241	EWB00_010447.1, EWB00_010447.2, EWB00_010447.3	SMRG1_66380.1, SMRG1_66380.2
OG0005242	EWB00_007117.2, EWB00_007117.1, EWB00_007117.3, EWB00_007117.4, EWB00_007117.5	SMRG1_63860.2, SMRG1_63860.1, SMRG1_63860.3
OG0005243	EWB00_010053	SMRG1_68990.1
OG0005244	EWB00_007642.1, EWB00_007642.2	SMRG1_18120.1
OG0005246	EWB00_007655	SMRG1_41660.1
OG0005247	EWB00_010313.1, EWB00_010313.2, EWB00_010313.3, EWB00_010313.4	SMRG1_19280.1
OG0005248	EWB00_010042	SMRG1_69120.1
OG0005251	EWB00_008324.3, EWB00_008324.4, EWB00_008324.1, EWB00_008324.5, EWB00_008324.2	SMRG1_11660.1, SMRG1_11660.3, SMRG1_11660.2
OG0005252	EWB00_003480	SMRG1_80860.1
OG0005253	EWB00_006407.1, EWB00_006407.2	SMRG1_43000.1
OG0005256	EWB00_007283	SMRG1_83940.1
OG0005257	EWB00_011176	SMRG1_55520.2, SMRG1_55520.3, SMRG1_55520.4, SMRG1_55520.1
OG0005258	EWB00_004971.1, EWB00_004971.2	SMRG1_73380.1
OG0005259	EWB00_001186.1, EWB00_001186.2	SMRG1_75940.1, SMRG1_75940.2
OG0005260	EWB00_010991.1, EWB00_010991.2, EWB00_010991.3	SMRG1_76990.1
OG0005262	EWB00_006250, EWB00_006251	SMRG1_68410.1, SMRG1_68430.1
OG0005263	EWB00_001535.4, EWB00_001535.1, EWB00_001535.2, EWB00_001535.3	SMRG1_23270.2, SMRG1_23270.3, SMRG1_23270.1
OG0005264	EWB00_005997	SMRG1_30250.8, SMRG1_30250.9, SMRG1_30250.3, SMRG1_30250.4, SMRG1_30250.7, SMRG1_30250.5, SMRG1_30250.6, SMRG1_30250.1, SMRG1_30250.2
OG0005265	EWB00_003881, EWB00_002847.1, EWB00_002847.2	SMRG1_27400.1
OG0005266	EWB00_001537	SMRG1_23290.1, SMRG1_23290.2
OG0005267	EWB00_007539.1, EWB00_007539.2, EWB00_007539.3	SMRG1_23070.1, SMRG1_23070.2, SMRG1_23070.3
OG0005268	EWB00_004722	SMRG1_41800.1
OG0005269	EWB00_004254, EWB00_004255	SMRG1_35970.1, SMRG1_35980.1
OG0005271	EWB00_004840.1, EWB00_004840.2, EWB00_004840.3	SMRG1_4080.1
OG0005275	EWB00_009901	SMRG1_65160.1, SMRG1_65170.1
OG0005283	EWB00_000731	SMRG1_88870.1
OG0005284	EWB00_001394	SMRG1_75440.1
OG0005286	EWB00_006053	SMRG1_29680.1, SMRG1_29680.2
OG0005287	EWB00_009406	SMRG1_11060.1
OG0005288	EWB00_005356	SMRG1_50720.2, SMRG1_50720.1
OG0005289	EWB00_010750	SMRG1_48610.1
OG0005290	EWB00_005734	SMRG1_42210.1
OG0005291	EWB00_004720, EWB00_004721	SMRG1_41790.1
OG0005292	EWB00_001007	SMRG1_44820.1
OG0005293	EWB00_007956.1, EWB00_007956.2	SMRG1_60760.1
OG0005294	EWB00_003564	SMRG1_56980.1
OG0005295	EWB00_005156	SMRG1_57560.1
OG0005296	EWB00_001012	SMRG1_44850.1, SMRG1_44850.2
OG0005297	EWB00_008790	SMRG1_83420.1
OG0005298	EWB00_002794	SMRG1_42640.1
OG0005299	EWB00_002250	SMRG1_80110.1
OG0005301	EWB00_006089	SMRG1_72070.1, SMRG1_72070.2
OG0005302	EWB00_010358.1, EWB00_010358.2	SMRG1_19000.1
OG0005303	EWB00_003793	SMRG1_56060.1
OG0005304	EWB00_004456.1, EWB00_004456.2	SMRG1_89610.1, SMRG1_89610.3, SMRG1_89610.2
OG0005305	EWB00_004359.1, EWB00_004359.2	SMRG1_36970.1
OG0005306	EWB00_006549	SMRG1_17300.1
OG0005307	EWB00_006192.3, EWB00_006192.1, EWB00_006192.2	SMRG1_39290.1
OG0005309	EWB00_001117	SMRG1_24840.1, SMRG1_24840.2
OG0005310	EWB00_005694.1, EWB00_005694.2	SMRG1_810.1, SMRG1_810.2
OG0005312	EWB00_004133.1, EWB00_004133.2	SMRG1_30970.1, SMRG1_30970.2
OG0005313	EWB00_007082.1, EWB00_007082.2	SMRG1_23550.1
OG0005314	EWB00_002498.1, EWB00_002498.3, EWB00_002498.2	SMRG1_19890.1
OG0005315	EWB00_011227	SMRG1_58160.1, SMRG1_58160.2
OG0005316	EWB00_008293	SMRG1_83350.1, SMRG1_83350.2
OG0005317	EWB00_003869.1, EWB00_003869.2	SMRG1_61140.1
OG0005318	EWB00_009117	SMRG1_29330.1
OG0005319	EWB00_009573	SMRG1_63120.1, SMRG1_63120.2
OG0005321	EWB00_002776	SMRG1_71320.1
OG0005323	EWB00_000093.4, EWB00_000093.6, EWB00_000093.5, EWB00_000093.3, EWB00_000093.2, EWB00_000093.1	SMRG1_28450.1
OG0005324	EWB00_006164	SMRG1_39510.1, SMRG1_39510.2
OG0005325	EWB00_004621.1, EWB00_004621.2	SMRG1_31400.1
OG0005326	EWB00_002099	SMRG1_7250.1, SMRG1_7250.2
OG0005327	EWB00_005475	SMRG1_16390.1
OG0005328	EWB00_008692.1, EWB00_008692.2	SMRG1_62720.1, SMRG1_62720.2
OG0005329	EWB00_002469	SMRG1_15940.1
OG0005331	EWB00_001974	SMRG1_89940.1
OG0005332	EWB00_001899.1, EWB00_001899.2, EWB00_001899.3, EWB00_001899.4	SMRG1_91070.1
OG0005333	EWB00_005753.1, EWB00_005753.2	SMRG1_21520.1
OG0005334	EWB00_004171.1, EWB00_004171.2, EWB00_004171.3	SMRG1_14320.1, SMRG1_14320.2
OG0005336	EWB00_007694	SMRG1_12150.1
OG0005337	EWB00_006994	SMRG1_24350.1, SMRG1_24350.2
OG0005338	EWB00_008736.3, EWB00_008736.2, EWB00_008736.1	SMRG1_49720.1
OG0005339	EWB00_003566	SMRG1_57000.1
OG0005340	EWB00_000336	SMRG1_91980.1
OG0005341	EWB00_002354	SMRG1_14630.1, SMRG1_14630.2
OG0005342	EWB00_005857, EWB00_005854.1, EWB00_005854.2	SMRG1_96500.1
OG0005343	EWB00_001224	SMRG1_78890.1
OG0005344	EWB00_004563.1, EWB00_004563.2	SMRG1_78290.1
OG0005345	EWB00_009544	SMRG1_38700.1, SMRG1_38700.2
OG0005346	EWB00_008463	SMRG1_9930.1
OG0005347	EWB00_010475.1, EWB00_010475.2	SMRG1_66220.1
OG0005349	EWB00_010242	SMRG1_1380.1
OG0005351	EWB00_006796, EWB00_006797	SMRG1_52950.1, SMRG1_52950.2
OG0005352	EWB00_004244.2, EWB00_004244.3, EWB00_004244.1, EWB00_004244.4	SMRG1_2230.1
OG0005353	EWB00_007434.2, EWB00_007434.1	SMRG1_93980.1
OG0005354	EWB00_004755.1, EWB00_004755.2, EWB00_004755.3	SMRG1_35290.1
OG0005355	EWB00_006157.1, EWB00_006157.2	SMRG1_39560.1
OG0005356	EWB00_008917	SMRG1_69370.1
OG0005357	EWB00_008346	SMRG1_73160.3, SMRG1_73160.2, SMRG1_73160.1, SMRG1_73160.4
OG0005358	EWB00_003631	SMRG1_46250.1
OG0005359	EWB00_008817	SMRG1_18730.1
OG0005360	EWB00_003518.1, EWB00_003518.2	SMRG1_96530.1, SMRG1_20340.5, SMRG1_20340.1, SMRG1_20340.2, SMRG1_20340.4, SMRG1_20340.3
OG0005361	EWB00_006463.1, EWB00_006463.2, EWB00_006463.3	SMRG1_14840.1
OG0005362	EWB00_005800.3, EWB00_005800.1, EWB00_005800.2	SMRG1_67760.1
OG0005363	EWB00_005693	SMRG1_820.1
OG0005364	EWB00_008747	SMRG1_49830.1
OG0005365	EWB00_000606	SMRG1_17160.1
OG0005366	EWB00_004803	SMRG1_14900.1
OG0005367	EWB00_007057.1, EWB00_007057.2	SMRG1_23820.1
OG0005368	EWB00_005765.1, EWB00_005765.2	SMRG1_21380.1
OG0005369	EWB00_001467.1, EWB00_001467.2, EWB00_001467.3	SMRG1_35240.1, SMRG1_35240.2
OG0005370	EWB00_001466.1, EWB00_001466.3, EWB00_001466.2	SMRG1_35230.1
OG0005371	EWB00_008372.1, EWB00_008372.2	SMRG1_35200.1, SMRG1_35200.2
OG0005372	EWB00_000276, EWB00_008930, EWB00_000275	SMRG1_25660.1
OG0005373	EWB00_009159.2, EWB00_009159.1, EWB00_009159.3, EWB00_009159.5, EWB00_009159.4	SMRG1_93800.1
OG0005374	EWB00_002421.2, EWB00_002421.3, EWB00_002421.1	SMRG1_21770.1, SMRG1_21770.2
OG0005376	EWB00_011128	SMRG1_59380.1
OG0005377	EWB00_006000.1, EWB00_006000.2	SMRG1_30210.1
OG0005378	EWB00_004912.1, EWB00_004912.2	SMRG1_44280.1
OG0005379	EWB00_000886	SMRG1_56530.1
OG0005380	EWB00_004644.1, EWB00_004644.2	SMRG1_1910.1
OG0005381	EWB00_008507	SMRG1_7100.1
OG0005382	EWB00_001422	SMRG1_96130.3, SMRG1_96130.1, SMRG1_96130.2
OG0005383	EWB00_004598	SMRG1_39810.1
