Orthogroup	fasciola_gigantica	schistosoma_japonicum
OG0001741	FGIG_06645	EWB00_000113.2, EWB00_000113.1
OG0001742	FGIG_06724	EWB00_009309
OG0001743	FGIG_06750	EWB00_005069.1, EWB00_005069.2
OG0001744	FGIG_06776	EWB00_008931.1, EWB00_008931.2, EWB00_008931.3, EWB00_008931.5, EWB00_008931.4
OG0001745	FGIG_10942, FGIG_06817	EWB00_001325
OG0001746	FGIG_07007, FGIG_11346	EWB00_008300
OG0001747	FGIG_10446, FGIG_07087	EWB00_010827
OG0001748	FGIG_07196	EWB00_009580
OG0001749	FGIG_07207	EWB00_008038.2, EWB00_008038.1, EWB00_008038.3
OG0001750	FGIG_07290, FGIG_11354	EWB00_004829.1, EWB00_004829.2, EWB00_004830
OG0001751	FGIG_07350	EWB00_005046.1, EWB00_005046.2
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	EWB00_009191.1, EWB00_009191.2
OG0001753	FGIG_07740	EWB00_004195
OG0001754	FGIG_07797, FGIG_07796	EWB00_003866
OG0001755	FGIG_07829	EWB00_009019.3, EWB00_009019.4, EWB00_009019.5, EWB00_009019.1, EWB00_009019.2
OG0001756	FGIG_08210	EWB00_005339.4, EWB00_005339.2, EWB00_005339.7, EWB00_005339.3, EWB00_005339.1, EWB00_005339.5, EWB00_005339.6
OG0001757	FGIG_08253	EWB00_008089.1, EWB00_008089.2
OG0001758	FGIG_12341, FGIG_08329	EWB00_008645.1, EWB00_008645.2
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	EWB00_006252
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	EWB00_009898, EWB00_005773
OG0001761	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	EWB00_011085, EWB00_008774.1, EWB00_008774.2
OG0001762	FGIG_08880, FGIG_11962	EWB00_006675.1, EWB00_006675.2
OG0001763	FGIG_08936	EWB00_007453.1, EWB00_007453.2
OG0001764	FGIG_09029, FGIG_09028	EWB00_003107
OG0001765	FGIG_09205	EWB00_006261
OG0001766	FGIG_09234	EWB00_003400
OG0001767	FGIG_12380, FGIG_09314	EWB00_009027
OG0001768	FGIG_09327	EWB00_011364.1, EWB00_011364.2, EWB00_011364.3
OG0001769	FGIG_09331	EWB00_007867
OG0001770	FGIG_09332	EWB00_008145.1, EWB00_008145.2
OG0001771	FGIG_09366	EWB00_010612
OG0001772	FGIG_09813	EWB00_001858
OG0001773	FGIG_09836	EWB00_008867
OG0001774	FGIG_09938	EWB00_008539
OG0001775	FGIG_10075	EWB00_005423
OG0001776	FGIG_10105	EWB00_001450
OG0001777	FGIG_10186	EWB00_006296.2, EWB00_006296.3, EWB00_006296.4, EWB00_006296.5, EWB00_010820.2, EWB00_006296.1, EWB00_010820.1
OG0001778	FGIG_10398	EWB00_001931.1, EWB00_001931.2, EWB00_001931.3
OG0001779	FGIG_10521	EWB00_007071.1, EWB00_007071.2
OG0001780	FGIG_10677	EWB00_003266
OG0001781	FGIG_10803, FGIG_11244	EWB00_005839.1, EWB00_005839.2
OG0001782	FGIG_10806	EWB00_009818.6, EWB00_009818.4, EWB00_009818.1, EWB00_009818.2, EWB00_009818.5, EWB00_009818.3
OG0001783	FGIG_10960	EWB00_002890
OG0001784	FGIG_11263	EWB00_002793.1, EWB00_002793.2, EWB00_002793.3, EWB00_002793.4, EWB00_002793.5, EWB00_002793.6
OG0001785	FGIG_11277	EWB00_007557
OG0001786	FGIG_11466	EWB00_010439
OG0001787	FGIG_11743	EWB00_007555
OG0001788	FGIG_11918	EWB00_002022.5, EWB00_002022.2, EWB00_002022.4, EWB00_002022.3, EWB00_002022.1
OG0001789	FGIG_12472	EWB00_008564.2, EWB00_008564.4, EWB00_008564.3, EWB00_008564.1, EWB00_008564.5
OG0001790	FGIG_12557	EWB00_003915.3, EWB00_003915.4, EWB00_003915.1, EWB00_003915.2, EWB00_003915.5
OG0001800	FGIG_00037	EWB00_000890.1, EWB00_000890.2
OG0001801	FGIG_00130	EWB00_009398
OG0001802	FGIG_00149	EWB00_004332.1, EWB00_004332.2
OG0001803	FGIG_00286	EWB00_002837.1, EWB00_002837.2, EWB00_002837.3, EWB00_002836
OG0001804	FGIG_00398	EWB00_002126
OG0001805	FGIG_00507, FGIG_00508	EWB00_000017.1, EWB00_000017.2, EWB00_000017.3
OG0001806	FGIG_00525	EWB00_006638, EWB00_006641
OG0001807	FGIG_00587	EWB00_004204
OG0001808	FGIG_00700	EWB00_000043, EWB00_001027
OG0001809	FGIG_00729	EWB00_002951.2, EWB00_002951.1, EWB00_002951.3
OG0001810	FGIG_00762	EWB00_002054.3, EWB00_002054.2, EWB00_002054.1
OG0001811	FGIG_05656	EWB00_010046.1, EWB00_010046.2
OG0001811	FGIG_00833	EWB00_003080.2, EWB00_003080.3, EWB00_003080.1, EWB00_003080.4, EWB00_003080.5
OG0001812	FGIG_00836	EWB00_001383.1, EWB00_001383.2
OG0001813	FGIG_00936	EWB00_008448, EWB00_008454
OG0001814	FGIG_00962	EWB00_007255.3, EWB00_007255.2, EWB00_007255.4, EWB00_007255.1
OG0001815	FGIG_01073, FGIG_01074	EWB00_006877
OG0001816	FGIG_01170	EWB00_008962
OG0001817	FGIG_01315	EWB00_006214.2, EWB00_006214.6, EWB00_006214.7, EWB00_006214.1, EWB00_006214.3, EWB00_006214.4, EWB00_006214.5
OG0001818	FGIG_01476	EWB00_007620.2, EWB00_007620.3, EWB00_007620.1
OG0001819	FGIG_01638	EWB00_010311.1, EWB00_010311.2
OG0001820	FGIG_01817, FGIG_01816	EWB00_011327.1, EWB00_011327.2
OG0001821	FGIG_01822	EWB00_008776.2, EWB00_008776.1
OG0001821	FGIG_03077	EWB00_003220.1, EWB00_003220.2, EWB00_003220.3
OG0001822	FGIG_01856, FGIG_12355	EWB00_000791
OG0001823	FGIG_02236, FGIG_05411	EWB00_006130
OG0001824	FGIG_02287	EWB00_002376
OG0001825	FGIG_02531	EWB00_005323.1, EWB00_005323.4, EWB00_005323.2, EWB00_005323.3
OG0001826	FGIG_02634	EWB00_006283
OG0001827	FGIG_02803, FGIG_12147, FGIG_11771, FGIG_12499	EWB00_004569
OG0001828	FGIG_02847	EWB00_010656
OG0001829	FGIG_02872	EWB00_003359
OG0001831	FGIG_02881	EWB00_008871
OG0001832	FGIG_02973	EWB00_006761
OG0001833	FGIG_02974	EWB00_006762
OG0001834	FGIG_02991	EWB00_011028
OG0001835	FGIG_11589, FGIG_03039	EWB00_007631
OG0001836	FGIG_03199	EWB00_007589.1, EWB00_007589.2, EWB00_007589.3
OG0001837	FGIG_03271	EWB00_008945.1, EWB00_008945.2
OG0001838	FGIG_03289	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5
OG0001839	FGIG_03331	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2
OG0001840	FGIG_03379	EWB00_003145.2, EWB00_003145.1, EWB00_003145.3, EWB00_003145.4
OG0001841	FGIG_03429	EWB00_003124, EWB00_009787
OG0001842	FGIG_03482, FGIG_12479	EWB00_000568.1, EWB00_000568.2, EWB00_000568.3
OG0001843	FGIG_03549	EWB00_004731.1, EWB00_004731.2
OG0001844	FGIG_03580	EWB00_006557
OG0001845	FGIG_03666	EWB00_001437
OG0001846	FGIG_11334, FGIG_03780, FGIG_03781	EWB00_005010.1, EWB00_005010.2
OG0001847	FGIG_03848	EWB00_009082
OG0001848	FGIG_04380	EWB00_006326
OG0001849	FGIG_04452	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4
OG0001850	FGIG_04633	EWB00_004542
OG0001851	FGIG_04765	EWB00_010657.1, EWB00_010657.2
OG0001852	FGIG_04961	EWB00_009114
OG0001853	FGIG_05001	EWB00_001639.2, EWB00_001639.1, EWB00_001639.3, EWB00_001639.4, EWB00_001639.5, EWB00_001639.6
OG0001854	FGIG_05079, FGIG_05080	EWB00_003747
OG0001855	FGIG_05092	EWB00_001590.1, EWB00_001590.2, EWB00_001590.3
OG0001856	FGIG_05147	EWB00_007149.2, EWB00_007149.1
OG0001857	FGIG_05152	EWB00_011005.1, EWB00_011005.2
OG0001858	FGIG_05246	EWB00_008289.1, EWB00_008289.2
OG0001859	FGIG_05352	EWB00_008660
OG0001860	FGIG_12696, FGIG_05529, FGIG_08194	EWB00_010601, EWB00_000663.1, EWB00_000663.2
OG0001861	FGIG_05537	EWB00_001369.1, EWB00_001369.2
OG0001862	FGIG_05612	EWB00_004860
OG0001863	FGIG_05675	EWB00_009680, EWB00_000659
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4
OG0001865	FGIG_05792	EWB00_007776.1, EWB00_007776.3, EWB00_007776.2
OG0001866	FGIG_05934, FGIG_07819, FGIG_07820	EWB00_001683.1, EWB00_001683.2, EWB00_001683.3
OG0001867	FGIG_06039	EWB00_007616.1, EWB00_007616.2
OG0001868	FGIG_06184	EWB00_007873.2, EWB00_007873.1
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	EWB00_002497, EWB00_002496
OG0001870	FGIG_06239	EWB00_005310.1, EWB00_005310.2
OG0001871	FGIG_06490	EWB00_006383
OG0001872	FGIG_06502, FGIG_08638	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2
OG0001873	FGIG_06583	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3
OG0001874	FGIG_06688, FGIG_07094	EWB00_001525, EWB00_001528.1, EWB00_001528.2
OG0001875	FGIG_06832	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3
OG0001876	FGIG_06870	EWB00_002412.2, EWB00_002412.3, EWB00_002412.1, EWB00_002412.4
OG0001878	FGIG_07481, FGIG_07111	EWB00_005121, EWB00_005120, EWB00_005118, EWB00_011374, EWB00_005119.1, EWB00_005119.2
OG0001879	FGIG_07185	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5
OG0001880	FGIG_07399	EWB00_010357.1, EWB00_010357.2
OG0001881	FGIG_08617, FGIG_07427	EWB00_011255
OG0001882	FGIG_10254, FGIG_07480	EWB00_010945
OG0001883	FGIG_07514	EWB00_007343
OG0001884	FGIG_07616	EWB00_003270
OG0001885	FGIG_07748	EWB00_009963, EWB00_009964, EWB00_004694
OG0001886	FGIG_07805	EWB00_004977.1, EWB00_004977.2
OG0001887	FGIG_07966	EWB00_005903.1, EWB00_005903.2
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	EWB00_003971
OG0001889	FGIG_08133	EWB00_009141.1, EWB00_009141.2
OG0001890	FGIG_08277	EWB00_010808.1, EWB00_010808.2, EWB00_010808.3
OG0001891	FGIG_08290	EWB00_002104
OG0001892	FGIG_08312	EWB00_001252.1, EWB00_001252.2, EWB00_001252.3, EWB00_001252.4
OG0001893	FGIG_08493	EWB00_001721.3, EWB00_001721.2, EWB00_001721.1
OG0001894	FGIG_08662	EWB00_003770
OG0001895	FGIG_08712	EWB00_009690, EWB00_009691
OG0001896	FGIG_08759	EWB00_004132
OG0001897	FGIG_08889	EWB00_007394.1, EWB00_007394.3, EWB00_007394.2
OG0001898	FGIG_09045	EWB00_005570
OG0001899	FGIG_09165, FGIG_12532	EWB00_006215
OG0001900	FGIG_09208	EWB00_007260.2, EWB00_007260.1
OG0001901	FGIG_09292, FGIG_09291	EWB00_005993
OG0001903	FGIG_11383, FGIG_09404	EWB00_004495.1, EWB00_004495.2, EWB00_004495.3
OG0001904	FGIG_09502	EWB00_002306
OG0001905	FGIG_09751	EWB00_010033, EWB00_010032
OG0001906	FGIG_09783	EWB00_009148.1, EWB00_009148.2, EWB00_009148.4, EWB00_009148.3
OG0001907	FGIG_09790	EWB00_008532.1, EWB00_008532.2, EWB00_008532.3
OG0001908	FGIG_10713, FGIG_10014	EWB00_000904.1, EWB00_000904.2
OG0001909	FGIG_10056	EWB00_005840.4, EWB00_005840.1, EWB00_005840.5, EWB00_005840.2, EWB00_005840.3
OG0001910	FGIG_10144	EWB00_004369.1, EWB00_004369.3, EWB00_004369.2
OG0001911	FGIG_10217	EWB00_005397.1, EWB00_005397.2, EWB00_005397.3, EWB00_005397.4
OG0001912	FGIG_10259	EWB00_007504
OG0001913	FGIG_10326	EWB00_004541.1, EWB00_004541.2, EWB00_004541.3, EWB00_004541.4, EWB00_004541.5
OG0001914	FGIG_10404, FGIG_10403	EWB00_011318.1, EWB00_011318.3, EWB00_011318.2
OG0001915	FGIG_10465, FGIG_11686	EWB00_007038
OG0001916	FGIG_10612, FGIG_10605	EWB00_010789
OG0001917	FGIG_12536, FGIG_11628	EWB00_008840.1, EWB00_008840.4, EWB00_008840.2, EWB00_008840.3
OG0001918	FGIG_12348, FGIG_11631	EWB00_000187.2, EWB00_000187.1, EWB00_000187.3
OG0001919	FGIG_11652	EWB00_006232.3, EWB00_006232.1, EWB00_006232.2
OG0001920	FGIG_11748	EWB00_010851.1, EWB00_010851.3, EWB00_010851.2
OG0001921	FGIG_11845	EWB00_004589, EWB00_006142
OG0001922	FGIG_11872	EWB00_005191.1, EWB00_005191.2
OG0001923	FGIG_11902	EWB00_007771
OG0001924	FGIG_11939	EWB00_000744.1, EWB00_000744.2, EWB00_000744.3
OG0001925	FGIG_12270, FGIG_11988	EWB00_002393.1, EWB00_002393.2, EWB00_002393.3
OG0001926	FGIG_12026	EWB00_002121.1, EWB00_002121.5, EWB00_002121.2, EWB00_002121.3, EWB00_002121.4
OG0001927	FGIG_12178	EWB00_003588
OG0001941	FGIG_00126	EWB00_003043
OG0001942	FGIG_00190	EWB00_006953.3, EWB00_006953.7, EWB00_006953.1, EWB00_006953.5, EWB00_006953.6, EWB00_006953.4, EWB00_006953.2
OG0001943	FGIG_00220	EWB00_001044.1, EWB00_001044.2, EWB00_001044.4, EWB00_001044.3
OG0001944	FGIG_00245	EWB00_009759
OG0001945	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285	EWB00_009970.1, EWB00_009970.2, EWB00_009970.3
OG0001946	FGIG_00457	EWB00_005989
OG0001947	FGIG_00619	EWB00_003234.3, EWB00_003234.2, EWB00_003234.1
OG0001948	FGIG_00736	EWB00_004875.1, EWB00_004875.2
OG0001949	FGIG_00760	EWB00_002055
OG0001950	FGIG_00800	EWB00_010181.1, EWB00_010181.2
OG0001951	FGIG_00894	EWB00_010118.1, EWB00_010118.2, EWB00_010118.3
OG0001952	FGIG_01038	EWB00_003633
OG0001953	FGIG_01050	EWB00_003411
OG0001954	FGIG_01129	EWB00_002373.1, EWB00_002373.2
OG0001955	FGIG_01306	EWB00_006289.1, EWB00_006289.2
OG0001956	FGIG_08032, FGIG_01323	EWB00_011048
OG0001957	FGIG_01445	EWB00_002353.5, EWB00_002353.4, EWB00_002353.6, EWB00_002353.1, EWB00_002353.2, EWB00_002353.3
OG0001958	FGIG_01525	EWB00_000402.1, EWB00_000402.2
OG0001959	FGIG_01707	EWB00_002873.1, EWB00_002873.3, EWB00_002873.4, EWB00_002873.5, EWB00_002873.2, EWB00_007946
OG0001960	FGIG_01709	EWB00_007931.5, EWB00_007931.6, EWB00_007931.1, EWB00_007931.4, EWB00_007931.2, EWB00_007931.3
OG0001961	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228	EWB00_008934
OG0001962	FGIG_01870	EWB00_006447.1, EWB00_006447.2
OG0001963	FGIG_01934	EWB00_005116
OG0001964	FGIG_01965	EWB00_004882
OG0001965	FGIG_01978	EWB00_010177
OG0001966	FGIG_01994	EWB00_007793
OG0001967	FGIG_02023	EWB00_006691.1, EWB00_006691.2
OG0001968	FGIG_02090	EWB00_002588.1, EWB00_002588.2
OG0001969	FGIG_02108	EWB00_006040
OG0001970	FGIG_02292	EWB00_001304.1, EWB00_001304.2
OG0001971	FGIG_02395	EWB00_011300
OG0001972	FGIG_02971	EWB00_003996
OG0001973	FGIG_02972	EWB00_006760.1, EWB00_006760.2
OG0001974	FGIG_03001, FGIG_03000, FGIG_03002	EWB00_006902
OG0001975	FGIG_03194	EWB00_006471.3, EWB00_006471.1, EWB00_006471.2
OG0001976	FGIG_03267	EWB00_009025
OG0001977	FGIG_03396	EWB00_009453.1, EWB00_009453.2, EWB00_009453.3
OG0001978	FGIG_03425	EWB00_008191.1, EWB00_008191.2
OG0001979	FGIG_03430	EWB00_005320.1, EWB00_005320.2
OG0001980	FGIG_03446	EWB00_000544.1, EWB00_000544.2
OG0001981	FGIG_03545	EWB00_003238, EWB00_003235.1, EWB00_003235.2
OG0001982	FGIG_03564	EWB00_003374.1, EWB00_003374.2
OG0001983	FGIG_03619	EWB00_010176
OG0001984	FGIG_03674	EWB00_004454.3, EWB00_004454.2, EWB00_004454.1, EWB00_004454.4
OG0001985	FGIG_03737, FGIG_03736	EWB00_006219
OG0001986	FGIG_03793	EWB00_010664.1, EWB00_010664.2, EWB00_010664.3
OG0001987	FGIG_03835	EWB00_009533
OG0001988	FGIG_04295	EWB00_000510
OG0001989	FGIG_04368	EWB00_009481
OG0001990	FGIG_04430	EWB00_007602
OG0001991	FGIG_04551	EWB00_002349
OG0001992	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601	EWB00_010772.1, EWB00_010772.3, EWB00_010772.2
OG0001993	FGIG_04621, FGIG_11304, FGIG_11303	EWB00_001364.1, EWB00_001364.2
OG0001994	FGIG_04647, FGIG_09294	EWB00_006425
OG0001995	FGIG_04654	EWB00_008424.1, EWB00_008424.3, EWB00_008424.4, EWB00_008424.2, EWB00_008424.5
OG0001996	FGIG_04770	EWB00_001673
OG0001997	FGIG_04930	EWB00_003079
OG0001998	FGIG_04945	EWB00_006708
OG0001999	FGIG_13995, FGIG_05007	EWB00_003613
OG0002000	FGIG_05071, FGIG_05073	EWB00_003097
OG0002001	FGIG_05351, FGIG_10322	EWB00_004162, EWB00_004161
OG0002002	FGIG_05474	EWB00_004263.3, EWB00_004263.1, EWB00_004263.2
OG0002003	FGIG_05597	EWB00_007594.1, EWB00_007594.2
OG0002004	FGIG_05610, FGIG_08593	EWB00_000115
OG0002005	FGIG_05614	EWB00_008380.1, EWB00_008380.3, EWB00_008380.2, EWB00_008382
OG0002006	FGIG_05620, FGIG_12403	EWB00_001376.1, EWB00_001376.2
OG0002007	FGIG_05753	EWB00_010057, EWB00_010056
OG0002008	FGIG_05878, FGIG_05879	EWB00_004014.1, EWB00_004014.2, EWB00_004014.3
OG0002009	FGIG_05904	EWB00_001730
OG0002010	FGIG_06031	EWB00_009339
OG0002011	FGIG_06078	EWB00_007159
OG0002012	FGIG_06082	EWB00_009465.2, EWB00_009465.1, EWB00_009465.3
OG0002013	FGIG_06141	EWB00_005319.1, EWB00_005319.2
OG0002014	FGIG_11116, FGIG_09556, FGIG_06161	EWB00_008895.1, EWB00_008895.3, EWB00_008895.2
OG0002015	FGIG_12200, FGIG_06387	EWB00_006940
OG0002016	FGIG_06393	EWB00_005905
OG0002017	FGIG_06543	EWB00_010506.1, EWB00_010506.2
OG0002018	FGIG_06578, FGIG_06579	EWB00_008679
OG0002019	FGIG_07624	EWB00_006612
OG0002020	FGIG_07652	EWB00_010448, EWB00_010449
OG0002021	FGIG_07835	EWB00_002771
OG0002022	FGIG_07928	EWB00_001592.1, EWB00_001592.5, EWB00_001592.2, EWB00_001592.3, EWB00_001592.4
OG0002023	FGIG_07949	EWB00_006224.4, EWB00_006224.1, EWB00_006224.2, EWB00_006224.3
OG0002024	FGIG_08028	EWB00_001133.1, EWB00_001133.2, EWB00_001133.3
OG0002025	FGIG_08079, FGIG_08077, FGIG_08078	EWB00_005907.1, EWB00_005907.2
OG0002027	FGIG_08231	EWB00_010185
OG0002028	FGIG_08327, FGIG_10920	EWB00_010621
OG0002029	FGIG_08478	EWB00_005960
OG0002030	FGIG_08503	EWB00_009169.3, EWB00_009169.4, EWB00_009169.1, EWB00_009169.2
OG0002031	FGIG_08525, FGIG_08524	EWB00_003838.1, EWB00_003838.2
OG0002032	FGIG_08730	EWB00_005869.2, EWB00_005869.1, EWB00_005869.3, EWB00_005869.4
OG0002033	FGIG_08755, FGIG_08754	EWB00_011262.1, EWB00_011262.2
OG0002034	FGIG_08831	EWB00_006270.1, EWB00_006270.2, EWB00_006270.3
OG0002035	FGIG_08871	EWB00_003695.4, EWB00_003695.3, EWB00_003695.6, EWB00_003695.7, EWB00_003695.5, EWB00_003695.1, EWB00_003695.2
OG0002036	FGIG_08929	EWB00_007516.3, EWB00_007516.1, EWB00_007516.2
OG0002037	FGIG_09110	EWB00_002151.2, EWB00_002151.1, EWB00_002151.3
OG0002038	FGIG_09222, FGIG_09223	EWB00_001564.2, EWB00_001564.3, EWB00_001564.1, EWB00_001564.4
OG0002039	FGIG_09256	EWB00_003603
OG0002040	FGIG_09293	EWB00_007877
OG0002041	FGIG_09352	EWB00_007250.1, EWB00_007250.2
OG0002042	FGIG_09643	EWB00_004158
OG0002043	FGIG_09653	EWB00_007122.4, EWB00_007122.9, EWB00_007122.6, EWB00_007122.1, EWB00_007122.2, EWB00_007122.3, EWB00_007122.5, EWB00_007122.8, EWB00_007122.7
OG0002044	FGIG_09704	EWB00_008600.1, EWB00_008600.2, EWB00_008600.4, EWB00_008600.5, EWB00_008600.3
OG0002045	FGIG_09717	EWB00_009520.3, EWB00_009520.6, EWB00_009520.5, EWB00_009520.1, EWB00_009520.2, EWB00_009520.4
OG0002046	FGIG_09852	EWB00_001389
OG0002047	FGIG_10163	EWB00_001334.1, EWB00_001334.2
OG0002048	FGIG_10239	EWB00_003123.1, EWB00_003123.2
OG0002049	FGIG_10299, FGIG_11534	EWB00_003250
OG0002050	FGIG_10507	EWB00_006497.1, EWB00_006497.2, EWB00_006497.3
OG0002051	FGIG_10793	EWB00_002114.1, EWB00_002114.2
OG0002052	FGIG_10797	EWB00_001807.3, EWB00_001807.1, EWB00_001807.2, EWB00_001807.4
OG0002053	FGIG_10820	EWB00_002011
OG0002054	FGIG_10935	EWB00_000955.1, EWB00_000955.3, EWB00_000955.2
OG0002055	FGIG_10947	EWB00_003464, EWB00_003465
OG0002056	FGIG_11048	EWB00_001929
OG0002057	FGIG_11544	EWB00_005362
OG0002059	FGIG_11780	EWB00_000979.1, EWB00_000979.2
OG0002060	FGIG_11842	EWB00_002103.1, EWB00_002103.2, EWB00_002103.3
OG0002061	FGIG_12110	EWB00_000100.1, EWB00_000100.2
OG0002062	FGIG_12184	EWB00_005788
OG0002063	FGIG_12410	EWB00_000990
OG0002073	FGIG_00082	EWB00_001425.1, EWB00_001425.2
OG0002074	FGIG_00101	EWB00_001041
OG0002075	FGIG_00132	EWB00_009494.2, EWB00_009494.3, EWB00_009494.1
OG0002076	FGIG_07077, FGIG_07078, FGIG_00206	EWB00_008759.2, EWB00_008759.1
OG0002077	FGIG_00216, FGIG_09924	EWB00_002303
OG0002078	FGIG_00312	EWB00_007716.1, EWB00_007716.2, EWB00_007716.3
OG0002079	FGIG_00383	EWB00_007700.1, EWB00_007700.2
OG0002080	FGIG_00484	EWB00_005317.1, EWB00_005317.2
OG0002081	FGIG_00552, FGIG_08298	EWB00_008299.1, EWB00_008299.2, EWB00_008299.3
OG0002082	FGIG_00579, FGIG_00578	EWB00_003853, EWB00_003854
OG0002083	FGIG_00658, FGIG_09985	EWB00_001011.1, EWB00_001011.2, EWB00_001011.3, EWB00_001011.5, EWB00_001011.4
OG0002084	FGIG_00755, FGIG_00754	EWB00_000603, EWB00_000602
OG0002085	FGIG_00781	EWB00_011092.1, EWB00_011092.2, EWB00_011092.3
OG0002086	FGIG_09005, FGIG_00788	EWB00_007657.2, EWB00_007657.1, EWB00_007657.3, EWB00_007657.4
OG0002087	FGIG_00882	EWB00_008150.1, EWB00_008150.2
OG0002088	FGIG_00913	EWB00_001075
OG0002089	FGIG_00932	EWB00_000175.1, EWB00_000175.2
OG0002090	FGIG_00986	EWB00_002150
OG0002091	FGIG_01070	EWB00_006791.2, EWB00_006791.3, EWB00_006791.4, EWB00_006791.1
OG0002092	FGIG_01268	EWB00_006208
OG0002093	FGIG_01356	EWB00_000274.1, EWB00_000274.2
OG0002094	FGIG_01469	EWB00_006338
OG0002095	FGIG_01632	EWB00_003125
OG0002096	FGIG_01676	EWB00_001324.1, EWB00_001324.2, EWB00_001324.3
OG0002097	FGIG_01680	EWB00_006301, EWB00_006300
OG0002098	FGIG_01746	EWB00_009882.1, EWB00_009882.2
OG0002099	FGIG_01747	EWB00_009529
OG0002100	FGIG_01904	EWB00_000095.5, EWB00_000095.1, EWB00_000095.2, EWB00_000095.3, EWB00_000095.4
OG0002101	FGIG_02032, FGIG_10566	EWB00_011387
OG0002102	FGIG_02054	EWB00_007000
OG0002102	FGIG_02312, FGIG_06101	EWB00_004225
OG0002103	FGIG_02069	EWB00_006367
OG0002104	FGIG_02074	EWB00_004136.1, EWB00_004136.2
OG0002105	FGIG_02131	EWB00_003321.2, EWB00_003321.3, EWB00_003321.4, EWB00_003321.5, EWB00_003321.1
OG0002106	FGIG_02208	EWB00_000312.4, EWB00_000312.1, EWB00_000312.2, EWB00_000312.3
OG0002107	FGIG_02265	EWB00_006567, EWB00_006568
OG0002108	FGIG_02477	EWB00_003251
OG0002109	FGIG_02633	EWB00_004744
OG0002110	FGIG_02667	EWB00_006092
OG0002111	FGIG_02740, FGIG_02741	EWB00_002808
OG0002112	FGIG_03025	EWB00_009581
OG0002113	FGIG_03296	EWB00_008310.1, EWB00_008310.2
OG0002114	FGIG_03896	EWB00_001140.1, EWB00_001140.2
OG0002115	FGIG_03962	EWB00_011171.1, EWB00_011171.2
OG0002116	FGIG_04721, FGIG_04077	EWB00_005916.1, EWB00_005916.2
OG0002117	FGIG_04173	EWB00_000110
OG0002118	FGIG_04184	EWB00_003641
OG0002119	FGIG_04220	EWB00_007309.2, EWB00_007309.1
OG0002120	FGIG_04231	EWB00_009243.1, EWB00_009243.2
OG0002121	FGIG_04233, FGIG_04232	EWB00_009242.1, EWB00_009242.2, EWB00_009242.4, EWB00_009242.3
OG0002122	FGIG_04355	EWB00_004617
OG0002123	FGIG_04472	EWB00_009150.9, EWB00_009150.1, EWB00_009150.5, EWB00_009150.4, EWB00_009150.3, EWB00_009150.10, EWB00_009150.7, EWB00_009150.2, EWB00_009150.6, EWB00_009150.8
OG0002124	FGIG_04560	EWB00_006423
OG0002125	FGIG_04585	EWB00_006649
OG0002126	FGIG_04673, FGIG_04675, FGIG_04674	EWB00_007318, EWB00_007319
OG0002127	FGIG_04867	EWB00_011167.1, EWB00_011167.2, EWB00_011167.3
OG0002128	FGIG_07940, FGIG_07941, FGIG_04883	EWB00_004870
OG0002129	FGIG_04937	EWB00_003558.2, EWB00_003558.1
OG0002130	FGIG_12658, FGIG_05062	EWB00_001104.2, EWB00_001104.1
OG0002131	FGIG_05119	EWB00_002835.4, EWB00_002835.1, EWB00_002835.2, EWB00_002835.3
OG0002132	FGIG_05232	EWB00_002216.1, EWB00_002216.2, EWB00_002216.3
OG0002133	FGIG_05314	EWB00_006881
OG0002134	FGIG_05624	EWB00_005619.1, EWB00_005619.2
OG0002135	FGIG_05765	EWB00_003469
OG0002136	FGIG_05990	EWB00_008767
OG0002137	FGIG_06265	EWB00_001244
OG0002138	FGIG_06285	EWB00_007454.1, EWB00_007454.2
OG0002139	FGIG_06377	EWB00_009794.1, EWB00_009794.2, EWB00_009794.3, EWB00_009794.4
OG0002140	FGIG_06385, FGIG_12408	EWB00_009570.2, EWB00_009570.1, EWB00_009570.3
OG0002141	FGIG_06397	EWB00_010525
