Orthogroup	schistosoma_japonicum	schistosoma_turkestanicum
OG0006327	EWB00_005247	STRK1_99500.1, STRK1_100820.1
OG0006328	EWB00_005173	STRK1_55680.1, STRK1_55690.1
OG0006329	EWB00_009847.1, EWB00_009847.2	STRK1_64790.1
OG0006330	EWB00_000332	STRK1_85180.1
OG0006331	EWB00_003856.1, EWB00_003856.2	STRK1_57530.1
OG0006333	EWB00_007966	STRK1_58210.1, STRK1_58210.2
OG0006334	EWB00_008782, EWB00_008784, EWB00_008785	STRK1_80560.1
OG0006335	EWB00_001435.1, EWB00_001435.2	STRK1_94520.3, STRK1_94520.2, STRK1_94520.1
OG0006336	EWB00_002426, EWB00_002427, EWB00_010297, EWB00_010298	STRK1_110960.1, STRK1_101040.1
OG0006337	EWB00_004817.1, EWB00_004817.2	STRK1_2840.1
OG0006339	EWB00_006850	STRK1_36250.1
OG0006340	EWB00_009202	STRK1_40220.1
OG0006341	EWB00_007761	STRK1_46130.1
OG0006342	EWB00_007305	STRK1_81490.1, STRK1_81490.2
OG0006343	EWB00_011350	STRK1_60280.1
OG0006344	EWB00_001699.2, EWB00_001699.1	STRK1_26850.1
OG0006345	EWB00_006119	STRK1_68840.1
OG0006346	EWB00_005078.1, EWB00_005078.2, EWB00_005078.3	STRK1_85940.1
OG0006347	EWB00_001078.2, EWB00_001078.1, EWB00_001078.3	STRK1_23940.1
OG0006348	EWB00_009905.1, EWB00_009905.2	STRK1_42290.1
OG0006349	EWB00_009093.1, EWB00_009093.2, EWB00_009093.3	STRK1_12470.1, STRK1_12470.2
OG0006351	EWB00_002026, EWB00_002025	STRK1_74060.1, STRK1_74050.1
OG0006352	EWB00_009368	STRK1_5110.1
OG0006353	EWB00_009435	STRK1_67570.1
OG0006354	EWB00_007366	STRK1_21990.1
OG0006355	EWB00_007227	STRK1_62590.1
OG0006356	EWB00_002296	STRK1_77100.1, STRK1_77110.1
OG0006357	EWB00_002181.1, EWB00_002181.2	STRK1_80960.1
OG0006358	EWB00_003104	STRK1_15010.1
OG0006359	EWB00_006783	STRK1_52310.1
OG0006360	EWB00_008770.1, EWB00_008770.2, EWB00_008770.3	STRK1_93500.1
OG0006361	EWB00_002156	STRK1_48260.1
OG0006362	EWB00_010323	STRK1_18140.1
OG0006363	EWB00_004631.1, EWB00_004631.2	STRK1_5460.1
OG0006364	EWB00_008793.1, EWB00_008793.2, EWB00_008793.3	STRK1_80450.1
OG0006365	EWB00_009293.1, EWB00_009293.2	STRK1_20000.1
OG0006366	EWB00_010624	STRK1_102020.1, STRK1_47020.1
OG0006367	EWB00_001598	STRK1_67710.1
OG0006368	EWB00_010407.1, EWB00_010407.3, EWB00_010407.2	STRK1_63830.1, STRK1_63840.1
OG0006369	EWB00_001344, EWB00_001345	STRK1_111330.1, STRK1_82390.1
OG0006370	EWB00_002727	STRK1_69190.1
OG0006371	EWB00_006773.1, EWB00_006773.3, EWB00_006773.2	STRK1_78550.1
OG0006372	EWB00_004149	STRK1_39260.1
OG0006373	EWB00_001245	STRK1_76240.1
OG0006374	EWB00_003679.2, EWB00_003679.1	STRK1_52160.1
OG0006375	EWB00_008519	STRK1_107250.1, STRK1_20270.1, STRK1_108410.1, STRK1_19530.1
OG0006376	EWB00_006930	STRK1_66720.1
OG0006377	EWB00_011145	STRK1_60710.1
OG0006378	EWB00_006481	STRK1_51680.1
OG0006379	EWB00_000616.1, EWB00_000616.2	STRK1_83370.1
OG0006380	EWB00_001977	STRK1_85310.1
OG0006381	EWB00_001175	STRK1_72050.1
OG0006382	EWB00_008646	STRK1_82640.1
OG0006383	EWB00_009236	STRK1_78740.1, STRK1_78720.1, STRK1_78730.1
OG0006385	EWB00_006553.1, EWB00_006553.2	STRK1_13410.1
OG0006386	EWB00_009103	STRK1_53390.1
OG0006387	EWB00_001215, EWB00_001216.1, EWB00_001216.2, EWB00_001217	STRK1_72340.1
OG0006388	EWB00_003868	STRK1_57640.1, STRK1_57640.2
OG0006389	EWB00_004491	STRK1_81850.1
OG0006390	EWB00_010465.1, EWB00_010465.2	STRK1_63450.1
OG0006391	EWB00_010466, EWB00_010467	STRK1_96790.1, STRK1_63440.1
OG0006392	EWB00_006667	STRK1_90000.1
OG0006393	EWB00_010088.1, EWB00_010088.2	STRK1_67270.1
OG0006394	EWB00_010737	STRK1_51180.1
OG0006395	EWB00_003708	STRK1_11140.1
OG0006397	EWB00_002658	STRK1_77640.1, STRK1_77650.1
OG0006398	EWB00_010828.3, EWB00_010828.1, EWB00_010828.2	STRK1_3570.1
OG0006400	EWB00_001184	STRK1_72130.1
OG0006401	EWB00_000221	STRK1_45140.1
OG0006403	EWB00_003589	STRK1_80840.1
OG0006404	EWB00_001717	STRK1_34900.1
OG0006405	EWB00_005334.1, EWB00_005334.2	STRK1_49020.1
OG0006406	EWB00_010634	STRK1_46940.1
OG0006407	EWB00_010364	STRK1_1780.1, STRK1_1780.2
OG0006408	EWB00_010954	STRK1_76030.1
OG0006409	EWB00_007749	STRK1_46230.1
OG0006410	EWB00_005666.1, EWB00_005666.2	STRK1_410.1, STRK1_410.2
OG0006411	EWB00_008798	STRK1_1680.1
OG0006412	EWB00_006541	STRK1_13500.1, STRK1_13510.1
OG0006414	EWB00_003022.4, EWB00_003022.1, EWB00_003022.2, EWB00_003022.3	STRK1_83640.1, STRK1_83650.1
OG0006415	EWB00_001087, EWB00_001088.2, EWB00_001088.1	STRK1_24030.1
OG0006416	EWB00_011303.1, EWB00_011303.2, EWB00_011303.3	STRK1_61420.1
OG0006417	EWB00_005349	STRK1_49130.1, STRK1_105070.1
OG0006418	EWB00_003070.1, EWB00_003070.2	STRK1_12110.2
OG0006419	EWB00_006961	STRK1_24330.1
OG0006420	EWB00_010418	STRK1_63700.1
OG0006421	EWB00_006324	STRK1_3230.1, STRK1_3230.2
OG0006422	EWB00_001854, EWB00_001853	STRK1_86260.1
OG0006423	EWB00_008792.1, EWB00_008792.2	STRK1_80460.1
OG0006424	EWB00_005337	STRK1_49040.1
OG0006425	EWB00_001251	STRK1_76320.1
OG0006426	EWB00_002512.1, EWB00_002512.2	STRK1_18590.1
OG0006427	EWB00_002138	STRK1_34290.1
OG0006428	EWB00_010196	STRK1_91250.1
OG0006429	EWB00_005543	STRK1_10240.1
OG0006430	EWB00_007327	STRK1_16760.2
OG0006431	EWB00_011425.1, EWB00_011425.2	STRK1_103710.1, STRK1_103960.1
OG0006432	EWB00_010127, EWB00_002641	STRK1_77410.1
OG0006434	EWB00_008970.1, EWB00_008970.2, EWB00_008970.3, EWB00_008970.4	STRK1_94930.1
OG0006436	EWB00_010076	STRK1_67440.1
OG0006437	EWB00_006695	STRK1_88770.1
OG0006438	EWB00_011019.1, EWB00_011019.2	STRK1_71130.1
OG0006439	EWB00_002675	STRK1_11750.1, STRK1_11750.2
OG0006440	EWB00_003673.1, EWB00_003673.2	STRK1_52080.1, STRK1_52080.2
OG0006441	EWB00_003757.1, EWB00_003757.2	STRK1_92960.1
OG0006442	EWB00_008359.1, EWB00_008359.2	STRK1_35900.1
OG0006444	EWB00_011400	STRK1_87400.1
OG0006446	EWB00_003542	STRK1_46510.1
OG0006448	EWB00_006347.2, EWB00_006347.1	STRK1_6640.1
OG0006449	EWB00_010903	STRK1_31960.1
OG0006450	EWB00_007875	STRK1_111200.1, STRK1_17420.1
OG0006451	EWB00_008678, EWB00_008677	STRK1_69130.1
OG0006452	EWB00_003572	STRK1_54320.1
OG0006453	EWB00_010081.2, EWB00_010081.3, EWB00_010081.1, EWB00_010081.4	STRK1_67340.1
OG0006454	EWB00_009184.1, EWB00_009184.2, EWB00_009184.3	STRK1_9100.1
OG0006455	EWB00_005212.2, EWB00_005212.1, EWB00_005212.3	STRK1_54550.1
OG0006456	EWB00_003848.2, EWB00_003848.1	STRK1_1090.1
OG0006457	EWB00_002155.1, EWB00_002155.2	STRK1_105200.1
OG0006458	EWB00_009808	STRK1_63050.1
OG0006459	EWB00_000884	STRK1_53810.1
OG0006460	EWB00_010500	STRK1_62550.1
OG0006461	EWB00_005303	STRK1_83500.1
OG0006462	EWB00_004411	STRK1_54650.1
OG0006463	EWB00_009172, EWB00_009173	STRK1_59760.1
OG0006464	EWB00_002392	STRK1_20350.1
OG0006465	EWB00_001411	STRK1_74530.1
OG0006466	EWB00_003275.1, EWB00_003275.2	STRK1_88100.1
OG0006467	EWB00_009480	STRK1_9870.1, STRK1_9870.2
OG0006468	EWB00_002826.1, EWB00_002826.2	STRK1_37670.1
OG0006469	EWB00_004168	STRK1_4840.1, STRK1_4870.1
OG0006471	EWB00_002188.1, EWB00_002188.2, EWB00_002188.3	STRK1_94060.1
OG0006472	EWB00_002628	STRK1_94090.1
OG0006473	EWB00_004012.1, EWB00_004012.2, EWB00_004012.3	STRK1_65280.1, STRK1_65290.1
OG0006474	EWB00_009300.1, EWB00_009300.2, EWB00_009300.3	STRK1_59150.1
OG0006475	EWB00_002666	STRK1_95760.1, STRK1_95790.1
OG0006476	EWB00_007324	STRK1_16960.1
OG0006477	EWB00_001082.1, EWB00_001082.2	STRK1_23980.1
OG0006478	EWB00_008594	STRK1_7350.1
OG0006480	EWB00_002401	STRK1_20640.1
OG0006481	EWB00_005805	STRK1_64950.1
OG0006482	EWB00_010303.1, EWB00_010303.2	STRK1_17880.1
OG0006483	EWB00_011285	STRK1_61520.1, STRK1_61540.1, STRK1_61530.1
OG0006484	EWB00_007908.1, EWB00_007908.2	STRK1_68250.1
OG0006485	EWB00_004853	STRK1_15920.1
OG0006486	EWB00_002402.1, EWB00_002402.2	STRK1_20630.1
OG0006487	EWB00_008102	STRK1_71370.1, STRK1_71370.2
OG0006488	EWB00_003127	STRK1_14780.1
OG0006489	EWB00_003258.1, EWB00_003258.2, EWB00_003258.3	STRK1_10500.1
OG0006491	EWB00_001337	STRK1_82490.1
OG0006492	EWB00_002587.3, EWB00_002587.1, EWB00_002587.2	STRK1_32190.1
OG0006493	EWB00_001529	STRK1_21790.1
OG0006494	EWB00_000390	STRK1_59300.2, STRK1_59300.1, STRK1_59300.3
OG0006495	EWB00_010386.1, EWB00_010386.2	STRK1_94260.1
OG0006496	EWB00_008211	STRK1_43060.1
OG0006497	EWB00_004585.1, EWB00_004585.2	STRK1_8430.1
OG0006498	EWB00_003834.1, EWB00_003834.2, EWB00_003834.3, EWB00_003834.4	STRK1_1280.1
OG0006499	EWB00_006330	STRK1_3310.1
OG0006501	EWB00_001911.1, EWB00_001911.2, EWB00_001911.3	STRK1_86780.1
OG0006502	EWB00_009434	STRK1_107830.1, STRK1_108750.1
OG0006503	EWB00_003482	STRK1_78270.1
OG0006504	EWB00_000843	STRK1_103600.1
OG0006505	EWB00_007039	STRK1_80800.1
OG0006506	EWB00_003972	STRK1_63140.1
OG0006508	EWB00_004114	STRK1_59180.1
OG0006509	EWB00_004766.2, EWB00_004766.3, EWB00_004766.1	STRK1_94700.1, STRK1_94710.1
OG0006510	EWB00_005033	STRK1_104760.1
OG0006512	EWB00_003388.1, EWB00_003388.2, EWB00_003388.3, EWB00_003388.4	STRK1_35540.1
OG0006513	EWB00_009127	STRK1_33330.1
OG0006515	EWB00_002825	STRK1_37660.1
OG0006516	EWB00_002892, EWB00_002891	STRK1_29310.1
OG0006517	EWB00_005841	STRK1_93180.1
OG0006518	EWB00_010629, EWB00_010628	STRK1_92450.1, STRK1_92460.1, STRK1_92430.1, STRK1_101000.1
OG0006519	EWB00_005878.1, EWB00_005878.2	STRK1_91850.1
OG0006521	EWB00_000315.1, EWB00_000315.2	STRK1_88210.1, STRK1_88220.1, STRK1_88190.2, STRK1_88190.1
OG0006524	EWB00_004987	STRK1_70420.1
OG0006527	EWB00_007662	STRK1_39440.1
OG0006528	EWB00_001016	STRK1_42150.1
OG0006529	EWB00_005453	STRK1_2410.1
OG0006535	EWB00_010420.2, EWB00_010420.3, EWB00_010420.1, EWB00_010420.5, EWB00_010420.4	STRK1_63710.1
OG0006543	EWB00_007047.1, EWB00_007047.2	STRK1_93960.1
OG0006544	EWB00_006687	STRK1_92820.1
OG0006545	EWB00_002786, EWB00_007349	STRK1_69630.1
OG0006546	EWB00_001852.1, EWB00_001852.2, EWB00_001852.3	STRK1_86250.1
OG0006547	EWB00_010749	STRK1_51280.1
OG0006548	EWB00_005521	STRK1_92270.1
OG0006549	EWB00_010044	STRK1_66960.1
OG0006551	EWB00_001399	STRK1_74400.1
OG0006552	EWB00_002324.1, EWB00_002324.2	STRK1_4720.1
OG0006553	EWB00_001417	STRK1_73830.1
OG0006554	EWB00_001563	STRK1_105650.1, STRK1_99230.1
OG0006555	EWB00_009158	STRK1_89680.1
OG0006556	EWB00_006496	STRK1_51800.1
OG0006557	EWB00_011340	STRK1_60210.1
OG0006558	EWB00_006097	STRK1_68950.1
OG0006559	EWB00_008275	STRK1_6930.1
OG0006560	EWB00_005025	STRK1_26070.1
OG0006561	EWB00_009857.1, EWB00_009857.2	STRK1_64890.1
OG0006564	EWB00_006210.1, EWB00_006210.2	STRK1_101090.1
OG0006565	EWB00_002440	STRK1_14470.1
OG0006566	EWB00_009119.1, EWB00_009119.3, EWB00_009119.2, EWB00_009119.4	STRK1_36670.1
OG0006567	EWB00_005991	STRK1_29780.1
OG0006568	EWB00_006440	STRK1_19020.1
OG0006569	EWB00_007927.1, EWB00_007927.2	STRK1_36690.1
OG0006570	EWB00_003803	STRK1_55140.1, STRK1_55150.1
OG0006571	EWB00_004026	STRK1_65470.1
OG0006572	EWB00_004054	STRK1_44240.1
OG0006573	EWB00_008801	STRK1_1640.1
OG0006574	EWB00_009806	STRK1_63060.1
OG0006575	EWB00_005556	STRK1_55900.1
OG0006576	EWB00_005567	STRK1_56000.1
OG0006577	EWB00_006867.3	STRK1_30510.1
OG0006578	EWB00_010765	STRK1_45920.1
OG0006579	EWB00_002814	STRK1_37550.1
OG0006580	EWB00_011017.1, EWB00_011017.2	STRK1_71150.1
OG0006581	EWB00_005024	STRK1_26080.1
OG0006582	EWB00_002881	STRK1_29400.1
OG0006583	EWB00_008067	STRK1_102930.1, STRK1_108630.1
OG0006584	EWB00_007894.1, EWB00_007894.2	STRK1_17620.1
OG0006586	EWB00_001305	STRK1_33600.1
OG0006587	EWB00_010393	STRK1_5280.1
OG0006588	EWB00_009416.1, EWB00_009416.2	STRK1_11380.1
OG0006589	EWB00_003523, EWB00_003524	STRK1_19850.1
OG0006590	EWB00_003527	STRK1_19870.1
OG0006591	EWB00_002706	STRK1_70130.1
OG0006592	EWB00_004473	STRK1_81710.1, STRK1_81710.2
OG0006593	EWB00_000958	STRK1_68660.1
OG0006594	EWB00_007750	STRK1_46220.1
OG0006595	EWB00_005388.1, EWB00_005388.2	STRK1_47840.1
OG0006596	EWB00_001262, EWB00_001263	STRK1_76440.1
OG0006597	EWB00_004551	STRK1_74770.1, STRK1_74770.2, STRK1_74770.3
OG0006599	EWB00_007095.1, EWB00_007095.3, EWB00_007095.2	STRK1_22030.1
OG0006600	EWB00_002637.1, EWB00_002637.3, EWB00_002637.2	STRK1_77360.1
OG0006601	EWB00_007756	STRK1_46180.1
OG0006602	EWB00_004222	STRK1_23050.1
OG0006603	EWB00_005092	STRK1_91570.1
OG0006604	EWB00_008378	STRK1_53680.1
OG0006606	EWB00_006633	STRK1_71790.1
OG0006607	EWB00_003737	STRK1_26460.1
OG0006608	EWB00_006434	STRK1_19000.1
OG0006609	EWB00_004144.1, EWB00_004144.2	STRK1_83720.1
OG0006610	EWB00_006747	STRK1_79040.1
OG0006611	EWB00_005520.1	STRK1_92280.2
OG0006611	EWB00_005520.2, EWB00_005520.3, EWB00_005520.4, EWB00_005520.5	STRK1_92280.1, STRK1_92290.1
OG0006613	EWB00_001203.1, EWB00_001203.2	STRK1_54020.1
OG0006615	EWB00_001789, EWB00_001782, EWB00_001781, EWB00_001785	STRK1_27510.1
OG0006616	EWB00_006105	STRK1_69050.1
OG0006617	EWB00_008687	STRK1_101690.1
OG0006618	EWB00_005605	STRK1_27990.1
OG0006619	EWB00_001141	STRK1_24820.1, STRK1_98160.1
OG0006620	EWB00_004646	STRK1_1510.1
OG0006621	EWB00_000371	STRK1_89830.1, STRK1_89820.1
OG0006622	EWB00_002467	STRK1_14660.1
OG0006623	EWB00_000473	STRK1_62780.1
OG0006624	EWB00_003380	STRK1_35610.1
OG0006625	EWB00_001167.1, EWB00_001167.2, EWB00_001167.3, EWB00_001167.4	STRK1_65570.1
OG0006627	EWB00_003571	STRK1_54330.1
OG0006628	EWB00_000375	STRK1_89760.1
OG0006629	EWB00_007152.1, EWB00_007152.2	STRK1_73420.1
OG0006631	EWB00_007230	STRK1_52660.1, STRK1_52670.1
OG0006632	EWB00_006195	STRK1_41310.1, STRK1_41320.1
OG0006633	EWB00_001599	STRK1_67700.1
OG0006634	EWB00_007988.1, EWB00_007988.2, EWB00_007988.3, EWB00_007988.4	STRK1_39090.1
OG0006635	EWB00_007779.1, EWB00_007779.2	STRK1_15510.1
OG0006636	EWB00_001129.2, EWB00_001129.3, EWB00_001129.1	STRK1_23470.1
OG0006637	EWB00_001809.1, EWB00_001809.2	STRK1_40700.1
OG0006639	EWB00_007494	STRK1_77950.1
OG0006641	EWB00_011047	STRK1_75920.1
OG0006642	EWB00_004701, EWB00_004703	STRK1_61670.1
OG0006643	EWB00_005174	STRK1_55700.1
OG0006644	EWB00_001102.1, EWB00_001102.2	STRK1_24190.1, STRK1_24190.2
OG0006645	EWB00_011351	STRK1_60290.1
OG0006646	EWB00_006511	STRK1_51960.1
OG0006647	EWB00_000471.4, EWB00_000471.1, EWB00_000471.2, EWB00_000471.3	STRK1_62760.1
OG0006648	EWB00_004109	STRK1_62710.1, STRK1_62720.1
OG0006649	EWB00_008341	STRK1_100890.1, STRK1_100890.2, STRK1_100890.3, STRK1_100890.4
OG0006650	EWB00_006878	STRK1_96230.1
OG0006651	EWB00_007689	STRK1_7910.1
OG0006652	EWB00_009657.1, EWB00_009657.2	STRK1_22420.1
OG0006653	EWB00_005584	STRK1_58550.1
OG0006654	EWB00_004106	STRK1_62750.1
OG0006655	EWB00_005933	STRK1_27680.1
OG0006656	EWB00_005932	STRK1_27690.1, STRK1_27690.2
OG0006657	EWB00_000243	STRK1_22830.1
OG0006658	EWB00_001415.1, EWB00_001415.2	STRK1_74490.1
OG0006659	EWB00_008369	STRK1_36000.1
OG0006660	EWB00_001329	STRK1_82540.1
OG0006661	EWB00_004983.1, EWB00_004983.2	STRK1_70400.1
OG0006663	EWB00_005733	STRK1_41580.1
OG0006664	EWB00_006784	STRK1_52300.1
OG0006665	EWB00_004326	STRK1_31340.1
OG0006666	EWB00_005658.1, EWB00_005658.2	STRK1_840.1
OG0006667	EWB00_008538	STRK1_6350.1
OG0006668	EWB00_001100	STRK1_24180.1
OG0006669	EWB00_004632	STRK1_5470.1
OG0006670	EWB00_006095.3, EWB00_006095.1, EWB00_006095.2	STRK1_68940.1
OG0006671	EWB00_002649	STRK1_77540.1
OG0006672	EWB00_000596, EWB00_000595	STRK1_4210.1
OG0006673	EWB00_002526	STRK1_18500.1
OG0006674	EWB00_007502.1, EWB00_007502.2, EWB00_007502.3	STRK1_76480.1
OG0006675	EWB00_005755	STRK1_20950.1
OG0006676	EWB00_011042	STRK1_75660.1
OG0006678	EWB00_002074	STRK1_44970.1
OG0006679	EWB00_003413, EWB00_003412	STRK1_31490.1, STRK1_31490.2
OG0006680	EWB00_003454.2, EWB00_003454.1	STRK1_5680.1, STRK1_5680.2
OG0006681	EWB00_011335	STRK1_60140.1
OG0006682	EWB00_010172	STRK1_81390.1
OG0006683	EWB00_005696	STRK1_19680.1
OG0006684	EWB00_005437	STRK1_2570.1
OG0006685	EWB00_001724.1, EWB00_001724.2	STRK1_34980.1
OG0006686	EWB00_005404	STRK1_47690.1
OG0006687	EWB00_001959.3, EWB00_001959.1, EWB00_001959.2	STRK1_85430.1
OG0006688	EWB00_011257	STRK1_57340.1, STRK1_101960.1
OG0006689	EWB00_011153.1, EWB00_011153.2	STRK1_60780.1
OG0006690	EWB00_011336	STRK1_60150.1
OG0006691	EWB00_011022.1, EWB00_011022.2	STRK1_71110.1
OG0006692	EWB00_004859	STRK1_15860.1
OG0006693	EWB00_007094	STRK1_22040.1
OG0006694	EWB00_007383	STRK1_72610.1
OG0006695	EWB00_010411	STRK1_63800.1, STRK1_63800.2
OG0006696	EWB00_008047	STRK1_84020.1
OG0006697	EWB00_002889	STRK1_29340.1
OG0006698	EWB00_008762	STRK1_41810.1, STRK1_41810.2, STRK1_41810.3, STRK1_41810.4
OG0006699	EWB00_006091	STRK1_69090.1
OG0006700	EWB00_004590	STRK1_38010.1, STRK1_38010.2
OG0006701	EWB00_002974	STRK1_49830.1
OG0006702	EWB00_011411, EWB00_011412	STRK1_87320.1
OG0006703	EWB00_002097	STRK1_7410.1
OG0006704	EWB00_001473.2, EWB00_001473.1, EWB00_001473.3	STRK1_36480.1
OG0006705	EWB00_005146	STRK1_53000.1
OG0006706	EWB00_007985	STRK1_39060.4, STRK1_39060.3, STRK1_39060.1, STRK1_39060.2
OG0006707	EWB00_006073.1, EWB00_006073.2	STRK1_29520.1
OG0006709	EWB00_010317.1, EWB00_010317.2	STRK1_18070.1, STRK1_18070.2
OG0006711	EWB00_003650	STRK1_61930.1
OG0006712	EWB00_007299	STRK1_81530.1
OG0006714	EWB00_007568	STRK1_21570.1
OG0006715	EWB00_001560	STRK1_40080.1
OG0006716	EWB00_004067	STRK1_108360.1, STRK1_43580.1
OG0006717	EWB00_011423	STRK1_87170.1
OG0006718	EWB00_005761.1, EWB00_005761.2	STRK1_21040.1
OG0006719	EWB00_000196	STRK1_44060.1, STRK1_44060.2
OG0006720	EWB00_005021	STRK1_25960.1
OG0006721	EWB00_009731.1, EWB00_009731.2	STRK1_8070.1
OG0006722	EWB00_003301.2, EWB00_003301.1	STRK1_27240.1
OG0006723	EWB00_004066.1, EWB00_004066.2	STRK1_43570.1
OG0006724	EWB00_007336	STRK1_16830.1
OG0006725	EWB00_007735.1, EWB00_007735.2	STRK1_59620.1
OG0006727	EWB00_007479.1, EWB00_007479.2	STRK1_78090.1
OG0006728	EWB00_001429	STRK1_94560.1
OG0006729	EWB00_004795.1, EWB00_004795.2	STRK1_93000.1
OG0006730	EWB00_010894.1, EWB00_010894.2	STRK1_32040.1
OG0006732	EWB00_008915	STRK1_58610.1
OG0006734	EWB00_008575.1, EWB00_008575.2	STRK1_89180.1
OG0006735	EWB00_007108	STRK1_64120.1
OG0006736	EWB00_008103	STRK1_71380.1
OG0006737	EWB00_007203	STRK1_84760.1, STRK1_84760.2
OG0006738	EWB00_009903.1, EWB00_009903.2, EWB00_009903.3	STRK1_42260.1
OG0006740	EWB00_001502	STRK1_80100.1
OG0006741	EWB00_002298	STRK1_11570.1
OG0006742	EWB00_011082	STRK1_10360.1, STRK1_10360.2
OG0006743	EWB00_005344.1, EWB00_005344.2, EWB00_005344.3	STRK1_49090.1
OG0006744	EWB00_007508.1, EWB00_007508.2, EWB00_007508.3	STRK1_84950.1
OG0006745	EWB00_007294	STRK1_81590.1
OG0006747	EWB00_004098	STRK1_78390.1, STRK1_81730.1, STRK1_81740.1
OG0006748	EWB00_005548.1, EWB00_005548.2	STRK1_10290.1, STRK1_10290.2, STRK1_10300.1, STRK1_10300.2
OG0006749	EWB00_001286	STRK1_33750.1
OG0006750	EWB00_008583	STRK1_89110.1
OG0006751	EWB00_005162	STRK1_102940.1, STRK1_111500.1, STRK1_111510.1
OG0006752	EWB00_002683	STRK1_11830.1
OG0006753	EWB00_008551.3, EWB00_008551.2, EWB00_008551.1	STRK1_66750.1
OG0006754	EWB00_003003	STRK1_49910.1
OG0006755	EWB00_010471.1, EWB00_010471.2, EWB00_010471.3	STRK1_63410.1
OG0006756	EWB00_005289	STRK1_83300.1
OG0006757	EWB00_008509	STRK1_7190.1, STRK1_7210.1
OG0006758	EWB00_010435	STRK1_63600.1
OG0006759	EWB00_009488	STRK1_9880.1
OG0006760	EWB00_010414	STRK1_63760.1
OG0006762	EWB00_005501	STRK1_92080.1
OG0006763	EWB00_005463.1, EWB00_005463.2	STRK1_2300.2, STRK1_2300.1
OG0006764	EWB00_011059.2, EWB00_011059.1, EWB00_011059.3	STRK1_75360.1
OG0006765	EWB00_008045.1, EWB00_008045.2	STRK1_102060.1, STRK1_102060.2, STRK1_84010.1
OG0006766	EWB00_000621.1, EWB00_000621.2, EWB00_000621.3, EWB00_000621.4	STRK1_83440.1
OG0006767	EWB00_005291.1, EWB00_005291.2	STRK1_83540.1
OG0006768	EWB00_004448.2, EWB00_004448.1, EWB00_004448.3	STRK1_13130.1, STRK1_13130.2
OG0006769	EWB00_010944	STRK1_75610.1
OG0006771	EWB00_008839.1, EWB00_008839.2, EWB00_008839.3	STRK1_12710.1
OG0006772	EWB00_006272	STRK1_65700.1, STRK1_102730.1
OG0006773	EWB00_001413.1, EWB00_001413.2	STRK1_74510.1
OG0006775	EWB00_004002	STRK1_56930.1
OG0006776	EWB00_008711	STRK1_61830.1
OG0006777	EWB00_000673.1, EWB00_000673.3, EWB00_000673.2	STRK1_13740.1
OG0006779	EWB00_003608.1, EWB00_003608.2	STRK1_49430.1
OG0006780	EWB00_007286.1, EWB00_007286.2	STRK1_93860.1
OG0006782	EWB00_008555.1, EWB00_008555.2	STRK1_66780.1
OG0006783	EWB00_000070	STRK1_14040.1
OG0006784	EWB00_009036	STRK1_16270.1
OG0006786	EWB00_006138.2, EWB00_006138.1	STRK1_19430.1
OG0006787	EWB00_002925	STRK1_34600.1
OG0006788	EWB00_000929.1, EWB00_000929.2	STRK1_62360.1
OG0006789	EWB00_002686	STRK1_11860.1
OG0006790	EWB00_007433.1, EWB00_007433.2	STRK1_91640.1
OG0006792	EWB00_007083	STRK1_22100.1, STRK1_22100.2
OG0006793	EWB00_002681.1, EWB00_002681.2	STRK1_11810.1
OG0006795	EWB00_003694	STRK1_11300.1
OG0006797	EWB00_005683	STRK1_530.1
OG0006798	EWB00_002997.1, EWB00_002997.2	STRK1_49970.1
OG0006799	EWB00_008396.1, EWB00_008396.2	STRK1_41940.1
OG0006800	EWB00_002418, EWB00_002417, EWB00_002419	STRK1_20540.1, STRK1_20540.2
OG0006801	EWB00_002356, EWB00_002357	STRK1_4560.1
OG0006802	EWB00_002361.1, EWB00_002361.2	STRK1_4540.1
OG0006803	EWB00_007278	STRK1_70950.1
OG0006804	EWB00_001672	STRK1_93810.1
OG0006806	EWB00_006010	STRK1_30030.1
OG0006807	EWB00_003406	STRK1_31550.1
OG0006808	EWB00_004999	STRK1_25730.1
OG0006810	EWB00_006229.1, EWB00_006229.2	STRK1_66080.1
OG0006816	EWB00_005070	STRK1_85870.1, STRK1_85880.1
OG0006817	EWB00_003730	STRK1_26490.1
OG0006818	EWB00_007063.1, EWB00_007063.2	STRK1_22270.1
OG0006819	EWB00_004812	STRK1_2800.1
OG0006820	EWB00_007169	STRK1_73540.1
OG0006821	EWB00_005611	STRK1_28060.1
OG0006822	EWB00_004866, EWB00_004865	STRK1_15790.1
OG0006824	EWB00_008971.1, EWB00_008971.2	STRK1_94940.1
OG0006825	EWB00_008601, EWB00_008647	STRK1_82620.1, STRK1_82630.1
OG0006826	EWB00_001335.1, EWB00_001335.2, EWB00_001335.3	STRK1_82500.1
OG0006827	EWB00_011408	STRK1_87360.1
OG0006828	EWB00_011013	STRK1_71200.1, STRK1_71190.1
OG0006829	EWB00_000933.1, EWB00_000933.2	STRK1_62390.1, STRK1_62400.1
OG0006831	EWB00_010900	STRK1_31990.1
OG0006832	EWB00_009456.1, EWB00_009456.2	STRK1_26750.1
OG0006833	EWB00_005006.1, EWB00_005006.3, EWB00_005006.2	STRK1_25810.1
OG0006834	EWB00_006995.1, EWB00_006995.2	STRK1_25000.1
