Orthogroup	schistosoma_haematobium	schistosoma_margrebowiei
OG0000698	SHAE2_20210.1	SMRG1_16990.3, SMRG1_16990.4, SMRG1_16990.5
OG0000699	SHAE2_35900.1	SMRG1_33080.1
OG0000699	SHAE2_49050.1, SHAE2_49060.1	SMRG1_46370.2, SMRG1_46370.1, SMRG1_46370.3
OG0000700	SHAE2_30500.1	SMRG1_28330.1
OG0000700	SHAE2_26390.1	SMRG1_23950.1
OG0000700	SHAE2_26400.1	SMRG1_23960.1
OG0000700	SHAE2_26410.1	SMRG1_23970.1
OG0000701	SHAE2_64920.2, SHAE2_64920.4, SHAE2_64920.5, SHAE2_64920.3, SHAE2_64920.6, SHAE2_64920.1	SMRG1_59930.1, SMRG1_59930.2
OG0000702	SHAE2_92210.5, SHAE2_92210.7, SHAE2_92210.1, SHAE2_92210.2, SHAE2_92210.4, SHAE2_92210.3, SHAE2_92210.8, SHAE2_92210.6	SMRG1_87970.1
OG0000703	SHAE2_150.3	SMRG1_1670.2
OG0000704	SHAE2_51510.2, SHAE2_51510.4, SHAE2_51510.1, SHAE2_51510.3, SHAE2_51510.5, SHAE2_51510.6, SHAE2_51510.7, SHAE2_51510.8	SMRG1_48910.1, SMRG1_48920.1
OG0000705	SHAE2_6640.10, SHAE2_6640.3, SHAE2_6640.4, SHAE2_6640.5, SHAE2_6640.7, SHAE2_6640.8, SHAE2_6640.9, SHAE2_6640.2, SHAE2_6640.1, SHAE2_6640.6	SMRG1_5860.1, SMRG1_5860.4, SMRG1_5860.2, SMRG1_5860.3
OG0000706	SHAE2_46200.1	SMRG1_43640.1
OG0000706	SHAE2_55630.3, SHAE2_55630.4	SMRG1_52930.2
OG0000706	SHAE2_55630.1, SHAE2_55630.2	SMRG1_52930.1
OG0000707	SHAE2_99610.1	SMRG1_95590.1, SMRG1_95590.2, SMRG1_95590.3
OG0000708	SHAE2_40130.1	SMRG1_37340.1, SMRG1_37340.3
OG0000709	SHAE2_46460.1	SMRG1_43900.4, SMRG1_43900.2, SMRG1_43900.1, SMRG1_43900.3
OG0000710	SHAE2_8550.9, SHAE2_8550.6, SHAE2_8550.7, SHAE2_8550.8, SHAE2_8550.2, SHAE2_8550.1, SHAE2_8550.3, SHAE2_8550.4, SHAE2_8550.5	SMRG1_7630.1
OG0000711	SHAE2_78950.3, SHAE2_78950.4, SHAE2_78950.10, SHAE2_78950.2, SHAE2_78950.5, SHAE2_78950.9, SHAE2_78950.11, SHAE2_78950.6, SHAE2_78950.12, SHAE2_78950.13, SHAE2_78950.1, SHAE2_78950.14, SHAE2_78950.7, SHAE2_78950.8	SMRG1_75040.4, SMRG1_75040.1, SMRG1_75040.3, SMRG1_75040.2
OG0000712	SHAE2_55980.6, SHAE2_55980.2, SHAE2_55980.4, SHAE2_55980.3, SHAE2_55980.8, SHAE2_55980.1, SHAE2_55980.7, SHAE2_55980.5	SMRG1_53310.4, SMRG1_53310.6, SMRG1_53310.1, SMRG1_53310.2, SMRG1_53310.3, SMRG1_53310.7, SMRG1_53310.8, SMRG1_53310.5
OG0000713	SHAE2_76050.1, SHAE2_76050.2, SHAE2_76050.4, SHAE2_76050.8, SHAE2_76050.3, SHAE2_76050.5, SHAE2_76050.7, SHAE2_76050.6, SHAE2_76050.9	SMRG1_71530.1
OG0000714	SHAE2_48630.1, SHAE2_49500.7, SHAE2_48630.2, SHAE2_49500.8, SHAE2_49500.9, SHAE2_49500.3, SHAE2_49500.5, SHAE2_49500.6, SHAE2_49500.2, SHAE2_49500.1, SHAE2_49500.4	SMRG1_46830.1
OG0000715	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5	SMRG1_27470.1, SMRG1_27470.2, SMRG1_27470.3
OG0000716	SHAE2_13580.3, SHAE2_13580.2, SHAE2_13580.1, SHAE2_13580.5, SHAE2_13580.4	SMRG1_11250.1, SMRG1_11250.2, SMRG1_11250.3
OG0000717	SHAE2_62980.1	SMRG1_61830.1
OG0000718	SHAE2_79230.4, SHAE2_79230.2, SHAE2_79230.3, SHAE2_79230.1, SHAE2_79230.5, SHAE2_79230.6, SHAE2_79230.7, SHAE2_79230.8	SMRG1_75320.5, SMRG1_75320.1, SMRG1_75320.2, SMRG1_75320.4, SMRG1_75320.3
OG0000719	SHAE2_58310.5	SMRG1_55640.4
OG0000720	SHAE2_81340.1	SMRG1_77440.1, SMRG1_77440.2, SMRG1_77440.3, SMRG1_77440.4
OG0000721	SHAE2_49250.1	SMRG1_46240.3, SMRG1_46240.1, SMRG1_46240.2, SMRG1_46240.4, SMRG1_46240.5
OG0000722	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4	SMRG1_5070.2, SMRG1_5070.1, SMRG1_5070.3, SMRG1_5070.4
OG0000723	SHAE2_81080.7, SHAE2_81080.2, SHAE2_81080.4	SMRG1_77200.3
OG0000723	SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9	SMRG1_77200.1, SMRG1_77200.2, SMRG1_77200.4
OG0000724	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6	SMRG1_42070.5, SMRG1_42070.6, SMRG1_42070.2, SMRG1_42070.1, SMRG1_42070.3, SMRG1_42070.4
OG0000725	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11	SMRG1_77510.4, SMRG1_77510.2, SMRG1_77510.1, SMRG1_77510.3
OG0000726	SHAE2_32100.1	SMRG1_29910.1, SMRG1_29910.2, SMRG1_29910.5, SMRG1_29910.3, SMRG1_29910.4
OG0000726	SHAE2_32110.1	SMRG1_29920.1, SMRG1_29920.2
OG0000728	SHAE2_51660.2	SMRG1_49060.2
OG0000728	SHAE2_51660.7, SHAE2_51660.6	SMRG1_49060.5, SMRG1_49060.6, SMRG1_49060.4
OG0000729	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2	SMRG1_8470.1, SMRG1_8470.4, SMRG1_8470.2, SMRG1_8470.3
OG0000730	SHAE2_64100.4, SHAE2_64100.3, SHAE2_64100.2, SHAE2_64100.1	SMRG1_60700.8, SMRG1_60700.4, SMRG1_60700.7, SMRG1_60700.1, SMRG1_60700.2, SMRG1_60700.3, SMRG1_60700.5, SMRG1_60700.6
OG0000731	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4	SMRG1_76820.5, SMRG1_76820.6, SMRG1_76820.7, SMRG1_76820.1, SMRG1_76820.3, SMRG1_76820.2, SMRG1_76820.4
OG0000733	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2	SMRG1_2700.1
OG0000736	SHAE2_82540.1	SMRG1_78630.1, SMRG1_78630.2, SMRG1_78630.3, SMRG1_78630.4
OG0000737	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9	SMRG1_9480.1, SMRG1_9480.2, SMRG1_9480.3
OG0000738	SHAE2_74250.1	SMRG1_70510.2
OG0000738	SHAE2_74250.2	SMRG1_70510.3, SMRG1_70510.4
OG0000738	SHAE2_74240.1	SMRG1_70500.1
OG0000739	SHAE2_73900.1	SMRG1_57450.3, SMRG1_57450.1, SMRG1_57450.2
OG0000740	SHAE2_10220.1, SHAE2_10220.2	SMRG1_8010.6, SMRG1_8010.10, SMRG1_8010.11, SMRG1_8010.12, SMRG1_8010.13, SMRG1_8010.5, SMRG1_8010.7, SMRG1_8010.8, SMRG1_8010.9, SMRG1_8010.1, SMRG1_8010.2, SMRG1_8010.3, SMRG1_8010.14, SMRG1_8010.15, SMRG1_8010.4
OG0000741	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8	SMRG1_84980.1, SMRG1_84980.3, SMRG1_84980.6, SMRG1_84980.8, SMRG1_84980.2, SMRG1_84980.4, SMRG1_84980.5, SMRG1_84980.7
OG0000742	SHAE2_93070.1	SMRG1_72850.1, SMRG1_27920.1
OG0000743	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2	SMRG1_21390.7, SMRG1_21390.1, SMRG1_21390.2, SMRG1_21390.3, SMRG1_21390.4, SMRG1_21390.5, SMRG1_21390.6
OG0000744	SHAE2_4120.1	SMRG1_3480.1
OG0000745	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4	SMRG1_38110.6, SMRG1_38110.5, SMRG1_38110.7, SMRG1_38110.8, SMRG1_38110.2, SMRG1_38110.1, SMRG1_38110.3, SMRG1_38110.4
OG0000746	SHAE2_64800.1	SMRG1_60040.1
OG0000747	SHAE2_45720.1	SMRG1_43190.7, SMRG1_43190.5, SMRG1_43190.3, SMRG1_43190.6, SMRG1_43190.2, SMRG1_43190.4, SMRG1_43190.1, SMRG1_43190.8
OG0000748	SHAE2_74660.1	SMRG1_70930.1
OG0000749	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2	SMRG1_70310.1
OG0000750	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1	SMRG1_74940.1, SMRG1_74940.2, SMRG1_74940.3
OG0000751	SHAE2_5990.1	SMRG1_5220.1
OG0000751	SHAE2_2890.1, SHAE2_2800.1	SMRG1_2390.1, SMRG1_2240.1
OG0000752	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1	SMRG1_94020.1, SMRG1_94020.2, SMRG1_94020.3
OG0000752	SHAE2_102390.1	SMRG1_94070.1
OG0000753	SHAE2_87310.1	SMRG1_83590.12, SMRG1_83590.1, SMRG1_83590.2, SMRG1_83590.5, SMRG1_83590.6, SMRG1_83590.10, SMRG1_83590.11, SMRG1_83590.13, SMRG1_83590.3, SMRG1_83590.4, SMRG1_83590.7, SMRG1_83590.8, SMRG1_83590.9
OG0000754	SHAE2_53610.1, SHAE2_53610.2	SMRG1_50990.1, SMRG1_50990.2, SMRG1_50990.3, SMRG1_50990.4
OG0000755	SHAE2_79980.1, SHAE2_79980.3, SHAE2_79980.2	SMRG1_76100.1
OG0000756	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10	SMRG1_39050.1, SMRG1_39050.2
OG0000757	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2	SMRG1_53160.5, SMRG1_53160.4, SMRG1_53160.1, SMRG1_53160.2, SMRG1_53160.3
OG0000759	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4	SMRG1_53590.1
OG0000760	SHAE2_83220.1	SMRG1_79230.1, SMRG1_79230.2
OG0000761	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4	SMRG1_54260.4, SMRG1_54260.1, SMRG1_54260.2, SMRG1_54260.3, SMRG1_54260.5, SMRG1_54260.6
OG0000762	SHAE2_86300.1	SMRG1_82700.1
OG0000762	SHAE2_92630.1	SMRG1_88450.1
OG0000763	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5	SMRG1_19150.1, SMRG1_19150.2, SMRG1_19150.3, SMRG1_19150.4, SMRG1_19150.6, SMRG1_19150.5
OG0000764	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4	SMRG1_8630.2, SMRG1_8630.1, SMRG1_8630.3
OG0000765	SHAE2_56230.1	SMRG1_53560.1
OG0000765	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2	SMRG1_53570.1
OG0000766	SHAE2_67440.1	SMRG1_63680.1, SMRG1_63680.2, SMRG1_63680.3, SMRG1_63680.4
OG0000767	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2	SMRG1_65880.3, SMRG1_65880.2, SMRG1_65880.1
OG0000769	SHAE2_2470.1, SHAE2_2470.2	SMRG1_1950.1, SMRG1_1940.1
OG0000770	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4	SMRG1_17150.1, SMRG1_17150.2, SMRG1_17150.3
OG0000771	SHAE2_84360.1, SHAE2_84360.2	SMRG1_80360.1
OG0000771	SHAE2_84400.1	SMRG1_80390.1, SMRG1_80380.1, SMRG1_80400.2, SMRG1_80400.7, SMRG1_80400.8, SMRG1_80400.1, SMRG1_80400.3, SMRG1_80400.4, SMRG1_80400.5, SMRG1_80400.6
OG0000772	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1	SMRG1_18160.1, SMRG1_18160.2, SMRG1_18180.1
OG0000773	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3	SMRG1_25810.1, SMRG1_25810.3, SMRG1_25810.7, SMRG1_25810.5, SMRG1_25810.4, SMRG1_25810.6, SMRG1_25810.2
OG0000774	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7	SMRG1_47820.1, SMRG1_47820.2, SMRG1_47820.3, SMRG1_47820.4, SMRG1_47820.5, SMRG1_47820.6, SMRG1_47820.7, SMRG1_47820.8
OG0000775	SHAE2_54950.1	SMRG1_52280.4, SMRG1_52280.2, SMRG1_52280.3, SMRG1_52280.1
OG0000776	SHAE2_49230.1, SHAE2_49230.2	SMRG1_46260.1
OG0000776	SHAE2_60210.1	SMRG1_57210.1, SMRG1_57210.2, SMRG1_57210.3
OG0000777	SHAE2_55490.2, SHAE2_55490.1	SMRG1_52810.3, SMRG1_52810.1
OG0000777	SHAE2_55490.6	SMRG1_52810.5, SMRG1_52810.2, SMRG1_52810.4
OG0000778	SHAE2_25120.2, SHAE2_25120.1	SMRG1_22910.1, SMRG1_22910.2
OG0000779	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2	SMRG1_3550.2, SMRG1_3550.4, SMRG1_3550.5, SMRG1_3550.3, SMRG1_3550.1
OG0000780	SHAE2_16740.1	SMRG1_14430.1
OG0000781	SHAE2_13090.1	SMRG1_10790.1
OG0000781	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3	SMRG1_1430.1, SMRG1_1430.2
OG0000782	SHAE2_33920.1	SMRG1_31710.1, SMRG1_31710.2, SMRG1_31710.3
OG0000783	SHAE2_53890.1	SMRG1_51290.1, SMRG1_51290.2
OG0000784	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5	SMRG1_31620.1, SMRG1_31620.2
OG0000785	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4	SMRG1_61940.3, SMRG1_61940.1, SMRG1_61940.2, SMRG1_61940.6, SMRG1_61940.5, SMRG1_61940.4
OG0000786	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1	SMRG1_40960.2, SMRG1_40960.1, SMRG1_40960.3
OG0000787	SHAE2_98280.1, SHAE2_98280.2	SMRG1_94210.1, SMRG1_94210.2
OG0000787	SHAE2_63630.2, SHAE2_63630.1	SMRG1_61180.1
OG0000788	SHAE2_15340.1, SHAE2_15340.3, SHAE2_15340.9, SHAE2_15340.2, SHAE2_15340.6, SHAE2_15340.7	SMRG1_13080.2
OG0000788	SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8	SMRG1_13080.4, SMRG1_13080.1, SMRG1_13080.3
OG0000789	SHAE2_27810.1	SMRG1_25630.1
OG0000789	SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4	SMRG1_25620.1, SMRG1_25620.3, SMRG1_25620.5, SMRG1_25620.2, SMRG1_25620.4, SMRG1_25620.6
OG0000790	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6	SMRG1_39390.1
OG0000791	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2	SMRG1_43050.3, SMRG1_43050.4, SMRG1_43050.1, SMRG1_43050.2
OG0000792	SHAE2_6160.1, SHAE2_6160.2	SMRG1_5400.1, SMRG1_5400.2
OG0000793	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5	SMRG1_34250.1
OG0000794	SHAE2_11930.1	SMRG1_9690.1, SMRG1_9750.1
OG0000795	SHAE2_100770.1	SMRG1_96610.3, SMRG1_96610.4, SMRG1_96610.1, SMRG1_96610.5, SMRG1_96610.6, SMRG1_96610.2
OG0000796	SHAE2_17770.1	SMRG1_15320.1
OG0000796	SHAE2_17760.1	SMRG1_15310.1
OG0000797	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2	SMRG1_19420.3, SMRG1_19420.4, SMRG1_19420.1, SMRG1_19420.2
OG0000798	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3	SMRG1_240.3, SMRG1_240.1, SMRG1_240.4, SMRG1_240.2, SMRG1_240.5
OG0000799	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8	SMRG1_67370.1, SMRG1_67370.10, SMRG1_67370.11, SMRG1_67370.3, SMRG1_67370.4, SMRG1_67370.5, SMRG1_67370.6, SMRG1_67370.7, SMRG1_67370.9
OG0000800	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1	SMRG1_9600.7, SMRG1_9600.9, SMRG1_9600.10, SMRG1_9600.5, SMRG1_9600.8, SMRG1_9600.15, SMRG1_9600.6, SMRG1_9600.13, SMRG1_9600.1, SMRG1_9600.11, SMRG1_9600.14, SMRG1_9600.12, SMRG1_9600.3, SMRG1_9600.4, SMRG1_9600.2
OG0000801	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4	SMRG1_15160.1, SMRG1_15160.2, SMRG1_15160.3
OG0000802	SHAE2_77750.1	SMRG1_73950.1
OG0000802	SHAE2_62560.1	SMRG1_59040.1
OG0000803	SHAE2_83610.1, SHAE2_83610.2	SMRG1_79570.1
OG0000804	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1	SMRG1_41590.5
OG0000805	SHAE2_39300.4	SMRG1_36490.4
OG0000806	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3	SMRG1_74320.3, SMRG1_74320.1, SMRG1_74320.2, SMRG1_74320.4
OG0000807	SHAE2_103460.2, SHAE2_103460.1	SMRG1_9380.1
OG0000808	SHAE2_98840.1	SMRG1_94830.1
OG0000808	SHAE2_98850.1, SHAE2_98850.2	SMRG1_94840.1, SMRG1_94840.2
OG0000809	SHAE2_96350.1, SHAE2_96360.1	SMRG1_92040.4, SMRG1_92040.1, SMRG1_92040.2, SMRG1_92040.3
OG0000810	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3	SMRG1_25200.1, SMRG1_25200.3, SMRG1_25200.2
OG0000811	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6	SMRG1_10640.1, SMRG1_10640.3, SMRG1_10640.6, SMRG1_10640.7, SMRG1_10640.9, SMRG1_10640.2, SMRG1_10640.4, SMRG1_10640.5, SMRG1_10640.8
OG0000812	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4	SMRG1_11560.1, SMRG1_11560.2
OG0000813	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2	SMRG1_87540.2
OG0000813	SHAE2_91820.4	SMRG1_87540.1
OG0000814	SHAE2_67620.1	SMRG1_64080.1, SMRG1_64040.1, SMRG1_64060.1
OG0000814	SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2	SMRG1_64090.4, SMRG1_64090.3, SMRG1_64090.1, SMRG1_64090.2
OG0000815	SHAE2_63610.1	SMRG1_61200.1, SMRG1_61200.2
OG0000816	SHAE2_103250.1	SMRG1_84570.1
OG0000817	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4	SMRG1_89480.1, SMRG1_89480.2, SMRG1_89480.3, SMRG1_89480.4, SMRG1_89480.5
OG0000818	SHAE2_13320.1	SMRG1_11040.1, SMRG1_11040.2, SMRG1_11040.3
OG0000819	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3	SMRG1_66030.1, SMRG1_66030.2, SMRG1_66030.4, SMRG1_66030.3
OG0000820	SHAE2_89890.1	SMRG1_85400.1
OG0000820	SHAE2_30150.1	SMRG1_28020.1
OG0000821	SHAE2_52370.2	SMRG1_49820.1, SMRG1_49820.2, SMRG1_49820.3, SMRG1_49820.4
OG0000822	SHAE2_78940.1	SMRG1_75030.2, SMRG1_75030.4, SMRG1_75030.5, SMRG1_75030.6, SMRG1_75030.1, SMRG1_75030.10, SMRG1_75030.3, SMRG1_75030.9, SMRG1_75030.7, SMRG1_75030.8
OG0000823	SHAE2_56640.1	SMRG1_53950.1
OG0000823	SHAE2_98200.1	SMRG1_94160.1
OG0000823	SHAE2_98230.1	SMRG1_94170.1
OG0000825	SHAE2_81550.1	SMRG1_77640.1
OG0000825	SHAE2_81530.1	SMRG1_77600.1
OG0000826	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7	SMRG1_55840.3, SMRG1_55840.5, SMRG1_55840.1, SMRG1_55840.2, SMRG1_55840.4
OG0000827	SHAE2_79890.1	SMRG1_76010.1
OG0000827	SHAE2_79880.1, SHAE2_79880.2	SMRG1_76000.1, SMRG1_76000.2, SMRG1_76000.3, SMRG1_76000.4
OG0000829	SHAE2_20640.1, SHAE2_20640.2, SHAE2_20640.5, SHAE2_20640.3, SHAE2_20640.4	SMRG1_16580.1, SMRG1_16580.2
OG0000830	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5	SMRG1_49600.4, SMRG1_49600.2, SMRG1_49600.1, SMRG1_49600.5, SMRG1_49600.3
OG0000831	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6	SMRG1_42770.3, SMRG1_42770.1, SMRG1_42770.2
OG0000832	SHAE2_64400.1	SMRG1_60410.1
OG0000833	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3	SMRG1_33320.1
OG0000834	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7	SMRG1_49380.1, SMRG1_49380.3, SMRG1_49380.2, SMRG1_49380.4, SMRG1_49380.5, SMRG1_49380.6
OG0000835	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4	SMRG1_38120.5, SMRG1_38120.1, SMRG1_38120.3, SMRG1_38120.6, SMRG1_38120.7, SMRG1_38120.2, SMRG1_38120.4
OG0000837	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1	SMRG1_32400.1, SMRG1_32400.2, SMRG1_32400.4, SMRG1_32400.3
OG0000838	SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5	SMRG1_39190.1, SMRG1_39190.2, SMRG1_39190.3, SMRG1_39190.4, SMRG1_39190.5
OG0000839	SHAE2_41460.7	SMRG1_38560.2
OG0000840	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3	SMRG1_71020.3, SMRG1_71020.5, SMRG1_71020.4, SMRG1_71020.1, SMRG1_71020.2
OG0000841	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4	SMRG1_19770.3, SMRG1_19770.4, SMRG1_19770.1, SMRG1_19770.2
OG0000842	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3	SMRG1_67610.2, SMRG1_67610.4, SMRG1_67610.3, SMRG1_67610.1
OG0000843	SHAE2_86730.2, SHAE2_86730.1	SMRG1_83080.2, SMRG1_83080.1, SMRG1_83080.4, SMRG1_83080.3
OG0000845	SHAE2_95250.1, SHAE2_95250.2	SMRG1_90960.3, SMRG1_90960.2, SMRG1_90960.1
OG0000846	SHAE2_19010.1	SMRG1_18110.1
OG0000847	SHAE2_1530.1	SMRG1_160.2, SMRG1_160.1, SMRG1_160.3
OG0000848	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8	SMRG1_34900.1, SMRG1_34900.2, SMRG1_34900.3
OG0000849	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12	SMRG1_39230.1, SMRG1_39230.2, SMRG1_39230.3
