Orthogroup	fasciola_hepatica	schistosoma_guineensis
OG0000618	FhHiC23_g14516.t1, FhHiC23_g14516.t3, FhHiC23_g14516.t2, FhHiC23_g14516.t4	SGUI1_36350.5, SGUI1_36350.6, SGUI1_36350.1, SGUI1_36350.3, SGUI1_36350.2, SGUI1_36350.4
OG0000620	FhHiC23_g15059.t1, FhHiC23_g15059.t2	SGUI1_15020.1, SGUI1_15020.3, SGUI1_15020.2
OG0000620	FhHiC23_g50.t1	SGUI1_45590.1
OG0000621	FhHiC23_g6355.t1	SGUI1_29800.1, SGUI1_29800.2, SGUI1_29800.4, SGUI1_29800.3
OG0000622	FhHiC23_g2664.t1	SGUI1_73710.1
OG0000623	FhHiC23_g10696.t1, FhHiC23_g10696.t2	SGUI1_12090.1, SGUI1_12080.1
OG0000624	FhHiC23_g6377.t1	SGUI1_28660.1, SGUI1_28660.5, SGUI1_28660.2, SGUI1_28660.3, SGUI1_28660.4
OG0000625	FhHiC23_g5435.t1	SGUI1_37340.1, SGUI1_37340.10, SGUI1_37340.11, SGUI1_37340.2, SGUI1_37340.3, SGUI1_37340.4, SGUI1_37340.5, SGUI1_37340.9, SGUI1_37340.8, SGUI1_37340.7, SGUI1_37340.6
OG0000626	FhHiC23_g1750.t1	SGUI1_54950.1, SGUI1_54950.5, SGUI1_54950.3, SGUI1_54950.2, SGUI1_54950.6, SGUI1_54950.4
OG0000627	FhHiC23_g12596.t1	SGUI1_10950.1, SGUI1_10950.3, SGUI1_10950.5, SGUI1_10950.4, SGUI1_10950.2
OG0000628	FhHiC23_g8410.t1	SGUI1_61570.3, SGUI1_61570.2, SGUI1_61570.1, SGUI1_61570.4
OG0000629	FhHiC23_g6464.t1	SGUI1_38690.3, SGUI1_38690.7, SGUI1_38690.1, SGUI1_38690.4, SGUI1_38690.5, SGUI1_38690.2, SGUI1_38690.6
OG0000630	FhHiC23_g7181.t2, FhHiC23_g7181.t1	SGUI1_59180.1
OG0000631	FhHiC23_g7297.t1, FhHiC23_g7297.t2	SGUI1_66320.1, SGUI1_66320.2, SGUI1_61590.1
OG0000632	FhHiC23_g11539.t3, FhHiC23_g11539.t1, FhHiC23_g11539.t2	SGUI1_12450.1
OG0000633	FhHiC23_g112.t1	SGUI1_52690.1
OG0000634	FhHiC23_g2063.t1	SGUI1_25460.1, SGUI1_6150.1, SGUI1_67200.1, SGUI1_93700.1, SGUI1_51230.1, SGUI1_37080.1
OG0000636	FhHiC23_g9108.t1, FhHiC23_g9108.t2	SGUI1_94990.1, SGUI1_94990.3, SGUI1_94990.2, SGUI1_94990.4
OG0000637	FhHiC23_g1921.t1, FhHiC23_g1920.t1, FhHiC23_g1920.t2	SGUI1_49680.1
OG0000638	FhHiC23_g7356.t1, FhHiC23_g7356.t2, FhHiC23_g7356.t4, FhHiC23_g7356.t3	SGUI1_64630.10, SGUI1_64630.2, SGUI1_64630.7, SGUI1_64630.8, SGUI1_64630.4, SGUI1_64630.5, SGUI1_64630.1, SGUI1_64630.6, SGUI1_64630.9, SGUI1_64630.3
OG0000639	FhHiC23_g7855.t1	SGUI1_62250.2, SGUI1_62250.1, SGUI1_62250.3
OG0000640	FhHiC23_g3583.t1	SGUI1_85100.1, SGUI1_85100.2
OG0000641	FhHiC23_g11603.t1, FhHiC23_g11603.t2	SGUI1_6350.1
OG0000642	FhHiC23_g7538.t5, FhHiC23_g7538.t1, FhHiC23_g7538.t3, FhHiC23_g7538.t2, FhHiC23_g7538.t4	SGUI1_62330.1
OG0000643	FhHiC23_g1133.t1	SGUI1_52190.1
OG0000643	FhHiC23_g1134.t1	SGUI1_52180.1, SGUI1_52180.2
OG0000644	FhHiC23_g9142.t1	SGUI1_95940.1, SGUI1_95940.8, SGUI1_95940.4, SGUI1_95940.3, SGUI1_95940.2, SGUI1_95940.6, SGUI1_95940.5, SGUI1_95940.7
OG0000645	FhHiC23_g13525.t1, FhHiC23_g13526.t2, FhHiC23_g13526.t3	SGUI1_9620.1, SGUI1_9610.1
OG0000646	FhHiC23_g13019.t1, FhHiC23_g12764.t3, FhHiC23_g12764.t6, FhHiC23_g12764.t5, FhHiC23_g12764.t1, FhHiC23_g12764.t4, FhHiC23_g12764.t2	SGUI1_8210.1, SGUI1_8210.2
OG0000647	FhHiC23_g7775.t1, FhHiC23_g7775.t2	SGUI1_62510.1, SGUI1_62510.2
OG0000648	FhHiC23_g16546.t1, FhHiC23_g16546.t2	SGUI1_92470.1
OG0000649	FhHiC23_g8413.t1, FhHiC23_g8412.t1	SGUI1_60300.1, SGUI1_60300.2, SGUI1_60300.3
OG0000650	FhHiC23_g7242.t1, FhHiC23_g367.t1	SGUI1_78100.6, SGUI1_78100.1, SGUI1_78100.2, SGUI1_78100.3, SGUI1_78100.4, SGUI1_78100.5, SGUI1_78100.7, SGUI1_78100.8
OG0000652	FhHiC23_g5414.t1, FhHiC23_g5411.t1, FhHiC23_g5411.t2, FhHiC23_g5412.t1, FhHiC23_g5413.t1	SGUI1_40130.2, SGUI1_40130.3, SGUI1_40130.4, SGUI1_40130.6, SGUI1_40130.1, SGUI1_40130.5
OG0000653	FhHiC23_g8875.t1, FhHiC23_g8875.t2	SGUI1_97140.1, SGUI1_40720.1, SGUI1_40720.2
OG0000654	FhHiC23_g4611.t1	SGUI1_58520.4, SGUI1_58520.3, SGUI1_58520.5, SGUI1_58520.6, SGUI1_58520.1, SGUI1_58520.2
OG0000655	FhHiC23_g3635.t1	SGUI1_81540.4, SGUI1_81540.5, SGUI1_81540.6, SGUI1_81540.1, SGUI1_81540.2, SGUI1_81540.3
OG0000656	FhHiC23_g2660.t2, FhHiC23_g2660.t1	SGUI1_75860.2, SGUI1_75860.4, SGUI1_75860.5, SGUI1_75860.1, SGUI1_75860.3
OG0000657	FhHiC23_g16684.t1	SGUI1_90580.1, SGUI1_90580.2, SGUI1_90580.3
OG0000658	FhHiC23_g8405.t1, FhHiC23_g13343.t1, FhHiC23_g2100.t1	SGUI1_86300.1, SGUI1_2860.1, SGUI1_30580.1, SGUI1_59600.1, SGUI1_12590.1, SGUI1_13270.1, SGUI1_30250.1, SGUI1_39250.1, SGUI1_39610.1, SGUI1_69410.1, SGUI1_15500.1, SGUI1_31760.1, SGUI1_72190.1, SGUI1_84910.1, SGUI1_8490.1
OG0000659	FhHiC23_g14841.t1	SGUI1_41730.1
OG0000663	FhHiC23_g14807.t1, FhHiC23_g14807.t2	SGUI1_37990.1
OG0000664	FhHiC23_g11734.t1	SGUI1_11480.1, SGUI1_11480.7, SGUI1_11480.3, SGUI1_11480.2, SGUI1_11480.4, SGUI1_11480.6, SGUI1_11480.5
OG0000665	FhHiC23_g1528.t1	SGUI1_73300.8, SGUI1_73300.3, SGUI1_73300.6, SGUI1_73300.1, SGUI1_73300.2, SGUI1_73300.4, SGUI1_73300.5, SGUI1_73300.10, SGUI1_73300.9, SGUI1_73300.7
OG0000666	FhHiC23_g7854.t1	SGUI1_62240.1
OG0000667	FhHiC23_g11625.t1, FhHiC23_g11624.t1	SGUI1_5910.1
OG0000668	FhHiC23_g2118.t1, FhHiC23_g2118.t2	SGUI1_52610.8, SGUI1_52610.2, SGUI1_52610.1, SGUI1_52610.3, SGUI1_52610.4, SGUI1_52610.6, SGUI1_52610.7, SGUI1_52610.5
OG0000669	FhHiC23_g7980.t1	SGUI1_68510.1, SGUI1_68510.2, SGUI1_68510.3
OG0000671	FhHiC23_g2434.t1	SGUI1_67020.1, SGUI1_77050.1
OG0000672	FhHiC23_g14522.t2, FhHiC23_g14522.t1, FhHiC23_g14522.t3	SGUI1_44220.1
OG0000673	FhHiC23_g11638.t2, FhHiC23_g11638.t1, FhHiC23_g11953.t1	SGUI1_15730.8, SGUI1_15730.1, SGUI1_15730.3, SGUI1_15730.4, SGUI1_15730.2, SGUI1_15730.5, SGUI1_15730.7, SGUI1_15730.6
OG0000674	FhHiC23_g1227.t1, FhHiC23_g1227.t2	SGUI1_78660.2, SGUI1_78660.3, SGUI1_78660.4, SGUI1_78660.1, SGUI1_78660.5
OG0000675	FhHiC23_g2317.t1, FhHiC23_g2317.t2	SGUI1_72460.6, SGUI1_72460.8, SGUI1_72460.1, SGUI1_72460.2, SGUI1_72460.3, SGUI1_72460.4, SGUI1_72460.5, SGUI1_72460.7
OG0000676	FhHiC23_g3747.t1	SGUI1_81580.1, SGUI1_81580.2, SGUI1_81580.3, SGUI1_81580.4
OG0000677	FhHiC23_g13053.t4, FhHiC23_g13053.t2, FhHiC23_g13053.t5, FhHiC23_g13053.t1, FhHiC23_g13053.t3	SGUI1_4910.1, SGUI1_4910.3, SGUI1_4910.2, SGUI1_4910.4
OG0000678	FhHiC23_g6503.t1, FhHiC23_g6519.t1, FhHiC23_g6519.t2	SGUI1_34290.3, SGUI1_34290.7, SGUI1_34290.5, SGUI1_34290.2, SGUI1_34290.4, SGUI1_34290.1, SGUI1_34290.6
OG0000679	FhHiC23_g2291.t1, FhHiC23_g2291.t2	SGUI1_72520.1, SGUI1_72520.2, SGUI1_72520.3, SGUI1_72520.4, SGUI1_72520.5
OG0000680	FhHiC23_g15038.t1	SGUI1_16510.1, SGUI1_16510.2, SGUI1_16510.3, SGUI1_16510.4, SGUI1_16510.5, SGUI1_16510.6
OG0000681	FhHiC23_g6523.t1	SGUI1_34680.1
OG0000682	FhHiC23_g14162.t1, FhHiC23_g14162.t2, FhHiC23_g14162.t3	SGUI1_43020.1, SGUI1_43020.4, SGUI1_43020.2, SGUI1_43020.3
OG0000683	FhHiC23_g1041.t1	SGUI1_55340.1, SGUI1_55340.2
OG0000683	FhHiC23_g7518.t1	SGUI1_67650.1
OG0000684	FhHiC23_g3801.t1	SGUI1_85020.1, SGUI1_85020.2
OG0000685	FhHiC23_g3279.t2, FhHiC23_g3279.t3, FhHiC23_g3279.t1, FhHiC23_g3279.t4	SGUI1_75630.1, SGUI1_75630.2, SGUI1_75630.3
OG0000686	FhHiC23_g6951.t1	SGUI1_60500.2, SGUI1_60500.4, SGUI1_60500.3, SGUI1_60500.1
OG0000687	FhHiC23_g10400.t2, FhHiC23_g10400.t1	SGUI1_26580.1
OG0000688	FhHiC23_g12991.t1	SGUI1_670.1, SGUI1_670.4, SGUI1_670.2, SGUI1_670.5, SGUI1_670.6, SGUI1_670.3
OG0000689	FhHiC23_g13266.t1	SGUI1_2870.1
OG0000690	FhHiC23_g9798.t1	SGUI1_22420.5, SGUI1_22420.6, SGUI1_22420.10, SGUI1_22420.9, SGUI1_22420.11, SGUI1_22420.1, SGUI1_22420.14, SGUI1_22420.2, SGUI1_22420.3, SGUI1_22420.4, SGUI1_22420.7, SGUI1_22420.8, SGUI1_22420.12, SGUI1_22420.13
OG0000695	FhHiC23_g10045.t1	SGUI1_96450.1
OG0000695	FhHiC23_g14045.t1, FhHiC23_g14045.t2	SGUI1_45450.1, SGUI1_45450.2, SGUI1_45450.3, SGUI1_45450.4, SGUI1_45450.5
OG0000696	FhHiC23_g12904.t1	SGUI1_5080.5, SGUI1_5080.2, SGUI1_5080.1, SGUI1_5080.6, SGUI1_5080.3, SGUI1_5080.4, SGUI1_5080.9, SGUI1_5080.7, SGUI1_5080.8
OG0000697	FhHiC23_g15825.t1	SGUI1_40190.5, SGUI1_40190.8, SGUI1_40190.7, SGUI1_40190.1, SGUI1_40190.10, SGUI1_40190.2, SGUI1_40190.9, SGUI1_40190.4, SGUI1_40190.3, SGUI1_40190.6
OG0000699	FhHiC23_g6018.t1, FhHiC23_g6018.t2	SGUI1_32800.1
OG0000699	FhHiC23_g636.t1	SGUI1_45850.1, SGUI1_45850.2
OG0000700	FhHiC23_g9723.t1	SGUI1_27960.1, SGUI1_23640.1, SGUI1_23650.1, SGUI1_23660.1
OG0000701	FhHiC23_g7111.t1	SGUI1_61270.2, SGUI1_61270.1
OG0000702	FhHiC23_g15931.t1	SGUI1_87340.1
OG0000703	FhHiC23_g12812.t1, FhHiC23_g12729.t1, FhHiC23_g12728.t1, FhHiC23_g12729.t2, FhHiC23_g12728.t2	SGUI1_210.2, SGUI1_210.3, SGUI1_210.4, SGUI1_210.1, SGUI1_210.5
OG0000704	FhHiC23_g452.t1, FhHiC23_g452.t2	SGUI1_48270.1
OG0000705	FhHiC23_g12045.t1	SGUI1_5780.1
OG0000706	FhHiC23_g14504.t1	SGUI1_43350.1
OG0000706	FhHiC23_g439.t1, FhHiC23_g439.t2	SGUI1_52490.1
OG0000707	FhHiC23_g9424.t1, FhHiC23_g9424.t3, FhHiC23_g9424.t2	SGUI1_94630.1, SGUI1_94630.2, SGUI1_94630.3, SGUI1_94630.9, SGUI1_94630.6, SGUI1_94630.8, SGUI1_94630.7, SGUI1_94630.4, SGUI1_94630.5
OG0000708	FhHiC23_g14350.t1, FhHiC23_g6039.t2, FhHiC23_g6039.t1, FhHiC23_g6348.t1	SGUI1_37110.1, SGUI1_37110.2, SGUI1_37110.3, SGUI1_37110.4
OG0000709	FhHiC23_g14298.t1	SGUI1_43640.2, SGUI1_43640.3, SGUI1_43640.1
OG0000710	FhHiC23_g13206.t1	SGUI1_7500.1, SGUI1_7490.1
OG0000711	FhHiC23_g1082.t1, FhHiC23_g1082.t2	SGUI1_74790.1
OG0000712	FhHiC23_g530.t1	SGUI1_52870.11, SGUI1_52870.5, SGUI1_52870.3, SGUI1_52870.1, SGUI1_52870.10, SGUI1_52870.2, SGUI1_52870.4, SGUI1_52870.6, SGUI1_52870.7, SGUI1_52870.8, SGUI1_52870.9
OG0000713	FhHiC23_g2607.t1	SGUI1_72010.10, SGUI1_72010.1, SGUI1_72010.4, SGUI1_72010.8, SGUI1_72010.11, SGUI1_72010.12, SGUI1_72010.2, SGUI1_72010.3, SGUI1_72010.5, SGUI1_72010.6, SGUI1_72010.7, SGUI1_72010.9
OG0000714	FhHiC23_g1605.t1	SGUI1_46210.4, SGUI1_46210.5, SGUI1_46210.1, SGUI1_46210.2, SGUI1_46210.3
OG0000715	FhHiC23_g9473.t1	SGUI1_27090.1
OG0000716	FhHiC23_g11918.t3, FhHiC23_g11918.t2, FhHiC23_g11918.t1	SGUI1_10800.3, SGUI1_10790.1, SGUI1_10790.2, SGUI1_10800.1, SGUI1_10800.2
OG0000717	FhHiC23_g6981.t1	SGUI1_59390.11, SGUI1_59390.1, SGUI1_59390.2, SGUI1_59390.3, SGUI1_59390.4, SGUI1_59390.5, SGUI1_59390.6, SGUI1_59390.7, SGUI1_59390.13, SGUI1_59390.8, SGUI1_59390.15, SGUI1_59390.10, SGUI1_59390.12, SGUI1_59390.14, SGUI1_59390.9
OG0000718	FhHiC23_g2508.t1, FhHiC23_g2508.t2	SGUI1_75080.4, SGUI1_75080.1, SGUI1_75080.3, SGUI1_75080.5, SGUI1_75080.2
OG0000719	FhHiC23_g1110.t1	SGUI1_55360.5, SGUI1_55360.1, SGUI1_55360.7, SGUI1_55360.6, SGUI1_55360.8, SGUI1_55360.2, SGUI1_55360.3, SGUI1_55360.4
OG0000720	FhHiC23_g2680.t4, FhHiC23_g2680.t1, FhHiC23_g2680.t2, FhHiC23_g2680.t3	SGUI1_77330.4, SGUI1_77330.5, SGUI1_77330.3, SGUI1_77330.6, SGUI1_77330.1, SGUI1_77330.2, SGUI1_77330.7
OG0000721	FhHiC23_g1961.t1, FhHiC23_g1961.t2	SGUI1_45740.5, SGUI1_45740.4, SGUI1_45740.1, SGUI1_45740.6, SGUI1_45740.2, SGUI1_45740.3
OG0000722	FhHiC23_g12427.t1	SGUI1_5000.1
OG0000723	FhHiC23_g2433.t1, FhHiC23_g2433.t2	SGUI1_77040.1
OG0000724	FhHiC23_g14598.t1, FhHiC23_g14495.t1, FhHiC23_g14495.t2, FhHiC23_g14495.t3	SGUI1_41820.1
OG0000725	FhHiC23_g480.t1	SGUI1_77410.1, SGUI1_77410.4, SGUI1_77410.5, SGUI1_77410.2, SGUI1_77410.3
OG0000726	FhHiC23_g5209.t1, FhHiC23_g5209.t2	SGUI1_29560.2, SGUI1_29560.1
OG0000726	FhHiC23_g5208.t1	SGUI1_29570.1
OG0000727	FhHiC23_g6317.t1	SGUI1_38590.5, SGUI1_38590.1, SGUI1_38590.2, SGUI1_38590.3, SGUI1_38590.4
OG0000728	FhHiC23_g1136.t1	SGUI1_48400.3, SGUI1_48400.4, SGUI1_48400.1, SGUI1_48400.2, SGUI1_48400.5
OG0000729	FhHiC23_g13647.t1	SGUI1_8160.1
OG0000730	FhHiC23_g7648.t1	SGUI1_60530.1
OG0000731	FhHiC23_g3053.t1	SGUI1_76710.1
OG0000732	FhHiC23_g12735.t1, FhHiC23_g12734.t1	SGUI1_13890.1, SGUI1_13890.2, SGUI1_3500.1
OG0000733	FhHiC23_g13302.t3, FhHiC23_g13302.t1, FhHiC23_g13302.t2	SGUI1_2800.1
OG0000736	FhHiC23_g1586.t3, FhHiC23_g1586.t1, FhHiC23_g1586.t2	SGUI1_78550.12, SGUI1_78550.6, SGUI1_78550.7, SGUI1_78550.8, SGUI1_78550.13, SGUI1_78550.9, SGUI1_78550.11, SGUI1_78550.15, SGUI1_78550.10, SGUI1_78550.14, SGUI1_78550.1, SGUI1_78550.2, SGUI1_78550.4, SGUI1_78550.3, SGUI1_78550.5
OG0000737	FhHiC23_g13453.t1	SGUI1_9150.1
OG0000738	FhHiC23_g14288.t1, FhHiC23_g1644.t1, FhHiC23_g5219.t1, FhHiC23_g1186.t1	SGUI1_70200.1, SGUI1_70200.2, SGUI1_70190.1
OG0000739	FhHiC23_g14696.t1	SGUI1_57200.1
OG0000740	FhHiC23_g11964.t1, FhHiC23_g11964.t2	SGUI1_7800.1
OG0000741	FhHiC23_g3775.t1	SGUI1_84750.6, SGUI1_84750.1, SGUI1_84750.2, SGUI1_84750.3, SGUI1_84750.4, SGUI1_84750.7, SGUI1_84750.5
OG0000743	FhHiC23_g15710.t2, FhHiC23_g15710.t1	SGUI1_22240.1, SGUI1_22240.2, SGUI1_22240.3, SGUI1_22240.4, SGUI1_22240.5, SGUI1_22240.6, SGUI1_22240.8, SGUI1_22240.7
OG0000744	FhHiC23_g12434.t1	SGUI1_3600.1
OG0000745	FhHiC23_g14275.t1	SGUI1_37920.1, SGUI1_37920.2
OG0000746	FhHiC23_g8137.t1, FhHiC23_g8137.t4, FhHiC23_g8137.t2, FhHiC23_g8137.t3	SGUI1_61140.1
OG0000747	FhHiC23_g14169.t4, FhHiC23_g14169.t1, FhHiC23_g14169.t3, FhHiC23_g14169.t2	SGUI1_42880.1
OG0000748	FhHiC23_g7150.t1, FhHiC23_g2447.t1, FhHiC23_g2448.t1, FhHiC23_g2448.t2	SGUI1_70610.1
OG0000749	FhHiC23_g3086.t1, FhHiC23_g3086.t2	SGUI1_69990.3, SGUI1_69990.6, SGUI1_69990.7, SGUI1_69990.1, SGUI1_69990.4, SGUI1_69990.5, SGUI1_69990.2
OG0000750	FhHiC23_g2456.t3, FhHiC23_g2456.t1, FhHiC23_g2456.t2	SGUI1_74650.1, SGUI1_74650.2, SGUI1_74650.3
OG0000751	FhHiC23_g13300.t1, FhHiC23_g13301.t1, FhHiC23_g13299.t1, FhHiC23_g12908.t1	SGUI1_5510.1, SGUI1_2600.1
OG0000752	FhHiC23_g9313.t1	SGUI1_93110.1, SGUI1_93110.2, SGUI1_93160.1
OG0000753	FhHiC23_g4112.t1	SGUI1_83400.3, SGUI1_83400.1, SGUI1_83400.2, SGUI1_83400.4
OG0000754	FhHiC23_g1571.t1	SGUI1_50480.7, SGUI1_50480.8, SGUI1_50480.4, SGUI1_50480.2, SGUI1_50480.3, SGUI1_50480.1, SGUI1_50480.5, SGUI1_50480.6
OG0000755	FhHiC23_g337.t1	SGUI1_75930.3, SGUI1_75930.1, SGUI1_75930.2, SGUI1_75930.4, SGUI1_75930.5
OG0000756	FhHiC23_g5163.t1	SGUI1_38860.3, SGUI1_38860.1, SGUI1_38860.6, SGUI1_38860.4, SGUI1_38860.2, SGUI1_38860.5
OG0000757	FhHiC23_g117.t3, FhHiC23_g117.t2, FhHiC23_g117.t1	SGUI1_52730.1
OG0000758	FhHiC23_g13113.t1	SGUI1_8190.2, SGUI1_8190.1
OG0000759	FhHiC23_g1390.t2, FhHiC23_g1390.t1	SGUI1_53160.1
OG0000760	FhHiC23_g3217.t1	SGUI1_79230.1, SGUI1_79230.2, SGUI1_79230.3, SGUI1_79230.4, SGUI1_79230.5, SGUI1_79230.6, SGUI1_79230.7, SGUI1_79230.8, SGUI1_79230.10, SGUI1_79230.9
OG0000761	FhHiC23_g854.t1	SGUI1_53940.3, SGUI1_53940.2, SGUI1_53940.1, SGUI1_53940.5, SGUI1_53940.6, SGUI1_53940.4
OG0000762	FhHiC23_g3557.t1, FhHiC23_g10231.t1	SGUI1_81360.1
OG0000762	FhHiC23_g16531.t1	SGUI1_87790.1
OG0000763	FhHiC23_g10720.t1	SGUI1_21090.1
OG0000764	FhHiC23_g13195.t1, FhHiC23_g13195.t2	SGUI1_8310.1
OG0000765	FhHiC23_g2194.t1, FhHiC23_g2193.t1	SGUI1_53140.1
OG0000765	FhHiC23_g2195.t1, FhHiC23_g2195.t2	SGUI1_53150.3, SGUI1_53150.1, SGUI1_53150.2
OG0000766	FhHiC23_g8152.t3, FhHiC23_g8152.t1, FhHiC23_g8152.t2	SGUI1_63490.1, SGUI1_63490.2, SGUI1_63490.3, SGUI1_63490.4
OG0000767	FhHiC23_g7370.t1, FhHiC23_g7370.t2	SGUI1_65670.4, SGUI1_65670.3, SGUI1_65670.1, SGUI1_65670.2
OG0000768	FhHiC23_g4772.t2, FhHiC23_g4772.t1	SGUI1_39940.1, SGUI1_39940.2, SGUI1_39940.4, SGUI1_39940.5, SGUI1_39940.3, SGUI1_39940.6
OG0000769	FhHiC23_g12443.t1, FhHiC23_g12443.t2, FhHiC23_g12443.t3	SGUI1_2180.1
OG0000770	FhHiC23_g11559.t2, FhHiC23_g11559.t1, FhHiC23_g11557.t1	SGUI1_17480.1, SGUI1_17480.2, SGUI1_17480.3, SGUI1_17480.4
OG0000774	FhHiC23_g1579.t1, FhHiC23_g1579.t2	SGUI1_47110.1
OG0000775	FhHiC23_g1837.t2, FhHiC23_g1837.t3, FhHiC23_g1837.t1	SGUI1_51820.5, SGUI1_51820.1, SGUI1_51820.2, SGUI1_51820.3, SGUI1_51820.4, SGUI1_51820.6
OG0000776	FhHiC23_g1220.t1	SGUI1_45760.1, SGUI1_45760.2, SGUI1_45760.3
OG0000776	FhHiC23_g2992.t1, FhHiC23_g2992.t2, FhHiC23_g2992.t3	SGUI1_56940.1, SGUI1_56940.3, SGUI1_56940.2
OG0000777	FhHiC23_g3201.t1, FhHiC23_g3201.t2	SGUI1_52370.1
OG0000778	FhHiC23_g8974.t3, FhHiC23_g8974.t2, FhHiC23_g8974.t1	SGUI1_22550.1
OG0000779	FhHiC23_g12940.t1	SGUI1_3670.1, SGUI1_3680.1
OG0000780	FhHiC23_g11962.t1, FhHiC23_g11962.t2	SGUI1_14640.10, SGUI1_14640.6, SGUI1_14640.14, SGUI1_14640.8, SGUI1_14640.9, SGUI1_14640.1, SGUI1_14640.4, SGUI1_14640.11, SGUI1_14640.5, SGUI1_14640.3, SGUI1_14640.12, SGUI1_14640.13, SGUI1_14640.2, SGUI1_14640.7
OG0000781	FhHiC23_g12015.t1	SGUI1_10360.1
OG0000781	FhHiC23_g12484.t1	SGUI1_490.1
OG0000782	FhHiC23_g5041.t1	SGUI1_31440.7, SGUI1_31440.10, SGUI1_31440.5, SGUI1_31440.9, SGUI1_31440.12, SGUI1_31440.13, SGUI1_31440.11, SGUI1_31440.4, SGUI1_31440.1, SGUI1_31440.2, SGUI1_31440.3, SGUI1_31440.6, SGUI1_31440.8
OG0000783	FhHiC23_g517.t1, FhHiC23_g517.t2	SGUI1_50750.1, SGUI1_50750.3, SGUI1_50750.2, SGUI1_50750.4
OG0000784	FhHiC23_g5076.t1, FhHiC23_g5076.t2, FhHiC23_g5076.t3	SGUI1_31360.1
OG0000785	FhHiC23_g7530.t2, FhHiC23_g7530.t1	SGUI1_59270.4, SGUI1_59270.1, SGUI1_59270.2, SGUI1_59270.3, SGUI1_59330.1, SGUI1_59330.2
OG0000786	FhHiC23_g14478.t2, FhHiC23_g14478.t1	SGUI1_40700.1
OG0000787	FhHiC23_g2.t1	SGUI1_93280.1, SGUI1_93280.2, SGUI1_60050.1
OG0000788	FhHiC23_g11230.t1	SGUI1_12850.1, SGUI1_12850.5, SGUI1_12850.3, SGUI1_12850.2, SGUI1_12850.4
OG0000789	FhHiC23_g9116.t1	SGUI1_25250.1, SGUI1_25240.1, SGUI1_25240.2, SGUI1_25240.3
OG0000790	FhHiC23_g5792.t2, FhHiC23_g5792.t1	SGUI1_39280.1, SGUI1_39280.2
OG0000791	FhHiC23_g14599.t8, FhHiC23_g14599.t1	SGUI1_42770.1, SGUI1_42770.2
OG0000792	FhHiC23_g13134.t1, FhHiC23_g13134.t3, FhHiC23_g13134.t2	SGUI1_5280.1
OG0000793	FhHiC23_g5735.t1, FhHiC23_g5735.t2	SGUI1_34010.1
OG0000794	FhHiC23_g12584.t1, FhHiC23_g12583.t1	SGUI1_9350.1, SGUI1_9350.2, SGUI1_9350.3
OG0000795	FhHiC23_g9895.t1	SGUI1_95610.1, SGUI1_95610.4, SGUI1_95610.5, SGUI1_95610.2, SGUI1_95610.3
OG0000796	FhHiC23_g15331.t1, FhHiC23_g16584.t1, FhHiC23_g16615.t1, FhHiC23_g16612.t1, FhHiC23_g16613.t1	SGUI1_15420.1, SGUI1_15440.1, SGUI1_15410.1, SGUI1_15410.2
OG0000797	FhHiC23_g15502.t1	SGUI1_20790.2, SGUI1_20790.1
OG0000798	FhHiC23_g13257.t1, FhHiC23_g13257.t2	SGUI1_1280.5, SGUI1_1280.1, SGUI1_1280.2, SGUI1_1280.4, SGUI1_1280.3
OG0000799	FhHiC23_g8434.t2, FhHiC23_g8434.t3	SGUI1_67190.1
OG0000800	FhHiC23_g11946.t1	SGUI1_9240.1, SGUI1_9250.1
OG0000801	FhHiC23_g15119.t1, FhHiC23_g15119.t2, FhHiC23_g15119.t3, FhHiC23_g15119.t4	SGUI1_15330.3, SGUI1_15330.1, SGUI1_15330.5, SGUI1_15330.4, SGUI1_15330.2
OG0000802	FhHiC23_g3399.t1	SGUI1_73610.1
OG0000802	FhHiC23_g6818.t1, FhHiC23_g16239.t1	SGUI1_58950.1
OG0000803	FhHiC23_g13841.t1, FhHiC23_g2337.t1, FhHiC23_g15471.t1	SGUI1_79620.1, SGUI1_79620.2, SGUI1_79620.3, SGUI1_79620.4, SGUI1_79620.5
OG0000804	FhHiC23_g6485.t1, FhHiC23_g6485.t2	SGUI1_41320.4, SGUI1_41320.3, SGUI1_41320.1, SGUI1_41320.2
OG0000805	FhHiC23_g5909.t1	SGUI1_36300.1, SGUI1_36300.3, SGUI1_36300.4, SGUI1_36300.2, SGUI1_36300.5
OG0000806	FhHiC23_g583.t2, FhHiC23_g583.t1	SGUI1_74020.1
OG0000807	FhHiC23_g13604.t1	SGUI1_9010.1
OG0000808	FhHiC23_g9334.t1	SGUI1_93880.1
OG0000808	FhHiC23_g9332.t1, FhHiC23_g9332.t2, FhHiC23_g14938.t1	SGUI1_93890.1, SGUI1_93890.2, SGUI1_93890.3, SGUI1_93890.4
OG0000809	FhHiC23_g16417.t1	SGUI1_91270.2, SGUI1_91270.1, SGUI1_91270.3, SGUI1_91270.5, SGUI1_91270.4, SGUI1_91270.7, SGUI1_91270.8, SGUI1_91270.9, SGUI1_91270.6
OG0000810	FhHiC23_g10475.t2, FhHiC23_g10475.t1	SGUI1_24760.7, SGUI1_24760.2, SGUI1_24760.3, SGUI1_24760.6, SGUI1_24760.4, SGUI1_24760.8, SGUI1_24760.1, SGUI1_24760.5
