Orthogroup	fasciola_hepatica	schistosoma_mansoni
OG0006896	FhHiC23_g5144.t1	Smp_012530.1
OG0006897	FhHiC23_g5289.t1, FhHiC23_g5287.t1	Smp_344050.1
OG0006898	FhHiC23_g121.t1	Smp_068710.1
OG0006899	FhHiC23_g5380.t3, FhHiC23_g5380.t1, FhHiC23_g5380.t2	Smp_060030.1
OG0006901	FhHiC23_g7689.t1	Smp_136350.1
OG0006902	FhHiC23_g12840.t1, FhHiC23_g3727.t1	Smp_321770.1
OG0006903	FhHiC23_g11164.t1	Smp_337390.1
OG0006904	FhHiC23_g1330.t1	Smp_128760.1
OG0006905	FhHiC23_g9455.t1	Smp_139330.1
OG0006906	FhHiC23_g2062.t1	Smp_312010.1
OG0006907	FhHiC23_g2116.t1	Smp_137710.1
OG0006908	FhHiC23_g15049.t1, FhHiC23_g14529.t1	Smp_310210.1
OG0006909	FhHiC23_g13099.t1	Smp_059910.1
OG0006910	FhHiC23_g6994.t1, FhHiC23_g6995.t1, FhHiC23_g6993.t1	Smp_246770.1
OG0006911	FhHiC23_g1741.t1	Smp_049170.1
OG0006912	FhHiC23_g13458.t1	Smp_163330.1
OG0006913	FhHiC23_g15417.t1	Smp_095580.1
OG0006914	FhHiC23_g2344.t1	Smp_167000.1
OG0006915	FhHiC23_g6382.t1	Smp_140510.1
OG0006916	FhHiC23_g9665.t1, FhHiC23_g9665.t2	Smp_155720.1
OG0006917	FhHiC23_g12532.t1	Smp_322220.1
OG0006918	FhHiC23_g5121.t1, FhHiC23_g5122.t1	Smp_033870.1
OG0006919	FhHiC23_g5426.t1, FhHiC23_g9928.t1, FhHiC23_g9929.t1	Smp_180140.1
OG0006920	FhHiC23_g10176.t2, FhHiC23_g10176.t1	Smp_103200.1
OG0006921	FhHiC23_g8235.t1	Smp_074780.1
OG0006922	FhHiC23_g10887.t1	Smp_025340.1
OG0006923	FhHiC23_g9139.t1, FhHiC23_g9139.t2	Smp_203280.1
OG0006924	FhHiC23_g1507.t1	Smp_149170.1
OG0006926	FhHiC23_g1832.t1	Smp_146610.3, Smp_146610.1, Smp_146610.2
OG0006927	FhHiC23_g1385.t1	Smp_346250.1
OG0006928	FhHiC23_g11103.t1	Smp_340890.1
OG0006929	FhHiC23_g3803.t2, FhHiC23_g3803.t1, FhHiC23_g3803.t3	Smp_344590.1
OG0006930	FhHiC23_g12421.t1	Smp_342900.1
OG0006931	FhHiC23_g13292.t1	Smp_178780.1
OG0006932	FhHiC23_g10765.t1	Smp_098650.1, Smp_098650.2
OG0006933	FhHiC23_g533.t1	Smp_148290.1
OG0006934	FhHiC23_g13867.t1	Smp_122050.1
OG0006935	FhHiC23_g14569.t1	Smp_050130.1
OG0006936	FhHiC23_g14510.t1	Smp_008310.1
OG0006937	FhHiC23_g843.t1	Smp_140730.1
OG0006938	FhHiC23_g16843.t1	Smp_247930.1
OG0006939	FhHiC23_g14055.t1	Smp_166320.1
OG0006940	FhHiC23_g11681.t1	Smp_199050.1
OG0006941	FhHiC23_g15333.t1	Smp_244070.1
OG0006942	FhHiC23_g11830.t1, FhHiC23_g11830.t2	Smp_104210.1
OG0006943	FhHiC23_g4082.t1	Smp_160070.1
OG0006944	FhHiC23_g1465.t1	Smp_170790.1
OG0006945	FhHiC23_g9594.t1, FhHiC23_g9594.t2	Smp_213710.1, Smp_213710.2
OG0006946	FhHiC23_g11887.t1	Smp_315740.1
OG0006947	FhHiC23_g3906.t1	Smp_330490.1
OG0006948	FhHiC23_g6215.t1, FhHiC23_g6215.t2	Smp_141710.1
OG0006949	FhHiC23_g651.t1	Smp_301730.1
OG0006950	FhHiC23_g331.t1	Smp_043220.1
OG0006951	FhHiC23_g15539.t1	Smp_149560.1
OG0006952	FhHiC23_g4982.t1	Smp_325820.1
OG0006953	FhHiC23_g7252.t1, FhHiC23_g7252.t2	Smp_004470.1
OG0006954	FhHiC23_g1650.t1	Smp_130220.1
OG0006955	FhHiC23_g4767.t1	Smp_060090.1
OG0006956	FhHiC23_g8440.t1	Smp_341150.1
OG0006957	FhHiC23_g829.t1, FhHiC23_g829.t2	Smp_049890.1
OG0006958	FhHiC23_g8342.t1	Smp_001180.1
OG0006959	FhHiC23_g16695.t1	Smp_001950.1
OG0006960	FhHiC23_g5635.t1	Smp_032120.1, Smp_139580.1
OG0006961	FhHiC23_g16514.t1	Smp_024870.1
OG0006962	FhHiC23_g14972.t1, FhHiC23_g64.t1	Smp_245910.1
OG0006963	FhHiC23_g3187.t1	Smp_157390.1
OG0006964	FhHiC23_g7401.t1	Smp_013540.1
OG0006965	FhHiC23_g6366.t1	Smp_028100.1
OG0006966	FhHiC23_g7679.t1	Smp_162680.1
OG0006967	FhHiC23_g15888.t1	Smp_099440.1
OG0006968	FhHiC23_g14887.t2, FhHiC23_g14887.t1	Smp_154650.1
OG0006969	FhHiC23_g3381.t2, FhHiC23_g3381.t1	Smp_049930.1
OG0006970	FhHiC23_g3380.t2, FhHiC23_g3380.t1	Smp_049920.1
OG0006971	FhHiC23_g2304.t1	Smp_247280.1
OG0006972	FhHiC23_g8041.t1	Smp_132410.1
OG0006973	FhHiC23_g12972.t1	Smp_118750.1, Smp_301330.1
OG0006974	FhHiC23_g3592.t1	Smp_056500.1
OG0006975	FhHiC23_g15782.t1	Smp_164660.1
OG0006976	FhHiC23_g8503.t1	Smp_151590.1
OG0006977	FhHiC23_g5132.t1	Smp_140250.1
OG0006978	FhHiC23_g9791.t1	Smp_347660.1
OG0006979	FhHiC23_g8578.t1	Smp_340620.1
OG0006980	FhHiC23_g512.t1, FhHiC23_g512.t2	Smp_027210.1
OG0006981	FhHiC23_g7629.t1	Smp_162610.1, Smp_162610.2
OG0006982	FhHiC23_g2161.t1	Smp_174450.1
OG0006983	FhHiC23_g15391.t1	Smp_133310.1
OG0006984	FhHiC23_g1503.t1	Smp_166930.1
OG0006985	FhHiC23_g13964.t1	Smp_172070.1
OG0006986	FhHiC23_g12534.t1	Smp_028330.1
OG0006987	FhHiC23_g3235.t1	Smp_087250.1
OG0006988	FhHiC23_g3236.t1	Smp_169640.1
OG0006989	FhHiC23_g894.t1	Smp_342280.1
OG0006990	FhHiC23_g11253.t1	Smp_038300.1
OG0006991	FhHiC23_g4249.t1	Smp_345020.1
OG0006993	FhHiC23_g11848.t1	Smp_074590.1
OG0006994	FhHiC23_g13639.t1	Smp_030440.1
OG0006995	FhHiC23_g7584.t1	Smp_013600.1
OG0006996	FhHiC23_g12977.t1	Smp_171780.1
OG0006997	FhHiC23_g15976.t1	Smp_074210.1
OG0006998	FhHiC23_g207.t1, FhHiC23_g207.t2	Smp_153950.1
OG0006999	FhHiC23_g2093.t1	Smp_191310.1
OG0007000	FhHiC23_g3746.t1, FhHiC23_g3745.t1	Smp_045710.1
OG0007001	FhHiC23_g974.t1	Smp_171180.1
OG0007002	FhHiC23_g9966.t1	Smp_343710.1
OG0007003	FhHiC23_g12173.t1	Smp_032920.1
OG0007004	FhHiC23_g9307.t1	Smp_246150.1
OG0007006	FhHiC23_g9242.t1	Smp_300580.1
OG0007007	FhHiC23_g14876.t2, FhHiC23_g14876.t1	Smp_213120.1
OG0007008	FhHiC23_g7083.t1	Smp_333630.1
OG0007009	FhHiC23_g15946.t1	Smp_011030.1
OG0007010	FhHiC23_g15590.t1	Smp_244110.1
OG0007011	FhHiC23_g2006.t1, FhHiC23_g2006.t2	Smp_013815.1, Smp_013810.1
OG0007012	FhHiC23_g194.t1	Smp_208010.1
OG0007013	FhHiC23_g7092.t2, FhHiC23_g7092.t1	Smp_063250.1
OG0007014	FhHiC23_g13037.t1	Smp_187090.1
OG0007015	FhHiC23_g1283.t1	Smp_055770.1
OG0007016	FhHiC23_g11513.t1	Smp_151930.1
OG0007017	FhHiC23_g914.t1	Smp_122930.1
OG0007018	FhHiC23_g9215.t1	Smp_248080.1
OG0007019	FhHiC23_g2798.t1	Smp_151440.1
OG0007020	FhHiC23_g1890.t1, FhHiC23_g1890.t2	Smp_139800.1
OG0007021	FhHiC23_g454.t1	Smp_161210.1
OG0007022	FhHiC23_g7890.t1	Smp_126210.1, Smp_126210.2
OG0007023	FhHiC23_g15822.t1	Smp_341240.1
OG0007024	FhHiC23_g3818.t1	Smp_045620.1
OG0007025	FhHiC23_g15957.t1	Smp_046410.1
OG0007026	FhHiC23_g7425.t1	Smp_346880.1
OG0007027	FhHiC23_g13361.t1	Smp_056370.1
OG0007028	FhHiC23_g3098.t1, FhHiC23_g3098.t2	Smp_343820.1
OG0007029	FhHiC23_g15439.t1	Smp_333300.1
OG0007030	FhHiC23_g3346.t1	Smp_050270.1
OG0007031	FhHiC23_g14020.t1, FhHiC23_g14020.t2	Smp_154690.1
OG0007033	FhHiC23_g2631.t1	Smp_242360.1, Smp_242360.2
OG0007034	FhHiC23_g2630.t1	Smp_212960.1
OG0007035	FhHiC23_g1356.t1	Smp_086960.1
OG0007036	FhHiC23_g3474.t1	Smp_166890.1
OG0007037	FhHiC23_g8523.t1	Smp_066340.1
OG0007038	FhHiC23_g4817.t1	Smp_332520.1
OG0007039	FhHiC23_g13836.t1, FhHiC23_g2341.t1	Smp_130050.1
OG0007040	FhHiC23_g2340.t1, FhHiC23_g13837.t1	Smp_149770.1
OG0007041	FhHiC23_g6528.t1	Smp_034450.1
OG0007042	FhHiC23_g10306.t1, FhHiC23_g10306.t2	Smp_198750.1
OG0007043	FhHiC23_g16658.t1	Smp_074230.1
OG0007044	FhHiC23_g11174.t1	Smp_244510.1
OG0007045	FhHiC23_g12652.t1	Smp_322250.1
OG0007046	FhHiC23_g3807.t1	Smp_069900.1
OG0007047	FhHiC23_g7343.t1	Smp_159940.1
OG0007048	FhHiC23_g7130.t1	Smp_208080.1
OG0007049	FhHiC23_g6312.t1	Smp_079600.1
OG0007050	FhHiC23_g12403.t1	Smp_094810.1
OG0007051	FhHiC23_g10714.t1	Smp_058620.1
OG0007052	FhHiC23_g11071.t1	Smp_146150.1, Smp_146150.2
OG0007053	FhHiC23_g4785.t1	Smp_019190.1
OG0007054	FhHiC23_g4391.t1	Smp_091640.1, Smp_091640.2
OG0007055	FhHiC23_g193.t1	Smp_050360.1
OG0007056	FhHiC23_g8978.t1	Smp_164180.1
OG0007057	FhHiC23_g7794.t1	Smp_079810.1
OG0007058	FhHiC23_g12119.t1	Smp_214100.1
OG0007059	FhHiC23_g52.t3	Smp_346040.1, Smp_346040.2
OG0007061	FhHiC23_g9341.t1	Smp_349960.1
OG0007062	FhHiC23_g9579.t1, FhHiC23_g9579.t2	Smp_070540.1
OG0007063	FhHiC23_g12978.t1	Smp_171770.1
OG0007064	FhHiC23_g15969.t1	Smp_074260.1
OG0007065	FhHiC23_g13508.t1	Smp_340400.1
OG0007067	FhHiC23_g3633.t1	Smp_069720.1
OG0007069	FhHiC23_g6477.t1	Smp_097500.1
OG0007070	FhHiC23_g2080.t1	Smp_048760.1
OG0007071	FhHiC23_g728.t1	Smp_337570.1
OG0007072	FhHiC23_g6577.t1	Smp_137390.1
OG0007073	FhHiC23_g2485.t1	Smp_085300.1
OG0007074	FhHiC23_g3105.t1, FhHiC23_g3105.t2	Smp_213500.1
OG0007075	FhHiC23_g11448.t1	Smp_345260.1
OG0007076	FhHiC23_g5389.t1	Smp_140550.1
OG0007077	FhHiC23_g7612.t1	Smp_156370.1
OG0007078	FhHiC23_g2013.t1	Smp_078640.1
OG0007079	FhHiC23_g10311.t1, FhHiC23_g10311.t2	Smp_176640.1
OG0007080	FhHiC23_g10919.t1	Smp_030500.1
OG0007081	FhHiC23_g1757.t1, FhHiC23_g1757.t2	Smp_014650.1
OG0007082	FhHiC23_g16506.t1	Smp_334710.1
OG0007083	FhHiC23_g3416.t1	Smp_080150.1, Smp_165320.1
OG0007084	FhHiC23_g926.t1	Smp_147290.1
OG0007085	FhHiC23_g4801.t1	Smp_340900.1
OG0007086	FhHiC23_g3770.t1, FhHiC23_g3770.t2	Smp_169340.1
OG0007087	FhHiC23_g7187.t1	Smp_029900.1
OG0007088	FhHiC23_g9171.t1	Smp_345660.1
OG0007090	FhHiC23_g15047.t1	Smp_162440.1
OG0007091	FhHiC23_g1012.t1, FhHiC23_g830.t1	Smp_049880.1
OG0007092	FhHiC23_g11278.t1	Smp_054560.1
OG0007094	FhHiC23_g15269.t1, FhHiC23_g15269.t2, FhHiC23_g15268.t1, FhHiC23_g15268.t2	Smp_327720.1
OG0007095	FhHiC23_g15698.t1	Smp_346230.1
OG0007096	FhHiC23_g16038.t1	Smp_156180.1
OG0007097	FhHiC23_g1749.t1	Smp_140680.1
OG0007098	FhHiC23_g2882.t3	Smp_095670.1
OG0007099	FhHiC23_g3852.t1	Smp_155210.1
OG0007100	FhHiC23_g5227.t1, FhHiC23_g5228.t1, FhHiC23_g7809.t1	Smp_105970.1
OG0007101	FhHiC23_g5271.t1	Smp_032240.1
OG0007102	FhHiC23_g6223.t1, FhHiC23_g6224.t1	Smp_140880.1
OG0007103	FhHiC23_g7258.t1	Smp_213050.1
OG0007104	FhHiC23_g8193.t1	Smp_030290.1
OG0007105	FhHiC23_g8287.t1	Smp_091230.1
OG0007106	FhHiC23_g834.t1	Smp_148800.1, Smp_148800.2
OG0007107	FhHiC23_g8465.t1	Smp_007890.1
OG0007149	FhHiC23_g2179.t1	Smp_179660.1
OG0007150	FhHiC23_g11733.t1	Smp_157730.1
OG0007151	FhHiC23_g2494.t1	Smp_213450.1
OG0007152	FhHiC23_g9112.t1	Smp_340660.1
OG0007153	FhHiC23_g15298.t2, FhHiC23_g15298.t1	Smp_088240.1
OG0007155	FhHiC23_g8392.t1	Smp_309990.1
OG0007156	FhHiC23_g5335.t1	Smp_341670.1
OG0007157	FhHiC23_g2851.t1	Smp_340200.1
OG0007158	FhHiC23_g16700.t1	Smp_092170.1
OG0007159	FhHiC23_g4322.t1	Smp_030870.1
OG0007160	FhHiC23_g5746.t1	Smp_094020.1
OG0007161	FhHiC23_g3239.t1, FhHiC23_g3239.t2	Smp_213560.1
OG0007162	FhHiC23_g11900.t1	Smp_075430.1
OG0007163	FhHiC23_g9260.t1, FhHiC23_g9260.t2	Smp_213640.1
OG0007165	FhHiC23_g4793.t1, FhHiC23_g4793.t2	Smp_337425.1
OG0007166	FhHiC23_g16525.t1, FhHiC23_g16525.t2	Smp_077820.1
OG0007167	FhHiC23_g5664.t1	Smp_151360.1, Smp_151360.2
OG0007168	FhHiC23_g6989.t1	Smp_341390.1
OG0007169	FhHiC23_g2458.t1	Smp_137050.1
OG0007170	FhHiC23_g5816.t1	Smp_196480.1
OG0007171	FhHiC23_g1872.t1	Smp_147640.1
OG0007172	FhHiC23_g6160.t1	Smp_141080.1
OG0007173	FhHiC23_g9344.t1, FhHiC23_g9344.t2	Smp_128340.1
OG0007174	FhHiC23_g2129.t1	Smp_207080.1
OG0007175	FhHiC23_g5780.t1	Smp_319090.1
OG0007176	FhHiC23_g4144.t1	Smp_266870.2
OG0007177	FhHiC23_g14080.t1	Smp_344440.1
OG0007178	FhHiC23_g7032.t1	Smp_132230.1
OG0007179	FhHiC23_g10393.t1	Smp_171080.1
OG0007180	FhHiC23_g12822.t1	Smp_152380.1
OG0007181	FhHiC23_g15949.t1, FhHiC23_g15949.t2	Smp_348400.1
OG0007182	FhHiC23_g11963.t1	Smp_146840.1
OG0007184	FhHiC23_g16601.t1	Smp_063190.1
OG0007185	FhHiC23_g9360.t2, FhHiC23_g9360.t1	Smp_203270.1
OG0007186	FhHiC23_g478.t1	Smp_042560.1
OG0007187	FhHiC23_g1010.t1	Smp_090150.1
OG0007188	FhHiC23_g8221.t1	Smp_176980.1
OG0007189	FhHiC23_g7663.t2, FhHiC23_g7664.t1	Smp_134960.1
OG0007190	FhHiC23_g7533.t1, FhHiC23_g5461.t1	Smp_090920.1
OG0007191	FhHiC23_g6265.t1	Smp_153290.1
OG0007192	FhHiC23_g7364.t1	Smp_000370.1
OG0007193	FhHiC23_g107.t1	Smp_311610.1
OG0007194	FhHiC23_g12068.t1, FhHiC23_g11436.t1	Smp_032950.1
OG0007195	FhHiC23_g15930.t1	Smp_001830.1
OG0007196	FhHiC23_g11219.t1	Smp_153700.1
OG0007197	FhHiC23_g8662.t1	Smp_024850.1
OG0007198	FhHiC23_g6352.t1	Smp_093210.1
OG0007199	FhHiC23_g9812.t1	Smp_022640.1
OG0007200	FhHiC23_g12077.t2, FhHiC23_g12077.t1	Smp_128610.1
OG0007201	FhHiC23_g16444.t1	Smp_210630.1
OG0007202	FhHiC23_g1069.t1	Smp_050730.1
OG0007203	FhHiC23_g12032.t1	Smp_028490.1
OG0007205	FhHiC23_g8668.t1	Smp_334810.1
OG0007206	FhHiC23_g2534.t1	Smp_141570.1
OG0007207	FhHiC23_g701.t1, FhHiC23_g701.t2	Smp_065210.1
OG0007208	FhHiC23_g2796.t1	Smp_165360.1
OG0007210	FhHiC23_g16028.t1, FhHiC23_g16028.t2	Smp_050940.1
OG0007211	FhHiC23_g9799.t1	Smp_099240.1
OG0007212	FhHiC23_g8378.t1	Smp_000690.1
OG0007213	FhHiC23_g8377.t1	Smp_000680.1
OG0007214	FhHiC23_g3009.t1	Smp_136930.1
OG0007215	FhHiC23_g11855.t1	Smp_157840.1
OG0007216	FhHiC23_g15418.t1	Smp_341610.1
OG0007217	FhHiC23_g14507.t1	Smp_149580.1
OG0007218	FhHiC23_g1804.t1	Smp_213010.2, Smp_213010.1
OG0007219	FhHiC23_g11941.t1	Smp_165830.1
OG0007220	FhHiC23_g5980.t1	Smp_027990.1
OG0007221	FhHiC23_g5974.t1	Smp_028130.1
OG0007222	FhHiC23_g10868.t1	Smp_107200.2, Smp_107200.1
OG0007223	FhHiC23_g7508.t1	Smp_137810.1
OG0007225	FhHiC23_g7902.t1	Smp_311980.1
OG0007226	FhHiC23_g14034.t1	Smp_155340.1
OG0007227	FhHiC23_g16385.t1, FhHiC23_g16385.t2	Smp_214040.1
OG0007228	FhHiC23_g3404.t1	Smp_267010.1
OG0007229	FhHiC23_g10672.t1, FhHiC23_g1407.t1	Smp_042910.1
OG0007230	FhHiC23_g12870.t1	Smp_068240.1
OG0007231	FhHiC23_g10120.t1	Smp_318490.1, Smp_201070.1
OG0007232	FhHiC23_g11104.t1	Smp_017870.1
OG0007233	FhHiC23_g9871.t1	Smp_342130.1
OG0007234	FhHiC23_g7119.t1	Smp_073920.1
OG0007235	FhHiC23_g15627.t1	Smp_073470.1
OG0007236	FhHiC23_g12949.t1	Smp_322240.1
OG0007237	FhHiC23_g2697.t1	Smp_160670.1
OG0007239	FhHiC23_g1094.t1	Smp_042140.1
OG0007240	FhHiC23_g922.t1	Smp_341750.1
OG0007241	FhHiC23_g14273.t1	Smp_170610.1
OG0007242	FhHiC23_g14296.t1, FhHiC23_g14296.t2	Smp_051410.1
OG0007243	FhHiC23_g5033.t1	Smp_165070.1
OG0007244	FhHiC23_g2421.t1	Smp_150040.1
OG0007245	FhHiC23_g750.t1	Smp_049160.1
OG0007246	FhHiC23_g1118.t1	Smp_310650.1
OG0007247	FhHiC23_g1724.t1	Smp_045300.1
OG0007248	FhHiC23_g10456.t1	Smp_123810.1
OG0007249	FhHiC23_g3923.t1	Smp_067930.1
OG0007250	FhHiC23_g5877.t1	Smp_213670.1
OG0007251	FhHiC23_g5622.t1	Smp_319070.1
OG0007252	FhHiC23_g12914.t1, FhHiC23_g12914.t2	Smp_157690.1
OG0007253	FhHiC23_g1563.t1	Smp_128810.1
OG0007254	FhHiC23_g663.t1	Smp_166170.1
OG0007255	FhHiC23_g2479.t1	Smp_346120.1
OG0007257	FhHiC23_g2378.t1	Smp_102400.1
OG0007258	FhHiC23_g9916.t1, FhHiC23_g9916.t2	Smp_175630.1
OG0007259	FhHiC23_g12598.t1	Smp_132030.1
OG0007260	FhHiC23_g366.t1	Smp_343770.1
OG0007261	FhHiC23_g6238.t1	Smp_072380.1
OG0007262	FhHiC23_g3842.t1, FhHiC23_g3842.t2	Smp_247680.1
OG0007263	FhHiC23_g11890.t1	Smp_012110.1
OG0007265	FhHiC23_g10318.t1	Smp_079310.1
OG0007266	FhHiC23_g8499.t1	Smp_326000.1, Smp_326010.1
OG0007267	FhHiC23_g16276.t1	Smp_036780.1
OG0007268	FhHiC23_g14219.t1	Smp_342110.1
OG0007269	FhHiC23_g15600.t1	Smp_155040.1
OG0007271	FhHiC23_g12831.t1, FhHiC23_g12831.t2	Smp_043390.1
OG0007272	FhHiC23_g13243.t1	Smp_007670.1
OG0007273	FhHiC23_g13221.t1	Smp_022740.1
OG0007274	FhHiC23_g8.t1	Smp_047550.1
OG0007275	FhHiC23_g4657.t1	Smp_165930.1
OG0007276	FhHiC23_g5611.t1, FhHiC23_g5611.t2	Smp_345250.1
OG0007277	FhHiC23_g1975.t1	Smp_124720.1
OG0007278	FhHiC23_g14511.t1	Smp_055920.1
OG0007279	FhHiC23_g4011.t1	Smp_314990.1
OG0007280	FhHiC23_g3048.t1	Smp_342550.1
OG0007281	FhHiC23_g2679.t1	Smp_213530.1
OG0007282	FhHiC23_g7703.t1	Smp_241400.1
OG0007283	FhHiC23_g3314.t1	Smp_332290.1, Smp_310770.1
OG0007284	FhHiC23_g15126.t1	Smp_203720.1
OG0007285	FhHiC23_g13984.t1	Smp_091380.1
OG0007286	FhHiC23_g1713.t1	Smp_180890.1
OG0007287	FhHiC23_g6891.t1, FhHiC23_g6890.t1	Smp_137990.1
OG0007288	FhHiC23_g511.t1	Smp_027220.1
OG0007289	FhHiC23_g7503.t1	Smp_079710.1
OG0007290	FhHiC23_g6479.t1	Smp_175710.1
OG0007291	FhHiC23_g1842.t1	Smp_082740.1
OG0007292	FhHiC23_g562.t1	Smp_341500.1
OG0007293	FhHiC23_g2091.t1	Smp_131660.1
OG0007294	FhHiC23_g2998.t1	Smp_304980.1
OG0007295	FhHiC23_g12292.t1, FhHiC23_g12292.t2	Smp_015730.1
OG0007296	FhHiC23_g8463.t1, FhHiC23_g8463.t2	Smp_070770.1
OG0007297	FhHiC23_g15871.t1	Smp_346080.1
OG0007298	FhHiC23_g14732.t1	Smp_301420.1
OG0007299	FhHiC23_g2962.t1	Smp_104960.1
OG0007300	FhHiC23_g10258.t1	Smp_321950.1
OG0007301	FhHiC23_g5793.t1	Smp_335590.1
OG0007302	FhHiC23_g3524.t1, FhHiC23_g3524.t2	Smp_064350.1
OG0007303	FhHiC23_g4247.t1	Smp_069770.1
OG0007304	FhHiC23_g13949.t2, FhHiC23_g13949.t1	Smp_303120.1
OG0007306	FhHiC23_g2970.t1	Smp_248150.1, Smp_248150.2
OG0007307	FhHiC23_g550.t1	Smp_342050.1
OG0007308	FhHiC23_g2136.t2, FhHiC23_g2136.t1	Smp_088990.1
OG0007309	FhHiC23_g8182.t1	Smp_159630.1
OG0007310	FhHiC23_g2711.t1	Smp_340990.1
OG0007311	FhHiC23_g13742.t1	Smp_191360.1
OG0007312	FhHiC23_g13017.t1	Smp_204120.1
OG0007313	FhHiC23_g3417.t1	Smp_165330.1
OG0007314	FhHiC23_g1057.t1	Smp_021140.1
OG0007315	FhHiC23_g4268.t1	Smp_081790.1
OG0007316	FhHiC23_g5299.t1, FhHiC23_g5299.t2	Smp_033610.1
OG0007317	FhHiC23_g6140.t1	Smp_025670.1
OG0007318	FhHiC23_g13079.t1	Smp_340560.1
OG0007319	FhHiC23_g2099.t1, FhHiC23_g2099.t2	Smp_004590.1
OG0007320	FhHiC23_g5166.t1	Smp_332590.1
OG0007321	FhHiC23_g12679.t1	Smp_019730.1
OG0007323	FhHiC23_g2964.t1	Smp_104860.1
OG0007325	FhHiC23_g10808.t1	Smp_146870.1
OG0007326	FhHiC23_g2668.t1	Smp_150030.1
OG0007327	FhHiC23_g13559.t1, FhHiC23_g13559.t2, FhHiC23_g13559.t3	Smp_093750.1
OG0007328	FhHiC23_g5369.t1	Smp_035080.1
OG0007329	FhHiC23_g15293.t1	Smp_170160.1
OG0007330	FhHiC23_g6824.t1, FhHiC23_g6824.t2	Smp_173790.1, Smp_325740.1
OG0007331	FhHiC23_g1708.t1	Smp_333970.1
OG0007332	FhHiC23_g5421.t1	Smp_093440.1
OG0007333	FhHiC23_g5820.t1, FhHiC23_g4667.t1	Smp_200380.1
OG0007334	FhHiC23_g16289.t1	Smp_340250.1
OG0007335	FhHiC23_g11566.t1, FhHiC23_g11566.t2	Smp_345565.1
OG0007336	FhHiC23_g5170.t1, FhHiC23_g5170.t2	Smp_095470.1
OG0007337	FhHiC23_g6865.t1	Smp_150180.1
OG0007338	FhHiC23_g7795.t1	Smp_350360.1
OG0007339	FhHiC23_g2357.t1	Smp_344770.1
OG0007340	FhHiC23_g10725.t1	Smp_039600.1
OG0007342	FhHiC23_g5964.t1	Smp_200610.1
OG0007343	FhHiC23_g1634.t1	Smp_023170.1
OG0007344	FhHiC23_g13478.t1	Smp_132080.1
OG0007345	FhHiC23_g3139.t1	Smp_329620.1
OG0007346	FhHiC23_g9308.t1	Smp_190140.1
OG0007347	FhHiC23_g11794.t1	Smp_130490.1
OG0007348	FhHiC23_g12981.t1	Smp_090800.1
OG0007350	FhHiC23_g487.t2, FhHiC23_g487.t4	Smp_090010.1
OG0007351	FhHiC23_g13157.t1	Smp_018020.1
OG0007352	FhHiC23_g1494.t1	Smp_082030.1
OG0007353	FhHiC23_g5070.t1, FhHiC23_g5071.t1	Smp_079230.1
OG0007355	FhHiC23_g10655.t1	Smp_033010.1
OG0007356	FhHiC23_g10830.t1	Smp_074500.1
OG0007357	FhHiC23_g12288.t1, FhHiC23_g12289.t1	Smp_093780.1, Smp_322080.1
OG0007358	FhHiC23_g13174.t1	Smp_037700.1
OG0007359	FhHiC23_g16657.t1	Smp_162180.1
OG0007360	FhHiC23_g1930.t1, FhHiC23_g1931.t1, FhHiC23_g1931.t2	Smp_311010.2, Smp_311010.1
OG0007361	FhHiC23_g2101.t1, FhHiC23_g2101.t2	Smp_213550.1
OG0007362	FhHiC23_g2255.t1	Smp_004630.1, Smp_004630.2
OG0007363	FhHiC23_g2918.t1	Smp_347270.1
OG0007364	FhHiC23_g4729.t1	Smp_144540.1
OG0007365	FhHiC23_g6803.t1, FhHiC23_g6803.t2	Smp_267170.1
OG0007366	FhHiC23_g6852.t1	Smp_335300.1
OG0007367	FhHiC23_g7742.t2	Smp_308310.1
OG0007413	FhHiC23_g1446.t1	Smp_021960.1
OG0007414	FhHiC23_g11737.t1	Smp_153550.1
OG0007415	FhHiC23_g14404.t1	Smp_175550.1
OG0007416	FhHiC23_g1864.t1	Smp_328540.1
OG0007417	FhHiC23_g13093.t1	Smp_322990.1
OG0007418	FhHiC23_g469.t1	Smp_062560.1
OG0007419	FhHiC23_g13515.t1, FhHiC23_g13515.t2	Smp_158750.1
OG0007420	FhHiC23_g15102.t1	Smp_244000.1
OG0007421	FhHiC23_g10106.t1	Smp_127860.1
OG0007422	FhHiC23_g11006.t1	Smp_015440.1
OG0007423	FhHiC23_g11007.t1	Smp_130610.1
OG0007424	FhHiC23_g14261.t1	Smp_144120.1
OG0007425	FhHiC23_g3193.t1, FhHiC23_g3193.t2	Smp_344000.1
OG0007426	FhHiC23_g16311.t1	Smp_309355.1
OG0007427	FhHiC23_g15950.t2, FhHiC23_g15950.t1	Smp_337830.3
OG0007428	FhHiC23_g11317.t1	Smp_163140.1
OG0007429	FhHiC23_g15800.t1	Smp_162980.1
OG0007430	FhHiC23_g6702.t1	Smp_124600.1
OG0007431	FhHiC23_g3537.t1	Smp_082570.1
OG0007432	FhHiC23_g1009.t1	Smp_333790.1
OG0007433	FhHiC23_g7663.t1	Smp_326670.1
OG0007434	FhHiC23_g7665.t1	Smp_023710.1
OG0007435	FhHiC23_g8133.t1	Smp_134870.1
OG0007436	FhHiC23_g14613.t1	Smp_072450.1
