Orthogroup	fasciola_gigantica	schistosoma_mansoni
OG0000416	FGIG_10985, FGIG_07789, FGIG_12457	Smp_067480.1, Smp_136640.1
OG0000416	FGIG_07250	Smp_067490.1
OG0000417	FGIG_07860	Smp_130000.1
OG0000418	FGIG_07977, FGIG_11738, FGIG_12450	Smp_153010.1
OG0000419	FGIG_09307	Smp_153760.1
OG0000420	FGIG_09853	Smp_310080.1
OG0000421	FGIG_09942	Smp_000480.1, Smp_000480.2
OG0000422	FGIG_10041	Smp_014010.1
OG0000425	FGIG_00596	Smp_140950.1
OG0000426	FGIG_00984	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1, Smp_047640.2, Smp_047640.1
OG0000427	FGIG_01900, FGIG_06350	Smp_128770.1
OG0000428	FGIG_02141, FGIG_04993, FGIG_02140	Smp_302740.1
OG0000429	FGIG_05114	Smp_300560.1
OG0000429	FGIG_08773	Smp_163090.1
OG0000430	FGIG_02540, FGIG_02734	Smp_033760.1
OG0000431	FGIG_02682	Smp_157350.1
OG0000432	FGIG_02953	Smp_140120.1
OG0000433	FGIG_03051	Smp_196260.1
OG0000434	FGIG_07436, FGIG_07788, FGIG_12172, FGIG_03250	Smp_127820.1, Smp_127820.2
OG0000435	FGIG_03380, FGIG_03381	Smp_140640.1
OG0000436	FGIG_04181	Smp_245820.1, Smp_245820.2
OG0000437	FGIG_04672	Smp_028650.1
OG0000438	FGIG_04722	Smp_007510.1
OG0000439	FGIG_05052	Smp_061510.1
OG0000440	FGIG_05435	Smp_300220.1, Smp_300210.1, Smp_300200.1
OG0000441	FGIG_06666	Smp_128480.1
OG0000441	FGIG_10681, FGIG_09295	Smp_241420.1
OG0000442	FGIG_06753	Smp_000030.1
OG0000443	FGIG_07760	Smp_133530.1
OG0000444	FGIG_09462, FGIG_11910, FGIG_09471	Smp_148940.1, Smp_148940.2
OG0000445	FGIG_11201	Smp_002840.1
OG0000447	FGIG_00135	Smp_312150.1
OG0000448	FGIG_00556	Smp_161790.1
OG0000449	FGIG_00826	Smp_246790.1, Smp_246790.3
OG0000450	FGIG_01291, FGIG_04679	Smp_003980.1
OG0000451	FGIG_01553	Smp_267100.1
OG0000452	FGIG_03230	Smp_248190.1
OG0000453	FGIG_04192	Smp_311970.1, Smp_311970.2
OG0000454	FGIG_06158	Smp_158110.2, Smp_158110.1
OG0000454	FGIG_09647	Smp_309480.1, Smp_314640.1, Smp_062900.2
OG0000455	FGIG_06485	Smp_129160.1, Smp_157720.1
OG0000456	FGIG_08883	Smp_149040.1
OG0000457	FGIG_08921	Smp_034980.1
OG0000458	FGIG_09209	Smp_345710.1
OG0000459	FGIG_09431	Smp_322900.1, Smp_302920.1
OG0000464	FGIG_00328, FGIG_00327	Smp_047190.1
OG0000465	FGIG_00532	Smp_030760.1
OG0000466	FGIG_01561, FGIG_03877, FGIG_01560, FGIG_01559	Smp_245780.1
OG0000467	FGIG_02474, FGIG_02706, FGIG_02707, FGIG_02708, FGIG_02710, FGIG_02709	Smp_126540.1
OG0000468	FGIG_02572	Smp_141580.1
OG0000469	FGIG_03009	Smp_031070.1, Smp_031070.2
OG0000470	FGIG_04092	Smp_156450.1
OG0000471	FGIG_05330, FGIG_05331	Smp_138860.1
OG0000472	FGIG_10508, FGIG_06143	Smp_302020.1, Smp_126580.1, Smp_302030.1
OG0000473	FGIG_06411, FGIG_12123, FGIG_06410	Smp_138590.1
OG0000474	FGIG_07254	Smp_122810.1
OG0000475	FGIG_07645	Smp_169800.1
OG0000476	FGIG_08382, FGIG_08383	Smp_342610.1, Smp_342610.2
OG0000477	FGIG_08447, FGIG_12672	Smp_090450.1
OG0000478	FGIG_10674	Smp_096450.1
OG0000479	FGIG_09169	Smp_094330.1
OG0000480	FGIG_09555	Smp_134950.1
OG0000481	FGIG_11554, FGIG_10028	Smp_134880.1
OG0000482	FGIG_10421	Smp_172280.1
OG0000483	FGIG_11522, FGIG_10429	Smp_309950.1, Smp_309960.1
OG0000484	FGIG_10469, FGIG_11973	Smp_332380.1
OG0000485	FGIG_10899	Smp_058400.1
OG0000490	FGIG_00244	Smp_100130.1
OG0000491	FGIG_01361	Smp_081260.1
OG0000492	FGIG_01399, FGIG_01400	Smp_181440.1
OG0000493	FGIG_10535, FGIG_02574, FGIG_02575	Smp_004730.1
OG0000493	FGIG_02106	Smp_340320.1
OG0000495	FGIG_02597, FGIG_02595	Smp_336640.1
OG0000496	FGIG_02657	Smp_092770.1
OG0000497	FGIG_03046	Smp_068920.1, Smp_068920.2, Smp_245240.1
OG0000498	FGIG_08610	Smp_124070.1
OG0000498	FGIG_06356, FGIG_06355, FGIG_09764	Smp_331830.1
OG0000499	FGIG_03308, FGIG_03309	Smp_343450.1
OG0000500	FGIG_05535	Smp_347050.1
OG0000501	FGIG_05786	Smp_161970.1, Smp_161970.2
OG0000502	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687	Smp_137330.1
OG0000503	FGIG_06020	Smp_022400.1
OG0000504	FGIG_06236	Smp_133710.1
OG0000505	FGIG_06258	Smp_072350.1
OG0000506	FGIG_07761	Smp_212200.1
OG0000507	FGIG_08020, FGIG_08019	Smp_246510.1, Smp_246510.2
OG0000508	FGIG_09651	Smp_024000.1
OG0000509	FGIG_11147, FGIG_09900	Smp_046790.1, Smp_127200.1
OG0000510	FGIG_09919, FGIG_09920	Smp_152500.1, Smp_344480.2, Smp_344480.1
OG0000511	FGIG_10110	Smp_329270.1, Smp_336120.1, Smp_329280.1, Smp_149750.1, Smp_149750.2, Smp_149750.3
OG0000512	FGIG_10635	Smp_166940.1
OG0000513	FGIG_11295, FGIG_10901	Smp_333620.1
OG0000514	FGIG_11731	Smp_122840.1
OG0000515	FGIG_11760, FGIG_11877	Smp_153720.1
OG0000516	FGIG_11912, FGIG_11911	Smp_129110.1
OG0000517	FGIG_11937	Smp_161980.1
OG0000521	FGIG_00188	Smp_316340.1
OG0000522	FGIG_00655	Smp_166440.1
OG0000523	FGIG_00791	Smp_155750.1
OG0000524	FGIG_00872, FGIG_04807	Smp_065810.1
OG0000525	FGIG_03698	Smp_122900.1
OG0000526	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950	Smp_304370.1
OG0000527	FGIG_04305, FGIG_04306	Smp_062680.1
OG0000528	FGIG_05456, FGIG_05455	Smp_140520.1
OG0000529	FGIG_05544	Smp_102160.2, Smp_102160.1
OG0000529	FGIG_08863	Smp_123870.1
OG0000530	FGIG_05770	Smp_005670.1, Smp_349020.1, Smp_337130.1
OG0000531	FGIG_05789, FGIG_10492, FGIG_10493	Smp_145090.1
OG0000532	FGIG_07231	Smp_324710.1, Smp_092880.1
OG0000533	FGIG_07562	Smp_347530.1, Smp_347530.2
OG0000534	FGIG_13988, FGIG_07681	Smp_149080.1
OG0000535	FGIG_12466, FGIG_08126, FGIG_08125	Smp_029470.1, Smp_029500.1
OG0000536	FGIG_08935, FGIG_08934	Smp_079740.1
OG0000537	FGIG_12232, FGIG_12182	Smp_060860.1
OG0000539	FGIG_00008	Smp_021170.1, Smp_021170.3, Smp_021170.2
OG0000540	FGIG_00485, FGIG_00487	Smp_245200.1
OG0000541	FGIG_00810	Smp_333760.1
OG0000542	FGIG_00859	Smp_123290.1
OG0000543	FGIG_01118	Smp_336650.1
OG0000544	FGIG_01478, FGIG_01480	Smp_090070.1
OG0000545	FGIG_02161	Smp_047900.1
OG0000545	FGIG_04734	Smp_142050.1
OG0000546	FGIG_02171	Smp_322440.1
OG0000547	FGIG_02243	Smp_169940.1
OG0000548	FGIG_02293	Smp_140820.1
OG0000549	FGIG_02503	Smp_165440.2, Smp_165440.1
OG0000550	FGIG_02524, FGIG_04548	Smp_244030.1, Smp_244040.1
OG0000551	FGIG_11586	Smp_337740.1
OG0000552	FGIG_03044	Smp_068950.1
OG0000552	FGIG_10688	Smp_212260.1
OG0000553	FGIG_06277, FGIG_03255	Smp_300840.1, Smp_300840.2
OG0000554	FGIG_03594, FGIG_03593, FGIG_09273	Smp_078280.1
OG0000555	FGIG_06696, FGIG_03633, FGIG_07782	Smp_005500.1
OG0000556	FGIG_04270	Smp_168160.1
OG0000557	FGIG_04408	Smp_068070.1
OG0000558	FGIG_04989	Smp_044970.1
OG0000559	FGIG_05022, FGIG_05024, FGIG_05023	Smp_347940.1
OG0000560	FGIG_05328	Smp_175780.1
OG0000561	FGIG_05533	Smp_023010.1
OG0000562	FGIG_05555, FGIG_05553	Smp_144020.1
OG0000563	FGIG_06026	Smp_039870.1
OG0000564	FGIG_06399, FGIG_10134	Smp_088950.1, Smp_088950.2
OG0000565	FGIG_06423	Smp_028210.2, Smp_028210.1
OG0000566	FGIG_06842	Smp_053060.1
OG0000567	FGIG_07651	Smp_197370.1
OG0000568	FGIG_08587	Smp_088650.1
OG0000568	FGIG_08255	Smp_340020.1
OG0000568	FGIG_08984	Smp_032180.1
OG0000569	FGIG_08518	Smp_333030.1
OG0000570	FGIG_11175, FGIG_11174, FGIG_08779	Smp_135790.1, Smp_135790.3, Smp_135790.2
OG0000571	FGIG_09381, FGIG_08972	Smp_011680.1, Smp_011680.2
OG0000572	FGIG_10316	Smp_243200.1
OG0000574	FGIG_11179, FGIG_10756	Smp_168310.1, Smp_168310.2, Smp_242540.1
OG0000575	FGIG_10778	Smp_174240.3, Smp_174240.1, Smp_174240.2
OG0000576	FGIG_11079	Smp_061590.1
OG0000580	FGIG_01348	Smp_125890.1
OG0000580	FGIG_06846	Smp_033700.1
OG0000581	FGIG_01599, FGIG_01600, FGIG_01602	Smp_246950.1
OG0000582	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914	Smp_146750.1, Smp_146740.1
OG0000582	FGIG_04913	Smp_045680.1
OG0000583	FGIG_01854	Smp_341630.1
OG0000584	FGIG_02128	Smp_343410.1, Smp_343410.2
OG0000585	FGIG_03970	Smp_141830.1
OG0000586	FGIG_04310	Smp_194160.1
OG0000587	FGIG_06053, FGIG_06054, FGIG_06186, FGIG_06185, FGIG_10628	Smp_322850.1
OG0000588	FGIG_04873, FGIG_04872	Smp_160370.1, Smp_160370.2, Smp_160370.3
OG0000589	FGIG_05822	Smp_034410.1
OG0000590	FGIG_06108	Smp_019990.1
OG0000590	FGIG_09604	Smp_060700.1
OG0000591	FGIG_07049	Smp_028200.1, Smp_028200.2
OG0000592	FGIG_07330	Smp_128960.1
OG0000593	FGIG_07487	Smp_125790.1
OG0000594	FGIG_09951	Smp_103810.1
OG0000595	FGIG_10443	Smp_128150.1
OG0000598	FGIG_00058	Smp_135900.1
OG0000599	FGIG_00310	Smp_105930.1
OG0000600	FGIG_00415	Smp_187940.1
OG0000601	FGIG_00679, FGIG_00677	Smp_134600.1
OG0000601	FGIG_06993, FGIG_06994	Smp_172040.1
OG0000602	FGIG_07880, FGIG_00906	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4
OG0000603	FGIG_01276	Smp_123010.1
OG0000604	FGIG_01861	Smp_090930.1
OG0000605	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151	Smp_097750.1, Smp_097800.1
OG0000606	FGIG_02582	Smp_074610.1
OG0000606	FGIG_02582	Smp_089860.1
OG0000606	FGIG_04619	Smp_074610.1
OG0000606	FGIG_04619	Smp_089860.1
OG0000606	FGIG_05706	Smp_074610.1
OG0000606	FGIG_05706	Smp_089860.1
OG0000606	FGIG_02444	Smp_026880.1, Smp_318950.1
OG0000606	FGIG_11978	Smp_082240.1
OG0000606	FGIG_11978	Smp_348800.1
OG0000607	FGIG_02390	Smp_154420.1
OG0000608	FGIG_12153, FGIG_02513	Smp_245720.1
OG0000609	FGIG_03553	Smp_163570.1, Smp_163570.2
OG0000610	FGIG_06791	Smp_035430.1
OG0000610	FGIG_04026	Smp_176600.1
OG0000611	FGIG_04031, FGIG_04611, FGIG_04610	Smp_320240.1, Smp_051640.1, Smp_331730.1
OG0000612	FGIG_05075, FGIG_07356	Smp_213240.1
OG0000613	FGIG_05297	Smp_196510.1
OG0000614	FGIG_07551, FGIG_05357, FGIG_05708	Smp_097180.1, Smp_097180.2
OG0000615	FGIG_05820	Smp_157150.1
OG0000616	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902	Smp_341160.1, Smp_341160.2
OG0000617	FGIG_06140	Smp_136240.1
OG0000618	FGIG_06230	Smp_127380.1, Smp_127380.2
OG0000619	FGIG_06508	Smp_337320.1
OG0000620	FGIG_06888	Smp_135230.1
OG0000620	FGIG_07590	Smp_171580.1
OG0000621	FGIG_08191	Smp_208090.1
OG0000622	FGIG_08378	Smp_137080.1
OG0000623	FGIG_08778	Smp_212030.1
OG0000624	FGIG_09639	Smp_133150.1
OG0000625	FGIG_12467, FGIG_09809	Smp_167590.1
OG0000626	FGIG_10065	Smp_245970.1
OG0000627	FGIG_10215, FGIG_11735	Smp_132020.1
OG0000628	FGIG_10311	Smp_132450.1
OG0000629	FGIG_11102, FGIG_11404, FGIG_11103	Smp_054790.1
OG0000630	FGIG_11115	Smp_138180.1
OG0000631	FGIG_11204	Smp_165170.1, Smp_335840.1, Smp_347080.1
OG0000632	FGIG_11309	Smp_046140.1
OG0000633	FGIG_11961, FGIG_11512	Smp_148220.1
OG0000636	FGIG_00195, FGIG_00194	Smp_144760.1
OG0000637	FGIG_00401, FGIG_09972	Smp_242110.1
OG0000638	FGIG_00444, FGIG_00445	Smp_347950.1, Smp_347950.2
OG0000639	FGIG_12024, FGIG_00548	Smp_197390.1
OG0000640	FGIG_07362, FGIG_01307	Smp_143980.1, Smp_242850.1
OG0000641	FGIG_10155	Smp_174920.1
OG0000641	FGIG_06676	Smp_007690.1
OG0000642	FGIG_01513	Smp_145980.1
OG0000643	FGIG_07634	Smp_045420.1
OG0000643	FGIG_01520	Smp_045410.1, Smp_045410.2
OG0000644	FGIG_02755	Smp_170550.1, Smp_170550.2
OG0000645	FGIG_03205, FGIG_03204	Smp_132850.1, Smp_210550.2
OG0000646	FGIG_06464, FGIG_04063	Smp_011660.1, Smp_011660.2, Smp_011660.3
OG0000647	FGIG_04352	Smp_129420.1
OG0000648	FGIG_04810	Smp_214260.1
OG0000649	FGIG_12167, FGIG_04864	Smp_247230.1
OG0000650	FGIG_05802	Smp_042340.1
OG0000651	FGIG_06711	Smp_302650.1
OG0000652	FGIG_07451, FGIG_11251	Smp_049600.1
OG0000653	FGIG_08008	Smp_306290.1, Smp_306300.1
OG0000654	FGIG_08135	Smp_331710.1
OG0000655	FGIG_08460	Smp_314360.1, Smp_332750.1, Smp_316680.1, Smp_316680.2, Smp_101230.1
OG0000656	FGIG_11331	Smp_043150.1
OG0000657	FGIG_12016	Smp_082280.1
OG0000663	FGIG_00042	Smp_343540.1
OG0000664	FGIG_00049	Smp_157740.1
OG0000665	FGIG_00160, FGIG_00161	Smp_334140.1
OG0000666	FGIG_00549	Smp_145890.1
OG0000667	FGIG_01542	Smp_006320.1, Smp_006320.2
OG0000668	FGIG_01730, FGIG_09027	Smp_014780.1
OG0000669	FGIG_01837	Smp_177120.1
OG0000670	FGIG_01974	Smp_340760.2
OG0000671	FGIG_08408, FGIG_02086	Smp_169530.1
OG0000672	FGIG_02238	Smp_245600.1, Smp_245600.2
OG0000673	FGIG_09403, FGIG_02862, FGIG_11262	Smp_173730.1
OG0000674	FGIG_03748	Smp_041760.1
OG0000675	FGIG_04836	Smp_089180.1
OG0000676	FGIG_04981	Smp_129950.1, Smp_129950.2
OG0000677	FGIG_08608, FGIG_05149	Smp_304500.1
OG0000678	FGIG_05212, FGIG_08440	Smp_341660.1
OG0000679	FGIG_05421	Smp_089240.1
OG0000680	FGIG_06325	Smp_096640.1, Smp_096640.2
OG0000681	FGIG_07672, FGIG_07674, FGIG_07673	Smp_139540.1
OG0000682	FGIG_08671, FGIG_10440	Smp_310140.1
OG0000683	FGIG_08868	Smp_028730.1
OG0000683	FGIG_11508	Smp_000510.1
OG0000684	FGIG_09603	Smp_210150.1
OG0000685	FGIG_10349	Smp_145410.1, Smp_145410.2
OG0000686	FGIG_10794	Smp_166830.1
OG0000687	FGIG_10988	Smp_169260.2, Smp_169260.1
OG0000688	FGIG_11395	Smp_244830.1
OG0000689	FGIG_11959, FGIG_11996, FGIG_12497	Smp_169580.1
OG0000695	FGIG_01172	Smp_126480.1
OG0000695	FGIG_00165	Smp_078690.1
OG0000696	FGIG_00322	Smp_302850.1
OG0000697	FGIG_00451	Smp_148720.1
OG0000698	FGIG_00723	Smp_015220.1, Smp_015220.2
OG0000699	FGIG_00957	Smp_008490.1
OG0000699	FGIG_08660	Smp_157950.1
OG0000700	FGIG_01249	Smp_349610.1, Smp_319400.1, Smp_092150.1, Smp_151640.1
OG0000701	FGIG_01998	Smp_132270.1
OG0000702	FGIG_02188	Smp_123060.1
OG0000703	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144	Smp_123720.1
OG0000704	FGIG_02296	Smp_072110.1
OG0000705	FGIG_02537, FGIG_04858	Smp_347680.1
OG0000706	FGIG_03088	Smp_104670.1
OG0000706	FGIG_06242	Smp_014660.1
OG0000707	FGIG_03479, FGIG_13999	Smp_152960.1
OG0000708	FGIG_03513, FGIG_05397	Smp_041060.1
OG0000709	FGIG_03634	Smp_198940.1
OG0000710	FGIG_04123	Smp_346720.1
OG0000711	FGIG_04685	Smp_334200.1
OG0000712	FGIG_04717	Smp_148370.1
OG0000713	FGIG_04850	Smp_312660.1
OG0000714	FGIG_09522, FGIG_05276	Smp_196150.1, Smp_196150.2
OG0000715	FGIG_05565	Smp_076950.1
OG0000716	FGIG_06079, FGIG_11256	Smp_244580.1
OG0000717	FGIG_06905, FGIG_06906	Smp_311920.1, Smp_346240.1
OG0000718	FGIG_07103	Smp_135560.1
OG0000719	FGIG_07183	Smp_137650.1
OG0000720	FGIG_07280	Smp_213520.1
OG0000721	FGIG_07460	Smp_122800.1
OG0000722	FGIG_07693, FGIG_07988	Smp_166610.1
OG0000723	FGIG_08409	Smp_169520.1
OG0000724	FGIG_08545, FGIG_08543	Smp_157560.1
OG0000725	FGIG_08674, FGIG_12036	Smp_155780.1
OG0000726	FGIG_08836	Smp_175570.1
OG0000726	FGIG_08835	Smp_097240.1
OG0000727	FGIG_09069	Smp_079700.1
OG0000728	FGIG_12215, FGIG_09158	Smp_071960.1
OG0000729	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791	Smp_128370.1
OG0000730	FGIG_10454	Smp_074070.1
OG0000731	FGIG_10487	Smp_347040.1
OG0000732	FGIG_11075	Smp_343150.1
OG0000733	FGIG_12111, FGIG_11583	Smp_169150.1, Smp_169150.2
OG0000736	FGIG_00111	Smp_144940.1
OG0000737	FGIG_00338, FGIG_00337, FGIG_00339	Smp_305100.1, Smp_305110.1
OG0000738	FGIG_02670, FGIG_00476, FGIG_08925	Smp_205270.1, Smp_346410.1
OG0000740	FGIG_01427	Smp_093920.1
OG0000741	FGIG_02730	Smp_129260.1
OG0000742	FGIG_02978	Smp_112480.1
OG0000743	FGIG_03357	Smp_150340.1
OG0000744	FGIG_04615	Smp_171640.1
OG0000745	FGIG_04697, FGIG_11035	Smp_142600.1
OG0000746	FGIG_05601	Smp_018250.1, Smp_018250.2
OG0000747	FGIG_05634	Smp_344430.1, Smp_344430.2
OG0000748	FGIG_05694, FGIG_05760, FGIG_05761	Smp_053220.1
OG0000749	FGIG_05710	Smp_213300.1, Smp_213300.2
OG0000750	FGIG_06338	Smp_306910.1
OG0000751	FGIG_06853, FGIG_12237	Smp_159490.1, Smp_057620.1
OG0000752	FGIG_06872	Smp_015020.1, Smp_130300.1
OG0000753	FGIG_07104	Smp_334530.1
OG0000754	FGIG_07172	Smp_123040.1
OG0000755	FGIG_07206	Smp_145510.1, Smp_145510.2
OG0000756	FGIG_07332	Smp_344380.1
OG0000757	FGIG_07577	Smp_148250.1
OG0000758	FGIG_07692	Smp_190020.2, Smp_190020.1
OG0000759	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238	Smp_135460.1
OG0000760	FGIG_08405	Smp_056640.1
OG0000761	FGIG_08641	Smp_175340.1
OG0000762	FGIG_11563, FGIG_11679	Smp_136300.1
OG0000762	FGIG_08717	Smp_172200.1
OG0000763	FGIG_10588	Smp_038140.1, Smp_038140.2
OG0000764	FGIG_10711	Smp_128420.1, Smp_128420.2
OG0000765	FGIG_12043, FGIG_11357	Smp_094420.1
OG0000765	FGIG_11560, FGIG_12698	Smp_024520.1
OG0000766	FGIG_11419	Smp_127460.1, Smp_127460.2
OG0000767	FGIG_11449	Smp_243680.1
OG0000768	FGIG_11533, FGIG_12305	Smp_049390.1
OG0000769	FGIG_12118, FGIG_12119	Smp_343570.1
OG0000770	FGIG_12503, FGIG_12181	Smp_130580.1
OG0000773	FGIG_04534, FGIG_00207	Smp_162030.1, Smp_162030.2
OG0000774	FGIG_00300, FGIG_00299	Smp_131070.1, Smp_131070.2, Smp_131070.3
OG0000775	FGIG_00308	Smp_167020.1
OG0000776	FGIG_10546	Smp_001360.1
OG0000776	FGIG_00374	Smp_032810.1
OG0000777	FGIG_00633	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1, Smp_130070.5
OG0000778	FGIG_03692	Smp_306370.1
OG0000779	FGIG_00938	Smp_171600.1
OG0000780	FGIG_01425	Smp_146830.1, Smp_146830.3, Smp_146830.2
OG0000781	FGIG_01631	Smp_143130.1
OG0000781	FGIG_06825	Smp_048560.2, Smp_048560.1
OG0000782	FGIG_01653, FGIG_01652	Smp_161680.1
OG0000783	FGIG_02146, FGIG_11024, FGIG_11880	Smp_337480.1, Smp_337480.2
OG0000784	FGIG_02281	Smp_094340.1
OG0000785	FGIG_02641, FGIG_02640	Smp_194420.1
OG0000786	FGIG_02834	Smp_247200.1
OG0000787	FGIG_03330	Smp_300570.1, Smp_121920.1, Smp_121920.2
OG0000788	FGIG_03424	Smp_058360.1
OG0000789	FGIG_03779	Smp_123840.1, Smp_123860.1
OG0000790	FGIG_08832, FGIG_03836	Smp_247160.2, Smp_247160.1
OG0000791	FGIG_09865, FGIG_04257, FGIG_04256	Smp_343700.1, Smp_343700.2
OG0000792	FGIG_04315	Smp_158720.1
OG0000793	FGIG_04387, FGIG_04388	Smp_140330.1
OG0000794	FGIG_04456	Smp_335080.1, Smp_334400.1, Smp_159110.1
OG0000795	FGIG_09877, FGIG_04474	Smp_125340.1, Smp_125340.2
OG0000796	FGIG_04495, FGIG_08360	Smp_151200.1, Smp_151210.1, Smp_333180.1
OG0000797	FGIG_10416, FGIG_04513	Smp_039820.1
OG0000798	FGIG_04574	Smp_341650.1
OG0000799	FGIG_04575	Smp_030320.1
OG0000800	FGIG_04703	Smp_244710.1
OG0000801	FGIG_04893	Smp_020550.1, Smp_020550.3, Smp_020550.2
OG0000802	FGIG_07812	Smp_137020.1
OG0000802	FGIG_12596, FGIG_05603	Smp_340590.1
OG0000803	FGIG_05677	Smp_212940.1
OG0000804	FGIG_11847, FGIG_05852	Smp_332620.1
OG0000805	FGIG_06069	Smp_010280.1
OG0000806	FGIG_06119	Smp_127030.1
OG0000807	FGIG_06243	Smp_304360.1
OG0000808	FGIG_06270	Smp_127830.1
OG0000809	FGIG_06731, FGIG_11853	Smp_173330.1
OG0000810	FGIG_06961	Smp_003670.1, Smp_003670.2
OG0000811	FGIG_07144	Smp_178750.1
OG0000812	FGIG_07516	Smp_017750.1
OG0000813	FGIG_07818	Smp_179270.1
OG0000814	FGIG_08219	Smp_150230.1, Smp_150230.2
OG0000815	FGIG_08221, FGIG_11100, FGIG_08223	Smp_307960.1
OG0000816	FGIG_08709	Smp_304140.1, Smp_314620.1
OG0000817	FGIG_09135	Smp_030860.1
OG0000818	FGIG_09435	Smp_346810.1, Smp_177290.1
OG0000819	FGIG_09439	Smp_002600.1, Smp_002600.2
OG0000820	FGIG_11717	Smp_040130.1
OG0000820	FGIG_09466	Smp_346190.1
OG0000821	FGIG_09921	Smp_310830.1, Smp_310820.1
OG0000822	FGIG_10054	Smp_064020.1
OG0000823	FGIG_10877	Smp_082810.1
OG0000823	FGIG_10391	Smp_130230.1, Smp_062300.1, Smp_062300.2
OG0000824	FGIG_10848	Smp_028670.1
OG0000825	FGIG_11216	Smp_145290.1, Smp_307840.1, Smp_313560.1
OG0000826	FGIG_11695	Smp_155630.1
OG0000827	FGIG_12190	Smp_202690.1
OG0000830	FGIG_00108	Smp_157410.1
OG0000831	FGIG_00177	Smp_040350.1
OG0000832	FGIG_00455	Smp_029240.1
OG0000833	FGIG_00489, FGIG_06899	Smp_196700.1
OG0000834	FGIG_00772	Smp_171150.1
OG0000835	FGIG_00786	Smp_310870.1
OG0000836	FGIG_00855	Smp_083770.1
OG0000837	FGIG_01009	Smp_140390.1
OG0000838	FGIG_01017, FGIG_01016	Smp_213910.1, Smp_213900.1
OG0000839	FGIG_01333	Smp_071140.1
OG0000840	FGIG_01498	Smp_345540.1
OG0000841	FGIG_01937	Smp_032510.1
OG0000842	FGIG_01947	Smp_179810.1
OG0000843	FGIG_02333	Smp_150510.1
OG0000844	FGIG_02635	Smp_166560.1, Smp_166560.2
OG0000845	FGIG_03440	Smp_141460.1
OG0000846	FGIG_04141, FGIG_04373	Smp_341400.1
OG0000847	FGIG_04277	Smp_056360.1
OG0000848	FGIG_04531	Smp_343320.1
OG0000849	FGIG_04536	Smp_196290.1
OG0000850	FGIG_04635	Smp_163620.1
OG0000851	FGIG_04677	Smp_173320.2, Smp_173320.1
OG0000852	FGIG_04776	Smp_193440.1
OG0000853	FGIG_04849, FGIG_06913	Smp_043670.2, Smp_043670.1
OG0000854	FGIG_04960	Smp_345740.1
OG0000855	FGIG_05067	Smp_147670.1
OG0000856	FGIG_05440	Smp_164880.1, Smp_327030.1
OG0000857	FGIG_06616	Smp_139100.2, Smp_139100.1, Smp_139100.3
OG0000858	FGIG_06646	Smp_007650.1
OG0000859	FGIG_07329	Smp_046930.1
OG0000860	FGIG_08877	Smp_150500.1
OG0000860	FGIG_08075	Smp_181470.1
OG0000861	FGIG_09232	Smp_333080.1
OG0000862	FGIG_09618	Smp_098320.1, Smp_098320.2
OG0000863	FGIG_09756, FGIG_11821	Smp_350030.1
OG0000864	FGIG_10031	Smp_302460.1, Smp_059790.1
OG0000865	FGIG_11450	Smp_007180.1, Smp_007180.2
OG0000866	FGIG_11612	Smp_244800.1
OG0000867	FGIG_12103	Smp_322570.1
OG0000869	FGIG_08036, FGIG_00173, FGIG_10748	Smp_063090.1
OG0000870	FGIG_00458	Smp_015840.1
OG0000871	FGIG_00704, FGIG_00705	Smp_034940.1
OG0000872	FGIG_01168	Smp_139030.1
OG0000873	FGIG_01237	Smp_162310.1
OG0000874	FGIG_09975, FGIG_05621, FGIG_02068	Smp_051530.1, Smp_051530.2
OG0000875	FGIG_02491	Smp_160600.2, Smp_160600.1
OG0000876	FGIG_02493, FGIG_13987	Smp_171020.1
OG0000877	FGIG_02724	Smp_171860.1
OG0000878	FGIG_11660, FGIG_02764	Smp_341200.1, Smp_341200.2
OG0000879	FGIG_03120	Smp_333470.1, Smp_335800.1, Smp_307800.1, Smp_350500.1, Smp_350500.2, Smp_325630.1, Smp_138000.1, Smp_325620.1, Smp_325610.1
OG0000880	FGIG_03926	Smp_055720.1
OG0000881	FGIG_04172	Smp_126260.1
OG0000881	FGIG_04278	Smp_214000.1
OG0000882	FGIG_05170	Smp_333390.1, Smp_333390.2
OG0000882	FGIG_04211	Smp_148670.1
OG0000883	FGIG_04212	Smp_148660.1
OG0000884	FGIG_04519	Smp_171790.1
OG0000885	FGIG_06559, FGIG_04824	Smp_332820.1
OG0000886	FGIG_06109	Smp_085290.1
