Orthogroup	fasciola_gigantica	schistosoma_turkestanicum
OG0002165	FGIG_08102	STRK1_24310.1
OG0002166	FGIG_08113	STRK1_53580.1
OG0002167	FGIG_08390	STRK1_107140.1
OG0002168	FGIG_08554	STRK1_51090.1
OG0002169	FGIG_08738	STRK1_20070.1, STRK1_20070.2
OG0002170	FGIG_08748	STRK1_69930.1, STRK1_69930.2
OG0002171	FGIG_08756	STRK1_17450.1, STRK1_110770.1, STRK1_17440.1, STRK1_111210.1, STRK1_17410.1, STRK1_17430.1, STRK1_95000.1, STRK1_17400.1, STRK1_111210.2
OG0002172	FGIG_08850	STRK1_29560.1
OG0002173	FGIG_09152	STRK1_61550.1, STRK1_61550.2
OG0002174	FGIG_09162	STRK1_75460.1
OG0002175	FGIG_09338	STRK1_72140.1
OG0002176	FGIG_09375	STRK1_61050.1, STRK1_61050.2, STRK1_61050.3
OG0002177	FGIG_09393	STRK1_3180.1
OG0002178	FGIG_09399	STRK1_70990.1
OG0002179	FGIG_09419	STRK1_9520.1, STRK1_9520.2
OG0002180	FGIG_09454	STRK1_71000.1
OG0002181	FGIG_09560, FGIG_11930, FGIG_11929	STRK1_54360.1
OG0002182	FGIG_09570	STRK1_103660.1, STRK1_74320.1, STRK1_70780.1, STRK1_74360.1, STRK1_74370.1
OG0002183	FGIG_09574	STRK1_10830.1
OG0002184	FGIG_09626	STRK1_88930.1, STRK1_106170.1, STRK1_88940.1, STRK1_88940.2
OG0002185	FGIG_09640	STRK1_6590.2, STRK1_6590.1, STRK1_6590.3
OG0002186	FGIG_09677	STRK1_108900.1
OG0002187	FGIG_09895	STRK1_4700.1
OG0002188	FGIG_09940	STRK1_65070.1
OG0002189	FGIG_09969	STRK1_36290.1
OG0002190	FGIG_10017	STRK1_26010.1, STRK1_26010.2
OG0002191	FGIG_10018	STRK1_10920.1, STRK1_10930.1
OG0002192	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139	STRK1_43010.1
OG0002193	FGIG_10336	STRK1_74130.1, STRK1_74130.2
OG0002194	FGIG_10539	STRK1_29470.1, STRK1_29470.2
OG0002195	FGIG_10604	STRK1_47530.1, STRK1_47530.2
OG0002196	FGIG_10636	STRK1_66090.1
OG0002197	FGIG_10687	STRK1_56410.1
OG0002198	FGIG_10743	STRK1_27050.1
OG0002199	FGIG_10871	STRK1_100700.1
OG0002200	FGIG_11136	STRK1_52060.4, STRK1_52060.5, STRK1_52060.1, STRK1_52060.2, STRK1_52060.3
OG0002201	FGIG_11203	STRK1_48510.1
OG0002202	FGIG_11573	STRK1_37310.1, STRK1_37310.2
OG0002203	FGIG_11895, FGIG_11896	STRK1_74710.1, STRK1_74720.1
OG0002204	FGIG_12650, FGIG_12066	STRK1_22740.1
OG0002205	FGIG_12452	STRK1_15930.1
OG0002206	FGIG_12508	STRK1_85640.5, STRK1_85640.8, STRK1_85640.10, STRK1_85640.9, STRK1_85640.2, STRK1_85640.1, STRK1_85640.4, STRK1_85640.7, STRK1_85640.3, STRK1_85640.6
OG0002212	FGIG_00064, FGIG_00063	STRK1_93310.1
OG0002214	FGIG_00154	STRK1_42870.1
OG0002215	FGIG_00249	STRK1_7160.1, STRK1_7160.2
OG0002217	FGIG_00514	STRK1_16700.1, STRK1_16710.1
OG0002218	FGIG_00689	STRK1_3200.1
OG0002219	FGIG_00868	STRK1_13620.1, STRK1_13620.2, STRK1_13620.3, STRK1_13620.4, STRK1_13620.5, STRK1_13620.6
OG0002220	FGIG_00875	STRK1_510.1
OG0002221	FGIG_04571	STRK1_8970.2, STRK1_8970.6, STRK1_8970.5, STRK1_8970.4, STRK1_8970.1, STRK1_8970.3
OG0002222	FGIG_01061	STRK1_35800.1
OG0002223	FGIG_01190, FGIG_01189, FGIG_08130	STRK1_101340.1, STRK1_101350.1, STRK1_1920.1, STRK1_1910.1, STRK1_1910.2
OG0002224	FGIG_01217, FGIG_07046	STRK1_7580.1
OG0002225	FGIG_01235, FGIG_01236	STRK1_86810.1, STRK1_86820.1, STRK1_102670.1
OG0002226	FGIG_01251	STRK1_26390.1
OG0002227	FGIG_01282	STRK1_40770.1
OG0002228	FGIG_01298	STRK1_105160.1, STRK1_37680.1
OG0002229	FGIG_01349	STRK1_5100.1
OG0002230	FGIG_01359	STRK1_62560.1
OG0002231	FGIG_01526	STRK1_63170.1
OG0002232	FGIG_01528	STRK1_75990.1
OG0002233	FGIG_01619	STRK1_61500.1
OG0002234	FGIG_01755	STRK1_51470.1, STRK1_51480.1
OG0002235	FGIG_01815	STRK1_2370.1
OG0002236	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960	STRK1_65740.1, STRK1_65720.1
OG0002237	FGIG_01843, FGIG_01844	STRK1_40420.1
OG0002239	FGIG_02021, FGIG_02022, FGIG_11904	STRK1_92800.1
OG0002240	FGIG_02045	STRK1_41600.1, STRK1_41600.2
OG0002241	FGIG_02071, FGIG_09407	STRK1_65920.1
OG0002242	FGIG_03786, FGIG_12095, FGIG_02183	STRK1_109860.1, STRK1_109860.2
OG0002243	FGIG_02190	STRK1_30420.1
OG0002244	FGIG_02421	STRK1_24120.1
OG0002245	FGIG_02712	STRK1_58300.1
OG0002246	FGIG_02737	STRK1_19970.1
OG0002247	FGIG_02926	STRK1_26920.1, STRK1_26920.2
OG0002248	FGIG_02985	STRK1_47190.1, STRK1_47190.2, STRK1_47190.3, STRK1_47190.4
OG0002249	FGIG_03295	STRK1_48780.1
OG0002250	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265	STRK1_38500.1
OG0002251	FGIG_03597	STRK1_25570.1, STRK1_25570.2, STRK1_25570.3
OG0002252	FGIG_03608	STRK1_6840.1, STRK1_6840.2
OG0002253	FGIG_03758	STRK1_55250.1, STRK1_55260.1, STRK1_55250.2
OG0002254	FGIG_03762	STRK1_51990.1, STRK1_51990.2
OG0002255	FGIG_03783	STRK1_3650.1, STRK1_3650.2
OG0002256	FGIG_03842	STRK1_51140.1
OG0002257	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870	STRK1_98830.1, STRK1_46810.1, STRK1_98840.1
OG0002258	FGIG_09563	STRK1_46880.1
OG0002259	FGIG_04001	STRK1_24640.2, STRK1_24640.1, STRK1_24640.3, STRK1_24640.4
OG0002260	FGIG_04041	STRK1_470.1
OG0002261	FGIG_04091	STRK1_52640.1, STRK1_52640.2, STRK1_52640.3
OG0002262	FGIG_04206	STRK1_13390.1
OG0002263	FGIG_04322	STRK1_64840.1
OG0002264	FGIG_04362	STRK1_40920.1, STRK1_40920.2
OG0002265	FGIG_04389	STRK1_38670.1
OG0002266	FGIG_04454	STRK1_100840.1
OG0002267	FGIG_04524	STRK1_11770.1, STRK1_11770.2
OG0002268	FGIG_11754, FGIG_04695	STRK1_95590.1
OG0002269	FGIG_04772, FGIG_11249	STRK1_65500.1, STRK1_99140.1, STRK1_99140.2
OG0002270	FGIG_05032	STRK1_85490.1
OG0002271	FGIG_05054, FGIG_10761	STRK1_78340.1, STRK1_78340.3, STRK1_78340.2
OG0002272	FGIG_05097	STRK1_22910.1, STRK1_106110.1, STRK1_105790.1, STRK1_107810.1, STRK1_102630.1, STRK1_22920.1, STRK1_102110.1
OG0002273	FGIG_11698, FGIG_05145	STRK1_72650.1
OG0002274	FGIG_05175	STRK1_44580.1
OG0002275	FGIG_05339	STRK1_81630.1
OG0002276	FGIG_05367	STRK1_46850.1
OG0002277	FGIG_05444, FGIG_06812	STRK1_62600.1, STRK1_97300.1, STRK1_101200.1
OG0002278	FGIG_09994, FGIG_11786, FGIG_05591	STRK1_89450.1
OG0002279	FGIG_05662	STRK1_79740.1
OG0002279	FGIG_09598	STRK1_84110.1
OG0002280	FGIG_05667, FGIG_09099	STRK1_55400.1, STRK1_55400.2, STRK1_107230.1, STRK1_100470.1
OG0002281	FGIG_05678	STRK1_41590.1
OG0002282	FGIG_05703	STRK1_8880.1
OG0002283	FGIG_11894, FGIG_05806	STRK1_52040.1
OG0002284	FGIG_05967	STRK1_68730.1
OG0002285	FGIG_05994	STRK1_12510.1, STRK1_12510.2, STRK1_12510.3
OG0002286	FGIG_06042	STRK1_65020.1
OG0002287	FGIG_06120	STRK1_59510.1
OG0002288	FGIG_06146	STRK1_75530.1
OG0002289	FGIG_06166	STRK1_34360.1, STRK1_34360.2, STRK1_34360.3, STRK1_34360.4
OG0002290	FGIG_09267, FGIG_06359	STRK1_83070.1, STRK1_83080.1
OG0002291	FGIG_06403	STRK1_62840.1, STRK1_62840.2
OG0002292	FGIG_06655	STRK1_74470.1, STRK1_74470.2
OG0002293	FGIG_06706	STRK1_58160.1
OG0002295	FGIG_06836	STRK1_91790.1, STRK1_47680.1
OG0002296	FGIG_07857, FGIG_06883	STRK1_11100.1, STRK1_11100.2
OG0002297	FGIG_06891, FGIG_06890	STRK1_36790.1, STRK1_36780.1
OG0002298	FGIG_06951	STRK1_17370.1, STRK1_17360.1
OG0002299	FGIG_07092	STRK1_25610.1, STRK1_25610.2, STRK1_25610.3, STRK1_25610.4, STRK1_25610.5
OG0002300	FGIG_09925, FGIG_07095	STRK1_72620.1
OG0002301	FGIG_07117	STRK1_88610.1
OG0002302	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708	STRK1_103010.1, STRK1_14460.1, STRK1_15020.1
OG0002303	FGIG_07470	STRK1_74450.1, STRK1_74450.2
OG0002304	FGIG_08042	STRK1_66300.1, STRK1_66300.2, STRK1_98810.1
OG0002305	FGIG_08091	STRK1_37080.1
OG0002306	FGIG_08115	STRK1_63400.1, STRK1_63400.2
OG0002307	FGIG_08189	STRK1_75540.1
OG0002308	FGIG_08211	STRK1_52390.1, STRK1_52390.2
OG0002309	FGIG_08287	STRK1_37610.1
OG0002310	FGIG_08475	STRK1_20590.1
OG0002311	FGIG_08577	STRK1_6660.1, STRK1_6660.2
OG0002312	FGIG_08678	STRK1_30930.1
OG0002313	FGIG_08766	STRK1_38600.2, STRK1_38600.1
OG0002314	FGIG_08910	STRK1_16060.2, STRK1_16060.1
OG0002315	FGIG_08928	STRK1_12500.1, STRK1_12500.2, STRK1_12500.4, STRK1_12500.3
OG0002316	FGIG_09015, FGIG_09014	STRK1_68920.2, STRK1_68920.1, STRK1_68920.3
OG0002317	FGIG_09066	STRK1_45130.2, STRK1_45130.1, STRK1_45130.3, STRK1_84570.1
OG0002318	FGIG_09233	STRK1_21310.1, STRK1_21320.1
OG0002319	FGIG_09288, FGIG_11697	STRK1_2560.1
OG0002320	FGIG_09337	STRK1_75180.1
OG0002321	FGIG_11653, FGIG_09436	STRK1_101470.1, STRK1_101460.1, STRK1_14320.1
OG0002322	FGIG_09441, FGIG_09442	STRK1_19210.1
OG0002323	FGIG_09510, FGIG_09829	STRK1_64270.1
OG0002324	FGIG_09558	STRK1_13260.1, STRK1_13260.2
OG0002325	FGIG_09644	STRK1_11440.1, STRK1_11440.2
OG0002326	FGIG_09702	STRK1_85760.1, STRK1_85760.2, STRK1_85760.3
OG0002327	FGIG_12278, FGIG_09776, FGIG_09775	STRK1_72580.1, STRK1_72580.3, STRK1_72580.2, STRK1_72590.1
OG0002328	FGIG_09778	STRK1_7300.1, STRK1_7300.2
OG0002329	FGIG_09876	STRK1_1700.1
OG0002330	FGIG_09881	STRK1_3520.1, STRK1_3520.2
OG0002331	FGIG_09927, FGIG_11900	STRK1_3190.1
OG0002332	FGIG_09958	STRK1_8010.1
OG0002333	FGIG_10059	STRK1_47720.1, STRK1_47720.2, STRK1_47720.3
OG0002334	FGIG_10145	STRK1_12070.1
OG0002335	FGIG_10281	STRK1_14220.1, STRK1_14220.2
OG0002336	FGIG_12150, FGIG_10289	STRK1_53210.1, STRK1_53210.2, STRK1_53210.4, STRK1_53210.5, STRK1_53210.3
OG0002337	FGIG_10362	STRK1_90720.1
OG0002338	FGIG_10458	STRK1_8980.1
OG0002339	FGIG_10531	STRK1_86430.1
OG0002340	FGIG_10716	STRK1_17310.1
OG0002341	FGIG_10749	STRK1_85420.1, STRK1_85420.2, STRK1_85420.3, STRK1_85420.4, STRK1_85420.5, STRK1_85420.6, STRK1_85420.7
OG0002342	FGIG_10783	STRK1_16590.1, STRK1_16590.2
OG0002343	FGIG_10808	STRK1_40100.1, STRK1_40100.2
OG0002344	FGIG_11003	STRK1_61650.4, STRK1_61650.2, STRK1_61650.1, STRK1_61650.3
OG0002345	FGIG_11019	STRK1_88290.1
OG0002346	FGIG_11123, FGIG_11122	STRK1_22810.1
OG0002347	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386	STRK1_18690.1, STRK1_18680.1, STRK1_18680.2, STRK1_18670.1
OG0002348	FGIG_11206	STRK1_30940.1
OG0002349	FGIG_11271, FGIG_11398	STRK1_85330.1
OG0002350	FGIG_11286	STRK1_104490.1, STRK1_31320.1
OG0002351	FGIG_11338	STRK1_52330.1, STRK1_52330.2, STRK1_52330.3
OG0002352	FGIG_11473	STRK1_87740.1, STRK1_87740.2
OG0002353	FGIG_11640	STRK1_71980.1
OG0002354	FGIG_12409, FGIG_11676	STRK1_12700.1
OG0002355	FGIG_11960, FGIG_11712	STRK1_71360.1
OG0002356	FGIG_11801	STRK1_62670.1, STRK1_62670.2
OG0002370	FGIG_00318, FGIG_00319	STRK1_51270.1
OG0002371	FGIG_00332	STRK1_1150.1, STRK1_1150.2, STRK1_1150.3, STRK1_1150.4
OG0002372	FGIG_00522	STRK1_63890.1, STRK1_109690.1
OG0002373	FGIG_00664	STRK1_73000.1
OG0002374	FGIG_00687	STRK1_3220.1, STRK1_3220.2, STRK1_3220.3
OG0002375	FGIG_05220, FGIG_00900	STRK1_93050.1, STRK1_93080.1
OG0002376	FGIG_00953, FGIG_09565	STRK1_70180.1, STRK1_70180.2
OG0002377	FGIG_01063, FGIG_01062	STRK1_110210.1, STRK1_111040.1, STRK1_30230.1, STRK1_30240.1
OG0002378	FGIG_01137	STRK1_38260.1
OG0002379	FGIG_05262	STRK1_41040.1
OG0002381	FGIG_01256	STRK1_51550.1
OG0002382	FGIG_01304	STRK1_9300.1, STRK1_9300.2, STRK1_9300.3
OG0002383	FGIG_01455	STRK1_46660.1, STRK1_46660.2, STRK1_46660.3
OG0002384	FGIG_09873, FGIG_01494, FGIG_13997	STRK1_79320.1
OG0002385	FGIG_01675	STRK1_37060.2, STRK1_37060.5, STRK1_37060.8, STRK1_37060.7, STRK1_37060.6, STRK1_37060.3, STRK1_37060.1, STRK1_37060.4
OG0002387	FGIG_01735, FGIG_01737, FGIG_01736	STRK1_73880.1
OG0002388	FGIG_01875, FGIG_10835	STRK1_67100.1, STRK1_67110.1, STRK1_67120.1, STRK1_10090.1, STRK1_10090.2
OG0002389	FGIG_01884	STRK1_87730.1
OG0002390	FGIG_01897, FGIG_01896, FGIG_01898	STRK1_14600.1
OG0002391	FGIG_02015	STRK1_2060.1
OG0002392	FGIG_02057	STRK1_85170.1
OG0002393	FGIG_02189, FGIG_04963	STRK1_56920.1, STRK1_56920.2
OG0002394	FGIG_02326	STRK1_32570.1
OG0002395	FGIG_02392, FGIG_12059	STRK1_91730.1, STRK1_91680.1, STRK1_107650.1
OG0002396	FGIG_02713	STRK1_34100.1
OG0002397	FGIG_02751	STRK1_76450.3, STRK1_76450.1, STRK1_76450.2, STRK1_76450.4
OG0002398	FGIG_02818	STRK1_15330.1
OG0002399	FGIG_02929, FGIG_12312	STRK1_39000.1, STRK1_39000.2
OG0002400	FGIG_02992	STRK1_17050.1
OG0002401	FGIG_03016	STRK1_105390.1
OG0002402	FGIG_03098	STRK1_19820.1, STRK1_102610.1, STRK1_19800.1, STRK1_102750.1, STRK1_19810.1
OG0002403	FGIG_03175	STRK1_24840.1, STRK1_24840.2
OG0002404	FGIG_03321	STRK1_65340.1
OG0002405	FGIG_03332	STRK1_1300.1
OG0002406	FGIG_03463	STRK1_12400.1
OG0002407	FGIG_03753	STRK1_12820.1
OG0002407	FGIG_03485	STRK1_12830.1
OG0002408	FGIG_03539	STRK1_75070.1
OG0002409	FGIG_03603	STRK1_81700.1, STRK1_103120.1
OG0002410	FGIG_03611	STRK1_36320.1
OG0002411	FGIG_10068, FGIG_03660	STRK1_85480.1
OG0002412	FGIG_03751	STRK1_30300.1, STRK1_30300.2
OG0002413	FGIG_03978	STRK1_85120.1, STRK1_85120.2
OG0002414	FGIG_04080	STRK1_54910.1
OG0002415	FGIG_04148	STRK1_104080.1, STRK1_104080.2, STRK1_104080.3, STRK1_19090.1
OG0002416	FGIG_04169	STRK1_38990.1, STRK1_38990.2
OG0002417	FGIG_04242	STRK1_14790.1
OG0002418	FGIG_04267	STRK1_34240.2, STRK1_34240.1
OG0002419	FGIG_04405	STRK1_27340.1
OG0002420	FGIG_04462	STRK1_34410.1, STRK1_34410.2
OG0002421	FGIG_04522	STRK1_69580.1
OG0002422	FGIG_04530	STRK1_35760.1
OG0002423	FGIG_04660, FGIG_04661	STRK1_68520.1
OG0002424	FGIG_04664	STRK1_53480.1, STRK1_53490.1, STRK1_53490.2
OG0002425	FGIG_05156	STRK1_35520.1
OG0002426	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304	STRK1_109530.1, STRK1_28160.1, STRK1_28160.2
OG0002427	FGIG_08659, FGIG_08134, FGIG_05349	STRK1_100320.1, STRK1_12410.1
OG0002428	FGIG_05382	STRK1_7900.1, STRK1_7900.2, STRK1_7900.3, STRK1_7900.4
OG0002429	FGIG_05450	STRK1_38310.1
OG0002430	FGIG_05519	STRK1_73640.1
OG0002431	FGIG_05521	STRK1_28430.1
OG0002432	FGIG_05602	STRK1_59990.1
OG0002433	FGIG_05646, FGIG_05645	STRK1_1830.1
OG0002434	FGIG_05674	STRK1_35850.1, STRK1_35830.1
OG0002435	FGIG_05697	STRK1_27400.1
OG0002436	FGIG_05730	STRK1_20780.1, STRK1_20770.1
OG0002437	FGIG_05941	STRK1_102030.1, STRK1_47030.1
OG0002438	FGIG_05966	STRK1_34690.1
OG0002439	FGIG_05976	STRK1_47140.1
OG0002440	FGIG_05987	STRK1_67000.1
OG0002441	FGIG_06093	STRK1_50150.1, STRK1_50150.2
OG0002442	FGIG_06418	STRK1_37620.1
OG0002443	FGIG_06436	STRK1_43270.1
OG0002444	FGIG_06465, FGIG_07625, FGIG_07626	STRK1_56740.1, STRK1_56750.1, STRK1_95410.1, STRK1_56710.1, STRK1_95420.1
OG0002445	FGIG_06503	STRK1_67020.1
OG0002446	FGIG_06541, FGIG_06542	STRK1_59580.1
OG0002447	FGIG_06779	STRK1_7240.1
OG0002448	FGIG_06814	STRK1_105600.1, STRK1_31540.1
OG0002449	FGIG_06820	STRK1_2550.1, STRK1_2550.2
OG0002450	FGIG_06958, FGIG_06957	STRK1_62320.1, STRK1_62320.2
OG0002451	FGIG_09875, FGIG_06973	STRK1_69610.1
OG0002452	FGIG_07134	STRK1_12980.1, STRK1_12980.2
OG0002453	FGIG_07309	STRK1_45150.1
OG0002454	FGIG_07341, FGIG_07342	STRK1_64930.1
OG0002455	FGIG_07376	STRK1_59040.1
OG0002456	FGIG_07456	STRK1_34080.1
OG0002457	FGIG_07547	STRK1_68750.1
OG0002458	FGIG_07836	STRK1_81720.1
OG0002459	FGIG_07884	STRK1_32900.1, STRK1_32900.2, STRK1_32900.3, STRK1_43320.1, STRK1_43330.1
OG0002460	FGIG_07978	STRK1_12670.1
OG0002461	FGIG_08021	STRK1_8810.1, STRK1_8810.2
OG0002462	FGIG_08085, FGIG_08086	STRK1_106030.1, STRK1_58700.1
OG0002463	FGIG_08096	STRK1_91770.1, STRK1_91780.1
OG0002464	FGIG_08106	STRK1_24340.1, STRK1_24350.1, STRK1_24350.2
OG0002465	FGIG_08251	STRK1_80690.1
OG0002466	FGIG_08323	STRK1_94680.1
OG0002467	FGIG_08516	STRK1_100620.1
OG0002468	FGIG_08551	STRK1_75790.1
OG0002469	FGIG_08589, FGIG_11582, FGIG_08590	STRK1_15810.1, STRK1_15810.2
OG0002470	FGIG_08645	STRK1_96760.1, STRK1_77310.1, STRK1_77310.2, STRK1_77320.1
OG0002471	FGIG_08707	STRK1_74220.1, STRK1_74220.2
OG0002472	FGIG_08827	STRK1_28260.1, STRK1_28260.2
OG0002473	FGIG_08879	STRK1_9180.1
OG0002474	FGIG_08909	STRK1_88140.1
OG0002475	FGIG_09134	STRK1_98600.1
OG0002476	FGIG_09264, FGIG_09265, FGIG_10209	STRK1_29100.1
OG0002477	FGIG_09272	STRK1_110460.1
OG0002478	FGIG_09278	STRK1_52580.1, STRK1_52580.3, STRK1_52580.2, STRK1_52580.4
OG0002479	FGIG_09452	STRK1_64090.1, STRK1_64090.2, STRK1_64090.3
OG0002480	FGIG_09465, FGIG_09464	STRK1_23750.1
OG0002481	FGIG_09576	STRK1_3620.1, STRK1_3620.2
OG0002482	FGIG_09686	STRK1_60890.1
OG0002483	FGIG_09695	STRK1_18520.1
OG0002484	FGIG_09732	STRK1_22260.1
OG0002485	FGIG_09739	STRK1_27700.1
OG0002486	FGIG_09770	STRK1_22380.1
OG0002487	FGIG_09784	STRK1_76520.1
OG0002488	FGIG_10504, FGIG_09832	STRK1_48710.1
OG0002489	FGIG_09868	STRK1_25420.1
OG0002490	FGIG_09978	STRK1_75550.1, STRK1_75550.2
OG0002491	FGIG_10023	STRK1_93470.1
OG0002492	FGIG_10063, FGIG_10064	STRK1_104010.1, STRK1_74230.1
OG0002493	FGIG_10292	STRK1_63770.1
OG0002494	FGIG_10497	STRK1_1060.1, STRK1_1060.2
OG0002495	FGIG_10719	STRK1_5170.1
OG0002496	FGIG_10747	STRK1_41160.1, STRK1_96130.1, STRK1_103240.1, STRK1_103240.2, STRK1_99170.1
OG0002497	FGIG_10950	STRK1_43370.1, STRK1_43380.1
OG0002498	FGIG_11117	STRK1_380.1
OG0002499	FGIG_11169, FGIG_11170	STRK1_49640.1, STRK1_49640.2, STRK1_49640.3
OG0002500	FGIG_11224	STRK1_91350.5, STRK1_91350.4, STRK1_91350.1, STRK1_91350.2, STRK1_91350.3
OG0002501	FGIG_11287	STRK1_9120.1, STRK1_9120.2
OG0002502	FGIG_11537	STRK1_53950.1
OG0002503	FGIG_11553	STRK1_91750.4, STRK1_91750.1, STRK1_91750.5, STRK1_91750.2, STRK1_91750.6, STRK1_91750.8, STRK1_91750.3, STRK1_91750.7
OG0002504	FGIG_12299, FGIG_11806	STRK1_98480.1
OG0002505	FGIG_11920	STRK1_51980.1, STRK1_51980.2
OG0002506	FGIG_12017, FGIG_12551, FGIG_12439	STRK1_27640.1
OG0002507	FGIG_12058	STRK1_80550.1, STRK1_80550.2
OG0002508	FGIG_12197	STRK1_58800.1
OG0002509	FGIG_12245, FGIG_12297	STRK1_8750.1, STRK1_8750.2
OG0002510	FGIG_12391	STRK1_56140.1
OG0002511	FGIG_12393	STRK1_70150.1, STRK1_70150.6, STRK1_70150.7, STRK1_70150.2, STRK1_70150.3, STRK1_70150.4, STRK1_70150.5, STRK1_70150.8
OG0002512	FGIG_12546, FGIG_12547	STRK1_63190.1
OG0002526	FGIG_00089	STRK1_11700.1, STRK1_11700.2, STRK1_11700.3
OG0002527	FGIG_00511, FGIG_00510	STRK1_39680.1
OG0002528	FGIG_11944, FGIG_00524	STRK1_91150.1
OG0002529	FGIG_00554	STRK1_99180.1
OG0002530	FGIG_00602	STRK1_74420.1, STRK1_74410.1
OG0002531	FGIG_00671	STRK1_25300.1
OG0002532	FGIG_00738	STRK1_69420.1
OG0002533	FGIG_00969	STRK1_62620.1
OG0002534	FGIG_09067	STRK1_86660.1
OG0002535	FGIG_01112	STRK1_36330.1
OG0002536	FGIG_01191	STRK1_11660.1
OG0002537	FGIG_01229, FGIG_01228	STRK1_80410.1, STRK1_80410.2, STRK1_80410.3
OG0002538	FGIG_01242	STRK1_60050.1
OG0002539	FGIG_01248	STRK1_26370.1
OG0002540	FGIG_01266, FGIG_01267	STRK1_37180.1, STRK1_101080.1
OG0002541	FGIG_01457	STRK1_55180.2, STRK1_55180.1, STRK1_55180.3
OG0002542	FGIG_10847, FGIG_12416, FGIG_01549	STRK1_85790.1
OG0002543	FGIG_01691	STRK1_36930.1
OG0002544	FGIG_01781	STRK1_45730.1, STRK1_45730.2
OG0002545	FGIG_01827, FGIG_01826	STRK1_22210.1
OG0002546	FGIG_01847	STRK1_2630.1, STRK1_2630.2
OG0002547	FGIG_02027	STRK1_105720.1, STRK1_92550.1
OG0002548	FGIG_02084	STRK1_92070.1, STRK1_92070.3, STRK1_92070.2
OG0002549	FGIG_02182	STRK1_23810.1, STRK1_23810.2, STRK1_23810.3, STRK1_23810.4, STRK1_99240.1, STRK1_108590.1
OG0002550	FGIG_02255	STRK1_44920.1, STRK1_44930.1
OG0002551	FGIG_02388	STRK1_32600.1
OG0002552	FGIG_02401, FGIG_09802	STRK1_16000.1, STRK1_16000.2
OG0002553	FGIG_02504	STRK1_58530.1
OG0002554	FGIG_02553	STRK1_57460.1
OG0002555	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512	STRK1_30740.1
OG0002556	FGIG_02738	STRK1_18640.1
OG0002557	FGIG_02739	STRK1_37500.1
OG0002558	FGIG_02814	STRK1_16250.1
OG0002559	FGIG_02898	STRK1_90960.1
OG0002560	FGIG_03093, FGIG_03092	STRK1_84740.1
OG0002561	FGIG_03183	STRK1_8910.1
OG0002562	FGIG_03203	STRK1_12020.1, STRK1_12020.2
OG0002563	FGIG_03214, FGIG_03215	STRK1_60700.1, STRK1_60700.2, STRK1_60700.3
OG0002564	FGIG_03281, FGIG_12500, FGIG_05562	STRK1_74650.1, STRK1_107450.1
OG0002565	FGIG_03333, FGIG_07664	STRK1_17730.1, STRK1_17720.1
OG0002566	FGIG_03342, FGIG_03344, FGIG_03345	STRK1_62210.1, STRK1_62180.1
OG0002567	FGIG_03349	STRK1_36380.1, STRK1_36380.2
OG0002568	FGIG_03365	STRK1_63860.1
OG0002569	FGIG_03570	STRK1_63490.2, STRK1_63490.3, STRK1_63490.1, STRK1_63490.4
OG0002570	FGIG_03617	STRK1_32020.2, STRK1_32020.3, STRK1_32020.1
OG0002571	FGIG_03757	STRK1_38490.1, STRK1_38490.3, STRK1_38490.4, STRK1_38490.2
OG0002572	FGIG_03782	STRK1_57140.1, STRK1_57140.2
OG0002573	FGIG_05707	STRK1_14010.1, STRK1_52420.1
OG0002573	FGIG_03838, FGIG_03840	STRK1_23190.1, STRK1_23220.1, STRK1_23060.1, STRK1_101850.1, STRK1_106100.1, STRK1_22900.1, STRK1_22900.2
OG0002574	FGIG_03886	STRK1_72110.1
OG0002576	FGIG_04012	STRK1_76280.1, STRK1_102620.1, STRK1_109740.1
OG0002577	FGIG_04166	STRK1_48650.1, STRK1_48930.1
OG0002578	FGIG_04195	STRK1_50000.1
OG0002579	FGIG_04229	STRK1_94440.1
OG0002580	FGIG_04294	STRK1_56970.1
OG0002581	FGIG_04296	STRK1_61330.1
OG0002582	FGIG_04308	STRK1_35950.1, STRK1_35950.2, STRK1_35950.3, STRK1_35950.4
OG0002583	FGIG_04409	STRK1_84630.1
OG0002584	FGIG_09949, FGIG_04538	STRK1_41380.1
OG0002585	FGIG_04559	STRK1_19510.1
OG0002586	FGIG_12272, FGIG_04639	STRK1_3760.1, STRK1_3760.2
OG0002587	FGIG_04693, FGIG_04694	STRK1_80610.1
OG0002588	FGIG_04974	STRK1_60450.1
OG0002589	FGIG_05061	STRK1_60270.1, STRK1_60270.2, STRK1_60270.3, STRK1_60270.4, STRK1_60270.5
OG0002590	FGIG_05128	STRK1_72910.1, STRK1_72910.3, STRK1_72910.2
OG0002591	FGIG_05129	STRK1_73200.1, STRK1_73200.2
