Orthogroup	fasciola_gigantica	fasciola_hepatica	opisthorchis_viverrini	s.mekongi	schistosoma_bovis	schistosoma_curassoni	schistosoma_guineensis	schistosoma_haematobium	schistosoma_intercalatum	schistosoma_japonicum	schistosoma_mansoni	schistosoma_margrebowiei	schistosoma_mattheei	schistosoma_rodhaini	schistosoma_spindale	schistosoma_turkestanicum	schmidtea_mediterranea	trichobilharzia_regenti	Total
OG0001388	2	3	2	1	7	3	0	3	7	1	1	3	2	1	1	1	5	2	45
OG0001389	1	2	1	1	4	3	6	1	1	1	1	8	1	7	1	2	1	3	45
OG0001390	1	2	1	2	4	2	2	4	5	1	2	1	3	2	1	3	7	2	45
OG0001391	2	1	1	1	3	6	1	1	5	3	1	4	1	6	4	1	3	1	45
OG0001392	1	1	1	3	5	6	1	3	3	1	3	3	1	9	1	1	1	1	45
OG0001393	1	1	2	1	3	2	2	3	4	2	2	3	1	2	2	4	9	1	45
OG0001394	1	3	1	1	1	2	1	6	4	2	2	4	4	3	5	2	2	1	45
OG0001395	2	2	1	2	2	2	1	3	3	5	2	2	2	2	3	2	2	7	45
OG0001396	1	1	1	0	3	2	8	3	2	1	2	5	2	2	6	3	1	2	45
OG0001397	1	2	1	1	2	10	5	2	2	1	1	3	5	3	1	2	2	1	45
OG0001398	1	1	1	1	1	3	5	1	2	5	1	1	4	10	5	1	1	1	45
OG0001399	2	0	1	1	1	4	2	6	1	1	2	6	1	2	7	1	0	7	45
OG0001400	1	4	1	1	1	4	4	5	1	1	1	2	1	1	7	2	5	3	45
OG0001401	2	3	1	1	2	5	3	2	4	2	1	3	1	4	3	2	5	1	45
OG0001402	1	1	2	1	3	3	4	1	3	6	1	2	3	6	2	1	4	1	45
OG0001403	2	1	1	1	3	4	10	1	3	1	1	3	2	5	1	2	3	1	45
OG0001404	1	2	1	1	3	4	1	1	1	2	1	1	1	1	1	9	0	14	45
OG0001405	1	2	2	1	7	1	9	1	3	1	1	4	1	1	1	6	2	1	45
OG0001406	1	1	1	1	4	2	9	1	6	7	1	1	4	1	1	1	2	1	45
OG0001407	4	1	2	1	4	2	2	2	3	2	2	6	3	5	3	1	0	2	45
OG0001408	2	1	1	1	6	3	2	3	3	4	3	3	2	3	2	2	0	4	45
OG0001409	2	1	0	2	2	6	1	5	5	1	1	5	2	5	1	1	3	2	45
OG0001410	1	2	1	2	3	2	2	2	10	5	2	3	2	3	2	1	1	1	45
OG0001411	1	1	1	1	5	1	10	1	4	3	1	1	5	1	4	1	3	1	45
OG0001412	1	3	2	2	1	6	4	1	2	2	1	3	1	6	4	1	2	3	45
OG0001413	1	1	1	1	2	8	2	2	3	2	2	2	1	2	1	2	9	3	45
OG0001414	1	3	1	1	3	1	1	9	1	3	2	4	2	2	5	1	1	4	45
OG0001415	1	1	1	1	6	6	5	4	3	1	1	1	5	5	1	2	0	1	45
OG0001416	1	4	1	1	7	1	1	1	1	2	1	2	6	6	5	2	2	1	45
OG0001417	2	1	1	1	5	1	4	6	5	2	1	1	2	5	2	1	4	1	45
OG0001418	1	1	1	1	5	6	1	2	4	5	2	1	4	1	4	1	2	3	45
OG0001419	2	6	1	0	2	2	1	3	5	0	0	7	3	0	4	1	3	5	45
OG0001420	1	1	1	1	2	2	1	1	1	3	1	2	5	1	3	2	11	6	45
OG0001421	1	1	1	1	5	8	1	6	5	1	1	4	1	2	2	1	1	3	45
OG0001422	1	1	1	1	2	3	3	9	6	2	1	2	3	6	1	1	1	1	45
OG0001423	1	1	1	1	7	10	1	1	2	1	1	1	1	9	2	1	3	1	45
OG0001424	3	1	1	1	3	1	1	2	5	6	1	9	1	2	1	1	2	4	45
OG0001425	1	1	1	1	5	5	2	4	4	4	2	3	2	1	1	6	1	1	45
OG0001426	1	3	1	1	6	1	1	2	2	3	1	3	0	1	10	2	2	5	45
OG0001427	3	1	1	1	10	1	1	1	1	1	1	7	2	5	6	1	1	1	45
OG0001428	1	2	1	1	2	1	3	11	6	1	2	1	7	1	1	1	0	3	45
OG0001429	1	1	1	1	9	3	1	1	5	2	1	1	2	7	2	1	0	6	45
OG0001430	2	3	0	2	2	3	5	3	2	2	1	2	2	3	2	2	6	3	45
OG0001431	1	1	1	1	6	4	2	4	1	6	1	1	1	5	1	5	3	1	45
OG0001432	2	1	1	1	6	1	1	1	1	2	1	1	1	16	1	3	1	4	45
OG0001433	1	2	1	1	2	5	1	5	7	1	2	4	4	3	3	2	0	1	45
OG0001434	1	1	1	1	12	1	4	5	1	2	1	2	1	3	3	1	1	4	45
OG0001435	1	4	1	1	5	2	1	4	1	2	1	6	2	1	3	4	4	2	45
OG0001436	1	1	1	1	3	3	3	1	3	4	1	6	1	4	3	1	5	3	45
OG0001437	1	0	1	2	4	2	2	2	5	4	2	3	4	2	3	3	0	5	45
OG0001438	2	2	1	1	4	1	1	6	2	3	1	3	3	5	1	2	3	4	45
OG0001439	1	2	1	1	6	2	2	4	9	2	2	1	1	5	1	4	0	1	45
OG0001440	2	2	1	1	3	3	2	4	3	1	2	4	3	3	1	3	3	4	45
OG0001441	1	2	1	3	3	1	1	1	3	11	1	2	2	5	1	5	1	1	45
OG0001442	1	1	0	1	1	1	4	4	3	1	1	4	3	13	2	0	3	2	45
OG0001443	1	1	1	1	4	1	1	1	5	4	1	7	1	11	4	1	0	0	45
OG0001444	0	2	1	1	1	1	7	2	4	4	1	4	6	1	2	3	4	1	45
OG0001445	0	0	1	1	6	1	2	2	6	2	1	5	2	11	2	2	0	1	45
OG0001446	0	0	0	2	4	10	5	4	1	1	2	7	2	2	3	2	0	0	45
OG0001447	0	0	0	3	2	3	2	2	2	3	2	2	3	2	3	5	0	11	45
OG0001448	0	0	0	3	2	4	0	1	2	8	2	2	0	7	2	4	0	8	45
OG0001449	0	0	0	2	3	7	5	8	1	1	1	3	2	3	1	1	3	4	45
OG0001450	0	0	0	1	3	4	5	7	1	6	2	5	1	1	1	1	0	7	45
OG0001451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	45
OG0001452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	45
OG0001453	1	3	1	0	1	1	1	6	4	0	1	13	1	9	1	0	0	1	44
OG0001454	1	1	1	1	4	7	5	6	2	5	3	1	1	1	1	1	1	2	44
OG0001455	1	3	1	1	1	5	1	9	3	1	1	4	6	1	3	1	1	1	44
OG0001456	5	4	1	3	1	1	1	2	4	4	1	2	2	1	1	5	1	5	44
OG0001457	1	1	1	1	4	6	1	3	2	1	1	2	2	2	4	1	3	8	44
OG0001458	1	1	1	1	2	1	4	3	1	1	1	2	3	1	8	4	3	6	44
OG0001459	1	2	1	1	4	4	2	4	3	1	4	2	2	3	2	1	6	1	44
OG0001460	1	1	1	1	1	8	3	5	5	1	2	6	1	1	2	1	1	3	44
OG0001461	1	1	1	1	0	1	0	3	6	4	1	1	12	3	1	2	1	5	44
OG0001462	1	1	1	1	2	2	3	3	2	10	1	2	2	3	3	4	1	2	44
OG0001463	3	4	5	1	1	3	2	3	1	1	1	4	3	2	1	5	2	2	44
OG0001464	2	1	1	1	5	8	1	2	3	1	1	4	1	1	3	2	6	1	44
OG0001465	3	2	1	2	1	11	4	6	1	3	1	1	2	1	1	2	1	1	44
OG0001466	1	1	1	3	1	1	3	3	5	4	1	3	4	2	3	6	1	1	44
OG0001467	1	1	1	1	1	1	1	4	2	4	3	1	1	4	1	6	7	4	44
OG0001468	1	1	1	1	3	5	4	6	4	1	1	2	2	2	4	1	2	3	44
OG0001469	1	2	1	1	1	10	5	1	5	1	1	4	1	1	4	1	3	1	44
OG0001470	1	2	2	1	3	8	3	1	2	2	1	4	1	1	5	2	4	1	44
OG0001471	1	3	1	2	4	1	1	2	1	3	1	4	1	2	10	3	0	4	44
OG0001472	1	1	1	1	1	1	5	4	4	1	1	3	1	3	4	3	4	5	44
OG0001473	1	1	1	1	6	2	7	1	5	3	1	1	1	3	2	1	6	1	44
OG0001474	1	2	1	1	4	6	1	4	1	1	1	3	6	1	1	9	0	1	44
OG0001475	1	2	1	1	1	1	3	7	4	3	1	4	1	4	3	5	1	1	44
OG0001476	3	3	3	1	3	1	3	4	1	2	1	1	2	1	5	1	5	4	44
OG0001477	2	2	1	1	1	1	5	2	3	5	1	6	1	6	1	5	0	1	44
OG0001478	1	2	1	1	2	9	1	6	7	4	2	1	1	1	1	2	0	2	44
OG0001479	2	1	1	1	6	1	1	1	6	2	2	5	4	2	5	1	2	1	44
OG0001480	2	2	1	1	5	5	3	4	3	1	1	3	3	6	3	1	0	0	44
OG0001481	1	1	3	2	5	3	2	1	2	1	3	1	2	3	4	2	4	4	44
OG0001482	2	2	1	1	2	9	5	2	2	1	1	7	2	1	1	2	2	1	44
OG0001483	2	3	2	1	1	1	1	4	1	3	1	2	1	8	1	2	5	5	44
OG0001484	1	1	1	1	3	4	4	3	3	4	1	4	4	5	2	2	0	1	44
OG0001485	1	3	1	1	4	1	3	2	3	5	1	2	2	3	1	2	5	4	44
OG0001486	1	1	1	1	5	5	4	1	2	1	1	3	1	3	6	2	3	3	44
OG0001487	1	1	2	1	2	1	3	8	1	3	2	2	5	6	2	3	0	1	44
OG0001488	3	3	3	2	2	2	2	2	4	2	2	3	2	2	2	2	4	2	44
OG0001489	1	3	1	1	4	8	1	2	2	3	1	3	1	1	1	1	5	5	44
OG0001490	1	2	1	1	1	2	1	1	1	1	1	2	1	2	10	1	7	8	44
OG0001491	1	2	1	2	2	1	1	3	1	2	4	2	4	3	4	2	0	9	44
OG0001492	1	1	2	1	4	5	8	3	2	1	1	4	4	2	2	1	1	1	44
OG0001493	1	4	1	1	3	4	6	1	2	1	1	2	3	7	1	3	2	1	44
OG0001494	1	1	2	1	0	5	6	0	5	2	1	4	1	2	4	3	2	4	44
OG0001495	1	1	1	1	6	3	0	7	4	2	1	2	1	7	4	1	0	2	44
OG0001496	1	2	1	1	4	4	9	2	7	3	1	3	1	1	1	1	1	1	44
OG0001497	4	1	1	1	3	1	5	3	2	1	1	4	1	8	3	1	1	3	44
OG0001498	1	1	1	1	3	5	1	5	1	1	1	2	1	7	1	3	4	5	44
OG0001499	1	1	1	1	8	4	3	4	2	1	1	4	4	5	1	1	0	2	44
OG0001500	1	1	0	1	1	4	1	2	2	3	1	1	1	4	12	4	1	4	44
OG0001501	1	2	1	1	1	2	1	1	9	1	1	3	8	2	7	1	0	2	44
OG0001502	4	2	3	1	2	4	3	1	2	1	2	2	4	1	2	4	4	2	44
OG0001503	3	2	2	1	4	1	1	2	2	5	1	6	3	1	3	2	2	3	44
OG0001504	1	2	1	1	7	7	7	1	1	7	1	1	1	2	1	1	1	1	44
OG0001505	3	3	5	1	1	4	2	5	3	2	1	3	3	1	3	1	2	1	44
OG0001506	2	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	4	18	44
OG0001507	1	2	1	1	1	1	1	6	3	1	1	1	1	8	8	3	0	4	44
OG0001508	1	1	1	1	1	5	6	10	6	1	1	4	1	1	1	1	1	1	44
OG0001509	3	7	2	1	2	3	2	2	2	1	2	1	1	4	5	2	2	2	44
OG0001510	2	2	1	1	1	3	1	1	1	4	1	5	4	1	7	2	0	7	44
OG0001511	1	2	1	1	3	5	8	8	1	4	1	2	2	1	1	1	1	1	44
OG0001512	2	2	1	2	1	9	1	3	3	1	1	4	1	5	4	1	1	2	44
OG0001513	1	3	1	1	2	3	2	0	2	2	1	1	3	12	2	1	3	4	44
OG0001514	2	1	1	1	1	3	5	3	2	2	1	1	1	6	2	2	3	7	44
OG0001515	1	1	2	1	7	2	3	5	1	1	2	2	5	2	2	2	3	2	44
OG0001516	3	3	1	1	2	2	2	2	2	6	2	2	2	2	2	2	2	6	44
OG0001517	1	1	1	1	1	2	1	4	3	4	2	2	7	3	3	3	1	4	44
OG0001518	2	3	1	1	9	6	1	5	6	1	2	1	1	1	1	1	1	1	44
OG0001519	1	1	1	1	6	1	1	7	1	4	1	1	1	2	6	1	4	4	44
OG0001520	1	2	1	1	12	1	0	4	4	4	1	0	1	5	1	4	0	2	44
OG0001521	1	1	2	1	1	6	5	1	1	2	1	2	2	14	1	1	0	2	44
OG0001522	1	1	1	1	7	3	1	2	3	4	1	3	6	1	2	1	1	5	44
OG0001523	1	2	1	1	5	7	6	4	6	1	1	2	1	1	1	2	1	1	44
OG0001524	1	2	1	2	3	1	3	7	5	4	1	1	1	6	3	1	1	1	44
OG0001525	2	2	1	1	2	7	1	5	1	1	1	4	3	6	2	2	0	3	44
OG0001526	1	1	1	1	4	5	1	3	1	0	1	6	4	3	5	2	4	1	44
OG0001527	1	3	1	1	2	3	2	3	7	2	1	2	3	4	2	3	2	2	44
OG0001528	2	1	1	1	6	9	1	1	6	1	1	4	2	1	1	2	0	4	44
OG0001529	1	1	1	1	1	3	5	1	1	2	1	11	4	6	1	2	1	1	44
OG0001530	1	2	1	1	2	1	5	4	2	4	3	7	2	2	1	3	2	1	44
OG0001531	1	2	1	2	1	2	1	6	2	4	2	2	1	5	3	2	6	1	44
OG0001532	2	3	0	1	2	2	1	1	1	2	2	5	1	8	3	1	0	9	44
OG0001533	1	1	1	1	2	3	1	5	5	1	1	5	1	8	3	2	2	1	44
OG0001534	1	1	1	1	3	10	1	6	1	2	1	2	1	4	5	2	1	1	44
OG0001535	2	2	1	1	2	4	1	11	6	1	1	6	1	1	1	0	2	1	44
OG0001536	1	1	0	1	10	6	0	5	4	1	1	3	2	3	2	2	1	1	44
OG0001537	1	1	2	1	4	2	2	5	5	1	2	3	3	1	6	1	2	2	44
OG0001538	1	1	1	1	4	5	5	8	1	1	1	3	1	1	4	3	2	1	44
OG0001539	1	1	1	1	6	3	1	4	1	2	1	1	3	1	5	3	3	6	44
OG0001540	1	2	1	1	4	1	4	1	3	4	1	1	13	1	1	2	2	1	44
OG0001541	1	2	1	1	1	3	1	1	4	3	1	1	2	15	1	4	1	1	44
OG0001542	1	2	1	1	3	5	7	2	4	2	1	3	4	1	0	1	5	1	44
OG0001543	1	3	1	1	4	3	3	4	2	4	1	3	5	0	5	2	0	2	44
OG0001544	2	1	1	1	3	16	1	1	1	2	1	2	4	1	5	1	0	1	44
OG0001545	0	1	0	1	4	1	3	5	4	2	1	2	1	1	7	4	0	7	44
OG0001546	0	1	1	1	4	10	1	5	1	1	2	2	1	7	6	0	0	1	44
OG0001547	0	0	1	1	4	5	2	3	3	3	1	3	4	8	2	2	0	2	44
OG0001548	0	0	0	1	4	5	6	4	2	3	1	6	4	4	1	1	0	2	44
OG0001549	0	0	0	1	1	1	7	4	6	3	1	7	1	6	2	3	0	1	44
OG0001550	0	0	0	0	3	2	7	6	1	0	3	8	3	3	2	6	0	0	44
OG0001551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44
OG0001552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44
OG0001553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44
OG0001554	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	20	2	43
OG0001555	3	5	1	1	4	4	5	2	3	1	2	2	3	2	2	1	1	1	43
OG0001556	1	3	1	1	2	1	3	3	3	4	1	2	1	4	1	4	5	3	43
OG0001557	1	1	1	1	4	9	1	7	1	1	1	3	4	1	1	2	2	2	43
OG0001558	1	2	1	1	2	1	3	1	1	3	1	10	1	6	1	1	2	5	43
OG0001559	1	1	2	3	2	2	3	3	3	1	3	3	3	3	2	1	4	3	43
OG0001560	1	1	1	1	2	5	1	3	2	3	1	2	5	4	4	1	2	4	43
OG0001561	2	1	1	2	1	4	1	5	1	2	1	3	1	6	3	1	1	7	43
OG0001562	1	2	4	3	4	3	1	5	1	2	1	2	4	5	1	1	1	2	43
OG0001563	1	2	1	1	2	6	4	1	2	1	1	2	6	4	2	4	2	1	43
OG0001564	5	2	4	1	2	1	3	3	3	2	2	4	2	2	3	2	1	1	43
OG0001565	1	1	2	1	2	4	4	6	4	4	1	3	4	1	1	1	2	1	43
OG0001566	2	3	1	1	1	1	1	6	1	3	1	6	2	2	2	1	5	4	43
OG0001567	2	1	1	1	3	4	1	2	4	2	1	2	2	9	1	2	1	4	43
OG0001568	2	2	1	1	2	4	1	3	8	2	1	7	4	1	1	2	0	1	43
OG0001569	1	3	2	1	4	1	1	10	1	2	2	5	4	1	2	2	0	1	43
OG0001570	1	2	2	1	2	3	4	1	2	4	2	3	1	1	1	1	9	3	43
OG0001571	2	2	2	2	2	3	2	2	2	2	2	1	3	2	2	2	8	2	43
OG0001572	1	1	1	1	5	1	3	7	9	1	1	3	1	1	2	2	2	1	43
OG0001573	1	2	1	1	6	4	4	5	3	3	1	4	1	4	1	1	0	1	43
OG0001574	1	3	1	1	1	1	1	14	1	3	2	1	1	1	6	2	2	1	43
OG0001575	1	3	1	2	2	6	1	3	1	6	3	1	2	4	1	1	3	2	43
OG0001576	2	2	1	1	1	5	1	2	1	1	1	3	1	2	3	4	9	3	43
OG0001577	1	1	1	1	2	2	2	4	2	1	1	2	2	5	2	1	12	1	43
OG0001578	1	2	1	1	1	1	0	1	4	1	5	3	1	8	7	1	4	1	43
OG0001579	1	1	2	1	1	3	3	8	3	1	1	5	1	4	2	1	1	4	43
OG0001580	1	1	2	1	4	1	1	9	2	1	1	7	2	3	1	1	2	3	43
OG0001581	1	3	1	1	1	3	1	1	4	7	2	3	1	1	1	1	6	5	43
OG0001582	1	1	1	1	2	1	1	1	3	14	1	5	1	1	3	1	2	3	43
OG0001583	1	1	1	1	2	1	3	7	5	1	1	4	2	6	3	1	0	3	43
OG0001584	2	1	3	1	1	12	1	4	4	2	1	3	3	1	1	1	0	2	43
OG0001585	1	1	1	1	4	1	5	5	1	1	1	1	1	14	3	1	0	1	43
OG0001586	1	2	1	1	4	1	4	6	6	1	1	1	1	3	5	2	0	3	43
OG0001587	2	1	1	1	1	3	6	1	3	4	2	4	1	9	1	1	0	2	43
OG0001588	1	1	1	1	1	1	7	6	2	5	1	3	4	1	1	1	3	3	43
OG0001589	1	1	0	1	2	6	2	4	5	2	1	4	1	2	5	1	3	2	43
OG0001590	1	1	1	1	2	6	3	1	3	2	1	7	1	2	4	1	2	4	43
OG0001591	1	1	1	1	3	1	1	10	5	2	1	2	2	5	4	2	0	1	43
OG0001592	1	1	2	1	1	3	1	4	2	3	2	2	3	1	4	4	2	6	43
OG0001593	1	1	1	1	2	1	1	6	5	2	1	3	2	9	2	2	1	2	43
OG0001594	1	1	1	1	1	8	1	8	1	2	1	1	3	5	3	1	0	4	43
OG0001595	1	1	1	1	5	14	1	1	1	1	1	1	6	1	3	1	2	1	43
OG0001596	1	1	2	2	1	3	4	5	4	1	1	5	2	1	5	2	2	1	43
OG0001597	1	3	1	1	1	2	1	4	3	2	1	2	3	5	2	2	4	5	43
OG0001598	1	1	1	1	5	1	5	1	1	6	1	4	1	6	3	1	1	3	43
OG0001599	1	2	1	1	5	5	4	3	2	1	1	4	1	1	1	1	2	7	43
OG0001600	1	2	1	1	1	3	5	6	1	5	1	1	1	4	2	2	2	4	43
OG0001601	1	2	2	1	1	3	3	4	2	1	1	4	1	3	6	1	1	6	43
OG0001602	2	2	1	1	1	3	1	3	2	2	1	1	3	2	1	2	12	3	43
OG0001603	1	1	0	1	5	12	1	2	1	0	1	5	0	7	3	1	0	2	43
OG0001604	1	1	1	1	1	13	5	1	3	1	1	2	1	6	1	3	0	1	43
OG0001605	2	1	1	0	6	4	1	9	2	1	1	5	1	4	2	1	0	2	43
OG0001606	3	3	1	1	2	3	1	1	2	4	1	5	3	1	2	5	3	2	43
OG0001607	2	1	1	1	3	2	0	2	2	5	1	6	5	3	2	1	3	3	43
OG0001608	1	1	1	1	11	1	1	8	2	1	1	4	1	2	4	1	1	1	43
OG0001609	1	2	1	0	2	1	2	2	1	7	1	1	3	1	6	4	4	4	43
OG0001610	3	4	2	1	3	2	2	2	2	1	2	2	2	2	2	2	5	4	43
OG0001611	1	1	1	1	1	6	2	4	6	1	2	1	1	2	8	1	3	1	43
OG0001612	1	2	1	1	3	4	2	5	3	2	1	1	1	1	3	1	5	6	43
OG0001613	1	2	1	1	3	1	2	2	2	3	1	3	1	6	1	2	10	1	43
OG0001614	2	2	3	1	9	4	1	4	1	1	1	3	2	1	1	3	2	2	43
OG0001615	1	1	1	1	1	6	5	7	4	1	1	3	1	5	1	1	1	2	43
OG0001616	1	2	0	1	1	1	1	10	2	1	1	10	1	2	1	5	2	1	43
OG0001617	1	1	2	1	3	1	9	8	2	2	2	3	1	3	1	2	0	1	43
OG0001618	2	1	1	0	3	5	6	1	4	2	1	2	1	1	2	1	9	1	43
OG0001619	1	2	1	1	5	3	3	8	7	2	1	2	1	2	1	1	1	1	43
OG0001620	1	1	2	1	1	1	1	4	1	1	1	6	1	2	6	2	9	2	43
OG0001621	1	1	1	1	3	3	2	1	1	1	1	1	1	1	3	1	0	20	43
OG0001622	2	1	2	1	2	2	2	2	3	2	1	6	3	1	1	8	1	3	43
OG0001623	1	1	2	1	7	1	1	4	5	3	1	1	3	2	1	1	1	7	43
OG0001624	2	1	1	1	2	1	1	1	1	3	1	2	2	8	10	1	0	5	43
OG0001625	2	3	0	3	4	2	2	2	2	2	5	1	2	2	2	3	0	6	43
OG0001626	1	2	1	1	5	1	4	6	5	2	1	2	2	6	1	1	1	1	43
OG0001627	1	1	1	1	4	3	1	6	1	3	1	2	3	6	1	2	2	4	43
OG0001628	1	2	1	1	2	1	1	4	5	6	1	2	6	1	2	2	2	3	43
OG0001629	1	1	1	1	4	3	1	2	3	6	1	4	2	1	3	1	2	6	43
OG0001630	1	1	1	1	11	1	0	15	1	0	0	0	1	0	5	2	1	2	43
OG0001631	1	1	1	1	3	5	3	3	1	2	1	5	2	1	9	1	1	2	43
OG0001632	1	1	1	1	6	4	1	4	1	1	1	5	3	6	4	1	1	1	43
OG0001633	1	1	1	1	1	2	2	2	3	3	1	2	1	4	1	4	6	7	43
OG0001634	1	2	1	1	5	1	6	1	2	1	1	7	2	4	3	1	3	1	43
OG0001635	2	2	2	2	2	3	2	5	2	1	1	2	4	5	1	3	3	1	43
OG0001636	1	2	1	1	5	1	4	2	1	4	1	3	7	1	3	2	1	3	43
OG0001637	1	1	1	1	1	3	2	7	3	3	1	4	1	5	3	1	1	4	43
OG0001638	1	2	1	0	8	1	6	5	9	0	1	1	1	1	3	2	0	1	43
OG0001639	1	2	0	2	4	4	3	3	2	2	4	3	4	4	2	1	1	1	43
OG0001640	1	1	1	1	3	1	3	1	4	2	1	5	7	2	1	3	4	2	43
OG0001641	1	3	1	1	6	6	6	1	1	2	2	1	2	1	4	1	1	3	43
OG0001642	1	3	2	1	3	2	2	2	3	1	2	2	3	2	5	2	1	6	43
OG0001643	1	2	1	1	4	5	6	4	2	1	2	4	1	1	1	2	2	3	43
OG0001644	1	2	1	1	4	5	2	3	1	7	1	1	3	1	1	3	1	5	43
OG0001645	2	3	1	1	2	8	3	4	1	1	2	4	3	1	1	1	4	1	43
OG0001646	1	2	1	1	1	1	1	6	6	2	1	4	3	4	1	2	2	4	43
OG0001647	1	2	1	1	3	5	1	2	8	3	1	4	1	1	5	2	0	2	43
OG0001648	1	3	1	1	4	4	2	1	3	1	3	6	1	1	3	1	6	1	43
OG0001649	1	1	1	1	1	2	1	3	1	2	1	4	9	3	1	2	6	3	43
OG0001650	2	1	1	1	2	2	4	6	3	1	1	2	4	4	1	5	0	3	43
OG0001651	1	1	0	1	6	6	3	1	3	1	1	7	1	5	1	1	2	2	43
OG0001652	1	1	1	1	4	2	1	3	5	2	1	4	1	2	3	7	0	4	43
OG0001653	1	1	1	1	5	4	4	1	2	2	1	1	3	1	3	4	4	4	43
OG0001654	1	1	0	1	2	2	2	2	2	1	2	2	1	2	5	3	0	14	43
OG0001655	1	1	1	1	4	4	3	4	4	4	2	2	4	2	3	1	1	1	43
OG0001656	1	1	2	1	2	5	5	7	1	1	1	1	4	1	6	1	2	1	43
OG0001657	1	1	1	1	7	3	1	5	3	1	1	4	2	5	2	1	1	3	43
OG0001658	0	40	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	43
OG0001659	0	2	1	3	7	2	2	2	1	7	3	2	4	3	1	1	0	2	43
OG0001660	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
OG0001661	0	0	2	0	1	2	7	5	4	1	1	2	2	5	7	2	1	1	43
OG0001662	0	0	0	1	3	4	1	6	1	1	2	2	6	10	2	2	0	2	43
OG0001663	0	0	0	0	2	4	3	4	4	0	0	12	6	0	1	6	0	1	43
OG0001664	0	0	0	0	1	18	2	5	2	0	2	9	3	0	0	1	0	0	43
OG0001665	0	0	0	0	0	36	1	1	0	1	0	0	0	0	4	0	0	0	43
OG0001666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43
OG0001667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	43
OG0001668	3	2	1	1	1	1	1	3	4	7	1	2	1	5	5	1	0	3	42
OG0001669	1	1	1	1	5	4	6	5	5	2	1	2	1	5	1	0	0	1	42
OG0001670	4	4	7	1	3	1	1	4	3	4	1	3	1	1	1	2	0	1	42
OG0001671	1	1	1	1	7	1	8	3	2	2	1	1	5	1	1	2	1	3	42
OG0001672	1	1	1	1	3	2	1	5	6	2	1	2	2	1	3	2	3	5	42
OG0001673	1	1	1	1	2	8	2	2	3	2	1	1	1	1	2	1	5	7	42
OG0001674	26	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
OG0001675	1	0	1	1	3	0	2	4	2	4	1	1	4	7	6	1	3	1	42
OG0001676	1	1	1	1	6	2	1	7	1	2	1	5	1	5	4	1	1	1	42
OG0001677	1	1	1	1	4	8	8	1	5	1	2	3	1	1	1	1	1	1	42
OG0001678	1	1	0	1	4	3	4	1	3	4	1	1	2	3	5	2	1	5	42
OG0001679	1	2	0	2	8	4	1	3	1	4	1	2	1	2	2	1	6	1	42
OG0001680	3	2	1	1	1	1	2	8	1	3	1	6	2	1	5	2	1	1	42
OG0001681	2	1	2	1	1	1	1	1	1	1	1	7	2	12	1	3	3	1	42
OG0001682	1	2	1	1	6	1	1	5	3	2	1	1	1	7	3	1	2	3	42
OG0001683	4	1	3	1	1	1	1	2	1	4	1	2	1	1	5	6	0	7	42
OG0001684	2	2	1	1	1	5	1	3	5	1	2	1	6	4	1	2	0	4	42
OG0001685	1	1	1	2	2	2	2	3	2	3	2	2	6	2	2	2	0	7	42
OG0001686	1	1	2	1	2	1	5	4	3	3	1	4	3	3	3	2	0	3	42
OG0001687	1	1	1	1	4	1	1	2	1	4	2	3	3	2	1	4	9	1	42
OG0001688	2	1	1	1	2	3	1	1	1	2	1	6	1	2	4	1	3	9	42
OG0001689	1	1	1	2	2	2	2	6	3	2	2	2	3	4	2	4	1	2	42
OG0001690	1	1	1	1	2	1	4	2	1	4	1	2	9	3	3	1	4	1	42
OG0001691	1	4	1	1	1	6	3	1	1	1	1	1	5	1	6	1	3	4	42
OG0001692	1	2	1	1	5	7	6	3	2	1	1	1	1	3	1	5	0	1	42
OG0001693	1	1	0	1	7	1	5	5	4	1	1	5	1	4	1	1	0	3	42
OG0001694	1	3	1	1	2	1	2	4	2	7	1	3	1	2	4	2	2	3	42
OG0001695	1	1	1	1	4	1	4	6	1	1	1	1	1	13	2	1	0	2	42
OG0001696	1	2	1	1	7	3	2	12	1	2	1	1	1	2	3	1	0	1	42
OG0001697	1	1	1	1	5	1	2	1	1	3	1	5	6	4	2	1	1	5	42
OG0001698	1	1	1	1	5	6	1	5	5	1	1	9	1	1	1	1	0	1	42
OG0001699	3	1	1	1	2	4	5	3	1	1	1	5	4	4	1	2	1	2	42
OG0001700	1	1	1	1	1	3	2	6	1	2	3	1	2	8	7	1	1	0	42
