Orthogroup	opisthorchis_viverrini	schistosoma_intercalatum
OG0003365	T265_03679	SINT1_19100.2, SINT1_19100.5, SINT1_19100.1, SINT1_19100.4, SINT1_19100.3
OG0003366	T265_01582	SINT1_61320.1
OG0003368	T265_14328	SINT1_37890.1
OG0003369	T265_03934	SINT1_64640.1, SINT1_64630.1, SINT1_64630.2
OG0003370	T265_14039	SINT1_25860.1
OG0003371	T265_14624	SINT1_47580.1
OG0003372	T265_13073, T265_02731	SINT1_92590.1
OG0003373	T265_10074	SINT1_15540.1, SINT1_15540.2
OG0003374	T265_16374, T265_16007, T265_04840	SINT1_93310.1
OG0003375	T265_04061	SINT1_68900.1, SINT1_68900.2
OG0003376	T265_13274	SINT1_47880.1
OG0003378	T265_07106	SINT1_81810.1
OG0003379	T265_05624	SINT1_65150.1
OG0003381	T265_00289	SINT1_54840.1, SINT1_54840.2, SINT1_54840.3
OG0003382	T265_00092	SINT1_69340.3, SINT1_69340.2, SINT1_69340.1, SINT1_69340.5, SINT1_69340.4
OG0003383	T265_15451	SINT1_6220.1
OG0003384	T265_13386	SINT1_43430.3, SINT1_43430.2, SINT1_43430.1
OG0003385	T265_14270	SINT1_89840.1
OG0003386	T265_03433	SINT1_21830.1
OG0003389	T265_12547	SINT1_46420.1
OG0003390	T265_00408	SINT1_34710.1, SINT1_34710.2
OG0003391	T265_04030, T265_15014	SINT1_78050.1
OG0003392	T265_02148	SINT1_55220.1
OG0003393	T265_13519, T265_15813	SINT1_32590.1
OG0003394	T265_07062	SINT1_42370.1
OG0003395	T265_12933	SINT1_55550.1
OG0003396	T265_11318, T265_11884	SINT1_43850.1, SINT1_43850.2, SINT1_43850.3, SINT1_43850.4
OG0003397	T265_03419, T265_06176, T265_06175	SINT1_22100.1, SINT1_22100.3, SINT1_22100.2
OG0003398	T265_07278	SINT1_9720.1, SINT1_9720.3, SINT1_9720.2, SINT1_9720.4
OG0003399	T265_09816	SINT1_35380.1, SINT1_35380.3, SINT1_35380.2
OG0003400	T265_15283, T265_15284	SINT1_72140.1, SINT1_72140.2, SINT1_72140.3, SINT1_72140.4, SINT1_72140.5, SINT1_72140.6
OG0003401	T265_05806	SINT1_32930.1
OG0003402	T265_03694, T265_16284	SINT1_20800.1
OG0003403	T265_04283, T265_04284	SINT1_50270.1
OG0003404	T265_11259	SINT1_73990.1
OG0003405	T265_00061, T265_05780, T265_08607	SINT1_47610.1
OG0003406	T265_14439	SINT1_7040.1
OG0003407	T265_06019	SINT1_83500.1, SINT1_83500.2
OG0003408	T265_13309	SINT1_25700.1
OG0003409	T265_10546	SINT1_68800.1, SINT1_17630.1, SINT1_22810.1
OG0003410	T265_15775, T265_00661, T265_16112, T265_12598, T265_12599	SINT1_68720.1
OG0003411	T265_13041	SINT1_39350.1
OG0003412	T265_01015	SINT1_5120.1, SINT1_5120.2, SINT1_5120.3
OG0003413	T265_01539	SINT1_2230.1
OG0003414	T265_09732	SINT1_39520.1
OG0003415	T265_09033	SINT1_78500.1, SINT1_78500.2
OG0003416	T265_12733	SINT1_68540.1, SINT1_68540.2
OG0003417	T265_06775	SINT1_56020.1
OG0003418	T265_03567	SINT1_47140.1
OG0003419	T265_12633	SINT1_72920.1
OG0003420	T265_08302	SINT1_36900.1
OG0003421	T265_09192	SINT1_37780.1
OG0003422	T265_03968	SINT1_46900.1, SINT1_46900.2
OG0003423	T265_03199, T265_13186	SINT1_13230.1
OG0003424	T265_11767	SINT1_85160.1, SINT1_85160.2
OG0003425	T265_10927	SINT1_83670.1
OG0003426	T265_05174	SINT1_63590.1, SINT1_63590.2
OG0003427	T265_09674	SINT1_44630.1
OG0003428	T265_04653	SINT1_81460.4, SINT1_81460.3, SINT1_81460.1, SINT1_81460.2
OG0003429	T265_05909	SINT1_76730.2, SINT1_76730.3, SINT1_76730.1, SINT1_76730.4
OG0003430	T265_07448	SINT1_75850.1
OG0003431	T265_14276	SINT1_20420.1, SINT1_20420.2
OG0003432	T265_02200	SINT1_69860.1, SINT1_69860.2
OG0003433	T265_14247	SINT1_4780.1
OG0003434	T265_13606	SINT1_59460.1
OG0003435	T265_13575	SINT1_36930.1, SINT1_36930.2, SINT1_36930.3, SINT1_36930.4
OG0003436	T265_14841	SINT1_50290.1, SINT1_50290.2
OG0003437	T265_11777	SINT1_71810.1, SINT1_71810.2
OG0003438	T265_13978	SINT1_31020.2, SINT1_31020.1, SINT1_31020.3
OG0003439	T265_03706	SINT1_22340.1
OG0003440	T265_12653	SINT1_21510.1
OG0003441	T265_16158, T265_13329, T265_03782, T265_12661, T265_00897, T265_12660	SINT1_27000.1
OG0003442	T265_10526, T265_07654	SINT1_71610.1, SINT1_71610.2, SINT1_71610.3
OG0003443	T265_13942	SINT1_58610.1, SINT1_58590.1
OG0003444	T265_14726	SINT1_10920.1
OG0003445	T265_07143	SINT1_44830.1, SINT1_44830.3, SINT1_44830.2
OG0003446	T265_04504	SINT1_35080.1
OG0003447	T265_14249	SINT1_5430.1
OG0003448	T265_10023	SINT1_69210.1
OG0003449	T265_09851	SINT1_69220.1
OG0003450	T265_12574	SINT1_65380.1, SINT1_65380.2
OG0003451	T265_04969	SINT1_83970.3, SINT1_83970.1, SINT1_83970.2
OG0003452	T265_08005	SINT1_8690.1, SINT1_8690.3, SINT1_8690.4, SINT1_8690.5, SINT1_8690.6, SINT1_8690.2
OG0003453	T265_04993	SINT1_43390.1, SINT1_43390.2
OG0003454	T265_14193	SINT1_34250.1
OG0003456	T265_05545	SINT1_8240.2, SINT1_8240.1
OG0003457	T265_09480, T265_16051	SINT1_38070.1, SINT1_38070.2
OG0003458	T265_00691	SINT1_39210.2, SINT1_39210.4, SINT1_39210.1, SINT1_39210.3
OG0003459	T265_07450	SINT1_72850.1
OG0003460	T265_04726	SINT1_44490.1
OG0003461	T265_12975	SINT1_82880.1, SINT1_82880.2, SINT1_82880.3
OG0003462	T265_02574	SINT1_39590.1
OG0003463	T265_10283, T265_10285	SINT1_83580.1
OG0003464	T265_07922	SINT1_80120.1
OG0003465	T265_02038	SINT1_62610.1
OG0003467	T265_14975, T265_09848	SINT1_75990.1
OG0003468	T265_12594	SINT1_67840.1
OG0003469	T265_08823	SINT1_50470.3, SINT1_50470.1, SINT1_50470.2, SINT1_50470.5, SINT1_50470.4
OG0003470	T265_11547, T265_11549	SINT1_52140.1
OG0003471	T265_11489	SINT1_45950.1
OG0003472	T265_15369	SINT1_9060.1
OG0003473	T265_12937	SINT1_76690.1, SINT1_76690.2
OG0003474	T265_02823	SINT1_56480.1
OG0003475	T265_09374	SINT1_24550.1, SINT1_24550.2, SINT1_24550.3
OG0003476	T265_09472, T265_12155	SINT1_42770.1
OG0003477	T265_01902	SINT1_87770.1
OG0003478	T265_08469	SINT1_6270.1
OG0003479	T265_13318	SINT1_28080.1, SINT1_28080.2, SINT1_28080.3
OG0003480	T265_09876, T265_14913	SINT1_67150.1
OG0003482	T265_05343	SINT1_86120.1, SINT1_86120.2
OG0003483	T265_13053	SINT1_30460.1, SINT1_30460.2, SINT1_30460.3
OG0003484	T265_06650	SINT1_4250.1
OG0003485	T265_13645, T265_13644	SINT1_82090.1, SINT1_82100.1
OG0003486	T265_13646	SINT1_41360.1
OG0003487	T265_08087, T265_10196	SINT1_51550.1
OG0003488	T265_09073	SINT1_11720.2, SINT1_11720.1, SINT1_11720.3
OG0003489	T265_00323	SINT1_75570.3, SINT1_75570.5, SINT1_75570.4, SINT1_75570.2, SINT1_75570.1
OG0003490	T265_03113	SINT1_8950.2, SINT1_8950.3, SINT1_8950.4, SINT1_8950.1
OG0003491	T265_04324	SINT1_34070.2, SINT1_34070.1
OG0003492	T265_02536	SINT1_60690.3, SINT1_60690.1, SINT1_60690.2, SINT1_60690.4
OG0003493	T265_11233	SINT1_90200.1
OG0003494	T265_08759	SINT1_91470.1, SINT1_91470.2
OG0003495	T265_04558	SINT1_4050.2, SINT1_4050.1, SINT1_4050.3
OG0003496	T265_02588	SINT1_30420.1
OG0003497	T265_00036	SINT1_55440.1, SINT1_55440.2
OG0003498	T265_02133	SINT1_69440.1
OG0003499	T265_13442	SINT1_61810.1, SINT1_61810.2
OG0003500	T265_07015	SINT1_62990.1
OG0003501	T265_10024	SINT1_76290.1
OG0003502	T265_13592	SINT1_86200.1, SINT1_86200.2
OG0003503	T265_13487	SINT1_5760.1, SINT1_5760.2
OG0003505	T265_12248, T265_00127, T265_16214	SINT1_51100.1
OG0003507	T265_04937	SINT1_4060.1
OG0003508	T265_02519	SINT1_64310.1, SINT1_64310.2, SINT1_64310.3
OG0003509	T265_15081	SINT1_44000.1
OG0003510	T265_09042	SINT1_1010.1, SINT1_1010.2
OG0003511	T265_13027	SINT1_64220.1
OG0003513	T265_09089	SINT1_74610.1
OG0003515	T265_06621	SINT1_92320.1
OG0003516	T265_10171	SINT1_50880.2, SINT1_50880.1
OG0003517	T265_06615	SINT1_93860.1, SINT1_93860.2
OG0003518	T265_08612	SINT1_85170.1, SINT1_85170.3, SINT1_85170.2
OG0003519	T265_05628	SINT1_37700.1, SINT1_37700.2
OG0003520	T265_01815	SINT1_57630.1, SINT1_57630.2
OG0003521	T265_04411	SINT1_11910.2, SINT1_11910.3, SINT1_11910.4, SINT1_11910.1, SINT1_11910.5, SINT1_11910.6
OG0003523	T265_01345	SINT1_54590.1, SINT1_54590.2, SINT1_54590.3
OG0003524	T265_00504	SINT1_61730.1
OG0003525	T265_01893, T265_08418	SINT1_3310.1, SINT1_3310.2
OG0003526	T265_08334	SINT1_30150.1
OG0003527	T265_11499, T265_16069	SINT1_78510.1, SINT1_78510.2
OG0003528	T265_11428	SINT1_630.1
OG0003529	T265_15692, T265_15691	SINT1_42180.1
OG0003530	T265_01532	SINT1_65770.1, SINT1_65770.2, SINT1_65770.3
OG0003531	T265_04537	SINT1_10770.1
OG0003532	T265_15073, T265_10184	SINT1_8300.1
OG0003533	T265_08083	SINT1_48310.1, SINT1_48310.2
OG0003534	T265_14367	SINT1_85890.1, SINT1_85890.2
OG0003535	T265_13748, T265_13749	SINT1_94650.1
OG0003536	T265_03943	SINT1_60740.1
OG0003537	T265_08781, T265_14670	SINT1_59030.1
OG0003538	T265_14277	SINT1_22370.1
OG0003540	T265_06653	SINT1_4270.1
OG0003541	T265_08893	SINT1_84710.1
OG0003542	T265_00656, T265_13990	SINT1_63650.1, SINT1_63650.2
OG0003543	T265_08692	SINT1_49520.1
OG0003544	T265_11978	SINT1_48490.1
OG0003545	T265_05565	SINT1_19690.1, SINT1_19690.2, SINT1_19690.3
OG0003547	T265_13128	SINT1_7640.1, SINT1_7640.2
OG0003548	T265_15344	SINT1_96290.1
OG0003549	T265_08011	SINT1_86500.1
OG0003553	T265_10953	SINT1_10000.1, SINT1_9990.1
OG0003554	T265_05158	SINT1_68590.1, SINT1_68590.2, SINT1_68590.3
OG0003555	T265_00079	SINT1_75380.1, SINT1_75380.2
OG0003556	T265_02539	SINT1_60670.3, SINT1_60670.1, SINT1_60670.2
OG0003557	T265_02901	SINT1_46610.1
OG0003558	T265_03991	SINT1_57990.1
OG0003559	T265_13234	SINT1_80600.1
OG0003560	T265_14817	SINT1_62460.1, SINT1_62460.2
OG0003577	T265_04132	SINT1_44540.1
OG0003580	T265_10604	SINT1_15970.1
OG0003581	T265_10913, T265_14331	SINT1_41270.1
OG0003582	T265_06314, T265_12092, T265_15431	SINT1_57070.1
OG0003583	T265_14147	SINT1_2800.1
OG0003584	T265_10564	SINT1_61340.1
OG0003585	T265_07130	SINT1_82570.1
OG0003586	T265_05888	SINT1_45060.1
OG0003587	T265_00983, T265_06561	SINT1_11100.2, SINT1_11100.1, SINT1_11100.3
OG0003588	T265_14600	SINT1_16290.2, SINT1_16290.1
OG0003590	T265_02486	SINT1_6250.1
OG0003591	T265_01108	SINT1_58930.1
OG0003593	T265_14611	SINT1_33430.1
OG0003594	T265_15427	SINT1_15590.1, SINT1_15590.2
OG0003595	T265_07915	SINT1_84070.1
OG0003596	T265_00838	SINT1_52770.1
OG0003597	T265_14097	SINT1_72210.3, SINT1_72210.1, SINT1_72210.2
OG0003598	T265_14336	SINT1_36230.1
OG0003599	T265_14959	SINT1_13420.1
OG0003600	T265_05129	SINT1_5180.1
OG0003601	T265_07052	SINT1_27660.1
OG0003602	T265_02041	SINT1_64240.1, SINT1_64240.2
OG0003603	T265_05734	SINT1_70310.1
OG0003605	T265_11576	SINT1_16580.1
OG0003606	T265_10609	SINT1_34320.1, SINT1_34320.2, SINT1_34320.3, SINT1_34320.4, SINT1_34320.5, SINT1_34320.6
OG0003607	T265_13798	SINT1_15130.1, SINT1_15130.2
OG0003608	T265_00734	SINT1_36160.1
OG0003609	T265_07040	SINT1_24640.1, SINT1_24640.2
OG0003610	T265_05958	SINT1_86930.1
OG0003611	T265_08091	SINT1_53970.1, SINT1_53970.2
OG0003612	T265_13022, T265_02498	SINT1_59060.1
OG0003613	T265_04789	SINT1_67630.1
OG0003615	T265_04147	SINT1_38960.1
OG0003616	T265_03030	SINT1_17770.1
OG0003617	T265_03178	SINT1_60290.1
OG0003618	T265_03758	SINT1_24450.1
OG0003619	T265_01591, T265_07717	SINT1_10510.1, SINT1_10510.2
OG0003620	T265_13102	SINT1_48880.1
OG0003621	T265_01334	SINT1_54020.1, SINT1_54020.2, SINT1_54020.3, SINT1_54020.4
OG0003622	T265_02194	SINT1_69790.1
OG0003623	T265_13109	SINT1_49860.1, SINT1_49860.2, SINT1_49860.3
OG0003624	T265_09870	SINT1_12020.1
OG0003625	T265_09174	SINT1_84660.1
OG0003626	T265_14517	SINT1_84130.1
OG0003627	T265_08254	SINT1_83910.1
OG0003629	T265_01597	SINT1_7340.1
OG0003630	T265_00552	SINT1_35820.1
OG0003631	T265_05474	SINT1_77490.1, SINT1_77490.2, SINT1_77490.3, SINT1_77490.4
OG0003632	T265_01555	SINT1_63950.1, SINT1_63950.2
OG0003633	T265_00479	SINT1_53200.1
OG0003634	T265_13087	SINT1_76790.1
OG0003635	T265_15443, T265_02172, T265_03007, T265_06156	SINT1_75330.1
OG0003636	T265_14928	SINT1_72880.1, SINT1_72880.2
OG0003637	T265_15655	SINT1_66930.1
OG0003638	T265_05106	SINT1_53870.2, SINT1_53870.1, SINT1_53870.4, SINT1_53870.3, SINT1_53850.1
OG0003639	T265_05104, T265_16000	SINT1_53880.1, SINT1_53880.2
OG0003640	T265_01012	SINT1_4750.1, SINT1_4750.4, SINT1_4750.2, SINT1_4750.3
OG0003641	T265_02862	SINT1_74560.1
OG0003642	T265_12743, T265_01199	SINT1_56300.2, SINT1_56300.1
OG0003643	T265_00281	SINT1_71480.1
OG0003645	T265_00160, T265_00162	SINT1_47060.1
OG0003646	T265_03853	SINT1_53410.2, SINT1_53410.5, SINT1_53410.1, SINT1_53410.3, SINT1_53410.4
OG0003647	T265_11848, T265_15568	SINT1_15450.1
OG0003648	T265_10268	SINT1_10140.1
OG0003649	T265_00575	SINT1_38570.1, SINT1_38570.2
OG0003650	T265_15117	SINT1_15510.1
OG0003651	T265_13683	SINT1_50450.1, SINT1_50450.2
OG0003652	T265_00794, T265_12637	SINT1_54000.1
OG0003653	T265_02615	SINT1_39780.1
OG0003654	T265_08494	SINT1_66040.1
OG0003655	T265_05208	SINT1_30190.1
OG0003656	T265_03290	SINT1_69990.1, SINT1_69990.2, SINT1_69990.3, SINT1_69990.4
OG0003657	T265_11037	SINT1_3470.1, SINT1_3470.2, SINT1_3470.3
OG0003658	T265_07445	SINT1_71500.1
OG0003659	T265_02794	SINT1_77360.1
OG0003660	T265_00788, T265_02325	SINT1_71150.1
OG0003661	T265_00438	SINT1_51930.2, SINT1_51930.1
OG0003662	T265_11677	SINT1_43920.1
OG0003663	T265_15278	SINT1_69290.1, SINT1_69290.2
OG0003665	T265_12643, T265_12644	SINT1_71600.1
OG0003666	T265_08460, T265_13632	SINT1_57560.4, SINT1_57560.5, SINT1_57570.1
OG0003668	T265_03603	SINT1_53770.3, SINT1_53770.2, SINT1_53770.1
OG0003669	T265_00288	SINT1_54900.1
OG0003670	T265_08934	SINT1_62110.1
OG0003671	T265_01972	SINT1_74530.1, SINT1_74530.3, SINT1_74530.2, SINT1_74530.4, SINT1_74530.5, SINT1_74530.6
OG0003672	T265_14717	SINT1_92420.1
OG0003674	T265_13658, T265_04998	SINT1_34160.1, SINT1_34160.2
OG0003676	T265_16358, T265_11520, T265_16124	SINT1_92490.1, SINT1_92490.2
OG0003677	T265_09034	SINT1_96410.1, SINT1_96430.1, SINT1_78450.1
OG0003678	T265_10342	SINT1_31340.1
OG0003679	T265_11802	SINT1_44910.1, SINT1_44910.2
OG0003680	T265_02876	SINT1_37300.1, SINT1_37300.3, SINT1_37300.2
OG0003681	T265_09754	SINT1_85700.1, SINT1_85700.2, SINT1_85700.3
OG0003683	T265_06872	SINT1_9390.1, SINT1_9390.2, SINT1_9390.3, SINT1_9390.4, SINT1_9390.5, SINT1_9390.6, SINT1_9390.7, SINT1_9390.8
OG0003684	T265_15486	SINT1_96660.1
OG0003685	T265_04088	SINT1_38230.1
OG0003686	T265_04768	SINT1_89510.1, SINT1_89510.2
OG0003687	T265_08327	SINT1_96200.1, SINT1_96230.1
OG0003688	T265_01680	SINT1_80810.1
OG0003689	T265_15525, T265_11754	SINT1_62220.1
OG0003690	T265_11143, T265_15936	SINT1_54960.1, SINT1_54960.2
OG0003691	T265_05651	SINT1_94360.1
OG0003692	T265_08242	SINT1_38360.1, SINT1_38360.2
OG0003693	T265_08095	SINT1_53130.1
OG0003694	T265_07501	SINT1_23970.1, SINT1_23970.2, SINT1_23970.3
OG0003695	T265_09288	SINT1_64300.1, SINT1_64300.2
OG0003696	T265_00034	SINT1_69050.1, SINT1_69050.2
OG0003697	T265_06827, T265_14149	SINT1_1450.1
OG0003698	T265_15116	SINT1_32890.1, SINT1_32890.2, SINT1_32890.4, SINT1_32890.6, SINT1_32890.3, SINT1_32890.5
OG0003699	T265_07037	SINT1_32450.1, SINT1_32450.2
OG0003700	T265_10146	SINT1_46260.1
OG0003701	T265_01634	SINT1_79850.2, SINT1_79850.1, SINT1_79850.3
OG0003703	T265_07221, T265_16143	SINT1_12250.1
OG0003704	T265_06510	SINT1_33510.1, SINT1_33510.2
OG0003705	T265_07049	SINT1_34470.1, SINT1_34470.2, SINT1_34470.3, SINT1_34470.4, SINT1_34470.5, SINT1_34470.6
OG0003706	T265_04171	SINT1_89730.3, SINT1_89730.2, SINT1_89730.1
OG0003707	T265_15364	SINT1_4820.1
OG0003708	T265_07688	SINT1_61150.1
OG0003709	T265_04308, T265_04657, T265_14395	SINT1_2070.1, SINT1_2070.2
OG0003710	T265_13051	SINT1_33570.1
OG0003711	T265_05157	SINT1_66560.1, SINT1_66560.2
OG0003712	T265_13695	SINT1_17880.1, SINT1_17880.2, SINT1_17880.4, SINT1_17880.3
OG0003713	T265_07311	SINT1_85790.1
OG0003715	T265_13324	SINT1_25720.1
OG0003717	T265_14734	SINT1_71970.1
OG0003718	T265_13675	SINT1_76490.1
OG0003719	T265_09180	SINT1_49940.1
OG0003720	T265_06792	SINT1_59600.1
OG0003721	T265_02624	SINT1_90410.1, SINT1_90410.2
OG0003723	T265_07088	SINT1_91240.1, SINT1_91240.2
OG0003724	T265_09063	SINT1_19740.1
OG0003725	T265_09685	SINT1_5630.1
OG0003726	T265_03314	SINT1_54300.1
OG0003727	T265_10556	SINT1_29080.1
OG0003728	T265_02271	SINT1_20290.1
OG0003729	T265_10965	SINT1_9180.1
OG0003730	T265_14130	SINT1_49720.2, SINT1_49720.3, SINT1_49720.1, SINT1_49720.4, SINT1_49720.5
OG0003731	T265_13642	SINT1_81440.1, SINT1_81440.2, SINT1_81440.3
OG0003732	T265_13560	SINT1_80270.1
OG0003733	T265_01595	SINT1_7260.1, SINT1_7260.2
OG0003734	T265_09564	SINT1_3620.1
OG0003735	T265_06408	SINT1_5050.1
OG0003736	T265_12784	SINT1_68570.1, SINT1_68570.6, SINT1_68570.5, SINT1_68570.2, SINT1_68570.4, SINT1_68570.3
OG0003737	T265_14236, T265_15927	SINT1_1270.4, SINT1_1270.1, SINT1_1270.3, SINT1_1270.2
OG0003738	T265_05054	SINT1_43800.1
OG0003739	T265_15441	SINT1_49680.1
OG0003740	T265_12173, T265_02122, T265_16241	SINT1_27040.1
OG0003742	T265_00182	SINT1_59120.1
OG0003743	T265_01139	SINT1_63530.1
OG0003744	T265_08995	SINT1_31460.1
OG0003745	T265_08231	SINT1_30880.1
OG0003746	T265_15392	SINT1_3500.6, SINT1_3500.1, SINT1_3500.3, SINT1_3500.4, SINT1_3500.2, SINT1_3500.5
OG0003747	T265_02110	SINT1_24860.1, SINT1_24860.2, SINT1_24860.4, SINT1_24860.3
OG0003748	T265_06307	SINT1_3360.1
OG0003749	T265_02264	SINT1_21680.3, SINT1_21680.4, SINT1_21680.1, SINT1_21680.2
OG0003750	T265_03282	SINT1_78420.1
OG0003751	T265_03402	SINT1_84230.1
OG0003752	T265_08865	SINT1_34460.1, SINT1_34460.2
OG0003754	T265_07808	SINT1_79460.1, SINT1_79460.2, SINT1_79460.3
OG0003755	T265_06436	SINT1_2200.1, SINT1_2200.2
OG0003756	T265_08406	SINT1_89390.1
OG0003757	T265_03497	SINT1_41450.1, SINT1_41450.2, SINT1_41450.3
OG0003759	T265_05181	SINT1_67720.1
OG0003760	T265_10848, T265_05509, T265_09336	SINT1_41690.1, SINT1_41690.3, SINT1_41690.2
OG0003761	T265_08834	SINT1_49770.1
OG0003762	T265_11768	SINT1_86870.1
OG0003763	T265_02568	SINT1_41350.1
OG0003764	T265_02610	SINT1_39160.1, SINT1_39160.2
OG0003766	T265_09173	SINT1_46580.1, SINT1_46580.2
OG0003767	T265_00597	SINT1_59820.1, SINT1_59820.2
OG0003768	T265_15091	SINT1_1720.1, SINT1_1720.2
OG0003769	T265_05416	SINT1_25140.1
OG0003770	T265_03594	SINT1_69770.1
OG0003771	T265_15770, T265_15771	SINT1_6670.1
OG0003772	T265_00071	SINT1_48080.1
OG0003773	T265_07529, T265_07530	SINT1_86740.1
OG0003774	T265_01329	SINT1_71370.1, SINT1_71370.2
OG0003776	T265_14561	SINT1_7760.3, SINT1_7760.1, SINT1_7760.2
OG0003777	T265_01583	SINT1_57910.1
OG0003778	T265_07089	SINT1_91230.1, SINT1_91230.2
OG0003779	T265_05531	SINT1_13760.2, SINT1_13760.1
OG0003780	T265_13360	SINT1_66070.1, SINT1_66070.2
OG0003781	T265_04246	SINT1_26380.1, SINT1_26380.2
OG0003782	T265_06846	SINT1_50220.1, SINT1_50220.2
OG0003783	T265_12559	SINT1_46060.1
OG0003784	T265_00146, T265_12352, T265_15752	SINT1_46220.1
OG0003785	T265_04718	SINT1_44850.1
OG0003786	T265_01448	SINT1_63250.1
OG0003787	T265_10458, T265_11182	SINT1_21100.1, SINT1_21100.2, SINT1_21100.3, SINT1_21100.4
OG0003788	T265_11551	SINT1_70620.1
OG0003789	T265_11782	SINT1_8050.1, SINT1_8050.2, SINT1_8050.3
OG0003790	T265_07338	SINT1_29860.1
OG0003791	T265_13215	SINT1_46340.1
OG0003792	T265_07300	SINT1_55230.1
OG0003794	T265_07116	SINT1_84350.1, SINT1_84350.2
OG0003795	T265_08168	SINT1_290.1
OG0003796	T265_11530, T265_11441, T265_11529	SINT1_65050.1, SINT1_65050.2, SINT1_65050.3
OG0003797	T265_13903	SINT1_74680.1, SINT1_74680.2
OG0003798	T265_09175	SINT1_15150.1
OG0003799	T265_02377	SINT1_80440.1, SINT1_80440.2, SINT1_80440.3
OG0003800	T265_05983	SINT1_23480.2, SINT1_23480.1
OG0003801	T265_08096	SINT1_53100.1, SINT1_53100.2
OG0003802	T265_03294	SINT1_77210.1
OG0003803	T265_09049	SINT1_10190.1, SINT1_10190.2, SINT1_10190.3, SINT1_10190.4, SINT1_10190.5
OG0003804	T265_12924	SINT1_15490.1, SINT1_15490.2, SINT1_15490.3, SINT1_15490.4
OG0003805	T265_00258	SINT1_950.1
OG0003806	T265_00275	SINT1_7910.1
OG0003807	T265_15782	SINT1_36990.1
OG0003809	T265_02345	SINT1_70040.1
OG0003813	T265_04194, T265_15376	SINT1_37860.1, SINT1_45600.1, SINT1_86240.1, SINT1_86240.2, SINT1_86240.3, SINT1_22290.1
OG0003814	T265_06383	SINT1_80900.1
OG0003827	T265_13331	SINT1_30020.1
OG0003828	T265_02993, T265_03636, T265_02995, T265_03637	SINT1_37610.1
OG0003829	T265_10436	SINT1_7200.1, SINT1_7200.2
OG0003830	T265_09055	SINT1_11490.2, SINT1_11490.1, SINT1_11490.4, SINT1_11490.3
OG0003831	T265_11014, T265_11015	SINT1_93980.1, SINT1_93980.2
OG0003832	T265_10860	SINT1_93940.2, SINT1_93940.1, SINT1_93940.3
OG0003834	T265_05544	SINT1_2980.1, SINT1_2980.2
OG0003835	T265_11735	SINT1_15940.1, SINT1_15940.2
OG0003836	T265_08888	SINT1_29990.1
OG0003837	T265_06035, T265_09723	SINT1_40220.1
OG0003838	T265_07776	SINT1_14150.1
OG0003839	T265_05240	SINT1_12000.1
OG0003842	T265_15056, T265_08637, T265_08638	SINT1_30350.1, SINT1_30350.2
OG0003843	T265_14168	SINT1_8320.1
OG0003844	T265_00713	SINT1_32990.1
OG0003845	T265_02625	SINT1_90420.1, SINT1_90420.2
OG0003846	T265_06818	SINT1_4590.1
OG0003847	T265_10563	SINT1_61330.3, SINT1_61330.1, SINT1_61330.2
OG0003848	T265_07131	SINT1_84190.1, SINT1_84190.3, SINT1_84190.2
OG0003849	T265_15329	SINT1_19920.1, SINT1_19920.2
OG0003850	T265_00751	SINT1_29550.1
OG0003851	T265_05837, T265_13888	SINT1_62530.1
OG0003852	T265_14491	SINT1_91830.1
OG0003853	T265_08362	SINT1_94660.1
OG0003854	T265_03170, T265_03168, T265_03171, T265_03169	SINT1_66020.1, SINT1_66020.2, SINT1_66020.3, SINT1_66020.4, SINT1_66020.5
OG0003855	T265_12068	SINT1_40850.1
OG0003856	T265_10681	SINT1_83860.1, SINT1_83860.2
OG0003857	T265_05336	SINT1_38640.1, SINT1_38640.2, SINT1_38640.3
OG0003858	T265_07459	SINT1_32480.1
OG0003859	T265_03929	SINT1_62910.1
OG0003860	T265_02613	SINT1_39140.1, SINT1_39140.4, SINT1_39140.2, SINT1_39140.3
OG0003861	T265_01889	SINT1_37690.1
OG0003863	T265_05699	SINT1_22870.1
OG0003865	T265_16087	SINT1_91950.1
OG0003866	T265_03366	SINT1_40410.1
OG0003867	T265_00021	SINT1_47320.1
OG0003868	T265_03172	SINT1_60750.1
OG0003869	T265_12812	SINT1_41680.1
OG0003872	T265_01200	SINT1_56310.1
OG0003873	T265_14902	SINT1_79410.1, SINT1_79410.2, SINT1_79410.3
OG0003874	T265_09712	SINT1_43520.1
OG0003875	T265_05982	SINT1_23490.1
OG0003876	T265_06523	SINT1_39550.1, SINT1_39550.2
OG0003877	T265_01126	SINT1_61940.1
OG0003878	T265_12724	SINT1_61950.1
OG0003879	T265_09833	SINT1_79290.1
OG0003881	T265_02017	SINT1_60560.1
OG0003882	T265_03801	SINT1_91940.1
OG0003883	T265_04185	SINT1_60480.1
OG0003884	T265_05578	SINT1_24370.1, SINT1_24370.2
OG0003885	T265_07522	SINT1_85250.1
OG0003886	T265_14515, T265_16100, T265_16102	SINT1_38350.1, SINT1_38350.2
OG0003887	T265_02629, T265_13056	SINT1_86820.1
OG0003888	T265_02628	SINT1_88990.1
OG0003889	T265_02775	SINT1_74510.1
OG0003890	T265_13252	SINT1_20950.1
OG0003891	T265_09065	SINT1_14180.1
OG0003892	T265_05178	SINT1_86720.2, SINT1_86720.1
OG0003894	T265_12868	SINT1_11860.1
