Orthogroup	schistosoma_intercalatum	fasciola_gigantica
OG0000719	SINT1_55000.1, SINT1_55000.2, SINT1_55000.3	FGIG_07183
OG0000720	SINT1_75720.1, SINT1_75710.1	FGIG_07280
OG0000721	SINT1_45830.1, SINT1_45830.2	FGIG_07460
OG0000722	SINT1_5310.2, SINT1_5310.1, SINT1_5310.3	FGIG_07693, FGIG_07988
OG0000723	SINT1_75450.1, SINT1_75450.3, SINT1_75450.2, SINT1_75450.4	FGIG_08409
OG0000724	SINT1_41830.6, SINT1_41830.3, SINT1_41830.1, SINT1_41830.2, SINT1_41830.4, SINT1_41830.5	FGIG_08545, FGIG_08543
OG0000725	SINT1_75800.5, SINT1_75800.1, SINT1_75800.2, SINT1_75800.3, SINT1_75800.4	FGIG_08674, FGIG_12036
OG0000726	SINT1_29880.1	FGIG_08836
OG0000726	SINT1_29890.1	FGIG_08835
OG0000727	SINT1_38780.1	FGIG_09069
OG0000728	SINT1_48360.4, SINT1_48360.2, SINT1_48360.1, SINT1_48360.3	FGIG_12215, FGIG_09158
OG0000729	SINT1_8940.4, SINT1_8940.5, SINT1_8940.6, SINT1_8940.2, SINT1_8940.1, SINT1_8940.3	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791
OG0000730	SINT1_59790.2, SINT1_59790.3, SINT1_59790.1	FGIG_10454
OG0000731	SINT1_75110.1	FGIG_10487
OG0000732	SINT1_3430.5, SINT1_3430.1, SINT1_3430.6, SINT1_3430.7, SINT1_3430.2, SINT1_3430.4, SINT1_3430.3	FGIG_11075
OG0000733	SINT1_2770.3, SINT1_2770.1, SINT1_2770.4, SINT1_2770.2	FGIG_12111, FGIG_11583
OG0000736	SINT1_76920.1, SINT1_76920.2	FGIG_00111
OG0000737	SINT1_9960.3, SINT1_9960.4, SINT1_9960.7, SINT1_9960.2, SINT1_9960.6, SINT1_9960.1, SINT1_9960.5	FGIG_00338, FGIG_00337, FGIG_00339
OG0000738	SINT1_69080.1, SINT1_69080.5, SINT1_69080.2, SINT1_69080.4, SINT1_69080.6, SINT1_69080.3, SINT1_69080.7, SINT1_69070.1	FGIG_02670, FGIG_00476, FGIG_08925
OG0000740	SINT1_8470.1, SINT1_8470.2, SINT1_8470.3, SINT1_8470.6, SINT1_8470.4, SINT1_8470.5, SINT1_8470.7, SINT1_8470.8	FGIG_01427
OG0000741	SINT1_82900.5, SINT1_82900.3, SINT1_82900.1, SINT1_82900.2, SINT1_82900.4	FGIG_02730
OG0000742	SINT1_96910.1, SINT1_96910.2, SINT1_96910.3, SINT1_96910.4, SINT1_81970.1, SINT1_81970.2, SINT1_81970.3	FGIG_02978
OG0000743	SINT1_22750.1, SINT1_22750.2	FGIG_03357
OG0000744	SINT1_3520.1	FGIG_04615
OG0000745	SINT1_38100.1, SINT1_38100.2	FGIG_04697, FGIG_11035
OG0000746	SINT1_60430.2, SINT1_60430.1, SINT1_60430.3	FGIG_05601
OG0000747	SINT1_42860.1	FGIG_05634
OG0000748	SINT1_69510.4, SINT1_69510.2, SINT1_69510.3, SINT1_69510.6, SINT1_69510.1, SINT1_69510.5	FGIG_05694, FGIG_05760, FGIG_05761
OG0000749	SINT1_68890.1	FGIG_05710
OG0000750	SINT1_73320.3, SINT1_73320.4, SINT1_73320.1, SINT1_73320.2, SINT1_73320.5, SINT1_73320.6	FGIG_06338
OG0000751	SINT1_5440.1, SINT1_2500.1	FGIG_06853, FGIG_12237
OG0000752	SINT1_91160.1, SINT1_91210.1	FGIG_06872
OG0000753	SINT1_81530.3, SINT1_81530.1, SINT1_81530.2	FGIG_07104
OG0000754	SINT1_50250.9, SINT1_50250.10, SINT1_50250.12, SINT1_50250.13, SINT1_50250.2, SINT1_50250.11, SINT1_50250.14, SINT1_50250.1, SINT1_50250.5, SINT1_50250.7, SINT1_50250.6, SINT1_50250.8, SINT1_50250.3, SINT1_50250.4	FGIG_07172
OG0000755	SINT1_74410.3, SINT1_74410.1, SINT1_74410.2, SINT1_74410.4	FGIG_07206
OG0000756	SINT1_39030.1	FGIG_07332
OG0000757	SINT1_52550.2, SINT1_52550.3, SINT1_52550.1	FGIG_07577
OG0000758	SINT1_8970.8, SINT1_8970.9, SINT1_8970.4, SINT1_8970.1, SINT1_8970.2, SINT1_8970.5, SINT1_8970.6, SINT1_8970.7, SINT1_8970.3	FGIG_07692
OG0000759	SINT1_52950.3, SINT1_52950.1, SINT1_52950.4, SINT1_52950.2, SINT1_52950.6, SINT1_52950.5, SINT1_52950.7	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238
OG0000760	SINT1_77620.1, SINT1_77620.10, SINT1_77620.11, SINT1_77620.12, SINT1_77620.2, SINT1_77620.3, SINT1_77620.4, SINT1_77620.5, SINT1_77620.6, SINT1_77620.7, SINT1_77620.8, SINT1_77620.9	FGIG_08405
OG0000761	SINT1_53610.2, SINT1_53610.4, SINT1_53610.1, SINT1_53610.5, SINT1_53610.9, SINT1_53610.7, SINT1_53610.6, SINT1_53610.8, SINT1_53610.3	FGIG_08641
OG0000762	SINT1_80630.1	FGIG_11563, FGIG_11679
OG0000762	SINT1_85900.1, SINT1_85900.2, SINT1_85900.3	FGIG_08717
OG0000763	SINT1_19820.5, SINT1_19820.1, SINT1_19820.2, SINT1_19820.3, SINT1_19820.4	FGIG_10588
OG0000764	SINT1_9100.5, SINT1_9100.3, SINT1_9100.2, SINT1_9100.1, SINT1_9100.4	FGIG_10711
OG0000765	SINT1_52930.1	FGIG_12043, FGIG_11357
OG0000765	SINT1_52940.1	FGIG_11560, FGIG_12698
OG0000766	SINT1_62770.1	FGIG_11419
OG0000767	SINT1_64820.1, SINT1_64820.2	FGIG_11449
OG0000768	SINT1_40010.2, SINT1_40010.3, SINT1_40010.1, SINT1_40010.4, SINT1_40010.5	FGIG_11533, FGIG_12305
OG0000769	SINT1_2060.3, SINT1_2060.1, SINT1_2060.2	FGIG_12118, FGIG_12119
OG0000770	SINT1_17990.1, SINT1_17990.2, SINT1_17990.3	FGIG_12503, FGIG_12181
OG0000773	SINT1_25800.3, SINT1_25800.2, SINT1_25800.1	FGIG_04534, FGIG_00207
OG0000774	SINT1_47130.1, SINT1_47130.2	FGIG_00300, FGIG_00299
OG0000775	SINT1_51610.1, SINT1_51610.2, SINT1_51610.3, SINT1_51610.4	FGIG_00308
OG0000776	SINT1_45850.1	FGIG_10546
OG0000776	SINT1_56460.1	FGIG_00374
OG0000777	SINT1_52160.3, SINT1_52160.1, SINT1_52160.6, SINT1_52160.5, SINT1_52160.2, SINT1_52160.4, SINT1_52160.8, SINT1_52160.7	FGIG_00633
OG0000778	SINT1_23030.1, SINT1_23030.3, SINT1_23030.2	FGIG_03692
OG0000779	SINT1_3610.1	FGIG_00938
OG0000780	SINT1_14980.1	FGIG_01425
OG0000781	SINT1_11380.1	FGIG_01631
OG0000781	SINT1_460.2, SINT1_460.1, SINT1_460.3, SINT1_460.4	FGIG_06825
OG0000782	SINT1_31730.1	FGIG_01653, FGIG_01652
OG0000783	SINT1_50520.1, SINT1_50520.2, SINT1_50520.3	FGIG_02146, FGIG_11024, FGIG_11880
OG0000784	SINT1_31650.4, SINT1_31650.3, SINT1_31650.2, SINT1_31650.1, SINT1_31650.5, SINT1_31650.6	FGIG_02281
OG0000785	SINT1_58640.1	FGIG_02641, FGIG_02640
OG0000786	SINT1_40750.5, SINT1_40750.2, SINT1_40750.1, SINT1_40750.4, SINT1_40750.3	FGIG_02834
OG0000787	SINT1_91330.1, SINT1_91330.2, SINT1_59320.1	FGIG_03330
OG0000788	SINT1_13680.1	FGIG_03424
OG0000789	SINT1_25610.1, SINT1_25600.1, SINT1_25600.2	FGIG_03779
OG0000790	SINT1_39340.1, SINT1_39340.2, SINT1_39340.3, SINT1_39340.4	FGIG_08832, FGIG_03836
OG0000791	SINT1_42730.1	FGIG_09865, FGIG_04257, FGIG_04256
OG0000792	SINT1_5640.2, SINT1_5640.1, SINT1_5640.3, SINT1_5640.4	FGIG_04315
OG0000793	SINT1_34260.3, SINT1_34260.1, SINT1_34260.2, SINT1_34260.4	FGIG_04387, FGIG_04388
OG0000794	SINT1_10230.1	FGIG_04456
OG0000795	SINT1_93650.7, SINT1_93650.6, SINT1_93650.3, SINT1_93650.1, SINT1_93650.2, SINT1_93650.4, SINT1_93650.5	FGIG_09877, FGIG_04474
OG0000796	SINT1_15870.1, SINT1_15870.2, SINT1_15860.1	FGIG_04495, FGIG_08360
OG0000797	SINT1_20130.6, SINT1_20130.2, SINT1_20130.5, SINT1_20130.3, SINT1_20130.4, SINT1_20130.1	FGIG_10416, FGIG_04513
OG0000798	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3	FGIG_04574
OG0000799	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4	FGIG_04575
OG0000800	SINT1_10160.1	FGIG_04703
OG0000801	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3	FGIG_04893
OG0000802	SINT1_72380.1	FGIG_07812
OG0000802	SINT1_58280.1	FGIG_12596, FGIG_05603
OG0000803	SINT1_78010.2, SINT1_78010.1	FGIG_05677
OG0000804	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6	FGIG_11847, FGIG_05852
OG0000805	SINT1_36400.1	FGIG_06069
OG0000806	SINT1_72740.1, SINT1_72740.2	FGIG_06119
OG0000807	SINT1_9860.1, SINT1_9860.2	FGIG_06243
OG0000808	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3	FGIG_06270
OG0000809	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3	FGIG_06731, FGIG_11853
OG0000810	SINT1_25130.1	FGIG_06961
OG0000811	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5	FGIG_07144
OG0000812	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3	FGIG_07516
OG0000813	SINT1_85090.1	FGIG_07818
OG0000814	SINT1_63100.1	FGIG_08219
OG0000815	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4	FGIG_08221, FGIG_11100, FGIG_08223
OG0000816	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4	FGIG_08709
OG0000817	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6	FGIG_09135
OG0000818	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2	FGIG_09435
OG0000819	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3	FGIG_09439
OG0000820	SINT1_83190.1	FGIG_11717
OG0000821	SINT1_49050.1	FGIG_09921
OG0000822	SINT1_73410.1	FGIG_10054
OG0000823	SINT1_53300.1	FGIG_10877
OG0000823	SINT1_91290.1, SINT1_91300.1	FGIG_10391
OG0000824	SINT1_3060.1, SINT1_3060.4, SINT1_3060.3, SINT1_3060.2, SINT1_3060.6, SINT1_3060.5	FGIG_10848
OG0000825	SINT1_75930.1, SINT1_75930.2, SINT1_75930.4, SINT1_75930.3, SINT1_75900.1, SINT1_75890.1	FGIG_11216
OG0000826	SINT1_55170.3, SINT1_55170.1, SINT1_55170.4, SINT1_55170.2	FGIG_11695
OG0000827	SINT1_74320.1	FGIG_12190
OG0000830	SINT1_48820.2, SINT1_48820.3, SINT1_48820.1	FGIG_00108
OG0000831	SINT1_42440.3, SINT1_42440.1, SINT1_42440.4, SINT1_42440.5, SINT1_42440.2	FGIG_00177
OG0000832	SINT1_60050.2, SINT1_60050.1	FGIG_00455
OG0000833	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4	FGIG_00489, FGIG_06899
OG0000834	SINT1_48650.1	FGIG_00772
OG0000835	SINT1_38110.1, SINT1_38110.2	FGIG_00786
OG0000836	SINT1_37330.4, SINT1_37330.5, SINT1_37330.2, SINT1_37330.3, SINT1_37330.1	FGIG_00855
OG0000837	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4	FGIG_01009
OG0000838	SINT1_39150.1	FGIG_01017, FGIG_01016
OG0000839	SINT1_38540.3, SINT1_38540.1, SINT1_38540.2	FGIG_01333
OG0000840	SINT1_69580.1, SINT1_69580.2	FGIG_01498
OG0000841	SINT1_20460.2, SINT1_20460.7, SINT1_20460.4, SINT1_20460.3, SINT1_20460.6, SINT1_20460.5, SINT1_20460.1	FGIG_01937
OG0000842	SINT1_66450.1, SINT1_66450.2	FGIG_01947
OG0000843	SINT1_80990.1, SINT1_80990.2	FGIG_02333
OG0000844	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2	FGIG_02635
OG0000845	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3	FGIG_03440
OG0000846	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6	FGIG_04141, FGIG_04373
OG0000847	SINT1_1170.1, SINT1_1170.2	FGIG_04277
OG0000848	SINT1_34870.4, SINT1_34870.2, SINT1_34870.5, SINT1_34870.3, SINT1_34870.6, SINT1_34870.1	FGIG_04531
OG0000849	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4	FGIG_04536
OG0000850	SINT1_27390.4, SINT1_27390.6, SINT1_27390.1, SINT1_27390.7, SINT1_27390.2, SINT1_27390.3, SINT1_27390.5	FGIG_04635
OG0000851	SINT1_89380.1, SINT1_89380.2	FGIG_04677
OG0000852	SINT1_11010.1, SINT1_11000.1	FGIG_04776
OG0000853	SINT1_81500.1	FGIG_04849, FGIG_06913
OG0000854	SINT1_37340.1, SINT1_37340.3, SINT1_37340.2, SINT1_37340.4	FGIG_04960
OG0000855	SINT1_54440.1, SINT1_54440.2, SINT1_54440.3	FGIG_05067
OG0000856	SINT1_2940.5, SINT1_2940.2, SINT1_2940.3, SINT1_2940.4, SINT1_2940.1	FGIG_05440
OG0000857	SINT1_4110.1	FGIG_06616
OG0000858	SINT1_4510.2, SINT1_4510.1, SINT1_4510.4, SINT1_4510.3	FGIG_06646
OG0000859	SINT1_49470.4, SINT1_49470.2, SINT1_49470.3, SINT1_49470.1	FGIG_07329
OG0000860	SINT1_59580.1	FGIG_08877
OG0000860	SINT1_62150.1	FGIG_08075
OG0000861	SINT1_11800.1	FGIG_09232
OG0000862	SINT1_30070.2, SINT1_30070.3, SINT1_30070.4, SINT1_30070.5, SINT1_30070.6, SINT1_30070.1	FGIG_09618
OG0000863	SINT1_7360.1	FGIG_09756, FGIG_11821
OG0000864	SINT1_40340.1	FGIG_10031
OG0000865	SINT1_33260.1	FGIG_11450
OG0000866	SINT1_660.1, SINT1_95050.1	FGIG_11612
OG0000867	SINT1_7240.1, SINT1_7240.2, SINT1_7240.3, SINT1_7240.4	FGIG_12103
OG0000869	SINT1_87830.2, SINT1_87830.1, SINT1_87830.3	FGIG_08036, FGIG_00173, FGIG_10748
OG0000870	SINT1_910.4, SINT1_910.6, SINT1_910.1, SINT1_910.2, SINT1_910.3, SINT1_910.5	FGIG_00458
OG0000871	SINT1_28730.1, SINT1_28730.7, SINT1_28730.2, SINT1_28730.5, SINT1_28730.8, SINT1_28730.3, SINT1_28730.6, SINT1_28730.4	FGIG_00704, FGIG_00705
OG0000872	SINT1_3990.1	FGIG_01168
OG0000873	SINT1_85010.3, SINT1_85010.1, SINT1_85010.2, SINT1_85010.4, SINT1_85010.5	FGIG_01237
OG0000874	SINT1_43030.1	FGIG_09975, FGIG_05621, FGIG_02068
OG0000875	SINT1_62080.1, SINT1_62080.2, SINT1_62080.3, SINT1_62080.4	FGIG_02491
OG0000876	SINT1_96270.1, SINT1_23870.1	FGIG_02493, FGIG_13987
OG0000877	SINT1_7290.1	FGIG_02724
OG0000878	SINT1_18600.2, SINT1_18600.1	FGIG_11660, FGIG_02764
OG0000879	SINT1_58090.1, SINT1_58090.2	FGIG_03120
OG0000880	SINT1_78480.8, SINT1_78480.1, SINT1_78480.3, SINT1_78480.5, SINT1_78480.2, SINT1_78480.6, SINT1_78480.7, SINT1_78480.4	FGIG_03926
OG0000881	SINT1_4530.1	FGIG_04172
OG0000881	SINT1_89210.1	FGIG_04278
OG0000882	SINT1_22270.1	FGIG_05170
OG0000882	SINT1_40110.2, SINT1_40110.1	FGIG_04211
OG0000883	SINT1_40100.6, SINT1_40100.1, SINT1_40100.2, SINT1_40100.3, SINT1_40100.4, SINT1_40100.5, SINT1_40100.7	FGIG_04212
OG0000884	SINT1_39380.1, SINT1_39380.2, SINT1_39380.3	FGIG_04519
OG0000885	SINT1_90980.1, SINT1_140.1, SINT1_96860.1, SINT1_56940.1, SINT1_90990.1, SINT1_90960.1, SINT1_90970.2, SINT1_90970.1, SINT1_120.1	FGIG_06559, FGIG_04824
OG0000886	SINT1_69710.1, SINT1_69710.3, SINT1_69710.5, SINT1_69710.2, SINT1_69710.4	FGIG_06109
OG0000887	SINT1_19800.4, SINT1_19800.1, SINT1_19800.2, SINT1_19800.3	FGIG_07211
OG0000888	SINT1_77570.1, SINT1_77570.2, SINT1_77570.3, SINT1_77580.1	FGIG_07235
OG0000889	SINT1_27830.1, SINT1_27830.2, SINT1_27830.4, SINT1_27830.3	FGIG_07370
OG0000890	SINT1_40920.1	FGIG_07609
OG0000891	SINT1_37210.1, SINT1_37210.4, SINT1_37210.2, SINT1_37210.3	FGIG_08269
OG0000892	SINT1_51890.6, SINT1_51890.8, SINT1_51890.3, SINT1_51890.1, SINT1_51890.5, SINT1_51890.7, SINT1_51890.4, SINT1_51890.2	FGIG_08300
OG0000894	SINT1_96000.1, SINT1_86220.1, SINT1_86220.2	FGIG_09025
OG0000895	SINT1_44060.1, SINT1_44060.2	FGIG_09033, FGIG_10887, FGIG_11622
OG0000896	SINT1_21120.1	FGIG_09198, FGIG_11521
OG0000897	SINT1_10220.1, SINT1_10220.2	FGIG_09238, FGIG_09239
OG0000898	SINT1_71160.1, SINT1_71160.2, SINT1_71160.3, SINT1_71160.4, SINT1_71160.5	FGIG_09340
OG0000899	SINT1_14490.2, SINT1_14490.4, SINT1_14490.3, SINT1_14490.5, SINT1_14490.1	FGIG_09861
OG0000900	SINT1_3550.1, SINT1_3540.1	FGIG_09928, FGIG_10894, FGIG_11511
OG0000901	SINT1_62260.2, SINT1_62260.4, SINT1_62260.3, SINT1_62260.1	FGIG_09929
OG0000902	SINT1_55040.1, SINT1_55040.2, SINT1_55040.3	FGIG_10069
OG0000903	SINT1_15480.1	FGIG_10099, FGIG_12212
OG0000904	SINT1_5100.1, SINT1_5100.2, SINT1_5100.3, SINT1_5100.8, SINT1_5100.4, SINT1_5100.5, SINT1_5100.6, SINT1_5100.7	FGIG_10256
OG0000905	SINT1_77760.1	FGIG_12473, FGIG_10853
OG0000906	SINT1_63480.1, SINT1_63480.2	FGIG_11785
OG0000907	SINT1_73540.1	FGIG_12114
OG0000910	SINT1_8230.1, SINT1_8230.2, SINT1_8230.3	FGIG_00237
OG0000911	SINT1_57920.4, SINT1_57920.1, SINT1_57920.3, SINT1_57920.2	FGIG_01294, FGIG_01295
OG0000912	SINT1_6420.1	FGIG_01540
OG0000913	SINT1_31550.1, SINT1_31550.2, SINT1_31550.3	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081
OG0000914	SINT1_38590.3, SINT1_38590.2, SINT1_38590.1, SINT1_38590.4	FGIG_01782
OG0000915	SINT1_29620.1, SINT1_29620.3, SINT1_29620.2	FGIG_02191
OG0000916	SINT1_39660.4, SINT1_39660.7, SINT1_39660.8, SINT1_39660.10, SINT1_39660.2, SINT1_39660.1, SINT1_39660.12, SINT1_39660.11, SINT1_39660.3, SINT1_39660.5, SINT1_39660.9, SINT1_39660.6	FGIG_02554
OG0000917	SINT1_82800.1, SINT1_82800.2, SINT1_82800.3	FGIG_02688, FGIG_12358, FGIG_11883
OG0000918	SINT1_26830.1, SINT1_26830.2, SINT1_26830.4, SINT1_26830.5, SINT1_26830.6, SINT1_26830.3, SINT1_26830.7, SINT1_26830.8	FGIG_02932
OG0000919	SINT1_82980.1	FGIG_03174
OG0000921	SINT1_43460.2, SINT1_43460.8, SINT1_43460.1, SINT1_43460.5, SINT1_43460.4, SINT1_43460.6, SINT1_43460.3, SINT1_43460.7, SINT1_43460.9	FGIG_03378
OG0000922	SINT1_6910.1	FGIG_08404
OG0000922	SINT1_6900.1	FGIG_03416, FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415
OG0000923	SINT1_41520.1	FGIG_09953
OG0000923	SINT1_91550.1	FGIG_03937
OG0000925	SINT1_16510.3, SINT1_16510.4, SINT1_16510.5, SINT1_16510.1, SINT1_16510.2	FGIG_03997
OG0000926	SINT1_27110.1, SINT1_27110.2	FGIG_04108, FGIG_04107
OG0000927	SINT1_19870.1	FGIG_04164
OG0000928	SINT1_32310.1, SINT1_32310.4, SINT1_32310.2, SINT1_32310.3, SINT1_32300.1	FGIG_05151
OG0000929	SINT1_64480.1	FGIG_05247
OG0000930	SINT1_42360.5, SINT1_42360.1, SINT1_42360.3, SINT1_42360.4, SINT1_42360.2	FGIG_05414
OG0000931	SINT1_70630.1, SINT1_70630.2, SINT1_70630.3, SINT1_70630.4, SINT1_70630.5, SINT1_70630.6, SINT1_70630.8, SINT1_70630.7	FGIG_05808, FGIG_05809, FGIG_05812
OG0000932	SINT1_1080.1	FGIG_05937
OG0000933	SINT1_39750.1, SINT1_39750.2	FGIG_06615
OG0000934	SINT1_10300.3, SINT1_10300.2, SINT1_10300.1	FGIG_06893, FGIG_06892
OG0000935	SINT1_63800.1	FGIG_06948
OG0000936	SINT1_92400.3, SINT1_92400.2, SINT1_92400.1	FGIG_07247, FGIG_12684
OG0000937	SINT1_54180.1	FGIG_08721, FGIG_07320
OG0000938	SINT1_59470.4, SINT1_59470.5, SINT1_59470.1, SINT1_59470.3, SINT1_59470.2, SINT1_59470.6, SINT1_59470.7	FGIG_07574
OG0000939	SINT1_85540.1, SINT1_85540.5, SINT1_85540.4, SINT1_85540.2, SINT1_85540.3, SINT1_85540.6	FGIG_08083
OG0000940	SINT1_5770.1, SINT1_5770.2, SINT1_5770.3	FGIG_08529
OG0000941	SINT1_32120.2, SINT1_32120.3, SINT1_32120.1, SINT1_32120.4	FGIG_08549
OG0000942	SINT1_16080.3, SINT1_16080.1, SINT1_16080.2	FGIG_08647
OG0000943	SINT1_28810.3, SINT1_28810.4, SINT1_28810.1, SINT1_28810.2	FGIG_12262, FGIG_08967
OG0000944	SINT1_57720.1, SINT1_94860.1	FGIG_08996
OG0000945	SINT1_11500.9, SINT1_11500.4, SINT1_11500.5, SINT1_11500.2, SINT1_11500.1, SINT1_11500.3, SINT1_11500.6, SINT1_11500.7, SINT1_11500.8	FGIG_11567, FGIG_10084
OG0000946	SINT1_8840.3, SINT1_8840.4, SINT1_8840.1, SINT1_8840.2, SINT1_8840.5, SINT1_8840.6	FGIG_10162
OG0000947	SINT1_38910.1	FGIG_10405
OG0000948	SINT1_80380.3, SINT1_80380.4, SINT1_80380.5, SINT1_80380.1, SINT1_80380.2	FGIG_10715
OG0000949	SINT1_16250.1, SINT1_16260.1, SINT1_16240.1, SINT1_16240.2, SINT1_16240.3	FGIG_11029, FGIG_12400
OG0000950	SINT1_53270.6, SINT1_53270.2, SINT1_53270.4, SINT1_53270.3, SINT1_53270.5, SINT1_53270.1	FGIG_11337
OG0000951	SINT1_91500.3, SINT1_91500.4, SINT1_91500.1, SINT1_91500.2	FGIG_11751
OG0000952	SINT1_29580.2, SINT1_29580.3, SINT1_29580.1	FGIG_11963
OG0000953	SINT1_62370.1, SINT1_62370.2, SINT1_62370.3	FGIG_12056
OG0000954	SINT1_79330.1, SINT1_79330.2	FGIG_12353
OG0000958	SINT1_13790.1	FGIG_00120
OG0000959	SINT1_69140.1, SINT1_69140.5, SINT1_69140.3, SINT1_69140.6, SINT1_69140.2, SINT1_69140.4, SINT1_69140.7	FGIG_00122
OG0000961	SINT1_38940.1	FGIG_01111
OG0000962	SINT1_73520.1, SINT1_73520.2	FGIG_01352, FGIG_10661
OG0000963	SINT1_2310.1	FGIG_07862, FGIG_01440, FGIG_01439
OG0000964	SINT1_40680.6, SINT1_40680.3, SINT1_40680.4, SINT1_40680.5, SINT1_40680.1, SINT1_40680.2	FGIG_09268, FGIG_01648
OG0000965	SINT1_63060.1	FGIG_02037
OG0000966	SINT1_36170.1, SINT1_36170.2	FGIG_07892
OG0000966	SINT1_48960.1	FGIG_02145
OG0000967	SINT1_35420.1, SINT1_35420.2	FGIG_02147
OG0000968	SINT1_2740.1, SINT1_2740.2, SINT1_2740.3, SINT1_2740.4	FGIG_02274
OG0000969	SINT1_80260.1	FGIG_02776, FGIG_11524
OG0000970	SINT1_68850.1, SINT1_68850.2	FGIG_03075
OG0000971	SINT1_1810.1, SINT1_1810.2, SINT1_1810.3, SINT1_1810.5, SINT1_1810.7, SINT1_1810.4, SINT1_1810.6	FGIG_03179, FGIG_13983
OG0000972	SINT1_6100.1, SINT1_6100.2, SINT1_6100.3	FGIG_11948, FGIG_03784
OG0000973	SINT1_24160.1, SINT1_24170.1, SINT1_24180.1	FGIG_03899
OG0000974	SINT1_55310.1, SINT1_55310.2	FGIG_04084
OG0000975	SINT1_5930.4, SINT1_5930.1, SINT1_5930.2, SINT1_5930.3	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882
OG0000976	SINT1_10420.1, SINT1_10420.2, SINT1_10420.3	FGIG_04455
OG0000977	SINT1_12120.1, SINT1_12120.2, SINT1_12120.3	FGIG_04668
OG0000978	SINT1_21010.1, SINT1_21010.2, SINT1_21010.3, SINT1_21010.4, SINT1_21010.5	FGIG_04760
OG0000979	SINT1_72710.1	FGIG_06407, FGIG_04838, FGIG_06406
OG0000980	SINT1_52000.2, SINT1_52000.1	FGIG_04979
OG0000981	SINT1_40080.2, SINT1_40080.1	FGIG_05295, FGIG_09246
OG0000982	SINT1_63880.4, SINT1_63880.2, SINT1_63880.5, SINT1_63880.3, SINT1_63880.1	FGIG_05391
OG0000983	SINT1_15680.1, SINT1_15680.3, SINT1_15680.4, SINT1_15680.2, SINT1_15680.5, SINT1_15680.6	FGIG_05642
OG0000984	SINT1_34890.6, SINT1_34890.4, SINT1_34890.3, SINT1_34890.2, SINT1_34890.1, SINT1_34890.7, SINT1_34890.8, SINT1_34890.5	FGIG_08758, FGIG_05698
OG0000985	SINT1_16220.1, SINT1_16220.2, SINT1_16220.3	FGIG_05895
OG0000986	SINT1_71860.1	FGIG_07315, FGIG_06076
OG0000987	SINT1_82000.1, SINT1_82000.2, SINT1_82000.3	FGIG_06114
OG0000988	SINT1_56850.3, SINT1_56860.1, SINT1_56850.1, SINT1_56850.2	FGIG_06297
OG0000989	SINT1_51320.3, SINT1_51320.1, SINT1_51320.2	FGIG_11034, FGIG_06813
OG0000990	SINT1_4730.1	FGIG_07158, FGIG_12628
OG0000991	SINT1_58500.3, SINT1_58500.5, SINT1_58500.1, SINT1_58500.2, SINT1_58500.4	FGIG_07197
OG0000992	SINT1_44330.1, SINT1_44330.2, SINT1_44330.6, SINT1_44330.3, SINT1_44330.4, SINT1_44330.5	FGIG_07340
OG0000993	SINT1_76930.3, SINT1_76930.2, SINT1_76930.4, SINT1_76930.1	FGIG_08844
OG0000994	SINT1_33950.1	FGIG_10501, FGIG_09627
OG0000995	SINT1_79200.2, SINT1_79200.1, SINT1_79200.3	FGIG_10198
