Orthogroup	schistosoma_rodhaini	opisthorchis_viverrini
OG0001151	SRDH2_92930.1, SRDH2_92930.2	T265_15472, T265_13441
OG0001152	SRDH2_14780.1	T265_14381
OG0001153	SRDH2_70860.5, SRDH2_70860.3, SRDH2_70860.6, SRDH2_70860.4, SRDH2_70860.2, SRDH2_70860.1	T265_01176
OG0001154	SRDH2_44210.4, SRDH2_44210.5, SRDH2_44210.3, SRDH2_44210.1, SRDH2_44210.2	T265_04740
OG0001155	SRDH2_49230.3, SRDH2_49230.2, SRDH2_49230.6, SRDH2_49230.4, SRDH2_49230.5, SRDH2_49230.7, SRDH2_49230.1	T265_04064
OG0001156	SRDH2_101390.1, SRDH2_101390.2, SRDH2_101390.3, SRDH2_7780.1	T265_06433
OG0001157	SRDH2_64390.16, SRDH2_64390.7, SRDH2_64390.13, SRDH2_64390.2, SRDH2_64390.12, SRDH2_64390.19, SRDH2_64390.20, SRDH2_64390.21, SRDH2_64390.14, SRDH2_64390.22, SRDH2_64390.17, SRDH2_64390.18, SRDH2_64390.9, SRDH2_64390.4, SRDH2_64390.11, SRDH2_64390.15, SRDH2_64390.5, SRDH2_64390.1, SRDH2_64390.3, SRDH2_64390.6, SRDH2_64390.8, SRDH2_64390.10	T265_14481
OG0001158	SRDH2_42690.3, SRDH2_42690.2, SRDH2_42690.1, SRDH2_42690.4	T265_06397
OG0001159	SRDH2_95150.1	T265_09195
OG0001161	SRDH2_66140.1	T265_00653, T265_08935, T265_08936, T265_13517
OG0001162	SRDH2_33290.2, SRDH2_33290.1, SRDH2_33290.3, SRDH2_33290.4, SRDH2_33290.5, SRDH2_33290.6, SRDH2_33290.7	T265_04454
OG0001163	SRDH2_79140.1	T265_07853
OG0001164	SRDH2_83150.1	T265_12833
OG0001165	SRDH2_59060.2, SRDH2_59060.3, SRDH2_59060.4, SRDH2_59060.5, SRDH2_59060.1	T265_08213
OG0001166	SRDH2_11420.4, SRDH2_11420.1, SRDH2_11420.2, SRDH2_11420.3	T265_05263, T265_09404
OG0001167	SRDH2_33270.1, SRDH2_33270.2, SRDH2_33270.3, SRDH2_33270.4	T265_08105
OG0001168	SRDH2_14570.1, SRDH2_14570.3, SRDH2_14570.4, SRDH2_14570.5, SRDH2_14570.2, SRDH2_14570.6	T265_15277
OG0001169	SRDH2_50920.1, SRDH2_50920.2	T265_08843, T265_16294
OG0001170	SRDH2_11730.1	T265_01846
OG0001171	SRDH2_16050.2, SRDH2_16050.1, SRDH2_16050.3	T265_10087, T265_11342
OG0001172	SRDH2_62080.3, SRDH2_62080.7, SRDH2_62080.6, SRDH2_62080.1, SRDH2_62080.4, SRDH2_62080.5, SRDH2_62080.2	T265_08932, T265_15849
OG0001173	SRDH2_1790.1, SRDH2_1790.2	T265_14048, T265_14047
OG0001174	SRDH2_10130.6, SRDH2_10130.1, SRDH2_10130.4, SRDH2_10130.2, SRDH2_10130.3, SRDH2_10130.5, SRDH2_101560.3, SRDH2_101560.1, SRDH2_101560.6, SRDH2_101560.4, SRDH2_101560.7, SRDH2_101560.2, SRDH2_101560.5, SRDH2_101560.8, SRDH2_101560.11, SRDH2_101560.12, SRDH2_101560.10, SRDH2_101560.9	T265_12676
OG0001175	SRDH2_53930.4, SRDH2_53930.1, SRDH2_53930.2, SRDH2_53930.3	T265_01290
OG0001176	SRDH2_75260.6, SRDH2_75260.1, SRDH2_75260.2, SRDH2_75260.3, SRDH2_75260.4, SRDH2_75260.5, SRDH2_75260.7	T265_00168
OG0001177	SRDH2_25230.2, SRDH2_25230.1	T265_09629
OG0001178	SRDH2_2720.1, SRDH2_102480.1, SRDH2_102470.1, SRDH2_2710.1, SRDH2_2710.4, SRDH2_2710.6, SRDH2_2710.2, SRDH2_2710.3, SRDH2_2710.5, SRDH2_2710.7	T265_13363
OG0001179	SRDH2_96580.1	T265_05221
OG0001180	SRDH2_9650.3, SRDH2_9650.6, SRDH2_9650.1, SRDH2_9650.8, SRDH2_9650.2, SRDH2_9650.5, SRDH2_9650.7, SRDH2_9650.4, SRDH2_9650.9, SRDH2_9650.10	T265_13220
OG0001181	SRDH2_59110.2, SRDH2_59110.3, SRDH2_59110.5, SRDH2_59110.4, SRDH2_59110.6, SRDH2_59110.1	T265_11423
OG0001183	SRDH2_11430.6, SRDH2_11430.1, SRDH2_11430.3, SRDH2_11430.7, SRDH2_11430.2, SRDH2_11430.10, SRDH2_11430.4, SRDH2_11430.5, SRDH2_11430.8, SRDH2_11430.9	T265_02454
OG0001184	SRDH2_3600.4, SRDH2_3600.6, SRDH2_3600.7, SRDH2_3600.5, SRDH2_3600.1, SRDH2_3600.8, SRDH2_3600.2, SRDH2_3600.9, SRDH2_3600.3	T265_00213
OG0001185	SRDH2_11110.1, SRDH2_11110.2, SRDH2_11110.4, SRDH2_11110.3, SRDH2_11110.5	T265_04552
OG0001186	SRDH2_4970.1, SRDH2_4970.2, SRDH2_4970.3	T265_12678
OG0001187	SRDH2_31630.1	T265_02980
OG0001188	SRDH2_8120.3, SRDH2_8120.2, SRDH2_8120.1, SRDH2_8120.4, SRDH2_8120.5	T265_15159
OG0001189	SRDH2_13510.4, SRDH2_13510.3, SRDH2_13510.6, SRDH2_13510.7, SRDH2_13510.1, SRDH2_13510.2, SRDH2_13510.5	T265_00193
OG0001190	SRDH2_33740.2, SRDH2_33740.4, SRDH2_33740.3, SRDH2_33740.1	T265_11824
OG0001191	SRDH2_7070.1, SRDH2_7070.2	T265_07275
OG0001192	SRDH2_43040.1, SRDH2_43020.1	T265_07070
OG0001193	SRDH2_84900.1	T265_15398, T265_11656, T265_03245, T265_13788
OG0001194	SRDH2_6550.1	T265_06139, T265_06140
OG0001197	SRDH2_22730.1, SRDH2_22730.6, SRDH2_22730.5, SRDH2_22730.3, SRDH2_22730.2, SRDH2_22730.4	T265_11253
OG0001202	SRDH2_12630.6, SRDH2_12630.1, SRDH2_12630.2, SRDH2_12630.3, SRDH2_12630.4, SRDH2_12630.5	T265_05149
OG0001203	SRDH2_1430.1, SRDH2_1430.2	T265_05114
OG0001203	SRDH2_82940.4, SRDH2_82940.5, SRDH2_100130.1	T265_07810
OG0001204	SRDH2_69590.1	T265_10589
OG0001205	SRDH2_33960.5, SRDH2_33960.8, SRDH2_33960.9, SRDH2_33960.2, SRDH2_33960.7, SRDH2_33960.1, SRDH2_33960.3, SRDH2_33960.6, SRDH2_33960.4	T265_10082
OG0001207	SRDH2_15540.1	T265_11953
OG0001208	SRDH2_31920.1	T265_11311
OG0001209	SRDH2_49460.12, SRDH2_49460.2, SRDH2_49460.9, SRDH2_49460.8, SRDH2_49460.6, SRDH2_49460.10, SRDH2_49460.11, SRDH2_49460.4, SRDH2_49460.5, SRDH2_49460.7, SRDH2_49460.3, SRDH2_49460.1	T265_08686
OG0001210	SRDH2_96440.1	T265_04627
OG0001211	SRDH2_18110.1	T265_10917
OG0001211	SRDH2_18120.1	T265_10916
OG0001212	SRDH2_24890.1	T265_05206
OG0001213	SRDH2_6870.5, SRDH2_6870.4, SRDH2_6870.1, SRDH2_6870.2, SRDH2_6870.3	T265_03062
OG0001214	SRDH2_28840.1, SRDH2_28840.2	T265_01374
OG0001215	SRDH2_65410.8, SRDH2_65410.1, SRDH2_65410.2, SRDH2_65410.4, SRDH2_65410.5, SRDH2_65410.6, SRDH2_65410.3, SRDH2_65410.7	T265_09785
OG0001216	SRDH2_27090.1, SRDH2_27090.2	T265_01025
OG0001217	SRDH2_72620.1	T265_15227
OG0001218	SRDH2_14450.1, SRDH2_14450.2, SRDH2_14450.3, SRDH2_14450.6, SRDH2_14450.4, SRDH2_14450.7, SRDH2_14450.5	T265_03088
OG0001219	SRDH2_1210.1, SRDH2_1210.4, SRDH2_1210.2, SRDH2_1210.3	T265_06431
OG0001220	SRDH2_58340.1, SRDH2_98200.2, SRDH2_98200.1, SRDH2_98200.3, SRDH2_12780.1, SRDH2_12790.1	T265_12016, T265_12232
OG0001221	SRDH2_64040.1, SRDH2_64040.2, SRDH2_64040.5, SRDH2_64040.3, SRDH2_64040.4	T265_15143
OG0001222	SRDH2_94890.1	T265_02622
OG0001223	SRDH2_34670.1, SRDH2_34670.2	T265_00721
OG0001224	SRDH2_84460.2, SRDH2_84460.3, SRDH2_84460.1	T265_14840
OG0001225	SRDH2_60480.6, SRDH2_60480.3, SRDH2_60480.7, SRDH2_60480.8, SRDH2_60480.4, SRDH2_60480.5, SRDH2_60480.1, SRDH2_60480.2	T265_15456
OG0001226	SRDH2_46950.1	T265_12558
OG0001227	SRDH2_63490.2, SRDH2_63490.1	T265_08672
OG0001229	SRDH2_30870.1, SRDH2_30870.2, SRDH2_30870.4, SRDH2_30870.3	T265_13483
OG0001230	SRDH2_17360.1	T265_06173
OG0001231	SRDH2_39680.1	T265_11984
OG0001232	SRDH2_83110.1	T265_02414, T265_08762, T265_14855
OG0001233	SRDH2_100320.1, SRDH2_6040.1	T265_12818
OG0001234	SRDH2_44440.1, SRDH2_44440.2	T265_09478
OG0001235	SRDH2_29230.1, SRDH2_29220.1, SRDH2_29220.2, SRDH2_29220.3	T265_03531
OG0001236	SRDH2_65120.1, SRDH2_65120.3, SRDH2_65120.4, SRDH2_65120.2, SRDH2_65120.6, SRDH2_65120.5	T265_13174
OG0001237	SRDH2_27050.1, SRDH2_27050.2, SRDH2_27010.1	T265_13308
OG0001238	SRDH2_86090.1	T265_01675
OG0001239	SRDH2_14470.1, SRDH2_14470.2, SRDH2_14470.3, SRDH2_14470.4, SRDH2_14470.6, SRDH2_14470.8, SRDH2_14470.5, SRDH2_14470.7	T265_03082
OG0001240	SRDH2_54950.2, SRDH2_54950.3, SRDH2_54950.4, SRDH2_54950.1, SRDH2_54950.8, SRDH2_54950.9, SRDH2_54950.5, SRDH2_54950.6, SRDH2_54950.7	T265_08224
OG0001241	SRDH2_61250.1	T265_00540
OG0001241	SRDH2_76320.1	T265_00343
OG0001242	SRDH2_57650.1, SRDH2_57650.10, SRDH2_57650.4, SRDH2_57650.7, SRDH2_57650.2, SRDH2_57650.3, SRDH2_57650.8, SRDH2_57650.9, SRDH2_57650.5, SRDH2_57650.6	T265_00140, T265_06857
OG0001243	SRDH2_6850.2, SRDH2_6850.1, SRDH2_6850.3, SRDH2_6850.8, SRDH2_6850.4, SRDH2_6850.6, SRDH2_6850.7, SRDH2_6850.5	T265_14770
OG0001244	SRDH2_93110.2, SRDH2_93110.3, SRDH2_93110.1, SRDH2_93110.4	T265_13277
OG0001245	SRDH2_14060.1	T265_14234
OG0001246	SRDH2_35040.3, SRDH2_35040.4, SRDH2_35040.10, SRDH2_35040.5, SRDH2_35040.9, SRDH2_35040.11, SRDH2_35040.8, SRDH2_35040.7, SRDH2_35040.6, SRDH2_35040.1, SRDH2_35040.2	T265_02606
OG0001247	SRDH2_37690.3, SRDH2_37690.1, SRDH2_37690.5, SRDH2_37690.2, SRDH2_37690.4	T265_04001
OG0001248	SRDH2_102320.1, SRDH2_102320.4, SRDH2_102320.2, SRDH2_102320.3, SRDH2_102320.5, SRDH2_102320.6, SRDH2_5730.2, SRDH2_5730.3, SRDH2_5730.4, SRDH2_5730.1	T265_13129
OG0001249	SRDH2_33620.3, SRDH2_33620.4, SRDH2_33620.2, SRDH2_33620.1	T265_06475
OG0001250	SRDH2_2060.1, SRDH2_2060.2, SRDH2_2070.1	T265_08176
OG0001251	SRDH2_79310.1	T265_12979
OG0001252	SRDH2_54130.1, SRDH2_54130.2, SRDH2_54130.3, SRDH2_54130.4	T265_02686
OG0001253	SRDH2_55900.2, SRDH2_55900.3, SRDH2_55900.4, SRDH2_55900.1	T265_13874
OG0001254	SRDH2_34730.2, SRDH2_34730.1, SRDH2_34720.1, SRDH2_34720.2	T265_11321
OG0001255	SRDH2_29310.1, SRDH2_29310.2	T265_13521
OG0001256	SRDH2_49130.4, SRDH2_49130.5, SRDH2_49130.6, SRDH2_49130.1, SRDH2_49130.2, SRDH2_49130.3	T265_02816
OG0001257	SRDH2_27340.1	T265_11892, T265_16136
OG0001258	SRDH2_78680.1, SRDH2_78680.3, SRDH2_78680.4, SRDH2_78680.5, SRDH2_78680.2	T265_13130
OG0001259	SRDH2_61120.1	T265_09345, T265_09949, T265_09950
OG0001260	SRDH2_1510.1, SRDH2_1510.2, SRDH2_1510.3, SRDH2_1510.4, SRDH2_1510.5	T265_14449, T265_07985, T265_15945
OG0001261	SRDH2_45810.2, SRDH2_45810.6, SRDH2_45810.5, SRDH2_45810.4, SRDH2_45810.1, SRDH2_45810.3	T265_14931
OG0001262	SRDH2_84940.1, SRDH2_84940.2	T265_09952
OG0001263	SRDH2_92950.1, SRDH2_92940.1	T265_04153
OG0001265	SRDH2_62500.1, SRDH2_62500.2	T265_14950
OG0001266	SRDH2_71850.8, SRDH2_71850.1, SRDH2_71850.2, SRDH2_71850.3, SRDH2_71850.4, SRDH2_71850.5, SRDH2_71850.6, SRDH2_71850.7	T265_01368
OG0001267	SRDH2_52840.2, SRDH2_52840.1	T265_02946
OG0001268	SRDH2_8140.1	T265_10920
OG0001269	SRDH2_24110.1	T265_04251
OG0001270	SRDH2_91730.1	T265_15549
OG0001271	SRDH2_67400.1	T265_01405
OG0001272	SRDH2_82310.1	T265_09223
OG0001273	SRDH2_75580.3, SRDH2_75580.2, SRDH2_75580.4, SRDH2_75580.6, SRDH2_75580.1, SRDH2_75580.5	T265_12104
OG0001275	SRDH2_55340.1, SRDH2_55340.2	T265_07335, T265_10840, T265_11809
OG0001276	SRDH2_68110.1, SRDH2_68110.4, SRDH2_68110.2, SRDH2_68110.3	T265_00611
OG0001277	SRDH2_3270.1	T265_00220
OG0001278	SRDH2_91970.4, SRDH2_91970.1, SRDH2_91970.2, SRDH2_91970.3, SRDH2_91970.5	T265_01837
OG0001281	SRDH2_80250.1, SRDH2_80270.1	T265_03870, T265_13351
OG0001288	SRDH2_97360.2, SRDH2_97360.4, SRDH2_97360.3, SRDH2_97360.1	T265_04400
OG0001289	SRDH2_29960.2, SRDH2_29960.3, SRDH2_29960.4, SRDH2_29960.1, SRDH2_29960.5	T265_07802
OG0001290	SRDH2_5010.4, SRDH2_5010.1, SRDH2_5010.5, SRDH2_5010.7, SRDH2_5010.8, SRDH2_5010.6, SRDH2_5010.10, SRDH2_5010.2, SRDH2_5010.9, SRDH2_5010.3, SRDH2_5010.11	T265_06266
OG0001291	SRDH2_7040.1, SRDH2_7040.2, SRDH2_7040.3, SRDH2_7040.4, SRDH2_7040.7, SRDH2_7040.6, SRDH2_7040.5, SRDH2_7040.9, SRDH2_7040.10, SRDH2_7040.11, SRDH2_7040.8, SRDH2_7040.12	T265_02085
OG0001292	SRDH2_7190.1	T265_15256
OG0001293	SRDH2_56580.2, SRDH2_56580.5, SRDH2_56580.3, SRDH2_56580.4, SRDH2_56580.1	T265_08598, T265_02864
OG0001294	SRDH2_36400.1, SRDH2_36400.4, SRDH2_36400.2, SRDH2_36400.3	T265_10701, T265_16370
OG0001295	SRDH2_36710.2, SRDH2_36710.5, SRDH2_36710.4, SRDH2_36710.3, SRDH2_36710.6, SRDH2_36710.8, SRDH2_36710.1, SRDH2_36710.7	T265_09730
OG0001296	SRDH2_7640.1, SRDH2_7640.3, SRDH2_7640.2	T265_08476
OG0001297	SRDH2_13230.1	T265_04571
OG0001298	SRDH2_33830.4, SRDH2_33830.1, SRDH2_33830.2, SRDH2_33830.3	T265_07619
OG0001300	SRDH2_6100.1	T265_08424
OG0001301	SRDH2_55430.3, SRDH2_55430.5, SRDH2_55430.7, SRDH2_55430.8, SRDH2_55430.2, SRDH2_55430.4, SRDH2_55430.6, SRDH2_55430.1	T265_00039
OG0001302	SRDH2_45950.1, SRDH2_2500.1, SRDH2_2500.3, SRDH2_2500.2	T265_12500
OG0001303	SRDH2_36720.1	T265_10770
OG0001304	SRDH2_91380.1	T265_03829
OG0001305	SRDH2_1540.1, SRDH2_1540.2, SRDH2_1540.3, SRDH2_1540.5, SRDH2_1540.4	T265_07987
OG0001306	SRDH2_63120.1, SRDH2_63110.1	T265_00541
OG0001307	SRDH2_83640.1	T265_01195
OG0001307	SRDH2_83610.1	T265_01660
OG0001309	SRDH2_75870.1	T265_13784
OG0001310	SRDH2_27890.5, SRDH2_27890.4, SRDH2_27890.1, SRDH2_27890.2, SRDH2_27890.3	T265_05987
OG0001311	SRDH2_44430.1, SRDH2_44430.3, SRDH2_44430.2	T265_11912
OG0001312	SRDH2_36970.1, SRDH2_36970.10, SRDH2_36970.11, SRDH2_36970.3, SRDH2_36970.4, SRDH2_36970.5, SRDH2_36970.7, SRDH2_36970.8, SRDH2_36970.9, SRDH2_36970.6, SRDH2_36970.2, SRDH2_36970.12	T265_09660, T265_12061
OG0001313	SRDH2_42110.1, SRDH2_42120.1	T265_13569, T265_16167
OG0001314	SRDH2_10880.1, SRDH2_10880.5, SRDH2_10880.8, SRDH2_10880.6, SRDH2_10880.9, SRDH2_10880.7, SRDH2_10880.2, SRDH2_10880.4, SRDH2_10880.3	T265_04550
OG0001315	SRDH2_37020.4, SRDH2_37020.2, SRDH2_37020.1, SRDH2_37020.6, SRDH2_37020.3, SRDH2_37020.5, SRDH2_37020.7, SRDH2_37020.8, SRDH2_37020.9	T265_13138
OG0001316	SRDH2_32650.3, SRDH2_32650.4, SRDH2_32650.5, SRDH2_32650.2, SRDH2_32650.1	T265_04509
OG0001317	SRDH2_15450.1, SRDH2_15450.2	T265_09060
OG0001318	SRDH2_730.9, SRDH2_730.3, SRDH2_730.2, SRDH2_730.7, SRDH2_730.4, SRDH2_730.1, SRDH2_730.6, SRDH2_730.5, SRDH2_730.8, SRDH2_730.10	T265_13991
OG0001319	SRDH2_39710.3, SRDH2_39710.1, SRDH2_39710.4, SRDH2_39710.2, SRDH2_39710.5, SRDH2_39710.6	T265_06528
OG0001320	SRDH2_65150.3, SRDH2_65150.1, SRDH2_65150.2, SRDH2_65150.4, SRDH2_65150.5	T265_08464
OG0001321	SRDH2_21640.1	T265_00915
OG0001322	SRDH2_48520.10, SRDH2_48520.4, SRDH2_48520.3, SRDH2_48520.7, SRDH2_48520.1, SRDH2_48520.8, SRDH2_48520.9, SRDH2_48520.2, SRDH2_48520.5, SRDH2_48520.6	T265_03302
OG0001323	SRDH2_890.1, SRDH2_890.4, SRDH2_890.7, SRDH2_890.2, SRDH2_890.5, SRDH2_890.6, SRDH2_890.3	T265_12486
OG0001324	SRDH2_90480.1	T265_14768
OG0001325	SRDH2_99510.16, SRDH2_99510.17, SRDH2_99510.13, SRDH2_99510.14, SRDH2_99510.1, SRDH2_99510.10, SRDH2_99510.12, SRDH2_99510.15, SRDH2_99510.2, SRDH2_99510.3, SRDH2_99510.4, SRDH2_99510.5, SRDH2_99510.6, SRDH2_99510.7, SRDH2_99510.8, SRDH2_99510.11, SRDH2_99510.9	T265_13829
OG0001326	SRDH2_54680.5, SRDH2_54680.2, SRDH2_54680.4, SRDH2_54680.6, SRDH2_54680.1, SRDH2_54680.3	T265_12747
OG0001327	SRDH2_93910.1	T265_04765
OG0001328	SRDH2_4570.3, SRDH2_4570.1, SRDH2_4570.2	T265_08521, T265_16151
OG0001330	SRDH2_31290.1, SRDH2_31290.2, SRDH2_31290.3, SRDH2_31290.4, SRDH2_31290.6, SRDH2_31290.5	T265_02990
OG0001331	SRDH2_48950.1, SRDH2_48950.2, SRDH2_48950.3, SRDH2_48950.4, SRDH2_48950.5	T265_13007
OG0001332	SRDH2_60840.1	T265_10139
OG0001332	SRDH2_73680.1	T265_00767
OG0001333	SRDH2_67880.1, SRDH2_67880.2, SRDH2_67880.3, SRDH2_67880.4, SRDH2_67880.5, SRDH2_67880.6	T265_03325
OG0001334	SRDH2_1580.1, SRDH2_1580.2	T265_06833
OG0001335	SRDH2_31150.1	T265_08232
OG0001336	SRDH2_47130.1	T265_08608, T265_14629
OG0001338	SRDH2_37820.1	T265_14448
OG0001339	SRDH2_11590.1, SRDH2_11590.4, SRDH2_11590.2, SRDH2_11590.3	T265_15348
OG0001340	SRDH2_9790.1, SRDH2_9780.1	T265_10344
OG0001341	SRDH2_78870.1	T265_12020
OG0001342	SRDH2_53570.1, SRDH2_53570.3, SRDH2_53570.2	T265_14230
OG0001343	SRDH2_73650.1	T265_13062
OG0001344	SRDH2_78940.3, SRDH2_78940.6, SRDH2_78940.1, SRDH2_78940.2, SRDH2_78940.4, SRDH2_78940.7, SRDH2_78940.5	T265_10971
OG0001345	SRDH2_42670.1, SRDH2_42670.2, SRDH2_42670.4, SRDH2_42670.3, SRDH2_42670.5, SRDH2_42670.6, SRDH2_42670.7	T265_01513
OG0001346	SRDH2_12310.1, SRDH2_12280.1, SRDH2_12270.1, SRDH2_12290.1, SRDH2_12320.1, SRDH2_12330.1	T265_14870
OG0001347	SRDH2_35830.1	T265_13036
OG0001348	SRDH2_33510.1	T265_01495
OG0001350	SRDH2_31510.1, SRDH2_31510.2	T265_14606
OG0001351	SRDH2_24140.4, SRDH2_24140.2, SRDH2_24140.3, SRDH2_24140.1	T265_13461
OG0001352	SRDH2_24250.1, SRDH2_24250.2	T265_05586
OG0001353	SRDH2_64240.1, SRDH2_64240.2, SRDH2_64240.3	T265_04201
OG0001354	SRDH2_66960.1, SRDH2_66960.2, SRDH2_66960.3	T265_07793
OG0001355	SRDH2_61180.3, SRDH2_61180.1, SRDH2_61180.2, SRDH2_61180.4	T265_14810, T265_10683
OG0001356	SRDH2_73490.1, SRDH2_73490.3, SRDH2_73490.8, SRDH2_73490.2, SRDH2_73490.4, SRDH2_73490.7, SRDH2_73490.5, SRDH2_73490.6	T265_02268, T265_01960
OG0001357	SRDH2_39590.1, SRDH2_39590.2, SRDH2_39590.7, SRDH2_39590.3, SRDH2_39590.6, SRDH2_39590.4, SRDH2_39590.5, SRDH2_39590.8	T265_02597, T265_15181
OG0001361	SRDH2_28950.1, SRDH2_28950.5, SRDH2_28950.9, SRDH2_28950.3, SRDH2_28950.4, SRDH2_28950.6, SRDH2_28950.7, SRDH2_28950.8, SRDH2_28950.2, SRDH2_28950.10	T265_09022
OG0001362	SRDH2_31000.3, SRDH2_31000.4, SRDH2_31000.6, SRDH2_31000.1, SRDH2_31000.2, SRDH2_31000.5	T265_07497
OG0001363	SRDH2_98230.1, SRDH2_98230.2	T265_13550
OG0001364	SRDH2_87980.1, SRDH2_87980.11, SRDH2_87980.2, SRDH2_87980.3, SRDH2_87980.7, SRDH2_87980.6, SRDH2_87980.10, SRDH2_87980.4, SRDH2_87980.5, SRDH2_87980.8, SRDH2_87980.9	T265_11114
OG0001365	SRDH2_79990.1	T265_06976, T265_16366
OG0001366	SRDH2_52740.3, SRDH2_52740.2, SRDH2_52740.1	T265_09080
OG0001367	SRDH2_98820.1	T265_06622
OG0001368	SRDH2_18470.1, SRDH2_18470.2, SRDH2_18470.7, SRDH2_18470.4, SRDH2_18470.6, SRDH2_18470.3, SRDH2_18470.5, SRDH2_18470.8, SRDH2_18470.9	T265_00192
OG0001369	SRDH2_93510.3, SRDH2_93510.1, SRDH2_93510.2	T265_01904, T265_15996
OG0001370	SRDH2_60070.1	T265_14639
OG0001371	SRDH2_34020.1	T265_04340
OG0001372	SRDH2_37770.1	T265_07978, T265_16138
OG0001373	SRDH2_2470.3, SRDH2_2470.6, SRDH2_2470.2, SRDH2_2470.4, SRDH2_2470.1, SRDH2_2470.5	T265_00255
OG0001374	SRDH2_62410.6, SRDH2_62410.2, SRDH2_62410.5, SRDH2_62410.1, SRDH2_62410.3, SRDH2_62410.4	T265_12908
OG0001376	SRDH2_89440.6, SRDH2_89440.2, SRDH2_89440.3, SRDH2_89440.4, SRDH2_89440.5, SRDH2_89440.1	T265_03803
OG0001377	SRDH2_63760.5, SRDH2_63760.1, SRDH2_63760.4, SRDH2_63760.6, SRDH2_63760.7, SRDH2_63760.2, SRDH2_63760.3, SRDH2_63760.8, SRDH2_63760.9	T265_11911
OG0001378	SRDH2_3340.1	T265_12257
OG0001379	SRDH2_72320.5, SRDH2_72320.1, SRDH2_72320.4, SRDH2_72320.3, SRDH2_72320.2	T265_00091
OG0001380	SRDH2_60910.5, SRDH2_60910.6, SRDH2_60910.1, SRDH2_60910.2, SRDH2_60910.3, SRDH2_60910.4, SRDH2_60910.8, SRDH2_60910.10, SRDH2_60910.9, SRDH2_60910.7	T265_12561
OG0001381	SRDH2_75150.2, SRDH2_75150.1, SRDH2_75150.3, SRDH2_75150.4, SRDH2_75150.5, SRDH2_75150.6, SRDH2_75150.7	T265_12544, T265_00449
OG0001383	SRDH2_4190.4, SRDH2_4190.1, SRDH2_4190.6, SRDH2_4190.3, SRDH2_4190.5, SRDH2_4190.2	T265_11947
OG0001384	SRDH2_90620.1	T265_09759
OG0001385	SRDH2_23830.1	T265_01081
OG0001386	SRDH2_44410.2, SRDH2_44410.4, SRDH2_44410.1, SRDH2_44410.8, SRDH2_44410.6, SRDH2_44410.7, SRDH2_44410.5, SRDH2_44410.3	T265_07152
OG0001387	SRDH2_90490.1, SRDH2_90490.2, SRDH2_90490.3, SRDH2_90490.4	T265_14769
OG0001388	SRDH2_12030.1	T265_14723, T265_14724
OG0001389	SRDH2_46760.1, SRDH2_46760.2, SRDH2_46760.5, SRDH2_46760.3, SRDH2_46760.4, SRDH2_46760.6, SRDH2_46760.7	T265_12521
OG0001390	SRDH2_39940.1, SRDH2_39940.2	T265_02614
OG0001391	SRDH2_32200.2, SRDH2_32200.4, SRDH2_32200.5, SRDH2_32200.6, SRDH2_32200.1, SRDH2_32200.3	T265_01912
OG0001392	SRDH2_14550.1, SRDH2_14550.2, SRDH2_14550.3, SRDH2_14550.5, SRDH2_14550.6, SRDH2_14550.7, SRDH2_14550.8, SRDH2_14550.9, SRDH2_14550.4	T265_10877
OG0001393	SRDH2_16730.1, SRDH2_16710.1	T265_06210, T265_06211
OG0001394	SRDH2_78110.2, SRDH2_78110.3, SRDH2_78110.1	T265_00453
OG0001395	SRDH2_26090.1	T265_05397
OG0001396	SRDH2_48570.1, SRDH2_48580.1	T265_04051
OG0001397	SRDH2_63890.1, SRDH2_63890.2, SRDH2_63890.3	T265_05166
OG0001398	SRDH2_11640.10, SRDH2_11640.7, SRDH2_11640.8, SRDH2_11640.3, SRDH2_11640.4, SRDH2_11640.6, SRDH2_11640.9, SRDH2_11640.1, SRDH2_11640.2, SRDH2_11640.5	T265_14744
OG0001399	SRDH2_94860.1, SRDH2_94870.1	T265_07384
OG0001400	SRDH2_83350.1	T265_13928
OG0001401	SRDH2_51660.2, SRDH2_51660.3, SRDH2_51660.1, SRDH2_51660.4	T265_02697
OG0001402	SRDH2_26420.1, SRDH2_26420.2, SRDH2_26420.3, SRDH2_26420.4, SRDH2_26420.5, SRDH2_26420.6	T265_07539, T265_03846
OG0001403	SRDH2_56110.4, SRDH2_56110.1, SRDH2_56110.3, SRDH2_56110.2, SRDH2_56110.5	T265_11145
OG0001404	SRDH2_20020.1	T265_08776
OG0001405	SRDH2_35390.1	T265_06509, T265_12170
OG0001406	SRDH2_29620.1	T265_02953
OG0001408	SRDH2_24700.1, SRDH2_24700.2, SRDH2_24680.1	T265_01105
OG0001410	SRDH2_32580.1, SRDH2_32570.1, SRDH2_32570.2	T265_01911
OG0001411	SRDH2_28930.1	T265_09016
OG0001412	SRDH2_29020.2, SRDH2_29020.6, SRDH2_29020.4, SRDH2_29020.5, SRDH2_29020.1, SRDH2_29020.3	T265_15135, T265_15134
OG0001413	SRDH2_97610.2, SRDH2_97610.1	T265_15458
OG0001414	SRDH2_4370.1, SRDH2_4370.2	T265_06660
OG0001415	SRDH2_31650.2, SRDH2_31650.3, SRDH2_31650.5, SRDH2_31650.1, SRDH2_31650.4	T265_12583
