Orthogroup	schistosoma_spindale	fasciola_gigantica
OG0005792	SSPN1_3570.1	FGIG_08763, FGIG_11207
OG0005793	SSPN1_6660.1, SSPN1_6660.2	FGIG_08775
OG0005794	SSPN1_4110.1	FGIG_08785
OG0005795	SSPN1_92250.1	FGIG_08860, FGIG_08859
OG0005796	SSPN1_4910.1	FGIG_08884
OG0005797	SSPN1_91700.1	FGIG_08892
OG0005798	SSPN1_68500.3, SSPN1_68500.1, SSPN1_68500.2	FGIG_08927, FGIG_08926
OG0005799	SSPN1_10300.1	FGIG_08938
OG0005800	SSPN1_80280.1, SSPN1_80280.3, SSPN1_80280.2	FGIG_08954
OG0005801	SSPN1_15230.1	FGIG_11108, FGIG_08998
OG0005802	SSPN1_73130.1	FGIG_09016
OG0005803	SSPN1_56120.1	FGIG_09024
OG0005805	SSPN1_67320.1	FGIG_09189
OG0005806	SSPN1_79230.1	FGIG_09335
OG0005807	SSPN1_77150.1	FGIG_09345
OG0005808	SSPN1_31610.1, SSPN1_31610.2	FGIG_09449
OG0005809	SSPN1_27840.1, SSPN1_27840.2	FGIG_09808, FGIG_09453
OG0005810	SSPN1_84370.1	FGIG_09488
OG0005811	SSPN1_17730.1	FGIG_09548
OG0005812	SSPN1_31080.1	FGIG_09607
OG0005813	SSPN1_69180.1, SSPN1_69180.2, SSPN1_69180.3	FGIG_09646
OG0005814	SSPN1_16000.1, SSPN1_16000.2, SSPN1_16000.3, SSPN1_16000.4, SSPN1_16000.5, SSPN1_16000.6	FGIG_09708
OG0005815	SSPN1_59320.1, SSPN1_59320.2	FGIG_09767
OG0005816	SSPN1_17920.1	FGIG_09793
OG0005817	SSPN1_29770.1	FGIG_09866
OG0005818	SSPN1_86070.2, SSPN1_86070.3, SSPN1_86070.1	FGIG_09943
OG0005819	SSPN1_50970.1	FGIG_10118
OG0005820	SSPN1_61480.1	FGIG_10204
OG0005821	SSPN1_92120.1	FGIG_10275
OG0005822	SSPN1_26620.1	FGIG_10360
OG0005823	SSPN1_30670.1	FGIG_10379
OG0005824	SSPN1_25810.1	FGIG_10407
OG0005825	SSPN1_27070.1	FGIG_10485
OG0005826	SSPN1_61670.1	FGIG_10627
OG0005827	SSPN1_44510.1	FGIG_10660
OG0005828	SSPN1_86390.1	FGIG_10676
OG0005829	SSPN1_57090.1	FGIG_10701
OG0005830	SSPN1_66340.1	FGIG_10724
OG0005831	SSPN1_46150.1	FGIG_10829
OG0005832	SSPN1_34490.1	FGIG_10854
OG0005833	SSPN1_4630.1	FGIG_10867
OG0005834	SSPN1_80920.1	FGIG_11039, FGIG_11040
OG0005835	SSPN1_60870.1	FGIG_11133
OG0005836	SSPN1_80140.1	FGIG_11163
OG0005837	SSPN1_88650.1	FGIG_11222
OG0005838	SSPN1_1120.1	FGIG_11254
OG0005840	SSPN1_83010.1	FGIG_11276
OG0005841	SSPN1_18580.1	FGIG_11298
OG0005842	SSPN1_49040.1, SSPN1_49040.2, SSPN1_49040.3	FGIG_11382
OG0005843	SSPN1_9870.1	FGIG_11440
OG0005844	SSPN1_16580.1, SSPN1_16580.3, SSPN1_16580.2	FGIG_11461
OG0005845	SSPN1_89680.1, SSPN1_89680.2	FGIG_11467
OG0005846	SSPN1_36590.1	FGIG_11607
OG0005847	SSPN1_92720.1	FGIG_11665
OG0005848	SSPN1_51320.1	FGIG_11690
OG0005849	SSPN1_92780.1	FGIG_11737, FGIG_11694
OG0005850	SSPN1_35630.1	FGIG_11837
OG0005851	SSPN1_54780.1	FGIG_11938
OG0005852	SSPN1_29230.1	FGIG_12009
OG0005853	SSPN1_73570.1	FGIG_12146
OG0005854	SSPN1_75720.1	FGIG_12243
OG0005855	SSPN1_33440.1	FGIG_12326
OG0005856	SSPN1_83050.1, SSPN1_83050.2	FGIG_12519
OG0005857	SSPN1_57910.1	FGIG_12552
OG0005892	SSPN1_33520.2, SSPN1_33520.1, SSPN1_33520.3	FGIG_00016
OG0005894	SSPN1_19220.1	FGIG_00072, FGIG_00071, FGIG_00073
OG0005895	SSPN1_90270.1, SSPN1_90270.2, SSPN1_90260.1	FGIG_00083, FGIG_00084
OG0005896	SSPN1_39530.1	FGIG_00150
OG0005897	SSPN1_90070.1	FGIG_00169
OG0005898	SSPN1_42330.1	FGIG_00171
OG0005899	SSPN1_90100.1	FGIG_00196
OG0005900	SSPN1_30280.1	FGIG_00203
OG0005901	SSPN1_64560.1	FGIG_00261
OG0005902	SSPN1_7630.1	FGIG_03471, FGIG_00276
OG0005903	SSPN1_5350.1	FGIG_00320
OG0005904	SSPN1_22800.1, SSPN1_22800.3, SSPN1_22800.2	FGIG_00382
OG0005905	SSPN1_64990.1	FGIG_00409
OG0005906	SSPN1_70910.1, SSPN1_70910.2, SSPN1_70910.3	FGIG_00439
OG0005907	SSPN1_40140.1	FGIG_00533
OG0005908	SSPN1_31290.1, SSPN1_31290.2	FGIG_00582
OG0005909	SSPN1_16260.1	FGIG_00588
OG0005910	SSPN1_73440.1, SSPN1_73440.2	FGIG_00668
OG0005911	SSPN1_91560.1	FGIG_00851
OG0005912	SSPN1_91390.1	FGIG_00858
OG0005913	SSPN1_86900.1	FGIG_00861
OG0005914	SSPN1_73040.1	FGIG_00865
OG0005916	SSPN1_11590.1	FGIG_00939
OG0005917	SSPN1_59280.1	FGIG_00972
OG0005918	SSPN1_37540.1	FGIG_00977
OG0005919	SSPN1_21650.1	FGIG_01102
OG0005920	SSPN1_2810.1	FGIG_01131
OG0005921	SSPN1_66830.1	FGIG_01358
OG0005922	SSPN1_9740.1	FGIG_01393
OG0005923	SSPN1_28170.1	FGIG_01438
OG0005924	SSPN1_14270.1	FGIG_01484, FGIG_01483
OG0005925	SSPN1_67620.1	FGIG_01502
OG0005926	SSPN1_62310.1	FGIG_01509
OG0005927	SSPN1_25420.1	FGIG_01582, FGIG_01581
OG0005928	SSPN1_65650.1	FGIG_01620
OG0005929	SSPN1_62760.1, SSPN1_62780.1	FGIG_01624
OG0005930	SSPN1_76790.1	FGIG_01705
OG0005931	SSPN1_70010.1	FGIG_01752, FGIG_01751
OG0005932	SSPN1_2150.1	FGIG_01801
OG0005933	SSPN1_40630.1, SSPN1_40630.2, SSPN1_40630.4, SSPN1_40630.3	FGIG_01890
OG0005934	SSPN1_13000.1	FGIG_01935
OG0005935	SSPN1_38750.1	FGIG_01960
OG0005936	SSPN1_62910.1	FGIG_02046
OG0005937	SSPN1_86680.1, SSPN1_86680.2	FGIG_02059, FGIG_02058
OG0005938	SSPN1_69900.1	FGIG_02099
OG0005940	SSPN1_26330.1, SSPN1_26330.2	FGIG_02115
OG0005941	SSPN1_90850.1	FGIG_02142
OG0005942	SSPN1_79900.2, SSPN1_79900.1	FGIG_02148
OG0005943	SSPN1_15830.1	FGIG_02239
OG0005944	SSPN1_64270.1	FGIG_02268
OG0005945	SSPN1_2760.1	FGIG_02273
OG0005946	SSPN1_9230.1	FGIG_02359
OG0005947	SSPN1_18610.1	FGIG_02408
OG0005948	SSPN1_35700.1	FGIG_02438
OG0005949	SSPN1_20180.1	FGIG_02448
OG0005950	SSPN1_48350.1, SSPN1_48350.2	FGIG_02460
OG0005951	SSPN1_6300.1	FGIG_02568
OG0005952	SSPN1_79430.1	FGIG_02611
OG0005953	SSPN1_66110.1, SSPN1_66110.2	FGIG_02777
OG0005954	SSPN1_10360.1	FGIG_02792, FGIG_02793
OG0005955	SSPN1_87880.1	FGIG_02795
OG0005956	SSPN1_29420.1	FGIG_02874
OG0005957	SSPN1_23170.1	FGIG_02923, FGIG_12620
OG0005958	SSPN1_71360.1, SSPN1_71360.2	FGIG_02947
OG0005959	SSPN1_31730.1	FGIG_10953, FGIG_03057
OG0005960	SSPN1_82090.1, SSPN1_82090.2	FGIG_03072
OG0005961	SSPN1_66040.1	FGIG_03134
OG0005962	SSPN1_89220.1, SSPN1_89220.2	FGIG_03169
OG0005963	SSPN1_61770.1	FGIG_03185
OG0005964	SSPN1_38690.1, SSPN1_38690.2	FGIG_03336
OG0005965	SSPN1_10190.1, SSPN1_10190.2	FGIG_03377
OG0005966	SSPN1_84340.1	FGIG_03397
OG0005967	SSPN1_70080.1	FGIG_03402
OG0005968	SSPN1_18100.1	FGIG_03422
OG0005969	SSPN1_41910.1	FGIG_03460
OG0005970	SSPN1_21010.3, SSPN1_21010.1, SSPN1_21010.2	FGIG_03509
OG0005971	SSPN1_24780.1	FGIG_03517
OG0005972	SSPN1_52410.1	FGIG_03528
OG0005973	SSPN1_42870.1	FGIG_03547
OG0005974	SSPN1_21220.1	FGIG_03599
OG0005975	SSPN1_68370.1, SSPN1_68370.2	FGIG_03738
OG0005976	SSPN1_29650.1, SSPN1_29650.2, SSPN1_29650.3	FGIG_03761
OG0005977	SSPN1_50280.1	FGIG_03775
OG0005978	SSPN1_82790.1, SSPN1_82790.2	FGIG_03813
OG0005979	SSPN1_27040.1	FGIG_07288
OG0005980	SSPN1_54430.1	FGIG_03874
OG0005981	SSPN1_89610.1	FGIG_03938
OG0005982	SSPN1_59910.1	FGIG_04451, FGIG_03984
OG0005983	SSPN1_46940.1	FGIG_04068
OG0005984	SSPN1_59100.1	FGIG_04138
OG0005985	SSPN1_26930.1, SSPN1_26930.2	FGIG_04144
OG0005986	SSPN1_10320.1, SSPN1_10320.2	FGIG_04149
OG0005987	SSPN1_10310.1, SSPN1_10310.2, SSPN1_10310.3	FGIG_04150
OG0005988	SSPN1_92330.1	FGIG_04190
OG0005989	SSPN1_78500.1, SSPN1_78500.2	FGIG_04194
OG0005990	SSPN1_54410.1	FGIG_04223
OG0005991	SSPN1_52430.1	FGIG_04280, FGIG_04281
OG0005992	SSPN1_45710.1	FGIG_04441, FGIG_04442
OG0005993	SSPN1_74970.1, SSPN1_74970.2	FGIG_04467
OG0005994	SSPN1_51960.1	FGIG_04549
OG0005995	SSPN1_67800.1	FGIG_04658
OG0005996	SSPN1_12100.1	FGIG_04704
OG0005997	SSPN1_420.1	FGIG_04767
OG0005998	SSPN1_46400.1	FGIG_04782
OG0005999	SSPN1_77090.1, SSPN1_77090.2, SSPN1_77090.3	FGIG_04792
OG0006000	SSPN1_16860.1	FGIG_04908
OG0006001	SSPN1_84690.2, SSPN1_84690.1	FGIG_04923
OG0006002	SSPN1_50180.1, SSPN1_50180.2	FGIG_04934
OG0006003	SSPN1_36400.1	FGIG_04947
OG0006004	SSPN1_48110.1	FGIG_05064
OG0006005	SSPN1_70240.1, SSPN1_70230.1	FGIG_05077
OG0006006	SSPN1_44930.1	FGIG_05083
OG0006007	SSPN1_10150.1	FGIG_05106
OG0006008	SSPN1_68880.1	FGIG_05169
OG0006009	SSPN1_79830.1	FGIG_05208
OG0006010	SSPN1_79090.1	FGIG_05229
OG0006011	SSPN1_59550.1	FGIG_05267, FGIG_05266
OG0006012	SSPN1_58440.1, SSPN1_58440.2	FGIG_05389
OG0006013	SSPN1_21070.1	FGIG_05439
OG0006014	SSPN1_71650.1	FGIG_05518
OG0006015	SSPN1_72240.5, SSPN1_72240.2, SSPN1_72240.4, SSPN1_72240.1	FGIG_05536
OG0006016	SSPN1_76390.1, SSPN1_76390.2, SSPN1_76390.3	FGIG_05545
OG0006017	SSPN1_76400.1	FGIG_05546
OG0006018	SSPN1_86870.1	FGIG_05580
OG0006019	SSPN1_82140.1	FGIG_05585
OG0006020	SSPN1_9890.1	FGIG_05785
OG0006021	SSPN1_73270.1	FGIG_05799
OG0006022	SSPN1_62180.1, SSPN1_62180.2	FGIG_05880
OG0006023	SSPN1_11320.1	FGIG_05909
OG0006024	SSPN1_45500.1	FGIG_05917
OG0006025	SSPN1_15740.1	FGIG_05927
OG0006026	SSPN1_320.1	FGIG_05938
OG0006027	SSPN1_23720.1	FGIG_05950
OG0006028	SSPN1_47880.1	FGIG_05989
OG0006029	SSPN1_54200.1	FGIG_06002
OG0006030	SSPN1_36510.1	FGIG_06162
OG0006031	SSPN1_12020.1	FGIG_06250
OG0006032	SSPN1_20250.1	FGIG_06304, FGIG_06303
OG0006033	SSPN1_39900.1	FGIG_06351
OG0006034	SSPN1_42090.1	FGIG_06449
OG0006035	SSPN1_54140.1	FGIG_06455
OG0006036	SSPN1_80090.1	FGIG_06523
OG0006037	SSPN1_81130.1	FGIG_06532
OG0006038	SSPN1_42040.1	FGIG_06567
OG0006039	SSPN1_49240.1, SSPN1_49240.2, SSPN1_49240.3	FGIG_06568
OG0006040	SSPN1_55290.1	FGIG_06651
OG0006041	SSPN1_27130.1	FGIG_06792
OG0006042	SSPN1_30340.1	FGIG_06799
OG0006043	SSPN1_11090.1	FGIG_06821
OG0006044	SSPN1_66390.1, SSPN1_66390.2	FGIG_06839, FGIG_09285
OG0006045	SSPN1_34790.1, SSPN1_34780.1	FGIG_06858
OG0006046	SSPN1_17620.1	FGIG_06859
OG0006047	SSPN1_37450.1	FGIG_06862
OG0006048	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2	FGIG_06901
OG0006049	SSPN1_39320.1	FGIG_06934
OG0006050	SSPN1_62770.1	FGIG_06979
OG0006051	SSPN1_7030.1	FGIG_07294
OG0006052	SSPN1_69920.1	FGIG_07314, FGIG_08950
OG0006053	SSPN1_64860.1	FGIG_07403
OG0006054	SSPN1_65530.1	FGIG_07424
OG0006055	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1	FGIG_07555, FGIG_12414
OG0006056	SSPN1_15670.1	FGIG_07596
OG0006057	SSPN1_29520.1	FGIG_07603
OG0006058	SSPN1_10610.1	FGIG_07629
OG0006059	SSPN1_69790.1	FGIG_07642
OG0006060	SSPN1_3200.1	FGIG_07735
OG0006061	SSPN1_82240.1	FGIG_07737
OG0006062	SSPN1_35180.1	FGIG_07768, FGIG_07767
OG0006063	SSPN1_43740.1	FGIG_07773
OG0006064	SSPN1_67200.1	FGIG_07837
OG0006065	SSPN1_17030.1	FGIG_09557
OG0006066	SSPN1_9000.1	FGIG_07957, FGIG_07958
OG0006067	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3	FGIG_07984
OG0006068	SSPN1_39760.1	FGIG_08132
OG0006069	SSPN1_36700.1	FGIG_08136
OG0006070	SSPN1_58330.1	FGIG_08226
OG0006071	SSPN1_73890.1, SSPN1_73890.2	FGIG_08258
OG0006072	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1	FGIG_08317
OG0006073	SSPN1_50960.1	FGIG_08326
OG0006075	SSPN1_24770.1, SSPN1_24770.2	FGIG_08364
OG0006076	SSPN1_49230.1	FGIG_08367, FGIG_12133
OG0006077	SSPN1_40590.1, SSPN1_40590.2	FGIG_08374
OG0006078	SSPN1_23750.1	FGIG_08424
OG0006079	SSPN1_50090.1	FGIG_08462
OG0006080	SSPN1_38210.1	FGIG_08479
OG0006081	SSPN1_1720.1, SSPN1_1720.2	FGIG_08526
OG0006082	SSPN1_40440.1	FGIG_08527
OG0006083	SSPN1_80680.1	FGIG_08563
OG0006084	SSPN1_22190.1, SSPN1_22190.2	FGIG_08568
OG0006085	SSPN1_70410.1, SSPN1_70410.2	FGIG_10779, FGIG_08613
OG0006086	SSPN1_23480.1, SSPN1_23480.2	FGIG_08731
OG0006087	SSPN1_31900.1	FGIG_08787
OG0006088	SSPN1_68250.1, SSPN1_68250.2	FGIG_08882
OG0006089	SSPN1_19300.1, SSPN1_19300.2	FGIG_08956
OG0006090	SSPN1_88160.1	FGIG_08982
OG0006091	SSPN1_77390.1	FGIG_09009
OG0006092	SSPN1_18270.1	FGIG_09050
OG0006093	SSPN1_53110.1	FGIG_09188
OG0006094	SSPN1_49510.1	FGIG_09274
OG0006095	SSPN1_78960.1	FGIG_09620
OG0006096	SSPN1_11630.1	FGIG_09689
OG0006097	SSPN1_73880.1	FGIG_09715
OG0006098	SSPN1_24230.1	FGIG_09726
OG0006099	SSPN1_7300.1, SSPN1_7300.2, SSPN1_7300.3	FGIG_09757
OG0006100	SSPN1_11960.1	FGIG_09760
OG0006101	SSPN1_33570.1	FGIG_09771
OG0006102	SSPN1_75170.1	FGIG_09799
OG0006103	SSPN1_32960.1	FGIG_09897, FGIG_09898
OG0006104	SSPN1_58080.1	FGIG_09904
OG0006105	SSPN1_78860.1	FGIG_09948
OG0006106	SSPN1_64430.1, SSPN1_64430.2	FGIG_09973
OG0006107	SSPN1_71450.1, SSPN1_71450.2	FGIG_09976
OG0006108	SSPN1_80780.1	FGIG_10009
OG0006109	SSPN1_67470.1	FGIG_10044
OG0006110	SSPN1_85800.1	FGIG_10049
OG0006111	SSPN1_1990.1	FGIG_10113
OG0006112	SSPN1_84680.1	FGIG_10226
OG0006113	SSPN1_3640.1	FGIG_10252
OG0006114	SSPN1_90200.1, SSPN1_90200.2, SSPN1_90200.3	FGIG_10556, FGIG_10273
OG0006115	SSPN1_26020.1	FGIG_10337
OG0006116	SSPN1_45760.1	FGIG_10344
OG0006117	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3	FGIG_10442
OG0006118	SSPN1_54640.1	FGIG_10496
OG0006119	SSPN1_53000.1	FGIG_10529
OG0006120	SSPN1_41110.1	FGIG_10569
OG0006121	SSPN1_21120.1	FGIG_10579
OG0006122	SSPN1_28490.1	FGIG_10586
OG0006123	SSPN1_64000.1	FGIG_10590
OG0006124	SSPN1_59120.1	FGIG_10595
OG0006125	SSPN1_71560.1	FGIG_10662
OG0006126	SSPN1_62130.1	FGIG_10703
OG0006127	SSPN1_41740.1	FGIG_10725
OG0006128	SSPN1_33930.1	FGIG_10751
OG0006129	SSPN1_17990.1	FGIG_11814, FGIG_10752
OG0006130	SSPN1_26910.1	FGIG_10821, FGIG_10822
OG0006131	SSPN1_61150.1	FGIG_10927, FGIG_13984
OG0006132	SSPN1_49820.1	FGIG_10944, FGIG_10943
OG0006133	SSPN1_66470.1, SSPN1_66470.2	FGIG_10962
OG0006134	SSPN1_13110.2, SSPN1_13110.1	FGIG_10976
OG0006135	SSPN1_1910.1	FGIG_10981
OG0006136	SSPN1_73960.1	FGIG_11014, FGIG_11188
OG0006137	SSPN1_9960.1, SSPN1_9960.2	FGIG_11021
OG0006138	SSPN1_7710.1, SSPN1_7710.2, SSPN1_7710.3	FGIG_11023
OG0006139	SSPN1_17820.1	FGIG_11069
OG0006140	SSPN1_70500.4, SSPN1_70500.2, SSPN1_70500.3, SSPN1_70500.1	FGIG_11074
OG0006141	SSPN1_29580.1	FGIG_11129
OG0006142	SSPN1_76580.3, SSPN1_76580.6, SSPN1_76580.2, SSPN1_76580.4, SSPN1_76580.1, SSPN1_76580.5	FGIG_12241, FGIG_11164
OG0006143	SSPN1_11420.1	FGIG_11445, FGIG_11237
OG0006144	SSPN1_63260.1, SSPN1_63260.2	FGIG_11242
OG0006145	SSPN1_32150.1	FGIG_11257
OG0006146	SSPN1_75050.1	FGIG_11274
OG0006147	SSPN1_85110.1	FGIG_11300
OG0006148	SSPN1_66580.1	FGIG_11321
OG0006149	SSPN1_7210.1	FGIG_11387
OG0006150	SSPN1_39080.1	FGIG_11446
OG0006151	SSPN1_40360.1	FGIG_11455
OG0006152	SSPN1_86790.1	FGIG_11474
OG0006154	SSPN1_82980.1	FGIG_11547
OG0006155	SSPN1_12700.1	FGIG_11830
OG0006156	SSPN1_73980.1, SSPN1_73980.2	FGIG_11874
OG0006157	SSPN1_43510.1, SSPN1_43510.2	FGIG_11878
OG0006158	SSPN1_9990.1	FGIG_11954
OG0006159	SSPN1_22650.1	FGIG_12040
OG0006160	SSPN1_14190.1	FGIG_12105
OG0006161	SSPN1_82340.1	FGIG_12166
OG0006162	SSPN1_11780.1	FGIG_12313
OG0006163	SSPN1_1570.1	FGIG_12372
OG0006164	SSPN1_740.1	FGIG_12474
OG0006166	SSPN1_45850.1	FGIG_12529
OG0006167	SSPN1_78750.1	FGIG_12579
OG0006168	SSPN1_85730.1	FGIG_12633
OG0006225	SSPN1_58060.1	FGIG_00026
OG0006226	SSPN1_20260.1	FGIG_00055, FGIG_06305
OG0006227	SSPN1_19090.2, SSPN1_19090.1, SSPN1_19090.3	FGIG_00060
OG0006228	SSPN1_25290.1	FGIG_00068
OG0006229	SSPN1_14880.1	FGIG_00075
OG0006230	SSPN1_89750.1	FGIG_00139, FGIG_09738, FGIG_02679
OG0006231	SSPN1_39400.1	FGIG_00166
OG0006233	SSPN1_42880.1, SSPN1_42880.2, SSPN1_42880.3	FGIG_00324
OG0006234	SSPN1_18570.1	FGIG_00325
OG0006235	SSPN1_24660.1	FGIG_00406, FGIG_00424, FGIG_00421
OG0006236	SSPN1_66370.1	FGIG_00448
OG0006237	SSPN1_30730.1	FGIG_00450
OG0006238	SSPN1_39200.1	FGIG_00472
OG0006239	SSPN1_74320.1	FGIG_00474
OG0006240	SSPN1_80060.1, SSPN1_80060.2	FGIG_00494, FGIG_00495
OG0006241	SSPN1_53940.1	FGIG_00551
OG0006242	SSPN1_15620.1	FGIG_12664, FGIG_00622
OG0006243	SSPN1_42670.1	FGIG_00637
OG0006244	SSPN1_66740.1	FGIG_00766
OG0006245	SSPN1_53430.1	FGIG_00777, FGIG_00776
OG0006246	SSPN1_77850.1	FGIG_00799
OG0006247	SSPN1_86910.1	FGIG_00862
OG0006248	SSPN1_87600.1, SSPN1_87600.2	FGIG_00890
OG0006249	SSPN1_44560.1	FGIG_00933
OG0006250	SSPN1_37910.1	FGIG_00958
OG0006251	SSPN1_14390.1	FGIG_01056
OG0006252	SSPN1_36370.1, SSPN1_36370.2	FGIG_01080
OG0006253	SSPN1_86630.1, SSPN1_86620.1	FGIG_09181, FGIG_01105
OG0006254	SSPN1_2190.1	FGIG_01121
OG0006255	SSPN1_35020.1	FGIG_01124
OG0006256	SSPN1_31090.1	FGIG_01136
OG0006257	SSPN1_90350.1	FGIG_04631, FGIG_01141
OG0006258	SSPN1_57850.1	FGIG_01246
OG0006259	SSPN1_86720.1, SSPN1_86730.1	FGIG_01260, FGIG_01261
OG0006260	SSPN1_23030.1	FGIG_01269
OG0006261	SSPN1_73740.1	FGIG_01386, FGIG_01385
OG0006262	SSPN1_66020.1, SSPN1_66020.2	FGIG_01406
OG0006263	SSPN1_80850.1	FGIG_01444, FGIG_06726
OG0006264	SSPN1_74800.1, SSPN1_74800.2	FGIG_01450
OG0006265	SSPN1_22140.1, SSPN1_22140.2, SSPN1_22140.3	FGIG_01474
OG0006266	SSPN1_49010.1, SSPN1_49010.2	FGIG_01521, FGIG_01522
OG0006267	SSPN1_39470.1	FGIG_01531
OG0006268	SSPN1_80960.1, SSPN1_80960.2, SSPN1_80960.3	FGIG_01654
OG0006269	SSPN1_46760.1	FGIG_01663
OG0006270	SSPN1_14370.1	FGIG_01788
OG0006271	SSPN1_12280.1	FGIG_01813
OG0006272	SSPN1_20770.1	FGIG_01877
OG0006273	SSPN1_43020.1	FGIG_01880
OG0006274	SSPN1_43800.1	FGIG_01909
OG0006275	SSPN1_77560.1	FGIG_02097
OG0006276	SSPN1_78370.1	FGIG_02118
OG0006277	SSPN1_42690.1	FGIG_02172
OG0006278	SSPN1_81530.1, SSPN1_81530.2	FGIG_02173
OG0006279	SSPN1_30900.1	FGIG_02204
OG0006280	SSPN1_16520.2, SSPN1_16520.1	FGIG_02259
OG0006281	SSPN1_38490.1	FGIG_02319
OG0006282	SSPN1_74870.1	FGIG_02396
OG0006283	SSPN1_40230.1	FGIG_02470
OG0006284	SSPN1_69460.1	FGIG_02617, FGIG_12218
OG0006285	SSPN1_52450.1, SSPN1_52450.2	FGIG_02631
OG0006286	SSPN1_61600.1	FGIG_02651
OG0006287	SSPN1_70980.1	FGIG_02696
OG0006288	SSPN1_71150.1	FGIG_02732, FGIG_02733
OG0006289	SSPN1_74770.1	FGIG_02774
OG0006290	SSPN1_59840.1	FGIG_02808
OG0006291	SSPN1_62490.1	FGIG_02861
OG0006292	SSPN1_65730.1	FGIG_02864
OG0006293	SSPN1_92460.1	FGIG_02873
OG0006294	SSPN1_23580.1	FGIG_02897, FGIG_12580
OG0006295	SSPN1_91490.1	FGIG_02916
OG0006296	SSPN1_39620.1	FGIG_12568, FGIG_02930
OG0006297	SSPN1_25650.1	FGIG_02936, FGIG_02935
OG0006298	SSPN1_700.1	FGIG_02955
OG0006299	SSPN1_2230.1	FGIG_03008
OG0006300	SSPN1_3540.1, SSPN1_9820.1	FGIG_03043
OG0006301	SSPN1_7260.1	FGIG_03060
OG0006302	SSPN1_52740.1	FGIG_03099
OG0006303	SSPN1_1420.1	FGIG_03117
OG0006304	SSPN1_47570.1	FGIG_03123
OG0006305	SSPN1_65810.1, SSPN1_65810.2	FGIG_03126
OG0006306	SSPN1_10480.1	FGIG_03193, FGIG_08482
OG0006307	SSPN1_35510.1	FGIG_03350
OG0006308	SSPN1_70310.1, SSPN1_70310.2	FGIG_03514
OG0006309	SSPN1_75780.1	FGIG_03636
OG0006310	SSPN1_6210.1, SSPN1_6230.1	FGIG_03648
OG0006311	SSPN1_85550.1	FGIG_03661
OG0006312	SSPN1_74660.1	FGIG_03684
OG0006313	SSPN1_73180.1, SSPN1_73180.2	FGIG_03696
OG0006314	SSPN1_67900.1	FGIG_03713
OG0006315	SSPN1_89190.1	FGIG_03720
OG0006316	SSPN1_65750.2, SSPN1_65750.1	FGIG_03811, FGIG_03812
OG0006317	SSPN1_48360.1	FGIG_03875
OG0006318	SSPN1_48620.1	FGIG_03888
OG0006319	SSPN1_85750.1	FGIG_03907, FGIG_03908, FGIG_03906
OG0006321	SSPN1_390.1	FGIG_04040
OG0006322	SSPN1_53790.1	FGIG_04082
OG0006323	SSPN1_36960.1	FGIG_04136
OG0006324	SSPN1_13070.1	FGIG_04163
OG0006325	SSPN1_5630.1	FGIG_04216
OG0006326	SSPN1_92300.1	FGIG_04422, FGIG_04423, FGIG_08169
OG0006327	SSPN1_23920.1	FGIG_04492, FGIG_04491
OG0006328	SSPN1_56240.1	FGIG_04497
OG0006329	SSPN1_57880.1	FGIG_04500
OG0006330	SSPN1_87520.1	FGIG_04553
OG0006331	SSPN1_64710.1	FGIG_04577
OG0006332	SSPN1_43920.1	FGIG_04582
OG0006333	SSPN1_64120.1	FGIG_04670
OG0006334	SSPN1_79680.1	FGIG_04684
OG0006335	SSPN1_91440.1	FGIG_04751
OG0006336	SSPN1_20980.1	FGIG_04777
OG0006338	SSPN1_9220.1	FGIG_04804
OG0006339	SSPN1_35340.1	FGIG_04931
OG0006340	SSPN1_42300.1	FGIG_04957, FGIG_05164
OG0006341	SSPN1_50000.1, SSPN1_50000.2	FGIG_05004
OG0006342	SSPN1_81190.1	FGIG_05037, FGIG_05036, FGIG_05038
OG0006343	SSPN1_63200.1	FGIG_05060, FGIG_05091
OG0006344	SSPN1_24950.1	FGIG_05103
OG0006346	SSPN1_87210.1	FGIG_05271
OG0006347	SSPN1_26580.1, SSPN1_26580.2	FGIG_05292
OG0006348	SSPN1_43840.1	FGIG_05327
OG0006349	SSPN1_8370.1	FGIG_05354, FGIG_05355
OG0006350	SSPN1_33800.1	FGIG_05372, FGIG_05373
OG0006351	SSPN1_74200.1	FGIG_05380
OG0006352	SSPN1_16040.1	FGIG_05416
OG0006353	SSPN1_67040.1	FGIG_05427
OG0006354	SSPN1_68850.1, SSPN1_68850.2	FGIG_05431
OG0006355	SSPN1_49650.1	FGIG_05443
OG0006356	SSPN1_76410.1	FGIG_05477
OG0006357	SSPN1_80720.1	FGIG_05499
OG0006358	SSPN1_14660.1	FGIG_05606
OG0006359	SSPN1_49330.1	FGIG_05685, FGIG_05684
OG0006360	SSPN1_89410.1, SSPN1_89410.2	FGIG_05687
OG0006361	SSPN1_52720.1	FGIG_05695
OG0006362	SSPN1_12730.1	FGIG_05758
OG0006363	SSPN1_16390.1	FGIG_05842
OG0006364	SSPN1_79610.1	FGIG_05846
