Orthogroup	schistosoma_spindale	fasciola_gigantica
OG0001363	SSPN1_91350.1, SSPN1_91360.1	FGIG_00681
OG0001364	SSPN1_82310.9, SSPN1_82310.7, SSPN1_82310.3, SSPN1_82310.6, SSPN1_82310.1, SSPN1_82310.2, SSPN1_82310.4, SSPN1_82310.5, SSPN1_82310.8	FGIG_02461, FGIG_00701
OG0001365	SSPN1_75110.1	FGIG_00793
OG0001367	SSPN1_91890.1, SSPN1_91890.2, SSPN1_91890.3, SSPN1_91890.4	FGIG_00899
OG0001368	SSPN1_10780.1, SSPN1_10770.3, SSPN1_10770.4, SSPN1_10770.2, SSPN1_10770.1	FGIG_01072
OG0001369	SSPN1_86770.1	FGIG_01293, FGIG_11775
OG0001370	SSPN1_56510.1, SSPN1_56520.1, SSPN1_56510.2, SSPN1_56530.1	FGIG_01407
OG0001371	SSPN1_34540.1, SSPN1_34530.1	FGIG_01436, FGIG_03554, FGIG_05993
OG0001372	SSPN1_33790.3, SSPN1_33790.1, SSPN1_33790.2, SSPN1_33790.4	FGIG_01881
OG0001373	SSPN1_2370.1	FGIG_01981
OG0001374	SSPN1_63380.4, SSPN1_63380.2, SSPN1_63380.1, SSPN1_63380.3	FGIG_01999
OG0001375	SSPN1_74410.1, SSPN1_74410.4, SSPN1_74410.5, SSPN1_74410.6, SSPN1_74410.2, SSPN1_74410.3	FGIG_02028
OG0001376	SSPN1_83570.1	FGIG_02276
OG0001377	SSPN1_61970.1	FGIG_02347
OG0001378	SSPN1_3160.1	FGIG_02822, FGIG_02481
OG0001379	SSPN1_67400.1	FGIG_02623, FGIG_11407, FGIG_11408, FGIG_09106
OG0001380	SSPN1_57280.1	FGIG_02638
OG0001381	SSPN1_70430.1	FGIG_02642, FGIG_12629
OG0001382	SSPN1_25600.1	FGIG_02925
OG0001383	SSPN1_4020.1	FGIG_03190
OG0001384	SSPN1_84640.1	FGIG_03272
OG0001385	SSPN1_22520.1, SSPN1_22520.2	FGIG_03311, FGIG_03310
OG0001386	SSPN1_42720.1, SSPN1_42720.2	FGIG_03534
OG0001387	SSPN1_83700.1	FGIG_03668
OG0001388	SSPN1_19020.1	FGIG_07823, FGIG_03697
OG0001389	SSPN1_44450.1	FGIG_03992
OG0001390	SSPN1_31220.1	FGIG_04023
OG0001391	SSPN1_36330.3, SSPN1_36330.4, SSPN1_36330.1, SSPN1_36330.2	FGIG_04025, FGIG_06537
OG0001392	SSPN1_17190.1	FGIG_04113
OG0001393	SSPN1_14470.1, SSPN1_14480.1	FGIG_04241
OG0001394	SSPN1_73390.1, SSPN1_73390.2, SSPN1_73390.3, SSPN1_73390.4, SSPN1_73390.5	FGIG_04248
OG0001395	SSPN1_85400.1, SSPN1_85400.2	FGIG_04272
OG0001395	SSPN1_24640.1	FGIG_12176
OG0001396	SSPN1_46270.1, SSPN1_46280.4, SSPN1_46280.1, SSPN1_46280.3, SSPN1_46280.2, SSPN1_46280.5	FGIG_04364
OG0001397	SSPN1_61850.1	FGIG_04602
OG0001398	SSPN1_19260.2, SSPN1_19260.1, SSPN1_19260.5, SSPN1_19260.3, SSPN1_19260.4	FGIG_04627
OG0001399	SSPN1_88480.3, SSPN1_88480.5, SSPN1_88480.4, SSPN1_88480.7, SSPN1_88480.6, SSPN1_88480.2, SSPN1_88480.1	FGIG_04632, FGIG_05593
OG0001400	SSPN1_82560.1, SSPN1_77980.5, SSPN1_77980.4, SSPN1_77980.1, SSPN1_77980.3, SSPN1_77980.2, SSPN1_77980.6	FGIG_04740
OG0001401	SSPN1_48990.1, SSPN1_49000.1, SSPN1_48980.1	FGIG_05531, FGIG_04791
OG0001402	SSPN1_25000.1, SSPN1_25000.2	FGIG_04917
OG0001403	SSPN1_53250.1	FGIG_05254, FGIG_05255
OG0001404	SSPN1_12420.1	FGIG_05319
OG0001405	SSPN1_37480.1	FGIG_05965
OG0001406	SSPN1_28150.1	FGIG_06203
OG0001408	SSPN1_23340.1, SSPN1_23310.1	FGIG_06264, FGIG_07363
OG0001409	SSPN1_48050.1	FGIG_06287, FGIG_09995
OG0001410	SSPN1_35930.1, SSPN1_35940.1	FGIG_06538
OG0001411	SSPN1_27430.3, SSPN1_27430.4, SSPN1_27430.1, SSPN1_27430.2	FGIG_06544
OG0001412	SSPN1_27530.3, SSPN1_27530.4, SSPN1_27530.2, SSPN1_27530.1	FGIG_06774
OG0001413	SSPN1_90720.1	FGIG_06924
OG0001414	SSPN1_4210.1, SSPN1_4210.2, SSPN1_4210.4, SSPN1_4210.5, SSPN1_4210.3	FGIG_07348
OG0001415	SSPN1_30230.1	FGIG_07500
OG0001416	SSPN1_16050.3, SSPN1_16050.1, SSPN1_16050.5, SSPN1_16050.4, SSPN1_16050.2	FGIG_07696
OG0001417	SSPN1_16940.1, SSPN1_16940.2	FGIG_07741, FGIG_12559
OG0001418	SSPN1_550.1, SSPN1_550.2, SSPN1_550.3, SSPN1_550.4	FGIG_07825
OG0001419	SSPN1_58470.1, SSPN1_58470.2, SSPN1_58470.4, SSPN1_58470.3	FGIG_07870, FGIG_10679
OG0001420	SSPN1_79380.1, SSPN1_79380.2, SSPN1_79380.3	FGIG_07881
OG0001421	SSPN1_34170.1, SSPN1_34170.2	FGIG_07907
OG0001422	SSPN1_72190.1	FGIG_08355
OG0001423	SSPN1_19330.1, SSPN1_19330.2	FGIG_08436
OG0001424	SSPN1_21460.1	FGIG_09248, FGIG_12263, FGIG_08684
OG0001425	SSPN1_24450.5	FGIG_08864
OG0001426	SSPN1_6120.1, SSPN1_6120.3, SSPN1_6120.2, SSPN1_6120.5, SSPN1_6120.8, SSPN1_6120.10, SSPN1_6120.6, SSPN1_6120.9, SSPN1_6120.4, SSPN1_6120.7	FGIG_09477
OG0001427	SSPN1_25010.6, SSPN1_25010.5, SSPN1_25010.4, SSPN1_25010.1, SSPN1_25010.2, SSPN1_25010.3	FGIG_09959, FGIG_09960, FGIG_09551
OG0001428	SSPN1_2490.1	FGIG_09685
OG0001429	SSPN1_51300.1, SSPN1_51300.2	FGIG_09736
OG0001430	SSPN1_53330.1, SSPN1_53320.1	FGIG_09780, FGIG_09781
OG0001431	SSPN1_59260.1	FGIG_09903
OG0001432	SSPN1_20960.1	FGIG_10624, FGIG_10046
OG0001433	SSPN1_10210.1, SSPN1_10210.3, SSPN1_10210.2	FGIG_10236
OG0001434	SSPN1_91600.1, SSPN1_91580.1, SSPN1_91580.2	FGIG_10315
OG0001435	SSPN1_74430.1, SSPN1_74430.3, SSPN1_74430.2	FGIG_10602
OG0001436	SSPN1_74810.1, SSPN1_74810.2, SSPN1_74810.3	FGIG_10675
OG0001437	SSPN1_48420.1, SSPN1_52790.1, SSPN1_52800.1	FGIG_11037
OG0001438	SSPN1_11790.1	FGIG_12188, FGIG_11078
OG0001439	SSPN1_72860.1	FGIG_11413
OG0001440	SSPN1_33650.1	FGIG_11566, FGIG_11647
OG0001441	SSPN1_86040.1	FGIG_11575
OG0001442	SSPN1_61780.1, SSPN1_61780.2	FGIG_12309
OG0001443	SSPN1_12290.1, SSPN1_12290.2, SSPN1_12290.3, SSPN1_12290.4	FGIG_12392
OG0001453	SSPN1_50590.1	FGIG_00007
OG0001454	SSPN1_79600.1	FGIG_00100
OG0001455	SSPN1_92760.1, SSPN1_92760.2, SSPN1_92760.3	FGIG_00375
OG0001456	SSPN1_66150.1	FGIG_00389, FGIG_00388, FGIG_00391, FGIG_00390, FGIG_00394
OG0001457	SSPN1_5160.3, SSPN1_5160.1, SSPN1_5160.2, SSPN1_5160.4	FGIG_00527
OG0001458	SSPN1_29110.2, SSPN1_29110.5, SSPN1_29110.3, SSPN1_29110.4, SSPN1_29110.1, SSPN1_29110.6, SSPN1_29110.8, SSPN1_29110.7	FGIG_00598
OG0001459	SSPN1_55200.1, SSPN1_55190.1	FGIG_00625
OG0001460	SSPN1_34850.1, SSPN1_34850.2	FGIG_00746
OG0001461	SSPN1_27150.1	FGIG_00812
OG0001462	SSPN1_55620.2, SSPN1_55620.3, SSPN1_55620.1	FGIG_00838
OG0001463	SSPN1_64680.1	FGIG_00845, FGIG_00847, FGIG_00842
OG0001464	SSPN1_51550.1, SSPN1_51550.3, SSPN1_51550.2	FGIG_01002, FGIG_01001
OG0001465	SSPN1_72410.1	FGIG_01084, FGIG_01085, FGIG_01083
OG0001466	SSPN1_4900.1, SSPN1_4900.2, SSPN1_4900.3	FGIG_01468
OG0001467	SSPN1_61230.1	FGIG_01527
OG0001468	SSPN1_4510.4, SSPN1_4510.3, SSPN1_4510.1, SSPN1_4510.2	FGIG_01678
OG0001469	SSPN1_79200.4, SSPN1_79200.2, SSPN1_79200.3, SSPN1_79200.1	FGIG_02035
OG0001470	SSPN1_59950.1, SSPN1_59950.2, SSPN1_59950.3, SSPN1_59950.5, SSPN1_59950.4	FGIG_02478
OG0001471	SSPN1_63650.1, SSPN1_63690.1, SSPN1_55050.3, SSPN1_63720.1, SSPN1_63710.1, SSPN1_81090.1, SSPN1_55050.2, SSPN1_55050.1, SSPN1_21180.1, SSPN1_63700.1	FGIG_02485
OG0001472	SSPN1_60060.3, SSPN1_60060.4, SSPN1_60060.1, SSPN1_60060.2	FGIG_02729
OG0001473	SSPN1_71160.1, SSPN1_71160.2	FGIG_02731
OG0001474	SSPN1_39250.1	FGIG_03047
OG0001475	SSPN1_52730.1, SSPN1_52730.3, SSPN1_52730.2	FGIG_03100
OG0001476	SSPN1_8350.5, SSPN1_8350.3, SSPN1_8350.1, SSPN1_8350.2, SSPN1_8350.4	FGIG_03317, FGIG_03318, FGIG_03319
OG0001477	SSPN1_53880.1	FGIG_05669, FGIG_03473
OG0001478	SSPN1_21000.1	FGIG_03510
OG0001479	SSPN1_21580.1, SSPN1_21580.2, SSPN1_21580.3, SSPN1_21580.4, SSPN1_21580.5	FGIG_03824, FGIG_03823
OG0001480	SSPN1_19700.1, SSPN1_19700.3, SSPN1_19700.2	FGIG_03902, FGIG_09394
OG0001481	SSPN1_46060.1, SSPN1_46050.1, SSPN1_46050.2, SSPN1_46060.2	FGIG_03954
OG0001482	SSPN1_88790.1	FGIG_03987, FGIG_03989
OG0001483	SSPN1_68870.1	FGIG_04016, FGIG_04017
OG0001484	SSPN1_22010.1, SSPN1_22010.2	FGIG_04029
OG0001485	SSPN1_37050.1	FGIG_04100
OG0001486	SSPN1_51120.1, SSPN1_51120.2, SSPN1_51120.4, SSPN1_51120.3, SSPN1_51130.2, SSPN1_51130.1	FGIG_04199
OG0001487	SSPN1_23650.1, SSPN1_23650.2	FGIG_04338
OG0001488	SSPN1_34980.1	FGIG_10101
OG0001488	SSPN1_91920.1	FGIG_04424, FGIG_09377
OG0001489	SSPN1_24370.1	FGIG_04514
OG0001490	SSPN1_30450.2, SSPN1_30450.7, SSPN1_30450.3, SSPN1_30450.4, SSPN1_30450.6, SSPN1_30450.1, SSPN1_30450.5, SSPN1_30450.10, SSPN1_30450.8, SSPN1_30450.9	FGIG_04737
OG0001491	SSPN1_5510.1, SSPN1_5510.2, SSPN1_5510.3, SSPN1_5510.4	FGIG_04881
OG0001492	SSPN1_46910.1, SSPN1_47090.1	FGIG_05028
OG0001493	SSPN1_44480.1	FGIG_05082
OG0001494	SSPN1_25380.3, SSPN1_25380.4, SSPN1_25380.1, SSPN1_25380.2	FGIG_05163
OG0001495	SSPN1_7550.1, SSPN1_7550.2, SSPN1_7550.4, SSPN1_7550.3	FGIG_05214
OG0001496	SSPN1_72940.1	FGIG_05312
OG0001497	SSPN1_36480.1, SSPN1_36480.2, SSPN1_36480.3	FGIG_09297, FGIG_08521, FGIG_05321, FGIG_09298
OG0001498	SSPN1_43850.1	FGIG_05326
OG0001499	SSPN1_60180.1	FGIG_05475
OG0001500	SSPN1_58350.2, SSPN1_58350.8, SSPN1_58350.3, SSPN1_58350.12, SSPN1_58350.11, SSPN1_58350.10, SSPN1_58350.4, SSPN1_58350.6, SSPN1_58350.5, SSPN1_58350.9, SSPN1_58350.7, SSPN1_58350.1	FGIG_05484
OG0001501	SSPN1_89050.1, SSPN1_89050.2, SSPN1_89050.4, SSPN1_89050.5, SSPN1_89050.6, SSPN1_89050.3, SSPN1_89320.1	FGIG_05719
OG0001502	SSPN1_990.1, SSPN1_980.1	FGIG_07935, FGIG_12383, FGIG_11916, FGIG_05911
OG0001503	SSPN1_49970.3, SSPN1_49970.1, SSPN1_49970.2	FGIG_05914, FGIG_05913, FGIG_12549
OG0001504	SSPN1_60710.1	FGIG_06003
OG0001505	SSPN1_89830.1, SSPN1_89840.1, SSPN1_89820.1	FGIG_06009, FGIG_06008, FGIG_11726
OG0001506	SSPN1_16330.1	FGIG_11884, FGIG_06191
OG0001507	SSPN1_50450.4, SSPN1_50450.8, SSPN1_50450.5, SSPN1_50450.3, SSPN1_50450.6, SSPN1_50450.1, SSPN1_50450.2, SSPN1_50450.7	FGIG_06422
OG0001508	SSPN1_32160.1	FGIG_06515
OG0001509	SSPN1_73200.1, SSPN1_71850.4, SSPN1_71850.2, SSPN1_71850.1, SSPN1_71850.3	FGIG_08725, FGIG_06689, FGIG_11470
OG0001510	SSPN1_40490.4, SSPN1_40490.6, SSPN1_40490.7, SSPN1_40490.3	FGIG_09309
OG0001511	SSPN1_39070.1	FGIG_07488
OG0001512	SSPN1_68770.1, SSPN1_68770.3, SSPN1_68770.4, SSPN1_68770.2	FGIG_07543, FGIG_08646
OG0001513	SSPN1_16130.1, SSPN1_16120.1	FGIG_07584
OG0001514	SSPN1_1650.1, SSPN1_1650.2	FGIG_11472, FGIG_07598
OG0001515	SSPN1_2280.1, SSPN1_9100.1	FGIG_07783
OG0001516	SSPN1_12660.1	FGIG_08344
OG0001516	SSPN1_12640.1	FGIG_08392
OG0001517	SSPN1_26430.1, SSPN1_26430.2, SSPN1_26430.3	FGIG_08150
OG0001518	SSPN1_73000.1	FGIG_08552, FGIG_08418
OG0001519	SSPN1_72820.3, SSPN1_72820.4, SSPN1_72820.5, SSPN1_72820.1, SSPN1_72820.2, SSPN1_72820.6	FGIG_08498
OG0001520	SSPN1_8490.1	FGIG_08941
OG0001521	SSPN1_53100.1	FGIG_09187
OG0001522	SSPN1_20550.1, SSPN1_20560.1	FGIG_09207
OG0001523	SSPN1_47000.1	FGIG_09296
OG0001524	SSPN1_78910.2, SSPN1_78910.1, SSPN1_78910.3	FGIG_09430
OG0001525	SSPN1_37150.1, SSPN1_37150.2	FGIG_10654, FGIG_09632
OG0001526	SSPN1_51100.2, SSPN1_51100.3, SSPN1_51100.1, SSPN1_51100.4, SSPN1_51100.5	FGIG_09633
OG0001527	SSPN1_86700.1, SSPN1_86700.2	FGIG_09634
OG0001528	SSPN1_41560.1	FGIG_09818, FGIG_10180
OG0001529	SSPN1_56980.1	FGIG_09837
OG0001530	SSPN1_45110.1	FGIG_09879
OG0001531	SSPN1_14100.1, SSPN1_14100.2, SSPN1_14100.3	FGIG_10103
OG0001532	SSPN1_2880.1, SSPN1_2880.2, SSPN1_2880.3	FGIG_10146, FGIG_10147
OG0001533	SSPN1_56790.1, SSPN1_56790.2, SSPN1_56790.3	FGIG_10179
OG0001534	SSPN1_71540.1, SSPN1_71540.5, SSPN1_71540.3, SSPN1_71540.4, SSPN1_71540.2	FGIG_10287
OG0001535	SSPN1_84100.1	FGIG_10930, FGIG_10298
OG0001536	SSPN1_10200.1, SSPN1_10200.2	FGIG_10698
OG0001537	SSPN1_1370.1, SSPN1_1370.2, SSPN1_1370.3, SSPN1_1370.4, SSPN1_1380.2, SSPN1_1380.1	FGIG_11105
OG0001538	SSPN1_84830.1, SSPN1_84830.2, SSPN1_84830.3, SSPN1_84830.4	FGIG_11361
OG0001539	SSPN1_1520.1, SSPN1_1520.2, SSPN1_1520.3, SSPN1_1520.5, SSPN1_1520.4	FGIG_11593
OG0001540	SSPN1_31920.1	FGIG_11704
OG0001541	SSPN1_81000.1	FGIG_11817
OG0001543	SSPN1_80880.1, SSPN1_80880.4, SSPN1_80880.5, SSPN1_80880.2, SSPN1_80880.3	FGIG_11936
OG0001544	SSPN1_17250.2, SSPN1_17250.5, SSPN1_17250.1, SSPN1_17250.3, SSPN1_17250.4	FGIG_12130, FGIG_12131
OG0001554	SSPN1_29630.1	FGIG_07971, FGIG_07969
OG0001555	SSPN1_72980.1, SSPN1_72960.1	FGIG_00531, FGIG_00530, FGIG_00127
OG0001556	SSPN1_38580.1	FGIG_00492
OG0001557	SSPN1_39810.1	FGIG_00563
OG0001558	SSPN1_77640.1	FGIG_00593
OG0001560	SSPN1_60980.1, SSPN1_60980.3, SSPN1_60980.2, SSPN1_60980.4	FGIG_00841
OG0001561	SSPN1_44540.3, SSPN1_44540.1, SSPN1_44540.2	FGIG_00934, FGIG_03387
OG0001562	SSPN1_71930.1	FGIG_01022
OG0001563	SSPN1_42320.1, SSPN1_42320.2	FGIG_01149
OG0001564	SSPN1_47330.1, SSPN1_47330.2, SSPN1_47330.3	FGIG_12337, FGIG_01165, FGIG_01166
OG0001565	SSPN1_59680.1	FGIG_01252
OG0001566	SSPN1_61120.1, SSPN1_61120.2	FGIG_01332, FGIG_01331
OG0001567	SSPN1_74690.1	FGIG_01351, FGIG_02042
OG0001568	SSPN1_77290.1	FGIG_01381, FGIG_10926
OG0001569	SSPN1_21160.1, SSPN1_21160.2	FGIG_01430
OG0001570	SSPN1_68100.1	FGIG_01497
OG0001571	SSPN1_1030.1	FGIG_08212
OG0001571	SSPN1_6360.1	FGIG_01541
OG0001572	SSPN1_61100.1, SSPN1_61100.2	FGIG_01643
OG0001573	SSPN1_25460.1	FGIG_01771
OG0001574	SSPN1_35600.1, SSPN1_35600.5, SSPN1_35600.4, SSPN1_35600.3, SSPN1_35600.6, SSPN1_35600.2	FGIG_01776
OG0001575	SSPN1_18840.1	FGIG_01819
OG0001576	SSPN1_85290.3, SSPN1_85290.1, SSPN1_85290.2	FGIG_01874, FGIG_01873
OG0001577	SSPN1_27930.1, SSPN1_27930.2	FGIG_02105
OG0001578	SSPN1_54490.6, SSPN1_54490.5, SSPN1_54490.1, SSPN1_54490.2, SSPN1_54490.7, SSPN1_54490.3, SSPN1_54490.4	FGIG_02177
OG0001579	SSPN1_13800.1, SSPN1_13800.2	FGIG_02212
OG0001580	SSPN1_40730.1	FGIG_02237
OG0001581	SSPN1_75690.1	FGIG_02435
OG0001582	SSPN1_54100.1, SSPN1_54100.2, SSPN1_54100.3	FGIG_02459
OG0001583	SSPN1_40620.2, SSPN1_40620.3, SSPN1_40620.1	FGIG_02462
OG0001584	SSPN1_36180.1	FGIG_02509, FGIG_02508
OG0001585	SSPN1_30790.1, SSPN1_30790.2, SSPN1_30790.3	FGIG_02700
OG0001586	SSPN1_10680.1, SSPN1_10680.3, SSPN1_10680.5, SSPN1_10680.2, SSPN1_10680.4	FGIG_02757
OG0001587	SSPN1_11670.1	FGIG_02789, FGIG_08846
OG0001588	SSPN1_61360.1	FGIG_03013
OG0001589	SSPN1_36900.4, SSPN1_36900.5, SSPN1_36900.3, SSPN1_36900.1, SSPN1_36900.2	FGIG_03031
OG0001590	SSPN1_66920.1, SSPN1_66920.3, SSPN1_66920.2, SSPN1_66920.4	FGIG_03074
OG0001591	SSPN1_92940.3, SSPN1_92940.4, SSPN1_92940.1, SSPN1_92940.2	FGIG_03110
OG0001592	SSPN1_11500.1, SSPN1_11500.2, SSPN1_11500.3, SSPN1_11500.4	FGIG_03254
OG0001593	SSPN1_62850.1, SSPN1_62850.2	FGIG_03389
OG0001594	SSPN1_34590.2, SSPN1_34590.1, SSPN1_34590.3	FGIG_03404
OG0001595	SSPN1_59080.3, SSPN1_59080.1, SSPN1_59080.2	FGIG_03681
OG0001596	SSPN1_77120.3, SSPN1_77120.4, SSPN1_77120.1, SSPN1_77120.2, SSPN1_77120.5	FGIG_03686
OG0001597	SSPN1_70440.1, SSPN1_70440.2	FGIG_03710
OG0001598	SSPN1_44070.1, SSPN1_44070.2, SSPN1_44070.3	FGIG_03711
OG0001599	SSPN1_67350.1	FGIG_03826
OG0001600	SSPN1_29010.1, SSPN1_29010.2	FGIG_03860
OG0001601	SSPN1_58500.3, SSPN1_58500.2, SSPN1_58500.5, SSPN1_58500.6, SSPN1_58500.4, SSPN1_58500.1	FGIG_04047
OG0001602	SSPN1_17980.1	FGIG_04252
OG0001603	SSPN1_50880.1, SSPN1_50880.2, SSPN1_50880.3	FGIG_04384
OG0001604	SSPN1_23690.1	FGIG_04790
OG0001605	SSPN1_15070.1, SSPN1_15070.2	FGIG_04843, FGIG_04842
OG0001606	SSPN1_22240.1, SSPN1_22240.2	FGIG_09218, FGIG_09219, FGIG_05027
OG0001607	SSPN1_66880.1, SSPN1_66880.2	FGIG_05053, FGIG_08672
OG0001608	SSPN1_49880.3, SSPN1_49880.1, SSPN1_49880.2, SSPN1_49880.4	FGIG_05065
OG0001609	SSPN1_68830.1, SSPN1_68830.2, SSPN1_68830.3, SSPN1_68830.4, SSPN1_68830.5, SSPN1_68830.6	FGIG_05088
OG0001610	SSPN1_91860.1	FGIG_07389
OG0001610	SSPN1_34030.1	FGIG_08349, FGIG_05093
OG0001611	SSPN1_63840.2, SSPN1_63840.3, SSPN1_63840.5, SSPN1_63840.7, SSPN1_63840.6, SSPN1_63840.8, SSPN1_63840.1, SSPN1_63840.4	FGIG_05457
OG0001612	SSPN1_1450.1, SSPN1_1450.2, SSPN1_1450.3	FGIG_05464
OG0001613	SSPN1_71250.1	FGIG_05500
OG0001614	SSPN1_30940.1	FGIG_05538, FGIG_05540
OG0001615	SSPN1_30930.1	FGIG_05541
OG0001616	SSPN1_20020.1	FGIG_05680
OG0001617	SSPN1_52500.1	FGIG_05780
OG0001618	SSPN1_31840.2, SSPN1_31840.1	FGIG_05781, FGIG_05782
OG0001619	SSPN1_52390.1	FGIG_05824
OG0001620	SSPN1_37120.1, SSPN1_37120.5, SSPN1_37120.6, SSPN1_37120.2, SSPN1_37120.3, SSPN1_37120.4	FGIG_06091
OG0001621	SSPN1_1090.1, SSPN1_1090.2, SSPN1_1090.3	FGIG_06135
OG0001622	SSPN1_81620.1	FGIG_06211, FGIG_06210
OG0001623	SSPN1_7450.1	FGIG_06565
OG0001624	SSPN1_39790.1, SSPN1_39790.3, SSPN1_39790.5, SSPN1_39790.8, SSPN1_39790.10, SSPN1_39790.7, SSPN1_39790.4, SSPN1_39790.9, SSPN1_39790.2, SSPN1_39790.6	FGIG_07374, FGIG_06649
OG0001625	SSPN1_61410.1, SSPN1_61470.1	FGIG_11741, FGIG_06687
OG0001626	SSPN1_38510.1	FGIG_06845
OG0001627	SSPN1_69890.1	FGIG_06856
OG0001628	SSPN1_14440.1, SSPN1_14440.2	FGIG_06970
OG0001629	SSPN1_1950.3, SSPN1_1950.1, SSPN1_1950.2	FGIG_07009
OG0001630	SSPN1_9050.2, SSPN1_9050.5, SSPN1_9050.1, SSPN1_9050.3, SSPN1_9050.4	FGIG_07208
OG0001631	SSPN1_86130.9, SSPN1_86130.2, SSPN1_86130.4, SSPN1_86130.5, SSPN1_86130.7, SSPN1_86130.1, SSPN1_86130.3, SSPN1_86130.6, SSPN1_86130.8	FGIG_07316
OG0001632	SSPN1_57680.1, SSPN1_57680.3, SSPN1_57680.4, SSPN1_57680.2	FGIG_07391
OG0001633	SSPN1_91230.1	FGIG_07448
OG0001634	SSPN1_84210.1, SSPN1_84210.2, SSPN1_84210.3	FGIG_07519
OG0001635	SSPN1_4930.1	FGIG_07538, FGIG_07539
OG0001636	SSPN1_72040.1, SSPN1_72040.3, SSPN1_72040.2	FGIG_07566
OG0001637	SSPN1_56150.2, SSPN1_56150.1, SSPN1_56150.3	FGIG_07660
OG0001638	SSPN1_6690.1, SSPN1_6690.2, SSPN1_6690.3	FGIG_07831
OG0001639	SSPN1_14180.1, SSPN1_14140.1	FGIG_08142
OG0001640	SSPN1_13180.1	FGIG_08389
OG0001641	SSPN1_85670.2, SSPN1_85670.1, SSPN1_85670.3, SSPN1_85670.4	FGIG_08605
OG0001643	SSPN1_64530.1	FGIG_08854
OG0001644	SSPN1_47500.1	FGIG_09142
OG0001645	SSPN1_91650.1	FGIG_09151, FGIG_10352
OG0001646	SSPN1_53760.1	FGIG_09195
OG0001647	SSPN1_40520.3, SSPN1_40520.4, SSPN1_40520.1, SSPN1_40520.2, SSPN1_40520.5	FGIG_09206
OG0001648	SSPN1_77070.2, SSPN1_77070.1, SSPN1_77070.3	FGIG_09300
OG0001649	SSPN1_18430.1	FGIG_09378
OG0001650	SSPN1_70210.1	FGIG_10424, FGIG_12069
OG0001651	SSPN1_2040.1	FGIG_10542
OG0001652	SSPN1_68730.1, SSPN1_68730.2, SSPN1_68730.3	FGIG_10655
OG0001653	SSPN1_19790.1, SSPN1_19790.2, SSPN1_19790.3	FGIG_10856
OG0001654	SSPN1_87390.1, SSPN1_87400.2, SSPN1_87400.1, SSPN1_87400.3, SSPN1_87400.4	FGIG_11347
OG0001655	SSPN1_64950.2, SSPN1_64950.1, SSPN1_64950.3	FGIG_11826
OG0001656	SSPN1_84730.2, SSPN1_84730.1, SSPN1_84730.4, SSPN1_84730.3, SSPN1_84730.5, SSPN1_84730.6	FGIG_12138
OG0001657	SSPN1_37440.1, SSPN1_37440.2	FGIG_12273
OG0001668	SSPN1_27280.1, SSPN1_27280.3, SSPN1_27280.4, SSPN1_27280.2, SSPN1_27280.5	FGIG_00343, FGIG_00341, FGIG_00342
OG0001669	SSPN1_38830.1	FGIG_00345
OG0001670	SSPN1_34210.1	FGIG_00362, FGIG_09303, FGIG_09302
OG0001671	SSPN1_29200.1	FGIG_00386
OG0001672	SSPN1_28360.1, SSPN1_28360.2, SSPN1_28360.3	FGIG_00594
OG0001673	SSPN1_62990.1, SSPN1_62990.2	FGIG_00782
OG0001675	SSPN1_57990.3, SSPN1_57990.5, SSPN1_57990.4, SSPN1_57990.6, SSPN1_57990.1, SSPN1_57990.2	FGIG_01158
OG0001676	SSPN1_19630.3, SSPN1_19630.1, SSPN1_19630.2, SSPN1_19630.4	FGIG_01424
OG0001677	SSPN1_85520.1	FGIG_01587
OG0001678	SSPN1_55840.1, SSPN1_55840.4, SSPN1_55840.2, SSPN1_55840.3, SSPN1_55840.5	FGIG_01613
OG0001679	SSPN1_12610.1, SSPN1_12610.2	FGIG_01636
OG0001680	SSPN1_27330.1, SSPN1_27330.2, SSPN1_27330.3, SSPN1_27330.4, SSPN1_27330.5	FGIG_01674, FGIG_09657, FGIG_01673
OG0001681	SSPN1_11820.1	FGIG_10397, FGIG_01757
OG0001682	SSPN1_13670.1, SSPN1_13670.2, SSPN1_13670.3	FGIG_01772
OG0001683	SSPN1_24340.1, SSPN1_24330.4, SSPN1_24330.3, SSPN1_24330.2, SSPN1_24330.1	FGIG_09870, FGIG_01860, FGIG_09138, FGIG_09869
OG0001684	SSPN1_28290.1	FGIG_06953, FGIG_02137
OG0001685	SSPN1_15270.1, SSPN1_15290.1	FGIG_02286
OG0001686	SSPN1_79290.3, SSPN1_79290.2, SSPN1_79290.1	FGIG_02332
OG0001687	SSPN1_53770.1	FGIG_02344
OG0001688	SSPN1_21210.3, SSPN1_21210.4, SSPN1_21210.1, SSPN1_21210.2	FGIG_02355, FGIG_02354
OG0001689	SSPN1_9560.1, SSPN1_9520.1	FGIG_02361
OG0001690	SSPN1_37010.1, SSPN1_37010.2, SSPN1_37010.3	FGIG_02412
OG0001691	SSPN1_17670.6, SSPN1_17670.1, SSPN1_17670.2, SSPN1_17670.5, SSPN1_17670.3, SSPN1_17670.4	FGIG_02430
OG0001692	SSPN1_73300.1	FGIG_02603
OG0001693	SSPN1_79440.1	FGIG_02612
OG0001694	SSPN1_79470.2, SSPN1_79470.3, SSPN1_79470.1, SSPN1_79470.4	FGIG_02613
